context: The Third Plate response:	Sixteen
context: You'll understand once you begin recipe testing\what it means to square off with bear meat.\Use the test kitchen however you'd like.\Hm.\So this is bear meat.\It's nice to have them prepare the meat for us.\I've never cooked bear meat before.\Which part of the bear is this? response:	Come to think of it, Yoshino once said...
context: what it means to square off with bear meat.\Use the test kitchen however you'd like.\Hm.\So this is bear meat.\It's nice to have them prepare the meat for us.\I've never cooked bear meat before.\Which part of the bear is this?\Come to think of it, Yoshino once said... response:	It depends on the animal and the season,
context: Use the test kitchen however you'd like.\Hm.\So this is bear meat.\It's nice to have them prepare the meat for us.\I've never cooked bear meat before.\Which part of the bear is this?\Come to think of it, Yoshino once said...\It depends on the animal and the season, response:	but bear meat can be pretty smelly.
context: Hm.\So this is bear meat.\It's nice to have them prepare the meat for us.\I've never cooked bear meat before.\Which part of the bear is this?\Come to think of it, Yoshino once said...\It depends on the animal and the season,\but bear meat can be pretty smelly. response:	It requires more careful handling than, say, deer or boar.
context: So this is bear meat.\It's nice to have them prepare the meat for us.\I've never cooked bear meat before.\Which part of the bear is this?\Come to think of it, Yoshino once said...\It depends on the animal and the season,\but bear meat can be pretty smelly.\It requires more careful handling than, say, deer or boar. response:	Smelly, huh.
context: It's nice to have them prepare the meat for us.\I've never cooked bear meat before.\Which part of the bear is this?\Come to think of it, Yoshino once said...\It depends on the animal and the season,\but bear meat can be pretty smelly.\It requires more careful handling than, say, deer or boar.\Smelly, huh. response:	I guess I'll have to try it out for myself.
context: I've never cooked bear meat before.\Which part of the bear is this?\Come to think of it, Yoshino once said...\It depends on the animal and the season,\but bear meat can be pretty smelly.\It requires more careful handling than, say, deer or boar.\Smelly, huh.\I guess I'll have to try it out for myself. response:	To start, I want to get a good sense of how bear meat tastes.
context: Which part of the bear is this?\Come to think of it, Yoshino once said...\It depends on the animal and the season,\but bear meat can be pretty smelly.\It requires more careful handling than, say, deer or boar.\Smelly, huh.\I guess I'll have to try it out for myself.\To start, I want to get a good sense of how bear meat tastes. response:	First off, let's keep it really simple and just cook it with salt!
context: Come to think of it, Yoshino once said...\It depends on the animal and the season,\but bear meat can be pretty smelly.\It requires more careful handling than, say, deer or boar.\Smelly, huh.\I guess I'll have to try it out for myself.\To start, I want to get a good sense of how bear meat tastes.\First off, let's keep it really simple and just cook it with salt! response:	Hm?
context: It depends on the animal and the season,\but bear meat can be pretty smelly.\It requires more careful handling than, say, deer or boar.\Smelly, huh.\I guess I'll have to try it out for myself.\To start, I want to get a good sense of how bear meat tastes.\First off, let's keep it really simple and just cook it with salt!\Hm? response:	It smells pleasant enough.
context: but bear meat can be pretty smelly.\It requires more careful handling than, say, deer or boar.\Smelly, huh.\I guess I'll have to try it out for myself.\To start, I want to get a good sense of how bear meat tastes.\First off, let's keep it really simple and just cook it with salt!\Hm?\It smells pleasant enough. response:	There's some pungency,
context: It requires more careful handling than, say, deer or boar.\Smelly, huh.\I guess I'll have to try it out for myself.\To start, I want to get a good sense of how bear meat tastes.\First off, let's keep it really simple and just cook it with salt!\Hm?\It smells pleasant enough.\There's some pungency, response:	but it's totally fine!
context: Smelly, huh.\I guess I'll have to try it out for myself.\To start, I want to get a good sense of how bear meat tastes.\First off, let's keep it really simple and just cook it with salt!\Hm?\It smells pleasant enough.\There's some pungency,\but it's totally fine! response:	Done!
context: I guess I'll have to try it out for myself.\To start, I want to get a good sense of how bear meat tastes.\First off, let's keep it really simple and just cook it with salt!\Hm?\It smells pleasant enough.\There's some pungency,\but it's totally fine!\Done! response:	Here goes my first bite.
context: To start, I want to get a good sense of how bear meat tastes.\First off, let's keep it really simple and just cook it with salt!\Hm?\It smells pleasant enough.\There's some pungency,\but it's totally fine!\Done!\Here goes my first bite. response:	Nice! So much sweet and rich fatty flavor!
context: First off, let's keep it really simple and just cook it with salt!\Hm?\It smells pleasant enough.\There's some pungency,\but it's totally fine!\Done!\Here goes my first bite.\Nice! So much sweet and rich fatty flavor! response:	It does have a distinct flavor, but it's not so ba
context: Hm?\It smells pleasant enough.\There's some pungency,\but it's totally fine!\Done!\Here goes my first bite.\Nice! So much sweet and rich fatty flavor!\It does have a distinct flavor, but it's not so ba response:	Hang on, a different flavor comes through after you chew on it.
context: It smells pleasant enough.\There's some pungency,\but it's totally fine!\Done!\Here goes my first bite.\Nice! So much sweet and rich fatty flavor!\It does have a distinct flavor, but it's not so ba\Hang on, a different flavor comes through after you chew on it. response:	It's unbelievably gamey...
context: There's some pungency,\but it's totally fine!\Done!\Here goes my first bite.\Nice! So much sweet and rich fatty flavor!\It does have a distinct flavor, but it's not so ba\Hang on, a different flavor comes through after you chew on it.\It's unbelievably gamey... response:	Roar!
context: but it's totally fine!\Done!\Here goes my first bite.\Nice! So much sweet and rich fatty flavor!\It does have a distinct flavor, but it's not so ba\Hang on, a different flavor comes through after you chew on it.\It's unbelievably gamey...\Roar! response:	Yeah, this is a peculiar smell.
context: Done!\Here goes my first bite.\Nice! So much sweet and rich fatty flavor!\It does have a distinct flavor, but it's not so ba\Hang on, a different flavor comes through after you chew on it.\It's unbelievably gamey...\Roar!\Yeah, this is a peculiar smell. response:	Bear
context: Here goes my first bite.\Nice! So much sweet and rich fatty flavor!\It does have a distinct flavor, but it's not so ba\Hang on, a different flavor comes through after you chew on it.\It's unbelievably gamey...\Roar!\Yeah, this is a peculiar smell.\Bear response:	Or just plain smelly!
context: Nice! So much sweet and rich fatty flavor!\It does have a distinct flavor, but it's not so ba\Hang on, a different flavor comes through after you chew on it.\It's unbelievably gamey...\Roar!\Yeah, this is a peculiar smell.\Bear\Or just plain smelly! response:	Well, I only did a simple preparation this time.
context: It does have a distinct flavor, but it's not so ba\Hang on, a different flavor comes through after you chew on it.\It's unbelievably gamey...\Roar!\Yeah, this is a peculiar smell.\Bear\Or just plain smelly!\Well, I only did a simple preparation this time. response:	If I just throw spices at it to temper the gaminess,
context: Hang on, a different flavor comes through after you chew on it.\It's unbelievably gamey...\Roar!\Yeah, this is a peculiar smell.\Bear\Or just plain smelly!\Well, I only did a simple preparation this time.\If I just throw spices at it to temper the gaminess, response:	I'm sure it'll be fine next time
context: It's unbelievably gamey...\Roar!\Yeah, this is a peculiar smell.\Bear\Or just plain smelly!\Well, I only did a simple preparation this time.\If I just throw spices at it to temper the gaminess,\I'm sure it'll be fine next time response:	You'll understand once you begin recipe testing
context: Roar!\Yeah, this is a peculiar smell.\Bear\Or just plain smelly!\Well, I only did a simple preparation this time.\If I just throw spices at it to temper the gaminess,\I'm sure it'll be fine next time\You'll understand once you begin recipe testing response:	what it means to square off with bear meat.
context: Yeah, this is a peculiar smell.\Bear\Or just plain smelly!\Well, I only did a simple preparation this time.\If I just throw spices at it to temper the gaminess,\I'm sure it'll be fine next time\You'll understand once you begin recipe testing\what it means to square off with bear meat. response:	I'll have to counter the smelliness in order to deal with this special meat!
context: Bear\Or just plain smelly!\Well, I only did a simple preparation this time.\If I just throw spices at it to temper the gaminess,\I'm sure it'll be fine next time\You'll understand once you begin recipe testing\what it means to square off with bear meat.\I'll have to counter the smelliness in order to deal with this special meat! response:	And spices are key
context: Or just plain smelly!\Well, I only did a simple preparation this time.\If I just throw spices at it to temper the gaminess,\I'm sure it'll be fine next time\You'll understand once you begin recipe testing\what it means to square off with bear meat.\I'll have to counter the smelliness in order to deal with this special meat!\And spices are key response:	That means I'm squarely in Hayama's territory!
context: Well, I only did a simple preparation this time.\If I just throw spices at it to temper the gaminess,\I'm sure it'll be fine next time\You'll understand once you begin recipe testing\what it means to square off with bear meat.\I'll have to counter the smelliness in order to deal with this special meat!\And spices are key\That means I'm squarely in Hayama's territory! response:	Shit!
context: If I just throw spices at it to temper the gaminess,\I'm sure it'll be fine next time\You'll understand once you begin recipe testing\what it means to square off with bear meat.\I'll have to counter the smelliness in order to deal with this special meat!\And spices are key\That means I'm squarely in Hayama's territory!\Shit! response:	Why do I always get topics where spices are the key
context: I'm sure it'll be fine next time\You'll understand once you begin recipe testing\what it means to square off with bear meat.\I'll have to counter the smelliness in order to deal with this special meat!\And spices are key\That means I'm squarely in Hayama's territory!\Shit!\Why do I always get topics where spices are the key response:	whenever I'm facing Hayama?
context: You'll understand once you begin recipe testing\what it means to square off with bear meat.\I'll have to counter the smelliness in order to deal with this special meat!\And spices are key\That means I'm squarely in Hayama's territory!\Shit!\Why do I always get topics where spices are the key\whenever I'm facing Hayama? response:	Not that I mind trying to beat him at his own game!
context: what it means to square off with bear meat.\I'll have to counter the smelliness in order to deal with this special meat!\And spices are key\That means I'm squarely in Hayama's territory!\Shit!\Why do I always get topics where spices are the key\whenever I'm facing Hayama?\Not that I mind trying to beat him at his own game! response:	In any event, I'm just gonna focus on removing the smelliness
context: I'll have to counter the smelliness in order to deal with this special meat!\And spices are key\That means I'm squarely in Hayama's territory!\Shit!\Why do I always get topics where spices are the key\whenever I'm facing Hayama?\Not that I mind trying to beat him at his own game!\In any event, I'm just gonna focus on removing the smelliness response:	as much as I can with the ingredients I have here.
context: And spices are key\That means I'm squarely in Hayama's territory!\Shit!\Why do I always get topics where spices are the key\whenever I'm facing Hayama?\Not that I mind trying to beat him at his own game!\In any event, I'm just gonna focus on removing the smelliness\as much as I can with the ingredients I have here. response:	What's this?
context: That means I'm squarely in Hayama's territory!\Shit!\Why do I always get topics where spices are the key\whenever I'm facing Hayama?\Not that I mind trying to beat him at his own game!\In any event, I'm just gonna focus on removing the smelliness\as much as I can with the ingredients I have here.\What's this? response:	A top-of-the-line electronic nose
context: Shit!\Why do I always get topics where spices are the key\whenever I'm facing Hayama?\Not that I mind trying to beat him at his own game!\In any event, I'm just gonna focus on removing the smelliness\as much as I can with the ingredients I have here.\What's this?\A top-of-the-line electronic nose response:	and the best authorities on molecular gastronomy in the nation.
context: Why do I always get topics where spices are the key\whenever I'm facing Hayama?\Not that I mind trying to beat him at his own game!\In any event, I'm just gonna focus on removing the smelliness\as much as I can with the ingredients I have here.\What's this?\A top-of-the-line electronic nose\and the best authorities on molecular gastronomy in the nation. response:	Director Azami has stipulated that we spare no effort
context: whenever I'm facing Hayama?\Not that I mind trying to beat him at his own game!\In any event, I'm just gonna focus on removing the smelliness\as much as I can with the ingredients I have here.\What's this?\A top-of-the-line electronic nose\and the best authorities on molecular gastronomy in the nation.\Director Azami has stipulated that we spare no effort response:	in annihilating the rebels.
context: Not that I mind trying to beat him at his own game!\In any event, I'm just gonna focus on removing the smelliness\as much as I can with the ingredients I have here.\What's this?\A top-of-the-line electronic nose\and the best authorities on molecular gastronomy in the nation.\Director Azami has stipulated that we spare no effort\in annihilating the rebels. response:	You can use all available equipment and human resources in testing
context: In any event, I'm just gonna focus on removing the smelliness\as much as I can with the ingredients I have here.\What's this?\A top-of-the-line electronic nose\and the best authorities on molecular gastronomy in the nation.\Director Azami has stipulated that we spare no effort\in annihilating the rebels.\You can use all available equipment and human resources in testing response:	There's no need.
context: as much as I can with the ingredients I have here.\What's this?\A top-of-the-line electronic nose\and the best authorities on molecular gastronomy in the nation.\Director Azami has stipulated that we spare no effort\in annihilating the rebels.\You can use all available equipment and human resources in testing\There's no need. response:	I'll handle all the testing on my own.
context: What's this?\A top-of-the-line electronic nose\and the best authorities on molecular gastronomy in the nation.\Director Azami has stipulated that we spare no effort\in annihilating the rebels.\You can use all available equipment and human resources in testing\There's no need.\I'll handle all the testing on my own. response:	You can all just go home.
context: A top-of-the-line electronic nose\and the best authorities on molecular gastronomy in the nation.\Director Azami has stipulated that we spare no effort\in annihilating the rebels.\You can use all available equipment and human resources in testing\There's no need.\I'll handle all the testing on my own.\You can all just go home. response:	I've already put together the bear dish I'll be serving.
context: and the best authorities on molecular gastronomy in the nation.\Director Azami has stipulated that we spare no effort\in annihilating the rebels.\You can use all available equipment and human resources in testing\There's no need.\I'll handle all the testing on my own.\You can all just go home.\I've already put together the bear dish I'll be serving. response:	I-Impossible.
context: Director Azami has stipulated that we spare no effort\in annihilating the rebels.\You can use all available equipment and human resources in testing\There's no need.\I'll handle all the testing on my own.\You can all just go home.\I've already put together the bear dish I'll be serving.\I-Impossible. response:	He already created the optimal spice combination in mere minutes?
context: in annihilating the rebels.\You can use all available equipment and human resources in testing\There's no need.\I'll handle all the testing on my own.\You can all just go home.\I've already put together the bear dish I'll be serving.\I-Impossible.\He already created the optimal spice combination in mere minutes? response:	Indeed, he has far surpassed the chef he was during the Elections.
context: You can use all available equipment and human resources in testing\There's no need.\I'll handle all the testing on my own.\You can all just go home.\I've already put together the bear dish I'll be serving.\I-Impossible.\He already created the optimal spice combination in mere minutes?\Indeed, he has far surpassed the chef he was during the Elections. response:	Yukihira, you cannot win against him as you are now.
context: There's no need.\I'll handle all the testing on my own.\You can all just go home.\I've already put together the bear dish I'll be serving.\I-Impossible.\He already created the optimal spice combination in mere minutes?\Indeed, he has far surpassed the chef he was during the Elections.\Yukihira, you cannot win against him as you are now. response:	It's better than before,
context: I'll handle all the testing on my own.\You can all just go home.\I've already put together the bear dish I'll be serving.\I-Impossible.\He already created the optimal spice combination in mere minutes?\Indeed, he has far surpassed the chef he was during the Elections.\Yukihira, you cannot win against him as you are now.\It's better than before, response:	but there's still that lingering, unpleasant smell.
context: You can all just go home.\I've already put together the bear dish I'll be serving.\I-Impossible.\He already created the optimal spice combination in mere minutes?\Indeed, he has far surpassed the chef he was during the Elections.\Yukihira, you cannot win against him as you are now.\It's better than before,\but there's still that lingering, unpleasant smell. response:	This is no good!
context: I've already put together the bear dish I'll be serving.\I-Impossible.\He already created the optimal spice combination in mere minutes?\Indeed, he has far surpassed the chef he was during the Elections.\Yukihira, you cannot win against him as you are now.\It's better than before,\but there's still that lingering, unpleasant smell.\This is no good! response:	I need to figure out how to put this ingredient to use
context: I-Impossible.\He already created the optimal spice combination in mere minutes?\Indeed, he has far surpassed the chef he was during the Elections.\Yukihira, you cannot win against him as you are now.\It's better than before,\but there's still that lingering, unpleasant smell.\This is no good!\I need to figure out how to put this ingredient to use response:	before I can even get to recipe testing.
context: He already created the optimal spice combination in mere minutes?\Indeed, he has far surpassed the chef he was during the Elections.\Yukihira, you cannot win against him as you are now.\It's better than before,\but there's still that lingering, unpleasant smell.\This is no good!\I need to figure out how to put this ingredient to use\before I can even get to recipe testing. response:	Okay, the first spices I want to try are bay leaf, anise, and red chilis.
context: Indeed, he has far surpassed the chef he was during the Elections.\Yukihira, you cannot win against him as you are now.\It's better than before,\but there's still that lingering, unpleasant smell.\This is no good!\I need to figure out how to put this ingredient to use\before I can even get to recipe testing.\Okay, the first spices I want to try are bay leaf, anise, and red chilis. response:	Shit!
context: Yukihira, you cannot win against him as you are now.\It's better than before,\but there's still that lingering, unpleasant smell.\This is no good!\I need to figure out how to put this ingredient to use\before I can even get to recipe testing.\Okay, the first spices I want to try are bay leaf, anise, and red chilis.\Shit! response:	I'm stuck dealing with the ingredient's smell
context: It's better than before,\but there's still that lingering, unpleasant smell.\This is no good!\I need to figure out how to put this ingredient to use\before I can even get to recipe testing.\Okay, the first spices I want to try are bay leaf, anise, and red chilis.\Shit!\I'm stuck dealing with the ingredient's smell response:	instead of where I want to take the actual dish.
context: but there's still that lingering, unpleasant smell.\This is no good!\I need to figure out how to put this ingredient to use\before I can even get to recipe testing.\Okay, the first spices I want to try are bay leaf, anise, and red chilis.\Shit!\I'm stuck dealing with the ingredient's smell\instead of where I want to take the actual dish. response:	I'm not going to have enough time to deal with bear meat at all!
context: This is no good!\I need to figure out how to put this ingredient to use\before I can even get to recipe testing.\Okay, the first spices I want to try are bay leaf, anise, and red chilis.\Shit!\I'm stuck dealing with the ingredient's smell\instead of where I want to take the actual dish.\I'm not going to have enough time to deal with bear meat at all! response:	Hup! Hup! Hup!
context: I need to figure out how to put this ingredient to use\before I can even get to recipe testing.\Okay, the first spices I want to try are bay leaf, anise, and red chilis.\Shit!\I'm stuck dealing with the ingredient's smell\instead of where I want to take the actual dish.\I'm not going to have enough time to deal with bear meat at all!\Hup! Hup! Hup! response:	Yueguishu!
context: before I can even get to recipe testing.\Okay, the first spices I want to try are bay leaf, anise, and red chilis.\Shit!\I'm stuck dealing with the ingredient's smell\instead of where I want to take the actual dish.\I'm not going to have enough time to deal with bear meat at all!\Hup! Hup! Hup!\Yueguishu! response:	Bajiao!
context: Okay, the first spices I want to try are bay leaf, anise, and red chilis.\Shit!\I'm stuck dealing with the ingredient's smell\instead of where I want to take the actual dish.\I'm not going to have enough time to deal with bear meat at all!\Hup! Hup! Hup!\Yueguishu!\Bajiao! response:	Xiaohuixiang!
context: Shit!\I'm stuck dealing with the ingredient's smell\instead of where I want to take the actual dish.\I'm not going to have enough time to deal with bear meat at all!\Hup! Hup! Hup!\Yueguishu!\Bajiao!\Xiaohuixiang! response:	Dingxiang!
context: I'm stuck dealing with the ingredient's smell\instead of where I want to take the actual dish.\I'm not going to have enough time to deal with bear meat at all!\Hup! Hup! Hup!\Yueguishu!\Bajiao!\Xiaohuixiang!\Dingxiang! response:	Guipi!
context: instead of where I want to take the actual dish.\I'm not going to have enough time to deal with bear meat at all!\Hup! Hup! Hup!\Yueguishu!\Bajiao!\Xiaohuixiang!\Dingxiang!\Guipi! response:	Lajiao!
context: I'm not going to have enough time to deal with bear meat at all!\Hup! Hup! Hup!\Yueguishu!\Bajiao!\Xiaohuixiang!\Dingxiang!\Guipi!\Lajiao! response:	Why are they so energetic?
context: Hup! Hup! Hup!\Yueguishu!\Bajiao!\Xiaohuixiang!\Dingxiang!\Guipi!\Lajiao!\Why are they so energetic? response:	Hey, hey, hey!
context: Yueguishu!\Bajiao!\Xiaohuixiang!\Dingxiang!\Guipi!\Lajiao!\Why are they so energetic?\Hey, hey, hey! response:	Why're you looking so down?
context: Bajiao!\Xiaohuixiang!\Dingxiang!\Guipi!\Lajiao!\Why are they so energetic?\Hey, hey, hey!\Why're you looking so down? response:	Aren't these what you needed?
context: Xiaohuixiang!\Dingxiang!\Guipi!\Lajiao!\Why are they so energetic?\Hey, hey, hey!\Why're you looking so down?\Aren't these what you needed? response:	You're so helpless, Yukihira-chin.
context: Dingxiang!\Guipi!\Lajiao!\Why are they so energetic?\Hey, hey, hey!\Why're you looking so down?\Aren't these what you needed?\You're so helpless, Yukihira-chin. response:	Kuga-senpai?!
context: Guipi!\Lajiao!\Why are they so energetic?\Hey, hey, hey!\Why're you looking so down?\Aren't these what you needed?\You're so helpless, Yukihira-chin.\Kuga-senpai?! response:	Hup! Hup! Hup!
context: Lajiao!\Why are they so energetic?\Hey, hey, hey!\Why're you looking so down?\Aren't these what you needed?\You're so helpless, Yukihira-chin.\Kuga-senpai?!\Hup! Hup! Hup! response:	Stop, stop, stop!
context: Why are they so energetic?\Hey, hey, hey!\Why're you looking so down?\Aren't these what you needed?\You're so helpless, Yukihira-chin.\Kuga-senpai?!\Hup! Hup! Hup!\Stop, stop, stop! response:	Um...
context: Hey, hey, hey!\Why're you looking so down?\Aren't these what you needed?\You're so helpless, Yukihira-chin.\Kuga-senpai?!\Hup! Hup! Hup!\Stop, stop, stop!\Um... response:	Why are you here in Hokkaido, Kuga-senpai?
context: Why're you looking so down?\Aren't these what you needed?\You're so helpless, Yukihira-chin.\Kuga-senpai?!\Hup! Hup! Hup!\Stop, stop, stop!\Um...\Why are you here in Hokkaido, Kuga-senpai? response:	I'd heard that you guys were going to have to face the
context: Aren't these what you needed?\You're so helpless, Yukihira-chin.\Kuga-senpai?!\Hup! Hup! Hup!\Stop, stop, stop!\Um...\Why are you here in Hokkaido, Kuga-senpai?\I'd heard that you guys were going to have to face the response:	Elite Ten in an unfamiliar land, so you know...
context: You're so helpless, Yukihira-chin.\Kuga-senpai?!\Hup! Hup! Hup!\Stop, stop, stop!\Um...\Why are you here in Hokkaido, Kuga-senpai?\I'd heard that you guys were going to have to face the\Elite Ten in an unfamiliar land, so you know... response:	I was so worried that you might be crying because you feel alone!
context: Kuga-senpai?!\Hup! Hup! Hup!\Stop, stop, stop!\Um...\Why are you here in Hokkaido, Kuga-senpai?\I'd heard that you guys were going to have to face the\Elite Ten in an unfamiliar land, so you know...\I was so worried that you might be crying because you feel alone! response:	So I rushed over just in case I could be of some help to you!
context: Hup! Hup! Hup!\Stop, stop, stop!\Um...\Why are you here in Hokkaido, Kuga-senpai?\I'd heard that you guys were going to have to face the\Elite Ten in an unfamiliar land, so you know...\I was so worried that you might be crying because you feel alone!\So I rushed over just in case I could be of some help to you! response:	Um, why aren't you reacting?
context: Stop, stop, stop!\Um...\Why are you here in Hokkaido, Kuga-senpai?\I'd heard that you guys were going to have to face the\Elite Ten in an unfamiliar land, so you know...\I was so worried that you might be crying because you feel alone!\So I rushed over just in case I could be of some help to you!\Um, why aren't you reacting? response:	Well,'cause I know that whenever you're talking like that,
context: Um...\Why are you here in Hokkaido, Kuga-senpai?\I'd heard that you guys were going to have to face the\Elite Ten in an unfamiliar land, so you know...\I was so worried that you might be crying because you feel alone!\So I rushed over just in case I could be of some help to you!\Um, why aren't you reacting?\Well,'cause I know that whenever you're talking like that, response:	you don't mean anything you're saying.
context: Why are you here in Hokkaido, Kuga-senpai?\I'd heard that you guys were going to have to face the\Elite Ten in an unfamiliar land, so you know...\I was so worried that you might be crying because you feel alone!\So I rushed over just in case I could be of some help to you!\Um, why aren't you reacting?\Well,'cause I know that whenever you're talking like that,\you don't mean anything you're saying. response:	Why would I come all the way to Hokkaido just to run my mouth?
context: I'd heard that you guys were going to have to face the\Elite Ten in an unfamiliar land, so you know...\I was so worried that you might be crying because you feel alone!\So I rushed over just in case I could be of some help to you!\Um, why aren't you reacting?\Well,'cause I know that whenever you're talking like that,\you don't mean anything you're saying.\Why would I come all the way to Hokkaido just to run my mouth? response:	I came here to help you, I swear!
context: Elite Ten in an unfamiliar land, so you know...\I was so worried that you might be crying because you feel alone!\So I rushed over just in case I could be of some help to you!\Um, why aren't you reacting?\Well,'cause I know that whenever you're talking like that,\you don't mean anything you're saying.\Why would I come all the way to Hokkaido just to run my mouth?\I came here to help you, I swear! response:	Oh, really?
context: I was so worried that you might be crying because you feel alone!\So I rushed over just in case I could be of some help to you!\Um, why aren't you reacting?\Well,'cause I know that whenever you're talking like that,\you don't mean anything you're saying.\Why would I come all the way to Hokkaido just to run my mouth?\I came here to help you, I swear!\Oh, really? response:	Well, that'd be awesome.
context: So I rushed over just in case I could be of some help to you!\Um, why aren't you reacting?\Well,'cause I know that whenever you're talking like that,\you don't mean anything you're saying.\Why would I come all the way to Hokkaido just to run my mouth?\I came here to help you, I swear!\Oh, really?\Well, that'd be awesome. response:	I was really having trouble.
context: Um, why aren't you reacting?\Well,'cause I know that whenever you're talking like that,\you don't mean anything you're saying.\Why would I come all the way to Hokkaido just to run my mouth?\I came here to help you, I swear!\Oh, really?\Well, that'd be awesome.\I was really having trouble. response:	Well, there is a condition.
context: Well,'cause I know that whenever you're talking like that,\you don't mean anything you're saying.\Why would I come all the way to Hokkaido just to run my mouth?\I came here to help you, I swear!\Oh, really?\Well, that'd be awesome.\I was really having trouble.\Well, there is a condition. response:	A condition?
context: you don't mean anything you're saying.\Why would I come all the way to Hokkaido just to run my mouth?\I came here to help you, I swear!\Oh, really?\Well, that'd be awesome.\I was really having trouble.\Well, there is a condition.\A condition? response:	That's right.
context: Why would I come all the way to Hokkaido just to run my mouth?\I came here to help you, I swear!\Oh, really?\Well, that'd be awesome.\I was really having trouble.\Well, there is a condition.\A condition?\That's right. response:	Challenge Hayama Akira to a Shokugeki.
context: I came here to help you, I swear!\Oh, really?\Well, that'd be awesome.\I was really having trouble.\Well, there is a condition.\A condition?\That's right.\Challenge Hayama Akira to a Shokugeki. response:	Get him to wager his ninth seat.
context: Oh, really?\Well, that'd be awesome.\I was really having trouble.\Well, there is a condition.\A condition?\That's right.\Challenge Hayama Akira to a Shokugeki.\Get him to wager his ninth seat. response:	Huh?
context: Well, that'd be awesome.\I was really having trouble.\Well, there is a condition.\A condition?\That's right.\Challenge Hayama Akira to a Shokugeki.\Get him to wager his ninth seat.\Huh? response:	Think about the opportunity here!
context: I was really having trouble.\Well, there is a condition.\A condition?\That's right.\Challenge Hayama Akira to a Shokugeki.\Get him to wager his ninth seat.\Huh?\Think about the opportunity here! response:	Why not go all out and do a Shokugeki?
context: Well, there is a condition.\A condition?\That's right.\Challenge Hayama Akira to a Shokugeki.\Get him to wager his ninth seat.\Huh?\Think about the opportunity here!\Why not go all out and do a Shokugeki? response:	But a Shokugeki requires equal stakes, right?
context: A condition?\That's right.\Challenge Hayama Akira to a Shokugeki.\Get him to wager his ninth seat.\Huh?\Think about the opportunity here!\Why not go all out and do a Shokugeki?\But a Shokugeki requires equal stakes, right? response:	I'm not sure I have anything that's worth as much as a ninth seat.
context: That's right.\Challenge Hayama Akira to a Shokugeki.\Get him to wager his ninth seat.\Huh?\Think about the opportunity here!\Why not go all out and do a Shokugeki?\But a Shokugeki requires equal stakes, right?\I'm not sure I have anything that's worth as much as a ninth seat. response:	I'm having a lot of fun at Totsuki right now.
context: Challenge Hayama Akira to a Shokugeki.\Get him to wager his ninth seat.\Huh?\Think about the opportunity here!\Why not go all out and do a Shokugeki?\But a Shokugeki requires equal stakes, right?\I'm not sure I have anything that's worth as much as a ninth seat.\I'm having a lot of fun at Totsuki right now. response:	Besides, this is for my sake, too.
context: Get him to wager his ninth seat.\Huh?\Think about the opportunity here!\Why not go all out and do a Shokugeki?\But a Shokugeki requires equal stakes, right?\I'm not sure I have anything that's worth as much as a ninth seat.\I'm having a lot of fun at Totsuki right now.\Besides, this is for my sake, too. response:	Elite Ten
context: Huh?\Think about the opportunity here!\Why not go all out and do a Shokugeki?\But a Shokugeki requires equal stakes, right?\I'm not sure I have anything that's worth as much as a ninth seat.\I'm having a lot of fun at Totsuki right now.\Besides, this is for my sake, too.\Elite Ten response:	You'll beat Hayama, right?
context: Think about the opportunity here!\Why not go all out and do a Shokugeki?\But a Shokugeki requires equal stakes, right?\I'm not sure I have anything that's worth as much as a ninth seat.\I'm having a lot of fun at Totsuki right now.\Besides, this is for my sake, too.\Elite Ten\You'll beat Hayama, right? response:	Then you'll join the Elite Ten.
context: Why not go all out and do a Shokugeki?\But a Shokugeki requires equal stakes, right?\I'm not sure I have anything that's worth as much as a ninth seat.\I'm having a lot of fun at Totsuki right now.\Besides, this is for my sake, too.\Elite Ten\You'll beat Hayama, right?\Then you'll join the Elite Ten. response:	Then you'll do a Shokugeki against me.
context: But a Shokugeki requires equal stakes, right?\I'm not sure I have anything that's worth as much as a ninth seat.\I'm having a lot of fun at Totsuki right now.\Besides, this is for my sake, too.\Elite Ten\You'll beat Hayama, right?\Then you'll join the Elite Ten.\Then you'll do a Shokugeki against me. response:	Then I'll crush you.
context: I'm not sure I have anything that's worth as much as a ninth seat.\I'm having a lot of fun at Totsuki right now.\Besides, this is for my sake, too.\Elite Ten\You'll beat Hayama, right?\Then you'll join the Elite Ten.\Then you'll do a Shokugeki against me.\Then I'll crush you. response:	Then I can safely rejoin the Elite Ten!
context: I'm having a lot of fun at Totsuki right now.\Besides, this is for my sake, too.\Elite Ten\You'll beat Hayama, right?\Then you'll join the Elite Ten.\Then you'll do a Shokugeki against me.\Then I'll crush you.\Then I can safely rejoin the Elite Ten! response:	And everybody's happy!
context: Besides, this is for my sake, too.\Elite Ten\You'll beat Hayama, right?\Then you'll join the Elite Ten.\Then you'll do a Shokugeki against me.\Then I'll crush you.\Then I can safely rejoin the Elite Ten!\And everybody's happy! response:	I feel like he just said something really annoying.
context: Elite Ten\You'll beat Hayama, right?\Then you'll join the Elite Ten.\Then you'll do a Shokugeki against me.\Then I'll crush you.\Then I can safely rejoin the Elite Ten!\And everybody's happy!\I feel like he just said something really annoying. response:	Anyway, you're the one who'll serve up a dish in the end, Yukihira-chin.
