context: Kokoro response:	masshiro PAGE mekuru
context: Seriously?\Seriously!\Score!\Really, really?\Yes!\So it's like a relatives-only ceremony?\Yeah. They're not even inviting their coworkers,\so I assumed that I wouldn't be invited either. response:	What? No way.
context: Seriously!\Score!\Really, really?\Yes!\So it's like a relatives-only ceremony?\Yeah. They're not even inviting their coworkers,\so I assumed that I wouldn't be invited either.\What? No way. response:	But then Toru called me and told me that I had to go.
context: Score!\Really, really?\Yes!\So it's like a relatives-only ceremony?\Yeah. They're not even inviting their coworkers,\so I assumed that I wouldn't be invited either.\What? No way.\But then Toru called me and told me that I had to go. response:	You're like one of the family!
context: Really, really?\Yes!\So it's like a relatives-only ceremony?\Yeah. They're not even inviting their coworkers,\so I assumed that I wouldn't be invited either.\What? No way.\But then Toru called me and told me that I had to go.\You're like one of the family! response:	Were you happy he called?
context: Yes!\So it's like a relatives-only ceremony?\Yeah. They're not even inviting their coworkers,\so I assumed that I wouldn't be invited either.\What? No way.\But then Toru called me and told me that I had to go.\You're like one of the family!\Were you happy he called? response:	Of course.
context: So it's like a relatives-only ceremony?\Yeah. They're not even inviting their coworkers,\so I assumed that I wouldn't be invited either.\What? No way.\But then Toru called me and told me that I had to go.\You're like one of the family!\Were you happy he called?\Of course. response:	But if I'm going to go, I have to look good!
context: Yeah. They're not even inviting their coworkers,\so I assumed that I wouldn't be invited either.\What? No way.\But then Toru called me and told me that I had to go.\You're like one of the family!\Were you happy he called?\Of course.\But if I'm going to go, I have to look good! response:	That's important.
context: so I assumed that I wouldn't be invited either.\What? No way.\But then Toru called me and told me that I had to go.\You're like one of the family!\Were you happy he called?\Of course.\But if I'm going to go, I have to look good!\That's important. response:	Don't worry. You'll look great in that.
context: What? No way.\But then Toru called me and told me that I had to go.\You're like one of the family!\Were you happy he called?\Of course.\But if I'm going to go, I have to look good!\That's important.\Don't worry. You'll look great in that. response:	Thanks.
context: But then Toru called me and told me that I had to go.\You're like one of the family!\Were you happy he called?\Of course.\But if I'm going to go, I have to look good!\That's important.\Don't worry. You'll look great in that.\Thanks. response:	Hey!
context: You're like one of the family!\Were you happy he called?\Of course.\But if I'm going to go, I have to look good!\That's important.\Don't worry. You'll look great in that.\Thanks.\Hey! response:	Yoshida?
context: Were you happy he called?\Of course.\But if I'm going to go, I have to look good!\That's important.\Don't worry. You'll look great in that.\Thanks.\Hey!\Yoshida? response:	Look what I have!
context: Of course.\But if I'm going to go, I have to look good!\That's important.\Don't worry. You'll look great in that.\Thanks.\Hey!\Yoshida?\Look what I have! response:	I went shopping and couldn't help myself.
context: But if I'm going to go, I have to look good!\That's important.\Don't worry. You'll look great in that.\Thanks.\Hey!\Yoshida?\Look what I have!\I went shopping and couldn't help myself. response:	Yano has great taste. I wish I could've shown Sawako too!
context: That's important.\Don't worry. You'll look great in that.\Thanks.\Hey!\Yoshida?\Look what I have!\I went shopping and couldn't help myself.\Yano has great taste. I wish I could've shown Sawako too! response:	Did Sawako go home yet?
context: Don't worry. You'll look great in that.\Thanks.\Hey!\Yoshida?\Look what I have!\I went shopping and couldn't help myself.\Yano has great taste. I wish I could've shown Sawako too!\Did Sawako go home yet? response:	Yeah... I think.
context: Thanks.\Hey!\Yoshida?\Look what I have!\I went shopping and couldn't help myself.\Yano has great taste. I wish I could've shown Sawako too!\Did Sawako go home yet?\Yeah... I think. response:	What kind of answer is that?
context: Hey!\Yoshida?\Look what I have!\I went shopping and couldn't help myself.\Yano has great taste. I wish I could've shown Sawako too!\Did Sawako go home yet?\Yeah... I think.\What kind of answer is that? response:	Hey, do you think Kuronuma and I are really that different?
context: Yoshida?\Look what I have!\I went shopping and couldn't help myself.\Yano has great taste. I wish I could've shown Sawako too!\Did Sawako go home yet?\Yeah... I think.\What kind of answer is that?\Hey, do you think Kuronuma and I are really that different? response:	Do I really not understand her?
context: Look what I have!\I went shopping and couldn't help myself.\Yano has great taste. I wish I could've shown Sawako too!\Did Sawako go home yet?\Yeah... I think.\What kind of answer is that?\Hey, do you think Kuronuma and I are really that different?\Do I really not understand her? response:	No, I don't really think you do.
context: I went shopping and couldn't help myself.\Yano has great taste. I wish I could've shown Sawako too!\Did Sawako go home yet?\Yeah... I think.\What kind of answer is that?\Hey, do you think Kuronuma and I are really that different?\Do I really not understand her?\No, I don't really think you do. response:	He doesn't even know that Sawako likes him!
context: Yano has great taste. I wish I could've shown Sawako too!\Did Sawako go home yet?\Yeah... I think.\What kind of answer is that?\Hey, do you think Kuronuma and I are really that different?\Do I really not understand her?\No, I don't really think you do.\He doesn't even know that Sawako likes him! response:	Why are you asking all of a sudden?
context: Did Sawako go home yet?\Yeah... I think.\What kind of answer is that?\Hey, do you think Kuronuma and I are really that different?\Do I really not understand her?\No, I don't really think you do.\He doesn't even know that Sawako likes him!\Why are you asking all of a sudden? response:	It's nothing.
context: Yeah... I think.\What kind of answer is that?\Hey, do you think Kuronuma and I are really that different?\Do I really not understand her?\No, I don't really think you do.\He doesn't even know that Sawako likes him!\Why are you asking all of a sudden?\It's nothing. response:	Just something someone said to me.
context: What kind of answer is that?\Hey, do you think Kuronuma and I are really that different?\Do I really not understand her?\No, I don't really think you do.\He doesn't even know that Sawako likes him!\Why are you asking all of a sudden?\It's nothing.\Just something someone said to me. response:	Your shoelace is untied.
context: Hey, do you think Kuronuma and I are really that different?\Do I really not understand her?\No, I don't really think you do.\He doesn't even know that Sawako likes him!\Why are you asking all of a sudden?\It's nothing.\Just something someone said to me.\Your shoelace is untied. response:	I didn't think that at all.
context: Do I really not understand her?\No, I don't really think you do.\He doesn't even know that Sawako likes him!\Why are you asking all of a sudden?\It's nothing.\Just something someone said to me.\Your shoelace is untied.\I didn't think that at all. response:	I actually thought I understood her better than just about everyone.
context: No, I don't really think you do.\He doesn't even know that Sawako likes him!\Why are you asking all of a sudden?\It's nothing.\Just something someone said to me.\Your shoelace is untied.\I didn't think that at all.\I actually thought I understood her better than just about everyone. response:	It's like...
context: He doesn't even know that Sawako likes him!\Why are you asking all of a sudden?\It's nothing.\Just something someone said to me.\Your shoelace is untied.\I didn't think that at all.\I actually thought I understood her better than just about everyone.\It's like... response:	Like, people have had the wrong idea about Yano-chin and I before.
context: Why are you asking all of a sudden?\It's nothing.\Just something someone said to me.\Your shoelace is untied.\I didn't think that at all.\I actually thought I understood her better than just about everyone.\It's like...\Like, people have had the wrong idea about Yano-chin and I before. response:	We've dealt with our share of gossip and lies,
context: It's nothing.\Just something someone said to me.\Your shoelace is untied.\I didn't think that at all.\I actually thought I understood her better than just about everyone.\It's like...\Like, people have had the wrong idea about Yano-chin and I before.\We've dealt with our share of gossip and lies, response:	but maybe not as much as Sawako has.
context: Just something someone said to me.\Your shoelace is untied.\I didn't think that at all.\I actually thought I understood her better than just about everyone.\It's like...\Like, people have had the wrong idea about Yano-chin and I before.\We've dealt with our share of gossip and lies,\but maybe not as much as Sawako has. response:	And Ryu too. He's always been fourth to bat... always the clean up guy, right?
context: Your shoelace is untied.\I didn't think that at all.\I actually thought I understood her better than just about everyone.\It's like...\Like, people have had the wrong idea about Yano-chin and I before.\We've dealt with our share of gossip and lies,\but maybe not as much as Sawako has.\And Ryu too. He's always been fourth to bat... always the clean up guy, right? response:	The upperclassmen on the team are really tough on him sometimes.
context: I didn't think that at all.\I actually thought I understood her better than just about everyone.\It's like...\Like, people have had the wrong idea about Yano-chin and I before.\We've dealt with our share of gossip and lies,\but maybe not as much as Sawako has.\And Ryu too. He's always been fourth to bat... always the clean up guy, right?\The upperclassmen on the team are really tough on him sometimes. response:	Yeah.
context: I actually thought I understood her better than just about everyone.\It's like...\Like, people have had the wrong idea about Yano-chin and I before.\We've dealt with our share of gossip and lies,\but maybe not as much as Sawako has.\And Ryu too. He's always been fourth to bat... always the clean up guy, right?\The upperclassmen on the team are really tough on him sometimes.\Yeah. response:	In that respect, in terms of experience, you're probably the most different from her.
context: It's like...\Like, people have had the wrong idea about Yano-chin and I before.\We've dealt with our share of gossip and lies,\but maybe not as much as Sawako has.\And Ryu too. He's always been fourth to bat... always the clean up guy, right?\The upperclassmen on the team are really tough on him sometimes.\Yeah.\In that respect, in terms of experience, you're probably the most different from her. response:	See you.
context: Like, people have had the wrong idea about Yano-chin and I before.\We've dealt with our share of gossip and lies,\but maybe not as much as Sawako has.\And Ryu too. He's always been fourth to bat... always the clean up guy, right?\The upperclassmen on the team are really tough on him sometimes.\Yeah.\In that respect, in terms of experience, you're probably the most different from her.\See you. response:	What's up with him?
context: We've dealt with our share of gossip and lies,\but maybe not as much as Sawako has.\And Ryu too. He's always been fourth to bat... always the clean up guy, right?\The upperclassmen on the team are really tough on him sometimes.\Yeah.\In that respect, in terms of experience, you're probably the most different from her.\See you.\What's up with him? response:	Did something happen with him and Sawako?
context: but maybe not as much as Sawako has.\And Ryu too. He's always been fourth to bat... always the clean up guy, right?\The upperclassmen on the team are really tough on him sometimes.\Yeah.\In that respect, in terms of experience, you're probably the most different from her.\See you.\What's up with him?\Did something happen with him and Sawako? response:	Honestly.
context: And Ryu too. He's always been fourth to bat... always the clean up guy, right?\The upperclassmen on the team are really tough on him sometimes.\Yeah.\In that respect, in terms of experience, you're probably the most different from her.\See you.\What's up with him?\Did something happen with him and Sawako?\Honestly. response:	Wow, Sawako ran a review session?
context: The upperclassmen on the team are really tough on him sometimes.\Yeah.\In that respect, in terms of experience, you're probably the most different from her.\See you.\What's up with him?\Did something happen with him and Sawako?\Honestly.\Wow, Sawako ran a review session? response:	Yeah, supposedly she was really good at explaining things!
context: Yeah.\In that respect, in terms of experience, you're probably the most different from her.\See you.\What's up with him?\Did something happen with him and Sawako?\Honestly.\Wow, Sawako ran a review session?\Yeah, supposedly she was really good at explaining things! response:	It's just like Kazehaya to plan something like that.
context: In that respect, in terms of experience, you're probably the most different from her.\See you.\What's up with him?\Did something happen with him and Sawako?\Honestly.\Wow, Sawako ran a review session?\Yeah, supposedly she was really good at explaining things!\It's just like Kazehaya to plan something like that. response:	Actually, he didn't.
context: See you.\What's up with him?\Did something happen with him and Sawako?\Honestly.\Wow, Sawako ran a review session?\Yeah, supposedly she was really good at explaining things!\It's just like Kazehaya to plan something like that.\Actually, he didn't. response:	That loud, flamboyant guy did it!
context: What's up with him?\Did something happen with him and Sawako?\Honestly.\Wow, Sawako ran a review session?\Yeah, supposedly she was really good at explaining things!\It's just like Kazehaya to plan something like that.\Actually, he didn't.\That loud, flamboyant guy did it! response:	His name's Kent!
context: Did something happen with him and Sawako?\Honestly.\Wow, Sawako ran a review session?\Yeah, supposedly she was really good at explaining things!\It's just like Kazehaya to plan something like that.\Actually, he didn't.\That loud, flamboyant guy did it!\His name's Kent! response:	Yeah, Kent supposedly volunteered her for it right in the middle of class!
context: Honestly.\Wow, Sawako ran a review session?\Yeah, supposedly she was really good at explaining things!\It's just like Kazehaya to plan something like that.\Actually, he didn't.\That loud, flamboyant guy did it!\His name's Kent!\Yeah, Kent supposedly volunteered her for it right in the middle of class! response:	Miura...
context: Wow, Sawako ran a review session?\Yeah, supposedly she was really good at explaining things!\It's just like Kazehaya to plan something like that.\Actually, he didn't.\That loud, flamboyant guy did it!\His name's Kent!\Yeah, Kent supposedly volunteered her for it right in the middle of class!\Miura... response:	G-Good morning!
context: Yeah, supposedly she was really good at explaining things!\It's just like Kazehaya to plan something like that.\Actually, he didn't.\That loud, flamboyant guy did it!\His name's Kent!\Yeah, Kent supposedly volunteered her for it right in the middle of class!\Miura...\G-Good morning! response:	Don't over think, don't over think!
context: It's just like Kazehaya to plan something like that.\Actually, he didn't.\That loud, flamboyant guy did it!\His name's Kent!\Yeah, Kent supposedly volunteered her for it right in the middle of class!\Miura...\G-Good morning!\Don't over think, don't over think! response:	Impossible.
context: Actually, he didn't.\That loud, flamboyant guy did it!\His name's Kent!\Yeah, Kent supposedly volunteered her for it right in the middle of class!\Miura...\G-Good morning!\Don't over think, don't over think!\Impossible. response:	Morning.
context: That loud, flamboyant guy did it!\His name's Kent!\Yeah, Kent supposedly volunteered her for it right in the middle of class!\Miura...\G-Good morning!\Don't over think, don't over think!\Impossible.\Morning. response:	Joe!
context: His name's Kent!\Yeah, Kent supposedly volunteered her for it right in the middle of class!\Miura...\G-Good morning!\Don't over think, don't over think!\Impossible.\Morning.\Joe! response:	Morning, Kazehaya!
context: Yeah, Kent supposedly volunteered her for it right in the middle of class!\Miura...\G-Good morning!\Don't over think, don't over think!\Impossible.\Morning.\Joe!\Morning, Kazehaya! response:	I messed up again.
context: Miura...\G-Good morning!\Don't over think, don't over think!\Impossible.\Morning.\Joe!\Morning, Kazehaya!\I messed up again. response:	This is how it used to be.
context: G-Good morning!\Don't over think, don't over think!\Impossible.\Morning.\Joe!\Morning, Kazehaya!\I messed up again.\This is how it used to be. response:	It used to be like this, but...
context: Don't over think, don't over think!\Impossible.\Morning.\Joe!\Morning, Kazehaya!\I messed up again.\This is how it used to be.\It used to be like this, but... response:	Just now, I kind of felt like he was avoiding me.
context: Impossible.\Morning.\Joe!\Morning, Kazehaya!\I messed up again.\This is how it used to be.\It used to be like this, but...\Just now, I kind of felt like he was avoiding me. response:	What am I thinking?
context: Morning.\Joe!\Morning, Kazehaya!\I messed up again.\This is how it used to be.\It used to be like this, but...\Just now, I kind of felt like he was avoiding me.\What am I thinking? response:	What the heck was that?
context: Joe!\Morning, Kazehaya!\I messed up again.\This is how it used to be.\It used to be like this, but...\Just now, I kind of felt like he was avoiding me.\What am I thinking?\What the heck was that? response:	Entry Prohibited
context: Morning, Kazehaya!\I messed up again.\This is how it used to be.\It used to be like this, but...\Just now, I kind of felt like he was avoiding me.\What am I thinking?\What the heck was that?\Entry Prohibited response:	What's going on?
context: I messed up again.\This is how it used to be.\It used to be like this, but...\Just now, I kind of felt like he was avoiding me.\What am I thinking?\What the heck was that?\Entry Prohibited\What's going on? response:	What did you and Kazehaya talk about yesterday that made things today so awkward?!
context: This is how it used to be.\It used to be like this, but...\Just now, I kind of felt like he was avoiding me.\What am I thinking?\What the heck was that?\Entry Prohibited\What's going on?\What did you and Kazehaya talk about yesterday that made things today so awkward?! response:	If anyone else saw this, they'd definitely think Sawako's being bullied.
context: It used to be like this, but...\Just now, I kind of felt like he was avoiding me.\What am I thinking?\What the heck was that?\Entry Prohibited\What's going on?\What did you and Kazehaya talk about yesterday that made things today so awkward?!\If anyone else saw this, they'd definitely think Sawako's being bullied. response:	So basically, you spoke with him twice, and the first time...
context: Just now, I kind of felt like he was avoiding me.\What am I thinking?\What the heck was that?\Entry Prohibited\What's going on?\What did you and Kazehaya talk about yesterday that made things today so awkward?!\If anyone else saw this, they'd definitely think Sawako's being bullied.\So basically, you spoke with him twice, and the first time... response:	First Time
context: What am I thinking?\What the heck was that?\Entry Prohibited\What's going on?\What did you and Kazehaya talk about yesterday that made things today so awkward?!\If anyone else saw this, they'd definitely think Sawako's being bullied.\So basically, you spoke with him twice, and the first time...\First Time response:	I considered myself the closest to you out of all of the guys.
context: What the heck was that?\Entry Prohibited\What's going on?\What did you and Kazehaya talk about yesterday that made things today so awkward?!\If anyone else saw this, they'd definitely think Sawako's being bullied.\So basically, you spoke with him twice, and the first time...\First Time\I considered myself the closest to you out of all of the guys. response:	Second Time
context: Entry Prohibited\What's going on?\What did you and Kazehaya talk about yesterday that made things today so awkward?!\If anyone else saw this, they'd definitely think Sawako's being bullied.\So basically, you spoke with him twice, and the first time...\First Time\I considered myself the closest to you out of all of the guys.\Second Time response:	Forget about what I said that day.
context: What's going on?\What did you and Kazehaya talk about yesterday that made things today so awkward?!\If anyone else saw this, they'd definitely think Sawako's being bullied.\So basically, you spoke with him twice, and the first time...\First Time\I considered myself the closest to you out of all of the guys.\Second Time\Forget about what I said that day. response:	And the second was like that. Correct?
context: What did you and Kazehaya talk about yesterday that made things today so awkward?!\If anyone else saw this, they'd definitely think Sawako's being bullied.\So basically, you spoke with him twice, and the first time...\First Time\I considered myself the closest to you out of all of the guys.\Second Time\Forget about what I said that day.\And the second was like that. Correct? response:	Correct.
context: If anyone else saw this, they'd definitely think Sawako's being bullied.\So basically, you spoke with him twice, and the first time...\First Time\I considered myself the closest to you out of all of the guys.\Second Time\Forget about what I said that day.\And the second was like that. Correct?\Correct. response:	He's getting impatient...
context: So basically, you spoke with him twice, and the first time...\First Time\I considered myself the closest to you out of all of the guys.\Second Time\Forget about what I said that day.\And the second was like that. Correct?\Correct.\He's getting impatient... response:	And you! Why did you give chocolates to everyone but him?
context: First Time\I considered myself the closest to you out of all of the guys.\Second Time\Forget about what I said that day.\And the second was like that. Correct?\Correct.\He's getting impatient...\And you! Why did you give chocolates to everyone but him? response:	That was such a good chance!
context: I considered myself the closest to you out of all of the guys.\Second Time\Forget about what I said that day.\And the second was like that. Correct?\Correct.\He's getting impatient...\And you! Why did you give chocolates to everyone but him?\That was such a good chance! response:	You two even went to the shrine together on New Year's!
context: Second Time\Forget about what I said that day.\And the second was like that. Correct?\Correct.\He's getting impatient...\And you! Why did you give chocolates to everyone but him?\That was such a good chance!\You two even went to the shrine together on New Year's! response:	You could've just said it was in thanks, like you always do!
context: Forget about what I said that day.\And the second was like that. Correct?\Correct.\He's getting impatient...\And you! Why did you give chocolates to everyone but him?\That was such a good chance!\You two even went to the shrine together on New Year's!\You could've just said it was in thanks, like you always do! response:	He gave you his contact info, didn't he? Didn't he?!
context: And the second was like that. Correct?\Correct.\He's getting impatient...\And you! Why did you give chocolates to everyone but him?\That was such a good chance!\You two even went to the shrine together on New Year's!\You could've just said it was in thanks, like you always do!\He gave you his contact info, didn't he? Didn't he?! response:	Hey, Yano-chin!
context: Correct.\He's getting impatient...\And you! Why did you give chocolates to everyone but him?\That was such a good chance!\You two even went to the shrine together on New Year's!\You could've just said it was in thanks, like you always do!\He gave you his contact info, didn't he? Didn't he?!\Hey, Yano-chin! response:	It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!
context: He's getting impatient...\And you! Why did you give chocolates to everyone but him?\That was such a good chance!\You two even went to the shrine together on New Year's!\You could've just said it was in thanks, like you always do!\He gave you his contact info, didn't he? Didn't he?!\Hey, Yano-chin!\It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked! response:	Oh...
context: And you! Why did you give chocolates to everyone but him?\That was such a good chance!\You two even went to the shrine together on New Year's!\You could've just said it was in thanks, like you always do!\He gave you his contact info, didn't he? Didn't he?!\Hey, Yano-chin!\It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!\Oh... response:	I-I'm sorry. I went too far.
context: That was such a good chance!\You two even went to the shrine together on New Year's!\You could've just said it was in thanks, like you always do!\He gave you his contact info, didn't he? Didn't he?!\Hey, Yano-chin!\It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!\Oh...\I-I'm sorry. I went too far. response:	No, it's not that. I just don't know what to do anymore.
context: You two even went to the shrine together on New Year's!\You could've just said it was in thanks, like you always do!\He gave you his contact info, didn't he? Didn't he?!\Hey, Yano-chin!\It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!\Oh...\I-I'm sorry. I went too far.\No, it's not that. I just don't know what to do anymore. response:	I couldn't bring myself to give him chocolates just in thanks.
context: You could've just said it was in thanks, like you always do!\He gave you his contact info, didn't he? Didn't he?!\Hey, Yano-chin!\It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!\Oh...\I-I'm sorry. I went too far.\No, it's not that. I just don't know what to do anymore.\I couldn't bring myself to give him chocolates just in thanks. response:	I can't bring myself to contact him either.
context: He gave you his contact info, didn't he? Didn't he?!\Hey, Yano-chin!\It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!\Oh...\I-I'm sorry. I went too far.\No, it's not that. I just don't know what to do anymore.\I couldn't bring myself to give him chocolates just in thanks.\I can't bring myself to contact him either. response:	I'm so nervous when I'm around him that I can't even greet him.
context: Hey, Yano-chin!\It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!\Oh...\I-I'm sorry. I went too far.\No, it's not that. I just don't know what to do anymore.\I couldn't bring myself to give him chocolates just in thanks.\I can't bring myself to contact him either.\I'm so nervous when I'm around him that I can't even greet him. response:	I'm scared.
context: It's not that hard to meet up with him! Or to give him chocolates! Any excuse to do it would've worked!\Oh...\I-I'm sorry. I went too far.\No, it's not that. I just don't know what to do anymore.\I couldn't bring myself to give him chocolates just in thanks.\I can't bring myself to contact him either.\I'm so nervous when I'm around him that I can't even greet him.\I'm scared. response:	I'm so embarrassed...
context: Oh...\I-I'm sorry. I went too far.\No, it's not that. I just don't know what to do anymore.\I couldn't bring myself to give him chocolates just in thanks.\I can't bring myself to contact him either.\I'm so nervous when I'm around him that I can't even greet him.\I'm scared.\I'm so embarrassed... response:	I don't want him to hate me.
context: I-I'm sorry. I went too far.\No, it's not that. I just don't know what to do anymore.\I couldn't bring myself to give him chocolates just in thanks.\I can't bring myself to contact him either.\I'm so nervous when I'm around him that I can't even greet him.\I'm scared.\I'm so embarrassed...\I don't want him to hate me. response:	I can't stop myself from being selfish.
context: No, it's not that. I just don't know what to do anymore.\I couldn't bring myself to give him chocolates just in thanks.\I can't bring myself to contact him either.\I'm so nervous when I'm around him that I can't even greet him.\I'm scared.\I'm so embarrassed...\I don't want him to hate me.\I can't stop myself from being selfish. response:	You aren't the only one who's scared.
context: I couldn't bring myself to give him chocolates just in thanks.\I can't bring myself to contact him either.\I'm so nervous when I'm around him that I can't even greet him.\I'm scared.\I'm so embarrassed...\I don't want him to hate me.\I can't stop myself from being selfish.\You aren't the only one who's scared. response:	Sawako, would you really like things to stay the way they are now?
context: I can't bring myself to contact him either.\I'm so nervous when I'm around him that I can't even greet him.\I'm scared.\I'm so embarrassed...\I don't want him to hate me.\I can't stop myself from being selfish.\You aren't the only one who's scared.\Sawako, would you really like things to stay the way they are now? response:	If you decide not to do anything just because you're scared, things will stay this way forever.
context: I'm so nervous when I'm around him that I can't even greet him.\I'm scared.\I'm so embarrassed...\I don't want him to hate me.\I can't stop myself from being selfish.\You aren't the only one who's scared.\Sawako, would you really like things to stay the way they are now?\If you decide not to do anything just because you're scared, things will stay this way forever. response:	If you don't want that, then you need to do something about it.
context: I'm scared.\I'm so embarrassed...\I don't want him to hate me.\I can't stop myself from being selfish.\You aren't the only one who's scared.\Sawako, would you really like things to stay the way they are now?\If you decide not to do anything just because you're scared, things will stay this way forever.\If you don't want that, then you need to do something about it. response:	Ayane...
context: I'm so embarrassed...\I don't want him to hate me.\I can't stop myself from being selfish.\You aren't the only one who's scared.\Sawako, would you really like things to stay the way they are now?\If you decide not to do anything just because you're scared, things will stay this way forever.\If you don't want that, then you need to do something about it.\Ayane... response:	Chizu...
context: I don't want him to hate me.\I can't stop myself from being selfish.\You aren't the only one who's scared.\Sawako, would you really like things to stay the way they are now?\If you decide not to do anything just because you're scared, things will stay this way forever.\If you don't want that, then you need to do something about it.\Ayane...\Chizu... response:	Th-Thank you...
context: I can't stop myself from being selfish.\You aren't the only one who's scared.\Sawako, would you really like things to stay the way they are now?\If you decide not to do anything just because you're scared, things will stay this way forever.\If you don't want that, then you need to do something about it.\Ayane...\Chizu...\Th-Thank you... response:	It's not something that you can do in an instant.
context: You aren't the only one who's scared.\Sawako, would you really like things to stay the way they are now?\If you decide not to do anything just because you're scared, things will stay this way forever.\If you don't want that, then you need to do something about it.\Ayane...\Chizu...\Th-Thank you...\It's not something that you can do in an instant. response:	So just calm down and think about it for a bit.
context: Sawako, would you really like things to stay the way they are now?\If you decide not to do anything just because you're scared, things will stay this way forever.\If you don't want that, then you need to do something about it.\Ayane...\Chizu...\Th-Thank you...\It's not something that you can do in an instant.\So just calm down and think about it for a bit. response:	Yes.
context: If you decide not to do anything just because you're scared, things will stay this way forever.\If you don't want that, then you need to do something about it.\Ayane...\Chizu...\Th-Thank you...\It's not something that you can do in an instant.\So just calm down and think about it for a bit.\Yes. response:	Whoever's on duty today for year 2 class D, report to the office immediately!
context: If you don't want that, then you need to do something about it.\Ayane...\Chizu...\Th-Thank you...\It's not something that you can do in an instant.\So just calm down and think about it for a bit.\Yes.\Whoever's on duty today for year 2 class D, report to the office immediately! response:	Duty?
context: Ayane...\Chizu...\Th-Thank you...\It's not something that you can do in an instant.\So just calm down and think about it for a bit.\Yes.\Whoever's on duty today for year 2 class D, report to the office immediately!\Duty? response:	I didn't know what we were going to do when Sawako started crying.
context: Chizu...\Th-Thank you...\It's not something that you can do in an instant.\So just calm down and think about it for a bit.\Yes.\Whoever's on duty today for year 2 class D, report to the office immediately!\Duty?\I didn't know what we were going to do when Sawako started crying. response:	But you knew exactly what to say.
context: Th-Thank you...\It's not something that you can do in an instant.\So just calm down and think about it for a bit.\Yes.\Whoever's on duty today for year 2 class D, report to the office immediately!\Duty?\I didn't know what we were going to do when Sawako started crying.\But you knew exactly what to say. response:	That hurt! What's your problem?!
context: It's not something that you can do in an instant.\So just calm down and think about it for a bit.\Yes.\Whoever's on duty today for year 2 class D, report to the office immediately!\Duty?\I didn't know what we were going to do when Sawako started crying.\But you knew exactly what to say.\That hurt! What's your problem?! response:	That's my line!
context: So just calm down and think about it for a bit.\Yes.\Whoever's on duty today for year 2 class D, report to the office immediately!\Duty?\I didn't know what we were going to do when Sawako started crying.\But you knew exactly what to say.\That hurt! What's your problem?!\That's my line! response:	Drop your act. Stop avoiding Sawako.
context: Yes.\Whoever's on duty today for year 2 class D, report to the office immediately!\Duty?\I didn't know what we were going to do when Sawako started crying.\But you knew exactly what to say.\That hurt! What's your problem?!\That's my line!\Drop your act. Stop avoiding Sawako. response:	What?
context: Whoever's on duty today for year 2 class D, report to the office immediately!\Duty?\I didn't know what we were going to do when Sawako started crying.\But you knew exactly what to say.\That hurt! What's your problem?!\That's my line!\Drop your act. Stop avoiding Sawako.\What? response:	What's going on?
context: Duty?\I didn't know what we were going to do when Sawako started crying.\But you knew exactly what to say.\That hurt! What's your problem?!\That's my line!\Drop your act. Stop avoiding Sawako.\What?\What's going on? response:	No idea.
context: I didn't know what we were going to do when Sawako started crying.\But you knew exactly what to say.\That hurt! What's your problem?!\That's my line!\Drop your act. Stop avoiding Sawako.\What?\What's going on?\No idea. response:	I'm not avoiding her!
context: But you knew exactly what to say.\That hurt! What's your problem?!\That's my line!\Drop your act. Stop avoiding Sawako.\What?\What's going on?\No idea.\I'm not avoiding her! response:	Then make it seem like you're not!
context: That hurt! What's your problem?!\That's my line!\Drop your act. Stop avoiding Sawako.\What?\What's going on?\No idea.\I'm not avoiding her!\Then make it seem like you're not! response:	She's used to people avoiding her so stop giving her reason to suspect it.
context: That's my line!\Drop your act. Stop avoiding Sawako.\What?\What's going on?\No idea.\I'm not avoiding her!\Then make it seem like you're not!\She's used to people avoiding her so stop giving her reason to suspect it. response:	Bye.
context: Drop your act. Stop avoiding Sawako.\What?\What's going on?\No idea.\I'm not avoiding her!\Then make it seem like you're not!\She's used to people avoiding her so stop giving her reason to suspect it.\Bye. response:	Yano-chin!
context: What?\What's going on?\No idea.\I'm not avoiding her!\Then make it seem like you're not!\She's used to people avoiding her so stop giving her reason to suspect it.\Bye.\Yano-chin! response:	Darn it! Everyone just keeps saying whatever they please! Jeez!
context: What's going on?\No idea.\I'm not avoiding her!\Then make it seem like you're not!\She's used to people avoiding her so stop giving her reason to suspect it.\Bye.\Yano-chin!\Darn it! Everyone just keeps saying whatever they please! Jeez! response:	Poor guy.
context: No idea.\I'm not avoiding her!\Then make it seem like you're not!\She's used to people avoiding her so stop giving her reason to suspect it.\Bye.\Yano-chin!\Darn it! Everyone just keeps saying whatever they please! Jeez!\Poor guy. response:	What's wrong? You seem to be in a pretty bad mood.
