context: Aye, sir! response:	The S Class Wizard Advancement Exam has finally started!
context: Shubabababababa\You think my forged iron is going to lose to that rusty blade?!\Take this!\You're a pest!\Stab-stab-stab-stab\Stab!\You're open!\What? response:	I-I can't lose.
context: You think my forged iron is going to lose to that rusty blade?!\Take this!\You're a pest!\Stab-stab-stab-stab\Stab!\You're open!\What?\I-I can't lose. response:	Damn you!
context: Take this!\You're a pest!\Stab-stab-stab-stab\Stab!\You're open!\What?\I-I can't lose.\Damn you! response:	I can't lose, damn it!
context: You're a pest!\Stab-stab-stab-stab\Stab!\You're open!\What?\I-I can't lose.\Damn you!\I can't lose, damn it! response:	Levy... Levy... Levy!
context: Stab-stab-stab-stab\Stab!\You're open!\What?\I-I can't lose.\Damn you!\I can't lose, damn it!\Levy... Levy... Levy! response:	Where did you get those injuries?
context: Stab!\You're open!\What?\I-I can't lose.\Damn you!\I can't lose, damn it!\Levy... Levy... Levy!\Where did you get those injuries? response:	Erza, Juvia...
context: You're open!\What?\I-I can't lose.\Damn you!\I can't lose, damn it!\Levy... Levy... Levy!\Where did you get those injuries?\Erza, Juvia... response:	What happened?
context: What?\I-I can't lose.\Damn you!\I can't lose, damn it!\Levy... Levy... Levy!\Where did you get those injuries?\Erza, Juvia...\What happened? response:	We've got trouble! Gajeel is...
context: I-I can't lose.\Damn you!\I can't lose, damn it!\Levy... Levy... Levy!\Where did you get those injuries?\Erza, Juvia...\What happened?\We've got trouble! Gajeel is... response:	Making an enemy of Fairy Tail...
context: Damn you!\I can't lose, damn it!\Levy... Levy... Levy!\Where did you get those injuries?\Erza, Juvia...\What happened?\We've got trouble! Gajeel is...\Making an enemy of Fairy Tail... response:	These guys are the same as I was back then...
context: I can't lose, damn it!\Levy... Levy... Levy!\Where did you get those injuries?\Erza, Juvia...\What happened?\We've got trouble! Gajeel is...\Making an enemy of Fairy Tail...\These guys are the same as I was back then... response:	Gajeel was once part of another guild.
context: Levy... Levy... Levy!\Where did you get those injuries?\Erza, Juvia...\What happened?\We've got trouble! Gajeel is...\Making an enemy of Fairy Tail...\These guys are the same as I was back then...\Gajeel was once part of another guild. response:	Its name was Phantom Lord.
context: Where did you get those injuries?\Erza, Juvia...\What happened?\We've got trouble! Gajeel is...\Making an enemy of Fairy Tail...\These guys are the same as I was back then...\Gajeel was once part of another guild.\Its name was Phantom Lord. response:	They kidnapped Lucy, and drove Fairy Tail into a corner,
context: Erza, Juvia...\What happened?\We've got trouble! Gajeel is...\Making an enemy of Fairy Tail...\These guys are the same as I was back then...\Gajeel was once part of another guild.\Its name was Phantom Lord.\They kidnapped Lucy, and drove Fairy Tail into a corner, response:	but were completely defeated and Phantom Lord was destroyed.
context: What happened?\We've got trouble! Gajeel is...\Making an enemy of Fairy Tail...\These guys are the same as I was back then...\Gajeel was once part of another guild.\Its name was Phantom Lord.\They kidnapped Lucy, and drove Fairy Tail into a corner,\but were completely defeated and Phantom Lord was destroyed. response:	Their various wizards all set out and went their separate ways, but...
context: We've got trouble! Gajeel is...\Making an enemy of Fairy Tail...\These guys are the same as I was back then...\Gajeel was once part of another guild.\Its name was Phantom Lord.\They kidnapped Lucy, and drove Fairy Tail into a corner,\but were completely defeated and Phantom Lord was destroyed.\Their various wizards all set out and went their separate ways, but... response:	Yo!
context: Making an enemy of Fairy Tail...\These guys are the same as I was back then...\Gajeel was once part of another guild.\Its name was Phantom Lord.\They kidnapped Lucy, and drove Fairy Tail into a corner,\but were completely defeated and Phantom Lord was destroyed.\Their various wizards all set out and went their separate ways, but...\Yo! response:	Master Makarov!
context: These guys are the same as I was back then...\Gajeel was once part of another guild.\Its name was Phantom Lord.\They kidnapped Lucy, and drove Fairy Tail into a corner,\but were completely defeated and Phantom Lord was destroyed.\Their various wizards all set out and went their separate ways, but...\Yo!\Master Makarov! response:	What the hell are you here for?
context: Gajeel was once part of another guild.\Its name was Phantom Lord.\They kidnapped Lucy, and drove Fairy Tail into a corner,\but were completely defeated and Phantom Lord was destroyed.\Their various wizards all set out and went their separate ways, but...\Yo!\Master Makarov!\What the hell are you here for? response:	Whoa there...
context: Its name was Phantom Lord.\They kidnapped Lucy, and drove Fairy Tail into a corner,\but were completely defeated and Phantom Lord was destroyed.\Their various wizards all set out and went their separate ways, but...\Yo!\Master Makarov!\What the hell are you here for?\Whoa there... response:	For a little talk.
context: They kidnapped Lucy, and drove Fairy Tail into a corner,\but were completely defeated and Phantom Lord was destroyed.\Their various wizards all set out and went their separate ways, but...\Yo!\Master Makarov!\What the hell are you here for?\Whoa there...\For a little talk. response:	Juvia entered my guild the other day.
context: but were completely defeated and Phantom Lord was destroyed.\Their various wizards all set out and went their separate ways, but...\Yo!\Master Makarov!\What the hell are you here for?\Whoa there...\For a little talk.\Juvia entered my guild the other day. response:	She what?
context: Their various wizards all set out and went their separate ways, but...\Yo!\Master Makarov!\What the hell are you here for?\Whoa there...\For a little talk.\Juvia entered my guild the other day.\She what? response:	Yeah, and she's pretty worried about you.
context: Yo!\Master Makarov!\What the hell are you here for?\Whoa there...\For a little talk.\Juvia entered my guild the other day.\She what?\Yeah, and she's pretty worried about you. response:	What the hell is that rain woman thinking?
context: Master Makarov!\What the hell are you here for?\Whoa there...\For a little talk.\Juvia entered my guild the other day.\She what?\Yeah, and she's pretty worried about you.\What the hell is that rain woman thinking? response:	What are you going to do now?
context: What the hell are you here for?\Whoa there...\For a little talk.\Juvia entered my guild the other day.\She what?\Yeah, and she's pretty worried about you.\What the hell is that rain woman thinking?\What are you going to do now? response:	Beats me. I ain't decided.
context: Whoa there...\For a little talk.\Juvia entered my guild the other day.\She what?\Yeah, and she's pretty worried about you.\What the hell is that rain woman thinking?\What are you going to do now?\Beats me. I ain't decided. response:	Well, I'll get by somehow.
context: For a little talk.\Juvia entered my guild the other day.\She what?\Yeah, and she's pretty worried about you.\What the hell is that rain woman thinking?\What are you going to do now?\Beats me. I ain't decided.\Well, I'll get by somehow. response:	Can I ask you a question?
context: Juvia entered my guild the other day.\She what?\Yeah, and she's pretty worried about you.\What the hell is that rain woman thinking?\What are you going to do now?\Beats me. I ain't decided.\Well, I'll get by somehow.\Can I ask you a question? response:	What?
context: She what?\Yeah, and she's pretty worried about you.\What the hell is that rain woman thinking?\What are you going to do now?\Beats me. I ain't decided.\Well, I'll get by somehow.\Can I ask you a question?\What? response:	What were you thinking when you picked a fight with us?
context: Yeah, and she's pretty worried about you.\What the hell is that rain woman thinking?\What are you going to do now?\Beats me. I ain't decided.\Well, I'll get by somehow.\Can I ask you a question?\What?\What were you thinking when you picked a fight with us? response:	What did Phantom Lord mean to you?
context: What the hell is that rain woman thinking?\What are you going to do now?\Beats me. I ain't decided.\Well, I'll get by somehow.\Can I ask you a question?\What?\What were you thinking when you picked a fight with us?\What did Phantom Lord mean to you? response:	What did the guild mean to you?
context: What are you going to do now?\Beats me. I ain't decided.\Well, I'll get by somehow.\Can I ask you a question?\What?\What were you thinking when you picked a fight with us?\What did Phantom Lord mean to you?\What did the guild mean to you? response:	What did being a wizard mean to you?
context: Beats me. I ain't decided.\Well, I'll get by somehow.\Can I ask you a question?\What?\What were you thinking when you picked a fight with us?\What did Phantom Lord mean to you?\What did the guild mean to you?\What did being a wizard mean to you? response:	That's more than one question.
context: Well, I'll get by somehow.\Can I ask you a question?\What?\What were you thinking when you picked a fight with us?\What did Phantom Lord mean to you?\What did the guild mean to you?\What did being a wizard mean to you?\That's more than one question. response:	They're all the same.
context: Can I ask you a question?\What?\What were you thinking when you picked a fight with us?\What did Phantom Lord mean to you?\What did the guild mean to you?\What did being a wizard mean to you?\That's more than one question.\They're all the same. response:	I'm asking what do you, yourself, think about who you are?
context: What?\What were you thinking when you picked a fight with us?\What did Phantom Lord mean to you?\What did the guild mean to you?\What did being a wizard mean to you?\That's more than one question.\They're all the same.\I'm asking what do you, yourself, think about who you are? response:	Would you have taken people's lives if Jose had ordered you to?
context: What were you thinking when you picked a fight with us?\What did Phantom Lord mean to you?\What did the guild mean to you?\What did being a wizard mean to you?\That's more than one question.\They're all the same.\I'm asking what do you, yourself, think about who you are?\Would you have taken people's lives if Jose had ordered you to? response:	Are you that unquestioning?
context: What did Phantom Lord mean to you?\What did the guild mean to you?\What did being a wizard mean to you?\That's more than one question.\They're all the same.\I'm asking what do you, yourself, think about who you are?\Would you have taken people's lives if Jose had ordered you to?\Are you that unquestioning? response:	You see, that's no different than being a puppet.
context: What did the guild mean to you?\What did being a wizard mean to you?\That's more than one question.\They're all the same.\I'm asking what do you, yourself, think about who you are?\Would you have taken people's lives if Jose had ordered you to?\Are you that unquestioning?\You see, that's no different than being a puppet. response:	But I don't think you're as boring a man as that.
context: What did being a wizard mean to you?\That's more than one question.\They're all the same.\I'm asking what do you, yourself, think about who you are?\Would you have taken people's lives if Jose had ordered you to?\Are you that unquestioning?\You see, that's no different than being a puppet.\But I don't think you're as boring a man as that. response:	Shut up already. Leave me alone.
context: That's more than one question.\They're all the same.\I'm asking what do you, yourself, think about who you are?\Would you have taken people's lives if Jose had ordered you to?\Are you that unquestioning?\You see, that's no different than being a puppet.\But I don't think you're as boring a man as that.\Shut up already. Leave me alone. response:	There's no need to throw yourself into the darkness.
context: They're all the same.\I'm asking what do you, yourself, think about who you are?\Would you have taken people's lives if Jose had ordered you to?\Are you that unquestioning?\You see, that's no different than being a puppet.\But I don't think you're as boring a man as that.\Shut up already. Leave me alone.\There's no need to throw yourself into the darkness. response:	How about it? Wanna join my guild?
context: I'm asking what do you, yourself, think about who you are?\Would you have taken people's lives if Jose had ordered you to?\Are you that unquestioning?\You see, that's no different than being a puppet.\But I don't think you're as boring a man as that.\Shut up already. Leave me alone.\There's no need to throw yourself into the darkness.\How about it? Wanna join my guild? response:	You must be joking! Are you serious?!
context: Would you have taken people's lives if Jose had ordered you to?\Are you that unquestioning?\You see, that's no different than being a puppet.\But I don't think you're as boring a man as that.\Shut up already. Leave me alone.\There's no need to throw yourself into the darkness.\How about it? Wanna join my guild?\You must be joking! Are you serious?! response:	There are people in this world who prefer solitude.
context: Are you that unquestioning?\You see, that's no different than being a puppet.\But I don't think you're as boring a man as that.\Shut up already. Leave me alone.\There's no need to throw yourself into the darkness.\How about it? Wanna join my guild?\You must be joking! Are you serious?!\There are people in this world who prefer solitude. response:	But there is no one who can withstand it.
context: You see, that's no different than being a puppet.\But I don't think you're as boring a man as that.\Shut up already. Leave me alone.\There's no need to throw yourself into the darkness.\How about it? Wanna join my guild?\You must be joking! Are you serious?!\There are people in this world who prefer solitude.\But there is no one who can withstand it. response:	I'm the one who destroyed your guild!
context: But I don't think you're as boring a man as that.\Shut up already. Leave me alone.\There's no need to throw yourself into the darkness.\How about it? Wanna join my guild?\You must be joking! Are you serious?!\There are people in this world who prefer solitude.\But there is no one who can withstand it.\I'm the one who destroyed your guild! response:	Let's put all that aside.
context: Shut up already. Leave me alone.\There's no need to throw yourself into the darkness.\How about it? Wanna join my guild?\You must be joking! Are you serious?!\There are people in this world who prefer solitude.\But there is no one who can withstand it.\I'm the one who destroyed your guild!\Let's put all that aside. response:	And... I hurt your friends...
context: There's no need to throw yourself into the darkness.\How about it? Wanna join my guild?\You must be joking! Are you serious?!\There are people in this world who prefer solitude.\But there is no one who can withstand it.\I'm the one who destroyed your guild!\Let's put all that aside.\And... I hurt your friends... response:	That...
context: How about it? Wanna join my guild?\You must be joking! Are you serious?!\There are people in this world who prefer solitude.\But there is no one who can withstand it.\I'm the one who destroyed your guild!\Let's put all that aside.\And... I hurt your friends...\That... response:	But if I ignored a young man trying to throw himself into the darkness,
context: You must be joking! Are you serious?!\There are people in this world who prefer solitude.\But there is no one who can withstand it.\I'm the one who destroyed your guild!\Let's put all that aside.\And... I hurt your friends...\That...\But if I ignored a young man trying to throw himself into the darkness, response:	it'd be myself I could never forgive.
context: There are people in this world who prefer solitude.\But there is no one who can withstand it.\I'm the one who destroyed your guild!\Let's put all that aside.\And... I hurt your friends...\That...\But if I ignored a young man trying to throw himself into the darkness,\it'd be myself I could never forgive. response:	This isn't me saving you. I'm simply showing you the path to tomorrow.
context: But there is no one who can withstand it.\I'm the one who destroyed your guild!\Let's put all that aside.\And... I hurt your friends...\That...\But if I ignored a young man trying to throw himself into the darkness,\it'd be myself I could never forgive.\This isn't me saving you. I'm simply showing you the path to tomorrow. response:	Will you go forward, or will you stop? It's up to you to decide.
context: I'm the one who destroyed your guild!\Let's put all that aside.\And... I hurt your friends...\That...\But if I ignored a young man trying to throw himself into the darkness,\it'd be myself I could never forgive.\This isn't me saving you. I'm simply showing you the path to tomorrow.\Will you go forward, or will you stop? It's up to you to decide. response:	I can't lose, damn it!
context: Let's put all that aside.\And... I hurt your friends...\That...\But if I ignored a young man trying to throw himself into the darkness,\it'd be myself I could never forgive.\This isn't me saving you. I'm simply showing you the path to tomorrow.\Will you go forward, or will you stop? It's up to you to decide.\I can't lose, damn it! response:	I'm a Fairy Tail...
context: And... I hurt your friends...\That...\But if I ignored a young man trying to throw himself into the darkness,\it'd be myself I could never forgive.\This isn't me saving you. I'm simply showing you the path to tomorrow.\Will you go forward, or will you stop? It's up to you to decide.\I can't lose, damn it!\I'm a Fairy Tail... response:	My katana!
context: That...\But if I ignored a young man trying to throw himself into the darkness,\it'd be myself I could never forgive.\This isn't me saving you. I'm simply showing you the path to tomorrow.\Will you go forward, or will you stop? It's up to you to decide.\I can't lose, damn it!\I'm a Fairy Tail...\My katana! response:	My soul!
context: But if I ignored a young man trying to throw himself into the darkness,\it'd be myself I could never forgive.\This isn't me saving you. I'm simply showing you the path to tomorrow.\Will you go forward, or will you stop? It's up to you to decide.\I can't lose, damn it!\I'm a Fairy Tail...\My katana!\My soul! response:	Secret Dragon Slayer Art!
context: it'd be myself I could never forgive.\This isn't me saving you. I'm simply showing you the path to tomorrow.\Will you go forward, or will you stop? It's up to you to decide.\I can't lose, damn it!\I'm a Fairy Tail...\My katana!\My soul!\Secret Dragon Slayer Art! response:	Hi
context: This isn't me saving you. I'm simply showing you the path to tomorrow.\Will you go forward, or will you stop? It's up to you to decide.\I can't lose, damn it!\I'm a Fairy Tail...\My katana!\My soul!\Secret Dragon Slayer Art!\Hi response:	Iron God Sword!
context: Will you go forward, or will you stop? It's up to you to decide.\I can't lose, damn it!\I'm a Fairy Tail...\My katana!\My soul!\Secret Dragon Slayer Art!\Hi\Iron God Sword! response:	Gajeel!
context: I can't lose, damn it!\I'm a Fairy Tail...\My katana!\My soul!\Secret Dragon Slayer Art!\Hi\Iron God Sword!\Gajeel! response:	This is...
context: I'm a Fairy Tail...\My katana!\My soul!\Secret Dragon Slayer Art!\Hi\Iron God Sword!\Gajeel!\This is... response:	Gajeel-kun?
context: My katana!\My soul!\Secret Dragon Slayer Art!\Hi\Iron God Sword!\Gajeel!\This is...\Gajeel-kun? response:	Gajeel! Hang in there, Gajeel!
context: My soul!\Secret Dragon Slayer Art!\Hi\Iron God Sword!\Gajeel!\This is...\Gajeel-kun?\Gajeel! Hang in there, Gajeel! response:	I told you I could handle'em by myself...
context: Secret Dragon Slayer Art!\Hi\Iron God Sword!\Gajeel!\This is...\Gajeel-kun?\Gajeel! Hang in there, Gajeel!\I told you I could handle'em by myself... response:	Gajeel...
context: Hi\Iron God Sword!\Gajeel!\This is...\Gajeel-kun?\Gajeel! Hang in there, Gajeel!\I told you I could handle'em by myself...\Gajeel... response:	It's over!
context: Iron God Sword!\Gajeel!\This is...\Gajeel-kun?\Gajeel! Hang in there, Gajeel!\I told you I could handle'em by myself...\Gajeel...\It's over! response:	The main force will be here any moment!
context: Gajeel!\This is...\Gajeel-kun?\Gajeel! Hang in there, Gajeel!\I told you I could handle'em by myself...\Gajeel...\It's over!\The main force will be here any moment! response:	Wizards far out of my league are coming!
context: This is...\Gajeel-kun?\Gajeel! Hang in there, Gajeel!\I told you I could handle'em by myself...\Gajeel...\It's over!\The main force will be here any moment!\Wizards far out of my league are coming! response:	The Seven Kin of Purgatory!
context: Gajeel-kun?\Gajeel! Hang in there, Gajeel!\I told you I could handle'em by myself...\Gajeel...\It's over!\The main force will be here any moment!\Wizards far out of my league are coming!\The Seven Kin of Purgatory! response:	Seven Kin?
context: Gajeel! Hang in there, Gajeel!\I told you I could handle'em by myself...\Gajeel...\It's over!\The main force will be here any moment!\Wizards far out of my league are coming!\The Seven Kin of Purgatory!\Seven Kin? response:	I'm halting the exam.
context: I told you I could handle'em by myself...\Gajeel...\It's over!\The main force will be here any moment!\Wizards far out of my league are coming!\The Seven Kin of Purgatory!\Seven Kin?\I'm halting the exam. response:	All hands, deploy for battle!
context: Gajeel...\It's over!\The main force will be here any moment!\Wizards far out of my league are coming!\The Seven Kin of Purgatory!\Seven Kin?\I'm halting the exam.\All hands, deploy for battle! response:	Condition red! Prepare to intercept!
context: It's over!\The main force will be here any moment!\Wizards far out of my league are coming!\The Seven Kin of Purgatory!\Seven Kin?\I'm halting the exam.\All hands, deploy for battle!\Condition red! Prepare to intercept! response:	An enemy?
context: The main force will be here any moment!\Wizards far out of my league are coming!\The Seven Kin of Purgatory!\Seven Kin?\I'm halting the exam.\All hands, deploy for battle!\Condition red! Prepare to intercept!\An enemy? response:	On this island? That's not good.
context: Wizards far out of my league are coming!\The Seven Kin of Purgatory!\Seven Kin?\I'm halting the exam.\All hands, deploy for battle!\Condition red! Prepare to intercept!\An enemy?\On this island? That's not good. response:	What's that?
context: The Seven Kin of Purgatory!\Seven Kin?\I'm halting the exam.\All hands, deploy for battle!\Condition red! Prepare to intercept!\An enemy?\On this island? That's not good.\What's that? response:	A red signal...
context: Seven Kin?\I'm halting the exam.\All hands, deploy for battle!\Condition red! Prepare to intercept!\An enemy?\On this island? That's not good.\What's that?\A red signal... response:	An enemy.
context: I'm halting the exam.\All hands, deploy for battle!\Condition red! Prepare to intercept!\An enemy?\On this island? That's not good.\What's that?\A red signal...\An enemy. response:	What about the exam? Hey...
context: All hands, deploy for battle!\Condition red! Prepare to intercept!\An enemy?\On this island? That's not good.\What's that?\A red signal...\An enemy.\What about the exam? Hey... response:	It's called off for now, with this.
context: Condition red! Prepare to intercept!\An enemy?\On this island? That's not good.\What's that?\A red signal...\An enemy.\What about the exam? Hey...\It's called off for now, with this. response:	Is it that guy from before?
context: An enemy?\On this island? That's not good.\What's that?\A red signal...\An enemy.\What about the exam? Hey...\It's called off for now, with this.\Is it that guy from before? response:	That bastard!
context: On this island? That's not good.\What's that?\A red signal...\An enemy.\What about the exam? Hey...\It's called off for now, with this.\Is it that guy from before?\That bastard! response:	I wonder... That's a signal that means an enemy is coming to attack.
context: What's that?\A red signal...\An enemy.\What about the exam? Hey...\It's called off for now, with this.\Is it that guy from before?\That bastard!\I wonder... That's a signal that means an enemy is coming to attack. response:	They're closing in now.
context: A red signal...\An enemy.\What about the exam? Hey...\It's called off for now, with this.\Is it that guy from before?\That bastard!\I wonder... That's a signal that means an enemy is coming to attack.\They're closing in now. response:	I don't know who or what they are,
context: An enemy.\What about the exam? Hey...\It's called off for now, with this.\Is it that guy from before?\That bastard!\I wonder... That's a signal that means an enemy is coming to attack.\They're closing in now.\I don't know who or what they are, response:	but they think they can pick a fight with us?
context: What about the exam? Hey...\It's called off for now, with this.\Is it that guy from before?\That bastard!\I wonder... That's a signal that means an enemy is coming to attack.\They're closing in now.\I don't know who or what they are,\but they think they can pick a fight with us? response:	I'll turn the tables on'em!
context: It's called off for now, with this.\Is it that guy from before?\That bastard!\I wonder... That's a signal that means an enemy is coming to attack.\They're closing in now.\I don't know who or what they are,\but they think they can pick a fight with us?\I'll turn the tables on'em! response:	Aye, sir!
context: Is it that guy from before?\That bastard!\I wonder... That's a signal that means an enemy is coming to attack.\They're closing in now.\I don't know who or what they are,\but they think they can pick a fight with us?\I'll turn the tables on'em!\Aye, sir! response:	Why now?
context: That bastard!\I wonder... That's a signal that means an enemy is coming to attack.\They're closing in now.\I don't know who or what they are,\but they think they can pick a fight with us?\I'll turn the tables on'em!\Aye, sir!\Why now? response:	This is my final exam! Even though I wish to drop out of the guild...
context: I wonder... That's a signal that means an enemy is coming to attack.\They're closing in now.\I don't know who or what they are,\but they think they can pick a fight with us?\I'll turn the tables on'em!\Aye, sir!\Why now?\This is my final exam! Even though I wish to drop out of the guild... response:	You've got to be kidding me! I'm continuing the exam!
context: They're closing in now.\I don't know who or what they are,\but they think they can pick a fight with us?\I'll turn the tables on'em!\Aye, sir!\Why now?\This is my final exam! Even though I wish to drop out of the guild...\You've got to be kidding me! I'm continuing the exam! response:	Cana...
context: I don't know who or what they are,\but they think they can pick a fight with us?\I'll turn the tables on'em!\Aye, sir!\Why now?\This is my final exam! Even though I wish to drop out of the guild...\You've got to be kidding me! I'm continuing the exam!\Cana... response:	Calm down, Cana.
context: but they think they can pick a fight with us?\I'll turn the tables on'em!\Aye, sir!\Why now?\This is my final exam! Even though I wish to drop out of the guild...\You've got to be kidding me! I'm continuing the exam!\Cana...\Calm down, Cana. response:	Everyone feels the same way.
context: I'll turn the tables on'em!\Aye, sir!\Why now?\This is my final exam! Even though I wish to drop out of the guild...\You've got to be kidding me! I'm continuing the exam!\Cana...\Calm down, Cana.\Everyone feels the same way. response:	Gray! Loke!
context: Aye, sir!\Why now?\This is my final exam! Even though I wish to drop out of the guild...\You've got to be kidding me! I'm continuing the exam!\Cana...\Calm down, Cana.\Everyone feels the same way.\Gray! Loke! response:	Why are the two of you here?
context: Why now?\This is my final exam! Even though I wish to drop out of the guild...\You've got to be kidding me! I'm continuing the exam!\Cana...\Calm down, Cana.\Everyone feels the same way.\Gray! Loke!\Why are the two of you here? response:	We were foll...
context: This is my final exam! Even though I wish to drop out of the guild...\You've got to be kidding me! I'm continuing the exam!\Cana...\Calm down, Cana.\Everyone feels the same way.\Gray! Loke!\Why are the two of you here?\We were foll... response:	We just happened upon you!
context: You've got to be kidding me! I'm continuing the exam!\Cana...\Calm down, Cana.\Everyone feels the same way.\Gray! Loke!\Why are the two of you here?\We were foll...\We just happened upon you! response:	Anyway, who cares?
context: Cana...\Calm down, Cana.\Everyone feels the same way.\Gray! Loke!\Why are the two of you here?\We were foll...\We just happened upon you!\Anyway, who cares? response:	An enemy is coming... This is no time for exams.
context: Calm down, Cana.\Everyone feels the same way.\Gray! Loke!\Why are the two of you here?\We were foll...\We just happened upon you!\Anyway, who cares?\An enemy is coming... This is no time for exams. response:	Let's head to the emergency gathering area.
context: Everyone feels the same way.\Gray! Loke!\Why are the two of you here?\We were foll...\We just happened upon you!\Anyway, who cares?\An enemy is coming... This is no time for exams.\Let's head to the emergency gathering area. response:	We don't have enough information now.
context: Gray! Loke!\Why are the two of you here?\We were foll...\We just happened upon you!\Anyway, who cares?\An enemy is coming... This is no time for exams.\Let's head to the emergency gathering area.\We don't have enough information now. response:	What's going to happen? Seriously...
context: Why are the two of you here?\We were foll...\We just happened upon you!\Anyway, who cares?\An enemy is coming... This is no time for exams.\Let's head to the emergency gathering area.\We don't have enough information now.\What's going to happen? Seriously... response:	Erza-san, what should we do now?
context: We were foll...\We just happened upon you!\Anyway, who cares?\An enemy is coming... This is no time for exams.\Let's head to the emergency gathering area.\We don't have enough information now.\What's going to happen? Seriously...\Erza-san, what should we do now? response:	For now, let's search for Mest and Wendy.
context: We just happened upon you!\Anyway, who cares?\An enemy is coming... This is no time for exams.\Let's head to the emergency gathering area.\We don't have enough information now.\What's going to happen? Seriously...\Erza-san, what should we do now?\For now, let's search for Mest and Wendy. response:	It's possible they're lost and don't know where the camp is.
context: Anyway, who cares?\An enemy is coming... This is no time for exams.\Let's head to the emergency gathering area.\We don't have enough information now.\What's going to happen? Seriously...\Erza-san, what should we do now?\For now, let's search for Mest and Wendy.\It's possible they're lost and don't know where the camp is. response:	I'll take Gajeel to the camp.
context: An enemy is coming... This is no time for exams.\Let's head to the emergency gathering area.\We don't have enough information now.\What's going to happen? Seriously...\Erza-san, what should we do now?\For now, let's search for Mest and Wendy.\It's possible they're lost and don't know where the camp is.\I'll take Gajeel to the camp. response:	Right, handle that.
context: Let's head to the emergency gathering area.\We don't have enough information now.\What's going to happen? Seriously...\Erza-san, what should we do now?\For now, let's search for Mest and Wendy.\It's possible they're lost and don't know where the camp is.\I'll take Gajeel to the camp.\Right, handle that. response:	A shrimp like you shouldn't push herself.
context: We don't have enough information now.\What's going to happen? Seriously...\Erza-san, what should we do now?\For now, let's search for Mest and Wendy.\It's possible they're lost and don't know where the camp is.\I'll take Gajeel to the camp.\Right, handle that.\A shrimp like you shouldn't push herself. response:	You sure talk big for a guy who can't stand up.
context: What's going to happen? Seriously...\Erza-san, what should we do now?\For now, let's search for Mest and Wendy.\It's possible they're lost and don't know where the camp is.\I'll take Gajeel to the camp.\Right, handle that.\A shrimp like you shouldn't push herself.\You sure talk big for a guy who can't stand up. response:	Man, this is messed up.
context: Erza-san, what should we do now?\For now, let's search for Mest and Wendy.\It's possible they're lost and don't know where the camp is.\I'll take Gajeel to the camp.\Right, handle that.\A shrimp like you shouldn't push herself.\You sure talk big for a guy who can't stand up.\Man, this is messed up. response:	Juvia wants to see Gray-sama very soon!
context: For now, let's search for Mest and Wendy.\It's possible they're lost and don't know where the camp is.\I'll take Gajeel to the camp.\Right, handle that.\A shrimp like you shouldn't push herself.\You sure talk big for a guy who can't stand up.\Man, this is messed up.\Juvia wants to see Gray-sama very soon! response:	Now then, let's hear what you're after.
context: It's possible they're lost and don't know where the camp is.\I'll take Gajeel to the camp.\Right, handle that.\A shrimp like you shouldn't push herself.\You sure talk big for a guy who can't stand up.\Man, this is messed up.\Juvia wants to see Gray-sama very soon!\Now then, let's hear what you're after. response:	You think I'd talk to the likes of you?
context: I'll take Gajeel to the camp.\Right, handle that.\A shrimp like you shouldn't push herself.\You sure talk big for a guy who can't stand up.\Man, this is messed up.\Juvia wants to see Gray-sama very soon!\Now then, let's hear what you're after.\You think I'd talk to the likes of you? response:	It's Zeref...
context: Right, handle that.\A shrimp like you shouldn't push herself.\You sure talk big for a guy who can't stand up.\Man, this is messed up.\Juvia wants to see Gray-sama very soon!\Now then, let's hear what you're after.\You think I'd talk to the likes of you?\It's Zeref... response:	The legendary Black Wizard Zeref!
context: A shrimp like you shouldn't push herself.\You sure talk big for a guy who can't stand up.\Man, this is messed up.\Juvia wants to see Gray-sama very soon!\Now then, let's hear what you're after.\You think I'd talk to the likes of you?\It's Zeref...\The legendary Black Wizard Zeref! response:	Zeref is here on this island!
context: You sure talk big for a guy who can't stand up.\Man, this is messed up.\Juvia wants to see Gray-sama very soon!\Now then, let's hear what you're after.\You think I'd talk to the likes of you?\It's Zeref...\The legendary Black Wizard Zeref!\Zeref is here on this island! response:	Impossible!
context: Man, this is messed up.\Juvia wants to see Gray-sama very soon!\Now then, let's hear what you're after.\You think I'd talk to the likes of you?\It's Zeref...\The legendary Black Wizard Zeref!\Zeref is here on this island!\Impossible! response:	Zeref lived hundreds of years ago...
context: Juvia wants to see Gray-sama very soon!\Now then, let's hear what you're after.\You think I'd talk to the likes of you?\It's Zeref...\The legendary Black Wizard Zeref!\Zeref is here on this island!\Impossible!\Zeref lived hundreds of years ago... response:	400 years, yes.
context: Now then, let's hear what you're after.\You think I'd talk to the likes of you?\It's Zeref...\The legendary Black Wizard Zeref!\Zeref is here on this island!\Impossible!\Zeref lived hundreds of years ago...\400 years, yes. response:	I don't believe it! There's no way he's alive!
context: You think I'd talk to the likes of you?\It's Zeref...\The legendary Black Wizard Zeref!\Zeref is here on this island!\Impossible!\Zeref lived hundreds of years ago...\400 years, yes.\I don't believe it! There's no way he's alive! response:	After all, Jellal...
context: It's Zeref...\The legendary Black Wizard Zeref!\Zeref is here on this island!\Impossible!\Zeref lived hundreds of years ago...\400 years, yes.\I don't believe it! There's no way he's alive!\After all, Jellal... response:	He's alive! He's been alive these past 400 years!
