context: We've cleared Warning Line One. response:	I didn't think she'd still be alive.
context: I'm a huge fan.\Oh, yeah?\All right, eat up!\Come on, guys!\You never said that to me!\What's wrong?\Oh, I'm just worried about Alektra... I mean, Jill.\Alektra Maria von Loewenherz, was it? response:	Everyone knows about her.
context: Oh, yeah?\All right, eat up!\Come on, guys!\You never said that to me!\What's wrong?\Oh, I'm just worried about Alektra... I mean, Jill.\Alektra Maria von Loewenherz, was it?\Everyone knows about her. response:	The commander spilled everything.
context: All right, eat up!\Come on, guys!\You never said that to me!\What's wrong?\Oh, I'm just worried about Alektra... I mean, Jill.\Alektra Maria von Loewenherz, was it?\Everyone knows about her.\The commander spilled everything. response:	About her identity, and about the so-called cause of Libertus.
context: Come on, guys!\You never said that to me!\What's wrong?\Oh, I'm just worried about Alektra... I mean, Jill.\Alektra Maria von Loewenherz, was it?\Everyone knows about her.\The commander spilled everything.\About her identity, and about the so-called cause of Libertus. response:	Everyone, by now you must have witnessed
context: You never said that to me!\What's wrong?\Oh, I'm just worried about Alektra... I mean, Jill.\Alektra Maria von Loewenherz, was it?\Everyone knows about her.\The commander spilled everything.\About her identity, and about the so-called cause of Libertus.\Everyone, by now you must have witnessed response:	enough human cruelty and heartlessness to make you sick.
context: What's wrong?\Oh, I'm just worried about Alektra... I mean, Jill.\Alektra Maria von Loewenherz, was it?\Everyone knows about her.\The commander spilled everything.\About her identity, and about the so-called cause of Libertus.\Everyone, by now you must have witnessed\enough human cruelty and heartlessness to make you sick. response:	I will surely defeat Embryo and free us Normas from this cursed fate.
context: Oh, I'm just worried about Alektra... I mean, Jill.\Alektra Maria von Loewenherz, was it?\Everyone knows about her.\The commander spilled everything.\About her identity, and about the so-called cause of Libertus.\Everyone, by now you must have witnessed\enough human cruelty and heartlessness to make you sick.\I will surely defeat Embryo and free us Normas from this cursed fate. response:	Until that day, I will hold your lives in my hands.
context: Alektra Maria von Loewenherz, was it?\Everyone knows about her.\The commander spilled everything.\About her identity, and about the so-called cause of Libertus.\Everyone, by now you must have witnessed\enough human cruelty and heartlessness to make you sick.\I will surely defeat Embryo and free us Normas from this cursed fate.\Until that day, I will hold your lives in my hands. response:	Alektra said that?
context: Everyone knows about her.\The commander spilled everything.\About her identity, and about the so-called cause of Libertus.\Everyone, by now you must have witnessed\enough human cruelty and heartlessness to make you sick.\I will surely defeat Embryo and free us Normas from this cursed fate.\Until that day, I will hold your lives in my hands.\Alektra said that? response:	I understand her enthusiasm, but it was too much. It was off-putting.
context: The commander spilled everything.\About her identity, and about the so-called cause of Libertus.\Everyone, by now you must have witnessed\enough human cruelty and heartlessness to make you sick.\I will surely defeat Embryo and free us Normas from this cursed fate.\Until that day, I will hold your lives in my hands.\Alektra said that?\I understand her enthusiasm, but it was too much. It was off-putting. response:	What do you know about her?!
context: About her identity, and about the so-called cause of Libertus.\Everyone, by now you must have witnessed\enough human cruelty and heartlessness to make you sick.\I will surely defeat Embryo and free us Normas from this cursed fate.\Until that day, I will hold your lives in my hands.\Alektra said that?\I understand her enthusiasm, but it was too much. It was off-putting.\What do you know about her?! response:	Officer?!
context: Everyone, by now you must have witnessed\enough human cruelty and heartlessness to make you sick.\I will surely defeat Embryo and free us Normas from this cursed fate.\Until that day, I will hold your lives in my hands.\Alektra said that?\I understand her enthusiasm, but it was too much. It was off-putting.\What do you know about her?!\Officer?! response:	You can call me Emma-san.
context: enough human cruelty and heartlessness to make you sick.\I will surely defeat Embryo and free us Normas from this cursed fate.\Until that day, I will hold your lives in my hands.\Alektra said that?\I understand her enthusiasm, but it was too much. It was off-putting.\What do you know about her?!\Officer?!\You can call me Emma-san. response:	Emma-san.
context: I will surely defeat Embryo and free us Normas from this cursed fate.\Until that day, I will hold your lives in my hands.\Alektra said that?\I understand her enthusiasm, but it was too much. It was off-putting.\What do you know about her?!\Officer?!\You can call me Emma-san.\Emma-san. response:	You reek of alcohol!
context: Until that day, I will hold your lives in my hands.\Alektra said that?\I understand her enthusiasm, but it was too much. It was off-putting.\What do you know about her?!\Officer?!\You can call me Emma-san.\Emma-san.\You reek of alcohol! response:	She's been like this ever since she's been on this ship.
context: Alektra said that?\I understand her enthusiasm, but it was too much. It was off-putting.\What do you know about her?!\Officer?!\You can call me Emma-san.\Emma-san.\You reek of alcohol!\She's been like this ever since she's been on this ship. response:	What can I do? I almost got killed!
context: I understand her enthusiasm, but it was too much. It was off-putting.\What do you know about her?!\Officer?!\You can call me Emma-san.\Emma-san.\You reek of alcohol!\She's been like this ever since she's been on this ship.\What can I do? I almost got killed! response:	By my fellow humans!
context: What do you know about her?!\Officer?!\You can call me Emma-san.\Emma-san.\You reek of alcohol!\She's been like this ever since she's been on this ship.\What can I do? I almost got killed!\By my fellow humans! response:	Yet, yet...
context: Officer?!\You can call me Emma-san.\Emma-san.\You reek of alcohol!\She's been like this ever since she's been on this ship.\What can I do? I almost got killed!\By my fellow humans!\Yet, yet... response:	The commander let me onto this ship.
context: You can call me Emma-san.\Emma-san.\You reek of alcohol!\She's been like this ever since she's been on this ship.\What can I do? I almost got killed!\By my fellow humans!\Yet, yet...\The commander let me onto this ship. response:	After all the terrible things I'd done to you Normas.
context: Emma-san.\You reek of alcohol!\She's been like this ever since she's been on this ship.\What can I do? I almost got killed!\By my fellow humans!\Yet, yet...\The commander let me onto this ship.\After all the terrible things I'd done to you Normas. response:	She's the only person in this world I can trust.
context: You reek of alcohol!\She's been like this ever since she's been on this ship.\What can I do? I almost got killed!\By my fellow humans!\Yet, yet...\The commander let me onto this ship.\After all the terrible things I'd done to you Normas.\She's the only person in this world I can trust. response:	Don't you think so, Perolina?
context: She's been like this ever since she's been on this ship.\What can I do? I almost got killed!\By my fellow humans!\Yet, yet...\The commander let me onto this ship.\After all the terrible things I'd done to you Normas.\She's the only person in this world I can trust.\Don't you think so, Perolina? response:	All right, that's enough.
context: What can I do? I almost got killed!\By my fellow humans!\Yet, yet...\The commander let me onto this ship.\After all the terrible things I'd done to you Normas.\She's the only person in this world I can trust.\Don't you think so, Perolina?\All right, that's enough. response:	The officer's right, you know.
context: By my fellow humans!\Yet, yet...\The commander let me onto this ship.\After all the terrible things I'd done to you Normas.\She's the only person in this world I can trust.\Don't you think so, Perolina?\All right, that's enough.\The officer's right, you know. response:	Huh?
context: Yet, yet...\The commander let me onto this ship.\After all the terrible things I'd done to you Normas.\She's the only person in this world I can trust.\Don't you think so, Perolina?\All right, that's enough.\The officer's right, you know.\Huh? response:	The only person we can trust is the commander.
context: The commander let me onto this ship.\After all the terrible things I'd done to you Normas.\She's the only person in this world I can trust.\Don't you think so, Perolina?\All right, that's enough.\The officer's right, you know.\Huh?\The only person we can trust is the commander. response:	The only one in the world.
context: After all the terrible things I'd done to you Normas.\She's the only person in this world I can trust.\Don't you think so, Perolina?\All right, that's enough.\The officer's right, you know.\Huh?\The only person we can trust is the commander.\The only one in the world. response:	It kind of stings.
context: She's the only person in this world I can trust.\Don't you think so, Perolina?\All right, that's enough.\The officer's right, you know.\Huh?\The only person we can trust is the commander.\The only one in the world.\It kind of stings. response:	There's some seawater mixed in.
context: Don't you think so, Perolina?\All right, that's enough.\The officer's right, you know.\Huh?\The only person we can trust is the commander.\The only one in the world.\It kind of stings.\There's some seawater mixed in. response:	Hilda.
context: All right, that's enough.\The officer's right, you know.\Huh?\The only person we can trust is the commander.\The only one in the world.\It kind of stings.\There's some seawater mixed in.\Hilda. response:	Did you gain some weight?
context: The officer's right, you know.\Huh?\The only person we can trust is the commander.\The only one in the world.\It kind of stings.\There's some seawater mixed in.\Hilda.\Did you gain some weight? response:	Huh? Really?
context: Huh?\The only person we can trust is the commander.\The only one in the world.\It kind of stings.\There's some seawater mixed in.\Hilda.\Did you gain some weight?\Huh? Really? response:	Where?
context: The only person we can trust is the commander.\The only one in the world.\It kind of stings.\There's some seawater mixed in.\Hilda.\Did you gain some weight?\Huh? Really?\Where? response:	Here, for example.
context: The only one in the world.\It kind of stings.\There's some seawater mixed in.\Hilda.\Did you gain some weight?\Huh? Really?\Where?\Here, for example. response:	Hey.
context: It kind of stings.\There's some seawater mixed in.\Hilda.\Did you gain some weight?\Huh? Really?\Where?\Here, for example.\Hey. response:	Really. You didn't contact us at all.
context: There's some seawater mixed in.\Hilda.\Did you gain some weight?\Huh? Really?\Where?\Here, for example.\Hey.\Really. You didn't contact us at all. response:	What was I supposed to do?
context: Hilda.\Did you gain some weight?\Huh? Really?\Where?\Here, for example.\Hey.\Really. You didn't contact us at all.\What was I supposed to do? response:	You had us really worried.
context: Did you gain some weight?\Huh? Really?\Where?\Here, for example.\Hey.\Really. You didn't contact us at all.\What was I supposed to do?\You had us really worried. response:	Yet you were off with that man.
context: Huh? Really?\Where?\Here, for example.\Hey.\Really. You didn't contact us at all.\What was I supposed to do?\You had us really worried.\Yet you were off with that man. response:	So, did you do it?
context: Where?\Here, for example.\Hey.\Really. You didn't contact us at all.\What was I supposed to do?\You had us really worried.\Yet you were off with that man.\So, did you do it? response:	Huh?
context: Here, for example.\Hey.\Really. You didn't contact us at all.\What was I supposed to do?\You had us really worried.\Yet you were off with that man.\So, did you do it?\Huh? response:	With him.
context: Hey.\Really. You didn't contact us at all.\What was I supposed to do?\You had us really worried.\Yet you were off with that man.\So, did you do it?\Huh?\With him. response:	What?
context: Really. You didn't contact us at all.\What was I supposed to do?\You had us really worried.\Yet you were off with that man.\So, did you do it?\Huh?\With him.\What? response:	I haven't.
context: What was I supposed to do?\You had us really worried.\Yet you were off with that man.\So, did you do it?\Huh?\With him.\What?\I haven't. response:	Really?
context: You had us really worried.\Yet you were off with that man.\So, did you do it?\Huh?\With him.\What?\I haven't.\Really? response:	I swear.
context: Yet you were off with that man.\So, did you do it?\Huh?\With him.\What?\I haven't.\Really?\I swear. response:	Jeez.
context: So, did you do it?\Huh?\With him.\What?\I haven't.\Really?\I swear.\Jeez. response:	What's wrong with you?
context: Huh?\With him.\What?\I haven't.\Really?\I swear.\Jeez.\What's wrong with you? response:	I'll set this wretched world straight and free the Norma.
context: With him.\What?\I haven't.\Really?\I swear.\Jeez.\What's wrong with you?\I'll set this wretched world straight and free the Norma. response:	Watch me make a world without discrimination. A fair world, where you can all live happily.
context: What?\I haven't.\Really?\I swear.\Jeez.\What's wrong with you?\I'll set this wretched world straight and free the Norma.\Watch me make a world without discrimination. A fair world, where you can all live happily. response:	Tusk...
context: I haven't.\Really?\I swear.\Jeez.\What's wrong with you?\I'll set this wretched world straight and free the Norma.\Watch me make a world without discrimination. A fair world, where you can all live happily.\Tusk... response:	Alektra...
context: Really?\I swear.\Jeez.\What's wrong with you?\I'll set this wretched world straight and free the Norma.\Watch me make a world without discrimination. A fair world, where you can all live happily.\Tusk...\Alektra... response:	Who's there?
context: I swear.\Jeez.\What's wrong with you?\I'll set this wretched world straight and free the Norma.\Watch me make a world without discrimination. A fair world, where you can all live happily.\Tusk...\Alektra...\Who's there? response:	Oh.
context: Jeez.\What's wrong with you?\I'll set this wretched world straight and free the Norma.\Watch me make a world without discrimination. A fair world, where you can all live happily.\Tusk...\Alektra...\Who's there?\Oh. response:	Oh, er, this ship's full of girls. I'm not sure where to go.
context: What's wrong with you?\I'll set this wretched world straight and free the Norma.\Watch me make a world without discrimination. A fair world, where you can all live happily.\Tusk...\Alektra...\Who's there?\Oh.\Oh, er, this ship's full of girls. I'm not sure where to go. response:	I was thinking of sleeping in my machine.
context: I'll set this wretched world straight and free the Norma.\Watch me make a world without discrimination. A fair world, where you can all live happily.\Tusk...\Alektra...\Who's there?\Oh.\Oh, er, this ship's full of girls. I'm not sure where to go.\I was thinking of sleeping in my machine. response:	Huh.
context: Watch me make a world without discrimination. A fair world, where you can all live happily.\Tusk...\Alektra...\Who's there?\Oh.\Oh, er, this ship's full of girls. I'm not sure where to go.\I was thinking of sleeping in my machine.\Huh. response:	You're up late doing maintenance, huh?
context: Tusk...\Alektra...\Who's there?\Oh.\Oh, er, this ship's full of girls. I'm not sure where to go.\I was thinking of sleeping in my machine.\Huh.\You're up late doing maintenance, huh? response:	The Villkiss is finally back.
context: Alektra...\Who's there?\Oh.\Oh, er, this ship's full of girls. I'm not sure where to go.\I was thinking of sleeping in my machine.\Huh.\You're up late doing maintenance, huh?\The Villkiss is finally back. response:	I need to fix it up really well so we can start Libertus whenever.
context: Who's there?\Oh.\Oh, er, this ship's full of girls. I'm not sure where to go.\I was thinking of sleeping in my machine.\Huh.\You're up late doing maintenance, huh?\The Villkiss is finally back.\I need to fix it up really well so we can start Libertus whenever. response:	Oh, yeah?
context: Oh.\Oh, er, this ship's full of girls. I'm not sure where to go.\I was thinking of sleeping in my machine.\Huh.\You're up late doing maintenance, huh?\The Villkiss is finally back.\I need to fix it up really well so we can start Libertus whenever.\Oh, yeah? response:	All right, done.
context: Oh, er, this ship's full of girls. I'm not sure where to go.\I was thinking of sleeping in my machine.\Huh.\You're up late doing maintenance, huh?\The Villkiss is finally back.\I need to fix it up really well so we can start Libertus whenever.\Oh, yeah?\All right, done. response:	I'm going now.
context: I was thinking of sleeping in my machine.\Huh.\You're up late doing maintenance, huh?\The Villkiss is finally back.\I need to fix it up really well so we can start Libertus whenever.\Oh, yeah?\All right, done.\I'm going now. response:	Yeah, good night.
context: Huh.\You're up late doing maintenance, huh?\The Villkiss is finally back.\I need to fix it up really well so we can start Libertus whenever.\Oh, yeah?\All right, done.\I'm going now.\Yeah, good night. response:	It was you that fixed the Villkiss when Ange fell, right?
context: You're up late doing maintenance, huh?\The Villkiss is finally back.\I need to fix it up really well so we can start Libertus whenever.\Oh, yeah?\All right, done.\I'm going now.\Yeah, good night.\It was you that fixed the Villkiss when Ange fell, right? response:	Yeah, I guess so...
context: The Villkiss is finally back.\I need to fix it up really well so we can start Libertus whenever.\Oh, yeah?\All right, done.\I'm going now.\Yeah, good night.\It was you that fixed the Villkiss when Ange fell, right?\Yeah, I guess so... response:	I wanted to thank you for that.
context: I need to fix it up really well so we can start Libertus whenever.\Oh, yeah?\All right, done.\I'm going now.\Yeah, good night.\It was you that fixed the Villkiss when Ange fell, right?\Yeah, I guess so...\I wanted to thank you for that. response:	So thanks, Knight of the Villkiss.
context: Oh, yeah?\All right, done.\I'm going now.\Yeah, good night.\It was you that fixed the Villkiss when Ange fell, right?\Yeah, I guess so...\I wanted to thank you for that.\So thanks, Knight of the Villkiss. response:	Fix it up really well, huh?
context: All right, done.\I'm going now.\Yeah, good night.\It was you that fixed the Villkiss when Ange fell, right?\Yeah, I guess so...\I wanted to thank you for that.\So thanks, Knight of the Villkiss.\Fix it up really well, huh? response:	That's right. Go crazy, Alektra...
context: I'm going now.\Yeah, good night.\It was you that fixed the Villkiss when Ange fell, right?\Yeah, I guess so...\I wanted to thank you for that.\So thanks, Knight of the Villkiss.\Fix it up really well, huh?\That's right. Go crazy, Alektra... response:	Embryo.
context: Yeah, good night.\It was you that fixed the Villkiss when Ange fell, right?\Yeah, I guess so...\I wanted to thank you for that.\So thanks, Knight of the Villkiss.\Fix it up really well, huh?\That's right. Go crazy, Alektra...\Embryo. response:	Did you sleep well?
context: It was you that fixed the Villkiss when Ange fell, right?\Yeah, I guess so...\I wanted to thank you for that.\So thanks, Knight of the Villkiss.\Fix it up really well, huh?\That's right. Go crazy, Alektra...\Embryo.\Did you sleep well? response:	Yes.
context: Yeah, I guess so...\I wanted to thank you for that.\So thanks, Knight of the Villkiss.\Fix it up really well, huh?\That's right. Go crazy, Alektra...\Embryo.\Did you sleep well?\Yes. response:	That's good.
context: I wanted to thank you for that.\So thanks, Knight of the Villkiss.\Fix it up really well, huh?\That's right. Go crazy, Alektra...\Embryo.\Did you sleep well?\Yes.\That's good. response:	Now, I'll give you a mission.
context: So thanks, Knight of the Villkiss.\Fix it up really well, huh?\That's right. Go crazy, Alektra...\Embryo.\Did you sleep well?\Yes.\That's good.\Now, I'll give you a mission. response:	Contact the DRAGONs and negotiate with them.
context: Fix it up really well, huh?\That's right. Go crazy, Alektra...\Embryo.\Did you sleep well?\Yes.\That's good.\Now, I'll give you a mission.\Contact the DRAGONs and negotiate with them. response:	Demand the formation of a unified front.
context: That's right. Go crazy, Alektra...\Embryo.\Did you sleep well?\Yes.\That's good.\Now, I'll give you a mission.\Contact the DRAGONs and negotiate with them.\Demand the formation of a unified front. response:	What's wrong?
context: Embryo.\Did you sleep well?\Yes.\That's good.\Now, I'll give you a mission.\Contact the DRAGONs and negotiate with them.\Demand the formation of a unified front.\What's wrong? response:	I'm saying we should fight together, just like you suggested.
context: Did you sleep well?\Yes.\That's good.\Now, I'll give you a mission.\Contact the DRAGONs and negotiate with them.\Demand the formation of a unified front.\What's wrong?\I'm saying we should fight together, just like you suggested. response:	With the DRAGONs.
context: Yes.\That's good.\Now, I'll give you a mission.\Contact the DRAGONs and negotiate with them.\Demand the formation of a unified front.\What's wrong?\I'm saying we should fight together, just like you suggested.\With the DRAGONs. response:	Seriously?
context: That's good.\Now, I'll give you a mission.\Contact the DRAGONs and negotiate with them.\Demand the formation of a unified front.\What's wrong?\I'm saying we should fight together, just like you suggested.\With the DRAGONs.\Seriously? response:	I decided that the most efficient and rational way
context: Now, I'll give you a mission.\Contact the DRAGONs and negotiate with them.\Demand the formation of a unified front.\What's wrong?\I'm saying we should fight together, just like you suggested.\With the DRAGONs.\Seriously?\I decided that the most efficient and rational way response:	to end Libertus is to cooperate with the DRAGONs.
context: Contact the DRAGONs and negotiate with them.\Demand the formation of a unified front.\What's wrong?\I'm saying we should fight together, just like you suggested.\With the DRAGONs.\Seriously?\I decided that the most efficient and rational way\to end Libertus is to cooperate with the DRAGONs. response:	Ange...
context: Demand the formation of a unified front.\What's wrong?\I'm saying we should fight together, just like you suggested.\With the DRAGONs.\Seriously?\I decided that the most efficient and rational way\to end Libertus is to cooperate with the DRAGONs.\Ange... response:	Now, here's the mission outline.
context: What's wrong?\I'm saying we should fight together, just like you suggested.\With the DRAGONs.\Seriously?\I decided that the most efficient and rational way\to end Libertus is to cooperate with the DRAGONs.\Ange...\Now, here's the mission outline. response:	What's this?
context: I'm saying we should fight together, just like you suggested.\With the DRAGONs.\Seriously?\I decided that the most efficient and rational way\to end Libertus is to cooperate with the DRAGONs.\Ange...\Now, here's the mission outline.\What's this? response:	Signals from the markers we attached to
context: With the DRAGONs.\Seriously?\I decided that the most efficient and rational way\to end Libertus is to cooperate with the DRAGONs.\Ange...\Now, here's the mission outline.\What's this?\Signals from the markers we attached to response:	their ships during the fight with Salia and the others.
context: Seriously?\I decided that the most efficient and rational way\to end Libertus is to cooperate with the DRAGONs.\Ange...\Now, here's the mission outline.\What's this?\Signals from the markers we attached to\their ships during the fight with Salia and the others. response:	I made them.
context: I decided that the most efficient and rational way\to end Libertus is to cooperate with the DRAGONs.\Ange...\Now, here's the mission outline.\What's this?\Signals from the markers we attached to\their ships during the fight with Salia and the others.\I made them. response:	This is their return location, according to their marker signals.
context: to end Libertus is to cooperate with the DRAGONs.\Ange...\Now, here's the mission outline.\What's this?\Signals from the markers we attached to\their ships during the fight with Salia and the others.\I made them.\This is their return location, according to their marker signals. response:	The Empire of Misurugi.
context: Ange...\Now, here's the mission outline.\What's this?\Signals from the markers we attached to\their ships during the fight with Salia and the others.\I made them.\This is their return location, according to their marker signals.\The Empire of Misurugi. response:	The Dawn Pillar.
context: Now, here's the mission outline.\What's this?\Signals from the markers we attached to\their ships during the fight with Salia and the others.\I made them.\This is their return location, according to their marker signals.\The Empire of Misurugi.\The Dawn Pillar. response:	Embryo is most likely there, too.
context: What's this?\Signals from the markers we attached to\their ships during the fight with Salia and the others.\I made them.\This is their return location, according to their marker signals.\The Empire of Misurugi.\The Dawn Pillar.\Embryo is most likely there, too. response:	That means the Dawn Pillar is our final objective.
context: Signals from the markers we attached to\their ships during the fight with Salia and the others.\I made them.\This is their return location, according to their marker signals.\The Empire of Misurugi.\The Dawn Pillar.\Embryo is most likely there, too.\That means the Dawn Pillar is our final objective. response:	Aura should be there, too.
context: their ships during the fight with Salia and the others.\I made them.\This is their return location, according to their marker signals.\The Empire of Misurugi.\The Dawn Pillar.\Embryo is most likely there, too.\That means the Dawn Pillar is our final objective.\Aura should be there, too. response:	That's encouraging information.
context: I made them.\This is their return location, according to their marker signals.\The Empire of Misurugi.\The Dawn Pillar.\Embryo is most likely there, too.\That means the Dawn Pillar is our final objective.\Aura should be there, too.\That's encouraging information. response:	We'll first reduce their forces.
context: This is their return location, according to their marker signals.\The Empire of Misurugi.\The Dawn Pillar.\Embryo is most likely there, too.\That means the Dawn Pillar is our final objective.\Aura should be there, too.\That's encouraging information.\We'll first reduce their forces. response:	Ange, have the DRAGONs attack the Empire of Misurugi from the southwest
context: The Empire of Misurugi.\The Dawn Pillar.\Embryo is most likely there, too.\That means the Dawn Pillar is our final objective.\Aura should be there, too.\That's encouraging information.\We'll first reduce their forces.\Ange, have the DRAGONs attack the Empire of Misurugi from the southwest response:	and lure out the Ragna-mails.
context: The Dawn Pillar.\Embryo is most likely there, too.\That means the Dawn Pillar is our final objective.\Aura should be there, too.\That's encouraging information.\We'll first reduce their forces.\Ange, have the DRAGONs attack the Empire of Misurugi from the southwest\and lure out the Ragna-mails. response:	Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.
context: Embryo is most likely there, too.\That means the Dawn Pillar is our final objective.\Aura should be there, too.\That's encouraging information.\We'll first reduce their forces.\Ange, have the DRAGONs attack the Empire of Misurugi from the southwest\and lure out the Ragna-mails.\Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails. response:	We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.
context: That means the Dawn Pillar is our final objective.\Aura should be there, too.\That's encouraging information.\We'll first reduce their forces.\Ange, have the DRAGONs attack the Empire of Misurugi from the southwest\and lure out the Ragna-mails.\Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.\We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs. response:	After the enemy forces are eliminated, all forces will storm the Dawn Pillar.
context: Aura should be there, too.\That's encouraging information.\We'll first reduce their forces.\Ange, have the DRAGONs attack the Empire of Misurugi from the southwest\and lure out the Ragna-mails.\Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.\We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.\After the enemy forces are eliminated, all forces will storm the Dawn Pillar. response:	I see.
context: That's encouraging information.\We'll first reduce their forces.\Ange, have the DRAGONs attack the Empire of Misurugi from the southwest\and lure out the Ragna-mails.\Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.\We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.\After the enemy forces are eliminated, all forces will storm the Dawn Pillar.\I see. response:	But the DRAGONs will suffer heavy casualties...
context: We'll first reduce their forces.\Ange, have the DRAGONs attack the Empire of Misurugi from the southwest\and lure out the Ragna-mails.\Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.\We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.\After the enemy forces are eliminated, all forces will storm the Dawn Pillar.\I see.\But the DRAGONs will suffer heavy casualties... response:	That's how diversions work.
context: Ange, have the DRAGONs attack the Empire of Misurugi from the southwest\and lure out the Ragna-mails.\Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.\We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.\After the enemy forces are eliminated, all forces will storm the Dawn Pillar.\I see.\But the DRAGONs will suffer heavy casualties...\That's how diversions work. response:	What about Salia and the others?
context: and lure out the Ragna-mails.\Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.\We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.\After the enemy forces are eliminated, all forces will storm the Dawn Pillar.\I see.\But the DRAGONs will suffer heavy casualties...\That's how diversions work.\What about Salia and the others? response:	What about them?
context: Meanwhile, the Aurora will travel deep enough to avoid being detected by the Ragna-mails.\We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.\After the enemy forces are eliminated, all forces will storm the Dawn Pillar.\I see.\But the DRAGONs will suffer heavy casualties...\That's how diversions work.\What about Salia and the others?\What about them? response:	Aren't we going to save them?
context: We'll make it a pincer attack by surfacing behind them while they fight the DRAGONs.\After the enemy forces are eliminated, all forces will storm the Dawn Pillar.\I see.\But the DRAGONs will suffer heavy casualties...\That's how diversions work.\What about Salia and the others?\What about them?\Aren't we going to save them? response:	We don't need tools that betray their users.
context: After the enemy forces are eliminated, all forces will storm the Dawn Pillar.\I see.\But the DRAGONs will suffer heavy casualties...\That's how diversions work.\What about Salia and the others?\What about them?\Aren't we going to save them?\We don't need tools that betray their users. response:	Tools?
context: I see.\But the DRAGONs will suffer heavy casualties...\That's how diversions work.\What about Salia and the others?\What about them?\Aren't we going to save them?\We don't need tools that betray their users.\Tools? response:	But it's Salia...
context: But the DRAGONs will suffer heavy casualties...\That's how diversions work.\What about Salia and the others?\What about them?\Aren't we going to save them?\We don't need tools that betray their users.\Tools?\But it's Salia... response:	Everything is a tool for Libertus.
context: That's how diversions work.\What about Salia and the others?\What about them?\Aren't we going to save them?\We don't need tools that betray their users.\Tools?\But it's Salia...\Everything is a tool for Libertus. response:	The DRAGONs, you, even me.
context: What about Salia and the others?\What about them?\Aren't we going to save them?\We don't need tools that betray their users.\Tools?\But it's Salia...\Everything is a tool for Libertus.\The DRAGONs, you, even me. response:	The DRAGONs?
context: What about them?\Aren't we going to save them?\We don't need tools that betray their users.\Tools?\But it's Salia...\Everything is a tool for Libertus.\The DRAGONs, you, even me.\The DRAGONs? response:	What's your scheme?
context: Aren't we going to save them?\We don't need tools that betray their users.\Tools?\But it's Salia...\Everything is a tool for Libertus.\The DRAGONs, you, even me.\The DRAGONs?\What's your scheme? response:	What will you actually make the DRAGONs do?
context: We don't need tools that betray their users.\Tools?\But it's Salia...\Everything is a tool for Libertus.\The DRAGONs, you, even me.\The DRAGONs?\What's your scheme?\What will you actually make the DRAGONs do? response:	I won't follow your orders unless you tell me.
context: Tools?\But it's Salia...\Everything is a tool for Libertus.\The DRAGONs, you, even me.\The DRAGONs?\What's your scheme?\What will you actually make the DRAGONs do?\I won't follow your orders unless you tell me. response:	A pincer attack with the DRAGONs?
context: But it's Salia...\Everything is a tool for Libertus.\The DRAGONs, you, even me.\The DRAGONs?\What's your scheme?\What will you actually make the DRAGONs do?\I won't follow your orders unless you tell me.\A pincer attack with the DRAGONs? response:	The Aurora will actually surface here.
context: Everything is a tool for Libertus.\The DRAGONs, you, even me.\The DRAGONs?\What's your scheme?\What will you actually make the DRAGONs do?\I won't follow your orders unless you tell me.\A pincer attack with the DRAGONs?\The Aurora will actually surface here. response:	While the DRAGONs are fighting the Ragna-mail,
context: The DRAGONs, you, even me.\The DRAGONs?\What's your scheme?\What will you actually make the DRAGONs do?\I won't follow your orders unless you tell me.\A pincer attack with the DRAGONs?\The Aurora will actually surface here.\While the DRAGONs are fighting the Ragna-mail, response:	Ange, you'll rush the Dawn Pillar with the Para-mail troops.
context: The DRAGONs?\What's your scheme?\What will you actually make the DRAGONs do?\I won't follow your orders unless you tell me.\A pincer attack with the DRAGONs?\The Aurora will actually surface here.\While the DRAGONs are fighting the Ragna-mail,\Ange, you'll rush the Dawn Pillar with the Para-mail troops. response:	There, you will kill Embryo.
context: What's your scheme?\What will you actually make the DRAGONs do?\I won't follow your orders unless you tell me.\A pincer attack with the DRAGONs?\The Aurora will actually surface here.\While the DRAGONs are fighting the Ragna-mail,\Ange, you'll rush the Dawn Pillar with the Para-mail troops.\There, you will kill Embryo. response:	What?
