context: Space-time fluctuation confirmed. response:	Bearing 012, distance 4,500.
context: It's as if it washes everything away.\My doubts, my anxieties...\The Endless Song.\The lullaby that guides the royal family.\That guides...\Mother,\I love this world.\This world, freed by the Light of Mana from war, inequality, and poverty. response:	A world where all darkness has disappeared...
context: My doubts, my anxieties...\The Endless Song.\The lullaby that guides the royal family.\That guides...\Mother,\I love this world.\This world, freed by the Light of Mana from war, inequality, and poverty.\A world where all darkness has disappeared... response:	It's peaceful, beautiful and perfect.
context: The Endless Song.\The lullaby that guides the royal family.\That guides...\Mother,\I love this world.\This world, freed by the Light of Mana from war, inequality, and poverty.\A world where all darkness has disappeared...\It's peaceful, beautiful and perfect. response:	But I've always been searching.
context: The lullaby that guides the royal family.\That guides...\Mother,\I love this world.\This world, freed by the Light of Mana from war, inequality, and poverty.\A world where all darkness has disappeared...\It's peaceful, beautiful and perfect.\But I've always been searching. response:	There must be a path that challenges me out there.
context: That guides...\Mother,\I love this world.\This world, freed by the Light of Mana from war, inequality, and poverty.\A world where all darkness has disappeared...\It's peaceful, beautiful and perfect.\But I've always been searching.\There must be a path that challenges me out there. response:	So you must have found it.
context: Mother,\I love this world.\This world, freed by the Light of Mana from war, inequality, and poverty.\A world where all darkness has disappeared...\It's peaceful, beautiful and perfect.\But I've always been searching.\There must be a path that challenges me out there.\So you must have found it. response:	I saw a Norma for the first time today.
context: I love this world.\This world, freed by the Light of Mana from war, inequality, and poverty.\A world where all darkness has disappeared...\It's peaceful, beautiful and perfect.\But I've always been searching.\There must be a path that challenges me out there.\So you must have found it.\I saw a Norma for the first time today. response:	A Mana-destroying mutant...
context: This world, freed by the Light of Mana from war, inequality, and poverty.\A world where all darkness has disappeared...\It's peaceful, beautiful and perfect.\But I've always been searching.\There must be a path that challenges me out there.\So you must have found it.\I saw a Norma for the first time today.\A Mana-destroying mutant... response:	Why does such a thing exist?
context: A world where all darkness has disappeared...\It's peaceful, beautiful and perfect.\But I've always been searching.\There must be a path that challenges me out there.\So you must have found it.\I saw a Norma for the first time today.\A Mana-destroying mutant...\Why does such a thing exist? response:	We know nothing.
context: It's peaceful, beautiful and perfect.\But I've always been searching.\There must be a path that challenges me out there.\So you must have found it.\I saw a Norma for the first time today.\A Mana-destroying mutant...\Why does such a thing exist?\We know nothing. response:	How it happens, or why only in women.
context: But I've always been searching.\There must be a path that challenges me out there.\So you must have found it.\I saw a Norma for the first time today.\A Mana-destroying mutant...\Why does such a thing exist?\We know nothing.\How it happens, or why only in women. response:	Indeed. We know nothing.
context: There must be a path that challenges me out there.\So you must have found it.\I saw a Norma for the first time today.\A Mana-destroying mutant...\Why does such a thing exist?\We know nothing.\How it happens, or why only in women.\Indeed. We know nothing. response:	But I hope to find answers.
context: So you must have found it.\I saw a Norma for the first time today.\A Mana-destroying mutant...\Why does such a thing exist?\We know nothing.\How it happens, or why only in women.\Indeed. We know nothing.\But I hope to find answers. response:	If we can exterminate the Norma,
context: I saw a Norma for the first time today.\A Mana-destroying mutant...\Why does such a thing exist?\We know nothing.\How it happens, or why only in women.\Indeed. We know nothing.\But I hope to find answers.\If we can exterminate the Norma, response:	the world should become even more beautiful.
context: A Mana-destroying mutant...\Why does such a thing exist?\We know nothing.\How it happens, or why only in women.\Indeed. We know nothing.\But I hope to find answers.\If we can exterminate the Norma,\the world should become even more beautiful. response:	Angelise,
context: Why does such a thing exist?\We know nothing.\How it happens, or why only in women.\Indeed. We know nothing.\But I hope to find answers.\If we can exterminate the Norma,\the world should become even more beautiful.\Angelise, response:	this is for you.
context: We know nothing.\How it happens, or why only in women.\Indeed. We know nothing.\But I hope to find answers.\If we can exterminate the Norma,\the world should become even more beautiful.\Angelise,\this is for you. response:	This is the Ikaruga royal family's
context: How it happens, or why only in women.\Indeed. We know nothing.\But I hope to find answers.\If we can exterminate the Norma,\the world should become even more beautiful.\Angelise,\this is for you.\This is the Ikaruga royal family's response:	May the Light protect you.
context: Indeed. We know nothing.\But I hope to find answers.\If we can exterminate the Norma,\the world should become even more beautiful.\Angelise,\this is for you.\This is the Ikaruga royal family's\May the Light protect you. response:	Mother.
context: But I hope to find answers.\If we can exterminate the Norma,\the world should become even more beautiful.\Angelise,\this is for you.\This is the Ikaruga royal family's\May the Light protect you.\Mother. response:	The roads are filled with citizens hoping
context: If we can exterminate the Norma,\the world should become even more beautiful.\Angelise,\this is for you.\This is the Ikaruga royal family's\May the Light protect you.\Mother.\The roads are filled with citizens hoping response:	to celebrate Angelise-sama's 16th birthday.
context: the world should become even more beautiful.\Angelise,\this is for you.\This is the Ikaruga royal family's\May the Light protect you.\Mother.\The roads are filled with citizens hoping\to celebrate Angelise-sama's 16th birthday. response:	Angelise-sama will be joined by members
context: Angelise,\this is for you.\This is the Ikaruga royal family's\May the Light protect you.\Mother.\The roads are filled with citizens hoping\to celebrate Angelise-sama's 16th birthday.\Angelise-sama will be joined by members response:	of the royal family in front of the Dawn Pillar,
context: this is for you.\This is the Ikaruga royal family's\May the Light protect you.\Mother.\The roads are filled with citizens hoping\to celebrate Angelise-sama's 16th birthday.\Angelise-sama will be joined by members\of the royal family in front of the Dawn Pillar, response:	and the Baptism Ritual will begin.
context: This is the Ikaruga royal family's\May the Light protect you.\Mother.\The roads are filled with citizens hoping\to celebrate Angelise-sama's 16th birthday.\Angelise-sama will be joined by members\of the royal family in front of the Dawn Pillar,\and the Baptism Ritual will begin. response:	From now on, Princess Angelise will be practicing politics.
context: May the Light protect you.\Mother.\The roads are filled with citizens hoping\to celebrate Angelise-sama's 16th birthday.\Angelise-sama will be joined by members\of the royal family in front of the Dawn Pillar,\and the Baptism Ritual will begin.\From now on, Princess Angelise will be practicing politics. response:	She will no doubt bring even greater peace and prosperity
context: Mother.\The roads are filled with citizens hoping\to celebrate Angelise-sama's 16th birthday.\Angelise-sama will be joined by members\of the royal family in front of the Dawn Pillar,\and the Baptism Ritual will begin.\From now on, Princess Angelise will be practicing politics.\She will no doubt bring even greater peace and prosperity response:	to our Empire of Misurugi.
context: The roads are filled with citizens hoping\to celebrate Angelise-sama's 16th birthday.\Angelise-sama will be joined by members\of the royal family in front of the Dawn Pillar,\and the Baptism Ritual will begin.\From now on, Princess Angelise will be practicing politics.\She will no doubt bring even greater peace and prosperity\to our Empire of Misurugi. response:	What's this noise?
context: to celebrate Angelise-sama's 16th birthday.\Angelise-sama will be joined by members\of the royal family in front of the Dawn Pillar,\and the Baptism Ritual will begin.\From now on, Princess Angelise will be practicing politics.\She will no doubt bring even greater peace and prosperity\to our Empire of Misurugi.\What's this noise? response:	Norma alert.
context: Angelise-sama will be joined by members\of the royal family in front of the Dawn Pillar,\and the Baptism Ritual will begin.\From now on, Princess Angelise will be practicing politics.\She will no doubt bring even greater peace and prosperity\to our Empire of Misurugi.\What's this noise?\Norma alert. response:	Impossible. Surely the Pillar is...
context: of the royal family in front of the Dawn Pillar,\and the Baptism Ritual will begin.\From now on, Princess Angelise will be practicing politics.\She will no doubt bring even greater peace and prosperity\to our Empire of Misurugi.\What's this noise?\Norma alert.\Impossible. Surely the Pillar is... response:	I disabled the disguise.
context: and the Baptism Ritual will begin.\From now on, Princess Angelise will be practicing politics.\She will no doubt bring even greater peace and prosperity\to our Empire of Misurugi.\What's this noise?\Norma alert.\Impossible. Surely the Pillar is...\I disabled the disguise. response:	Why, Julio?
context: From now on, Princess Angelise will be practicing politics.\She will no doubt bring even greater peace and prosperity\to our Empire of Misurugi.\What's this noise?\Norma alert.\Impossible. Surely the Pillar is...\I disabled the disguise.\Why, Julio? response:	That would be my line, Father.
context: She will no doubt bring even greater peace and prosperity\to our Empire of Misurugi.\What's this noise?\Norma alert.\Impossible. Surely the Pillar is...\I disabled the disguise.\Why, Julio?\That would be my line, Father. response:	Trying to use the Baptism Ritual to make a monster a part of the royal family...
context: to our Empire of Misurugi.\What's this noise?\Norma alert.\Impossible. Surely the Pillar is...\I disabled the disguise.\Why, Julio?\That would be my line, Father.\Trying to use the Baptism Ritual to make a monster a part of the royal family... response:	Are you mad?
context: What's this noise?\Norma alert.\Impossible. Surely the Pillar is...\I disabled the disguise.\Why, Julio?\That would be my line, Father.\Trying to use the Baptism Ritual to make a monster a part of the royal family...\Are you mad? response:	O-Onii-sama.
context: Norma alert.\Impossible. Surely the Pillar is...\I disabled the disguise.\Why, Julio?\That would be my line, Father.\Trying to use the Baptism Ritual to make a monster a part of the royal family...\Are you mad?\O-Onii-sama. response:	My adorable Sylvia...
context: Impossible. Surely the Pillar is...\I disabled the disguise.\Why, Julio?\That would be my line, Father.\Trying to use the Baptism Ritual to make a monster a part of the royal family...\Are you mad?\O-Onii-sama.\My adorable Sylvia... response:	And my beloved subjects.
context: I disabled the disguise.\Why, Julio?\That would be my line, Father.\Trying to use the Baptism Ritual to make a monster a part of the royal family...\Are you mad?\O-Onii-sama.\My adorable Sylvia...\And my beloved subjects. response:	I will show you the truth!
context: Why, Julio?\That would be my line, Father.\Trying to use the Baptism Ritual to make a monster a part of the royal family...\Are you mad?\O-Onii-sama.\My adorable Sylvia...\And my beloved subjects.\I will show you the truth! response:	Angelise...
context: That would be my line, Father.\Trying to use the Baptism Ritual to make a monster a part of the royal family...\Are you mad?\O-Onii-sama.\My adorable Sylvia...\And my beloved subjects.\I will show you the truth!\Angelise... response:	To cover up the truth and have a Norma in politics is a theft of the state!
context: Trying to use the Baptism Ritual to make a monster a part of the royal family...\Are you mad?\O-Onii-sama.\My adorable Sylvia...\And my beloved subjects.\I will show you the truth!\Angelise...\To cover up the truth and have a Norma in politics is a theft of the state! response:	A grave betrayal of the people!
context: Are you mad?\O-Onii-sama.\My adorable Sylvia...\And my beloved subjects.\I will show you the truth!\Angelise...\To cover up the truth and have a Norma in politics is a theft of the state!\A grave betrayal of the people! response:	How could we allow such a monster to tarnish the Empire of Misurugi?
context: O-Onii-sama.\My adorable Sylvia...\And my beloved subjects.\I will show you the truth!\Angelise...\To cover up the truth and have a Norma in politics is a theft of the state!\A grave betrayal of the people!\How could we allow such a monster to tarnish the Empire of Misurugi? response:	But at last, Angelise's Baptism Ritual will reveal everything to the people.
context: My adorable Sylvia...\And my beloved subjects.\I will show you the truth!\Angelise...\To cover up the truth and have a Norma in politics is a theft of the state!\A grave betrayal of the people!\How could we allow such a monster to tarnish the Empire of Misurugi?\But at last, Angelise's Baptism Ritual will reveal everything to the people. response:	Run, quickly.
context: And my beloved subjects.\I will show you the truth!\Angelise...\To cover up the truth and have a Norma in politics is a theft of the state!\A grave betrayal of the people!\How could we allow such a monster to tarnish the Empire of Misurugi?\But at last, Angelise's Baptism Ritual will reveal everything to the people.\Run, quickly. response:	Mother, what's going on?
context: I will show you the truth!\Angelise...\To cover up the truth and have a Norma in politics is a theft of the state!\A grave betrayal of the people!\How could we allow such a monster to tarnish the Empire of Misurugi?\But at last, Angelise's Baptism Ritual will reveal everything to the people.\Run, quickly.\Mother, what's going on? response:	Stop her!
context: Angelise...\To cover up the truth and have a Norma in politics is a theft of the state!\A grave betrayal of the people!\How could we allow such a monster to tarnish the Empire of Misurugi?\But at last, Angelise's Baptism Ritual will reveal everything to the people.\Run, quickly.\Mother, what's going on?\Stop her! response:	Use live rounds!
context: To cover up the truth and have a Norma in politics is a theft of the state!\A grave betrayal of the people!\How could we allow such a monster to tarnish the Empire of Misurugi?\But at last, Angelise's Baptism Ritual will reveal everything to the people.\Run, quickly.\Mother, what's going on?\Stop her!\Use live rounds! response:	Lockdown!
context: A grave betrayal of the people!\How could we allow such a monster to tarnish the Empire of Misurugi?\But at last, Angelise's Baptism Ritual will reveal everything to the people.\Run, quickly.\Mother, what's going on?\Stop her!\Use live rounds!\Lockdown! response:	The suspect is fleeing into the Pillar's interior.
context: How could we allow such a monster to tarnish the Empire of Misurugi?\But at last, Angelise's Baptism Ritual will reveal everything to the people.\Run, quickly.\Mother, what's going on?\Stop her!\Use live rounds!\Lockdown!\The suspect is fleeing into the Pillar's interior. response:	Secure it immediately.
context: But at last, Angelise's Baptism Ritual will reveal everything to the people.\Run, quickly.\Mother, what's going on?\Stop her!\Use live rounds!\Lockdown!\The suspect is fleeing into the Pillar's interior.\Secure it immediately. response:	Sylvia-sama!
context: Run, quickly.\Mother, what's going on?\Stop her!\Use live rounds!\Lockdown!\The suspect is fleeing into the Pillar's interior.\Secure it immediately.\Sylvia-sama! response:	Angelise-sama, this way.
context: Mother, what's going on?\Stop her!\Use live rounds!\Lockdown!\The suspect is fleeing into the Pillar's interior.\Secure it immediately.\Sylvia-sama!\Angelise-sama, this way. response:	You are under suspicion of being a Norma.
context: Stop her!\Use live rounds!\Lockdown!\The suspect is fleeing into the Pillar's interior.\Secure it immediately.\Sylvia-sama!\Angelise-sama, this way.\You are under suspicion of being a Norma. response:	Please do not resist.
context: Use live rounds!\Lockdown!\The suspect is fleeing into the Pillar's interior.\Secure it immediately.\Sylvia-sama!\Angelise-sama, this way.\You are under suspicion of being a Norma.\Please do not resist. response:	What do you mean?
context: Lockdown!\The suspect is fleeing into the Pillar's interior.\Secure it immediately.\Sylvia-sama!\Angelise-sama, this way.\You are under suspicion of being a Norma.\Please do not resist.\What do you mean? response:	No, Angelise!
context: The suspect is fleeing into the Pillar's interior.\Secure it immediately.\Sylvia-sama!\Angelise-sama, this way.\You are under suspicion of being a Norma.\Please do not resist.\What do you mean?\No, Angelise! response:	She destroyed the Light of Mana!
context: Secure it immediately.\Sylvia-sama!\Angelise-sama, this way.\You are under suspicion of being a Norma.\Please do not resist.\What do you mean?\No, Angelise!\She destroyed the Light of Mana! response:	The princess is a Norma...
context: Sylvia-sama!\Angelise-sama, this way.\You are under suspicion of being a Norma.\Please do not resist.\What do you mean?\No, Angelise!\She destroyed the Light of Mana!\The princess is a Norma... response:	No. No way.
context: Angelise-sama, this way.\You are under suspicion of being a Norma.\Please do not resist.\What do you mean?\No, Angelise!\She destroyed the Light of Mana!\The princess is a Norma...\No. No way. response:	Drop your weapon and surrender.
context: You are under suspicion of being a Norma.\Please do not resist.\What do you mean?\No, Angelise!\She destroyed the Light of Mana!\The princess is a Norma...\No. No way.\Drop your weapon and surrender. response:	If you resist, we will shoot to kill.
context: Please do not resist.\What do you mean?\No, Angelise!\She destroyed the Light of Mana!\The princess is a Norma...\No. No way.\Drop your weapon and surrender.\If you resist, we will shoot to kill. response:	How dare you point a gun at the First Princess!
context: What do you mean?\No, Angelise!\She destroyed the Light of Mana!\The princess is a Norma...\No. No way.\Drop your weapon and surrender.\If you resist, we will shoot to kill.\How dare you point a gun at the First Princess! response:	Angelise!
context: No, Angelise!\She destroyed the Light of Mana!\The princess is a Norma...\No. No way.\Drop your weapon and surrender.\If you resist, we will shoot to kill.\How dare you point a gun at the First Princess!\Angelise! response:	Mother!
context: She destroyed the Light of Mana!\The princess is a Norma...\No. No way.\Drop your weapon and surrender.\If you resist, we will shoot to kill.\How dare you point a gun at the First Princess!\Angelise!\Mother! response:	I wanted to protect you...
context: The princess is a Norma...\No. No way.\Drop your weapon and surrender.\If you resist, we will shoot to kill.\How dare you point a gun at the First Princess!\Angelise!\Mother!\I wanted to protect you... response:	From the truth.
context: No. No way.\Drop your weapon and surrender.\If you resist, we will shoot to kill.\How dare you point a gun at the First Princess!\Angelise!\Mother!\I wanted to protect you...\From the truth. response:	Live on, Angelise...
context: Drop your weapon and surrender.\If you resist, we will shoot to kill.\How dare you point a gun at the First Princess!\Angelise!\Mother!\I wanted to protect you...\From the truth.\Live on, Angelise... response:	No matter what.
context: If you resist, we will shoot to kill.\How dare you point a gun at the First Princess!\Angelise!\Mother!\I wanted to protect you...\From the truth.\Live on, Angelise...\No matter what. response:	Mother!
context: How dare you point a gun at the First Princess!\Angelise!\Mother!\I wanted to protect you...\From the truth.\Live on, Angelise...\No matter what.\Mother! response:	Under Article 1, Section 3, of the Norma Management Code,
context: Angelise!\Mother!\I wanted to protect you...\From the truth.\Live on, Angelise...\No matter what.\Mother!\Under Article 1, Section 3, of the Norma Management Code, response:	you are hereby recognized as Norma 1203-77.
context: Mother!\I wanted to protect you...\From the truth.\Live on, Angelise...\No matter what.\Mother!\Under Article 1, Section 3, of the Norma Management Code,\you are hereby recognized as Norma 1203-77. response:	Take her.
context: I wanted to protect you...\From the truth.\Live on, Angelise...\No matter what.\Mother!\Under Article 1, Section 3, of the Norma Management Code,\you are hereby recognized as Norma 1203-77.\Take her. response:	Yes.
context: From the truth.\Live on, Angelise...\No matter what.\Mother!\Under Article 1, Section 3, of the Norma Management Code,\you are hereby recognized as Norma 1203-77.\Take her.\Yes. response:	You tricked us!
context: Live on, Angelise...\No matter what.\Mother!\Under Article 1, Section 3, of the Norma Management Code,\you are hereby recognized as Norma 1203-77.\Take her.\Yes.\You tricked us! response:	What bond, you liar!
context: No matter what.\Mother!\Under Article 1, Section 3, of the Norma Management Code,\you are hereby recognized as Norma 1203-77.\Take her.\Yes.\You tricked us!\What bond, you liar! response:	Mother.
context: Mother!\Under Article 1, Section 3, of the Norma Management Code,\you are hereby recognized as Norma 1203-77.\Take her.\Yes.\You tricked us!\What bond, you liar!\Mother. response:	Serves you right!
context: Under Article 1, Section 3, of the Norma Management Code,\you are hereby recognized as Norma 1203-77.\Take her.\Yes.\You tricked us!\What bond, you liar!\Mother.\Serves you right! response:	Mother. Mother!
context: you are hereby recognized as Norma 1203-77.\Take her.\Yes.\You tricked us!\What bond, you liar!\Mother.\Serves you right!\Mother. Mother! response:	Prepare a state funeral for Her Majesty.
context: Take her.\Yes.\You tricked us!\What bond, you liar!\Mother.\Serves you right!\Mother. Mother!\Prepare a state funeral for Her Majesty. response:	And have His Majesty restrained.
context: Yes.\You tricked us!\What bond, you liar!\Mother.\Serves you right!\Mother. Mother!\Prepare a state funeral for Her Majesty.\And have His Majesty restrained. response:	Sir.
context: You tricked us!\What bond, you liar!\Mother.\Serves you right!\Mother. Mother!\Prepare a state funeral for Her Majesty.\And have His Majesty restrained.\Sir. response:	We're about to get busy, Sylvia.
context: What bond, you liar!\Mother.\Serves you right!\Mother. Mother!\Prepare a state funeral for Her Majesty.\And have His Majesty restrained.\Sir.\We're about to get busy, Sylvia. response:	We have to rebuild the tainted royal family.
context: Mother.\Serves you right!\Mother. Mother!\Prepare a state funeral for Her Majesty.\And have His Majesty restrained.\Sir.\We're about to get busy, Sylvia.\We have to rebuild the tainted royal family. response:	Just the two of us...
context: Serves you right!\Mother. Mother!\Prepare a state funeral for Her Majesty.\And have His Majesty restrained.\Sir.\We're about to get busy, Sylvia.\We have to rebuild the tainted royal family.\Just the two of us... response:	Riza,
context: Mother. Mother!\Prepare a state funeral for Her Majesty.\And have His Majesty restrained.\Sir.\We're about to get busy, Sylvia.\We have to rebuild the tainted royal family.\Just the two of us...\Riza, response:	from now on I will be in charge of the Empire of Misurugi.
context: Prepare a state funeral for Her Majesty.\And have His Majesty restrained.\Sir.\We're about to get busy, Sylvia.\We have to rebuild the tainted royal family.\Just the two of us...\Riza,\from now on I will be in charge of the Empire of Misurugi. response:	I shall take the name Holy Emperor Julio the First.
context: And have His Majesty restrained.\Sir.\We're about to get busy, Sylvia.\We have to rebuild the tainted royal family.\Just the two of us...\Riza,\from now on I will be in charge of the Empire of Misurugi.\I shall take the name Holy Emperor Julio the First. response:	Understood.
context: Sir.\We're about to get busy, Sylvia.\We have to rebuild the tainted royal family.\Just the two of us...\Riza,\from now on I will be in charge of the Empire of Misurugi.\I shall take the name Holy Emperor Julio the First.\Understood. response:	This is 107. I've brought the waste material.
context: We're about to get busy, Sylvia.\We have to rebuild the tainted royal family.\Just the two of us...\Riza,\from now on I will be in charge of the Empire of Misurugi.\I shall take the name Holy Emperor Julio the First.\Understood.\This is 107. I've brought the waste material. response:	Requesting permission to land.
context: We have to rebuild the tainted royal family.\Just the two of us...\Riza,\from now on I will be in charge of the Empire of Misurugi.\I shall take the name Holy Emperor Julio the First.\Understood.\This is 107. I've brought the waste material.\Requesting permission to land. response:	This is 107.
context: Just the two of us...\Riza,\from now on I will be in charge of the Empire of Misurugi.\I shall take the name Holy Emperor Julio the First.\Understood.\This is 107. I've brought the waste material.\Requesting permission to land.\This is 107. response:	Norma 1203-77, Angelise Ikaruga Misurugi.
context: Riza,\from now on I will be in charge of the Empire of Misurugi.\I shall take the name Holy Emperor Julio the First.\Understood.\This is 107. I've brought the waste material.\Requesting permission to land.\This is 107.\Norma 1203-77, Angelise Ikaruga Misurugi. response:	Born in the Empire of Misurugi. Sixteen years old.
context: from now on I will be in charge of the Empire of Misurugi.\I shall take the name Holy Emperor Julio the First.\Understood.\This is 107. I've brought the waste material.\Requesting permission to land.\This is 107.\Norma 1203-77, Angelise Ikaruga Misurugi.\Born in the Empire of Misurugi. Sixteen years old. response:	Sixteen, huh?
context: I shall take the name Holy Emperor Julio the First.\Understood.\This is 107. I've brought the waste material.\Requesting permission to land.\This is 107.\Norma 1203-77, Angelise Ikaruga Misurugi.\Born in the Empire of Misurugi. Sixteen years old.\Sixteen, huh? response:	You'll be enlisted here in Arzenal from now on.
context: Understood.\This is 107. I've brought the waste material.\Requesting permission to land.\This is 107.\Norma 1203-77, Angelise Ikaruga Misurugi.\Born in the Empire of Misurugi. Sixteen years old.\Sixteen, huh?\You'll be enlisted here in Arzenal from now on. response:	You will be required to fight as a soldier.
context: This is 107. I've brought the waste material.\Requesting permission to land.\This is 107.\Norma 1203-77, Angelise Ikaruga Misurugi.\Born in the Empire of Misurugi. Sixteen years old.\Sixteen, huh?\You'll be enlisted here in Arzenal from now on.\You will be required to fight as a soldier. response:	What is this place?
context: Requesting permission to land.\This is 107.\Norma 1203-77, Angelise Ikaruga Misurugi.\Born in the Empire of Misurugi. Sixteen years old.\Sixteen, huh?\You'll be enlisted here in Arzenal from now on.\You will be required to fight as a soldier.\What is this place? response:	What's happening to me?
context: This is 107.\Norma 1203-77, Angelise Ikaruga Misurugi.\Born in the Empire of Misurugi. Sixteen years old.\Sixteen, huh?\You'll be enlisted here in Arzenal from now on.\You will be required to fight as a soldier.\What is this place?\What's happening to me? response:	As a sixteen-year-old, you will be educated
context: Norma 1203-77, Angelise Ikaruga Misurugi.\Born in the Empire of Misurugi. Sixteen years old.\Sixteen, huh?\You'll be enlisted here in Arzenal from now on.\You will be required to fight as a soldier.\What is this place?\What's happening to me?\As a sixteen-year-old, you will be educated response:	My mother. What happened to my mother?
context: Born in the Empire of Misurugi. Sixteen years old.\Sixteen, huh?\You'll be enlisted here in Arzenal from now on.\You will be required to fight as a soldier.\What is this place?\What's happening to me?\As a sixteen-year-old, you will be educated\My mother. What happened to my mother? response:	Let me see her. Now, please!
context: Sixteen, huh?\You'll be enlisted here in Arzenal from now on.\You will be required to fight as a soldier.\What is this place?\What's happening to me?\As a sixteen-year-old, you will be educated\My mother. What happened to my mother?\Let me see her. Now, please! response:	Wh-What are you
context: You'll be enlisted here in Arzenal from now on.\You will be required to fight as a soldier.\What is this place?\What's happening to me?\As a sixteen-year-old, you will be educated\My mother. What happened to my mother?\Let me see her. Now, please!\Wh-What are you response:	I will be taking your belongings.
context: You will be required to fight as a soldier.\What is this place?\What's happening to me?\As a sixteen-year-old, you will be educated\My mother. What happened to my mother?\Let me see her. Now, please!\Wh-What are you\I will be taking your belongings. response:	Stop.
context: What is this place?\What's happening to me?\As a sixteen-year-old, you will be educated\My mother. What happened to my mother?\Let me see her. Now, please!\Wh-What are you\I will be taking your belongings.\Stop. response:	And your ring.
context: What's happening to me?\As a sixteen-year-old, you will be educated\My mother. What happened to my mother?\Let me see her. Now, please!\Wh-What are you\I will be taking your belongings.\Stop.\And your ring. response:	Don't touch me!
context: As a sixteen-year-old, you will be educated\My mother. What happened to my mother?\Let me see her. Now, please!\Wh-What are you\I will be taking your belongings.\Stop.\And your ring.\Don't touch me! response:	This belongs to the Misurugi royal family!
context: My mother. What happened to my mother?\Let me see her. Now, please!\Wh-What are you\I will be taking your belongings.\Stop.\And your ring.\Don't touch me!\This belongs to the Misurugi royal family! response:	A lowly officer like you has no right to touch it.
context: Let me see her. Now, please!\Wh-What are you\I will be taking your belongings.\Stop.\And your ring.\Don't touch me!\This belongs to the Misurugi royal family!\A lowly officer like you has no right to touch it. response:	How dare you, Norma!
context: Wh-What are you\I will be taking your belongings.\Stop.\And your ring.\Don't touch me!\This belongs to the Misurugi royal family!\A lowly officer like you has no right to touch it.\How dare you, Norma! response:	I'll do it, Officer Emma Bronson.
context: I will be taking your belongings.\Stop.\And your ring.\Don't touch me!\This belongs to the Misurugi royal family!\A lowly officer like you has no right to touch it.\How dare you, Norma!\I'll do it, Officer Emma Bronson. response:	A Norma must be dealt with by a Norma.
context: Stop.\And your ring.\Don't touch me!\This belongs to the Misurugi royal family!\A lowly officer like you has no right to touch it.\How dare you, Norma!\I'll do it, Officer Emma Bronson.\A Norma must be dealt with by a Norma. response:	I'm the Arzenal commander, Jill.
context: And your ring.\Don't touch me!\This belongs to the Misurugi royal family!\A lowly officer like you has no right to touch it.\How dare you, Norma!\I'll do it, Officer Emma Bronson.\A Norma must be dealt with by a Norma.\I'm the Arzenal commander, Jill. response:	Sorry about the rough handling.
context: Don't touch me!\This belongs to the Misurugi royal family!\A lowly officer like you has no right to touch it.\How dare you, Norma!\I'll do it, Officer Emma Bronson.\A Norma must be dealt with by a Norma.\I'm the Arzenal commander, Jill.\Sorry about the rough handling. response:	I'm not a Norma.
context: This belongs to the Misurugi royal family!\A lowly officer like you has no right to touch it.\How dare you, Norma!\I'll do it, Officer Emma Bronson.\A Norma must be dealt with by a Norma.\I'm the Arzenal commander, Jill.\Sorry about the rough handling.\I'm not a Norma. response:	This is all a mistake.
context: A lowly officer like you has no right to touch it.\How dare you, Norma!\I'll do it, Officer Emma Bronson.\A Norma must be dealt with by a Norma.\I'm the Arzenal commander, Jill.\Sorry about the rough handling.\I'm not a Norma.\This is all a mistake. response:	The Empire of Misurugi will
context: How dare you, Norma!\I'll do it, Officer Emma Bronson.\A Norma must be dealt with by a Norma.\I'm the Arzenal commander, Jill.\Sorry about the rough handling.\I'm not a Norma.\This is all a mistake.\The Empire of Misurugi will response:	My, my...
context: I'll do it, Officer Emma Bronson.\A Norma must be dealt with by a Norma.\I'm the Arzenal commander, Jill.\Sorry about the rough handling.\I'm not a Norma.\This is all a mistake.\The Empire of Misurugi will\My, my... response:	I'm impressed.
context: A Norma must be dealt with by a Norma.\I'm the Arzenal commander, Jill.\Sorry about the rough handling.\I'm not a Norma.\This is all a mistake.\The Empire of Misurugi will\My, my...\I'm impressed. response:	You made it sixteen years without once using Mana.
context: I'm the Arzenal commander, Jill.\Sorry about the rough handling.\I'm not a Norma.\This is all a mistake.\The Empire of Misurugi will\My, my...\I'm impressed.\You made it sixteen years without once using Mana. response:	What are you
context: Sorry about the rough handling.\I'm not a Norma.\This is all a mistake.\The Empire of Misurugi will\My, my...\I'm impressed.\You made it sixteen years without once using Mana.\What are you response:	Didn't you ever think that was strange?
context: I'm not a Norma.\This is all a mistake.\The Empire of Misurugi will\My, my...\I'm impressed.\You made it sixteen years without once using Mana.\What are you\Didn't you ever think that was strange? response:	Not even once?
context: This is all a mistake.\The Empire of Misurugi will\My, my...\I'm impressed.\You made it sixteen years without once using Mana.\What are you\Didn't you ever think that was strange?\Not even once? response:	What are you talking about?
context: The Empire of Misurugi will\My, my...\I'm impressed.\You made it sixteen years without once using Mana.\What are you\Didn't you ever think that was strange?\Not even once?\What are you talking about? response:	I hear she had a Mana-using maid.
context: My, my...\I'm impressed.\You made it sixteen years without once using Mana.\What are you\Didn't you ever think that was strange?\Not even once?\What are you talking about?\I hear she had a Mana-using maid. response:	I see.
context: I'm impressed.\You made it sixteen years without once using Mana.\What are you\Didn't you ever think that was strange?\Not even once?\What are you talking about?\I hear she had a Mana-using maid.\I see. response:	Sixteen years of effort, all for nothing.
