context: Hang in there! response:	Reach out your hand!
context: Even so... I must...\There's no way I'm going to back down without getting to the bottom of this.\Izanami.\Oh, my word...\Now I'm a denizen of the Netherworld too.\Please allow me to remain here as well, Izanami.\Very well then.\It actually worked. response:	I really made it taste like a sweet potato donut.
context: There's no way I'm going to back down without getting to the bottom of this.\Izanami.\Oh, my word...\Now I'm a denizen of the Netherworld too.\Please allow me to remain here as well, Izanami.\Very well then.\It actually worked.\I really made it taste like a sweet potato donut. response:	I knew it.
context: Izanami.\Oh, my word...\Now I'm a denizen of the Netherworld too.\Please allow me to remain here as well, Izanami.\Very well then.\It actually worked.\I really made it taste like a sweet potato donut.\I knew it. response:	Are you not confident in your power?
context: Oh, my word...\Now I'm a denizen of the Netherworld too.\Please allow me to remain here as well, Izanami.\Very well then.\It actually worked.\I really made it taste like a sweet potato donut.\I knew it.\Are you not confident in your power? response:	I'm starting to think that I can save you, after all, Kirihito.
context: Now I'm a denizen of the Netherworld too.\Please allow me to remain here as well, Izanami.\Very well then.\It actually worked.\I really made it taste like a sweet potato donut.\I knew it.\Are you not confident in your power?\I'm starting to think that I can save you, after all, Kirihito. response:	Kirihito
context: Please allow me to remain here as well, Izanami.\Very well then.\It actually worked.\I really made it taste like a sweet potato donut.\I knew it.\Are you not confident in your power?\I'm starting to think that I can save you, after all, Kirihito.\Kirihito response:	Please, white talisman, work with me to find Kirihito.
context: Very well then.\It actually worked.\I really made it taste like a sweet potato donut.\I knew it.\Are you not confident in your power?\I'm starting to think that I can save you, after all, Kirihito.\Kirihito\Please, white talisman, work with me to find Kirihito. response:	I was trapped in a cold darkness.
context: It actually worked.\I really made it taste like a sweet potato donut.\I knew it.\Are you not confident in your power?\I'm starting to think that I can save you, after all, Kirihito.\Kirihito\Please, white talisman, work with me to find Kirihito.\I was trapped in a cold darkness. response:	How many decades had it been since I had stopped thinking about how much time had passed?
context: I really made it taste like a sweet potato donut.\I knew it.\Are you not confident in your power?\I'm starting to think that I can save you, after all, Kirihito.\Kirihito\Please, white talisman, work with me to find Kirihito.\I was trapped in a cold darkness.\How many decades had it been since I had stopped thinking about how much time had passed? response:	How many centuries had it been since I had last seen light?
context: I knew it.\Are you not confident in your power?\I'm starting to think that I can save you, after all, Kirihito.\Kirihito\Please, white talisman, work with me to find Kirihito.\I was trapped in a cold darkness.\How many decades had it been since I had stopped thinking about how much time had passed?\How many centuries had it been since I had last seen light? response:	I was very nearly in danger of even forgetting just who I was.
context: Are you not confident in your power?\I'm starting to think that I can save you, after all, Kirihito.\Kirihito\Please, white talisman, work with me to find Kirihito.\I was trapped in a cold darkness.\How many decades had it been since I had stopped thinking about how much time had passed?\How many centuries had it been since I had last seen light?\I was very nearly in danger of even forgetting just who I was. response:	Excuse me.
context: I'm starting to think that I can save you, after all, Kirihito.\Kirihito\Please, white talisman, work with me to find Kirihito.\I was trapped in a cold darkness.\How many decades had it been since I had stopped thinking about how much time had passed?\How many centuries had it been since I had last seen light?\I was very nearly in danger of even forgetting just who I was.\Excuse me. response:	Is there someone there?
context: Kirihito\Please, white talisman, work with me to find Kirihito.\I was trapped in a cold darkness.\How many decades had it been since I had stopped thinking about how much time had passed?\How many centuries had it been since I had last seen light?\I was very nearly in danger of even forgetting just who I was.\Excuse me.\Is there someone there? response:	Who are you?
context: Please, white talisman, work with me to find Kirihito.\I was trapped in a cold darkness.\How many decades had it been since I had stopped thinking about how much time had passed?\How many centuries had it been since I had last seen light?\I was very nearly in danger of even forgetting just who I was.\Excuse me.\Is there someone there?\Who are you? response:	Nice to meet you. My name is Mori Kirihito.
context: I was trapped in a cold darkness.\How many decades had it been since I had stopped thinking about how much time had passed?\How many centuries had it been since I had last seen light?\I was very nearly in danger of even forgetting just who I was.\Excuse me.\Is there someone there?\Who are you?\Nice to meet you. My name is Mori Kirihito. response:	About halfway up this mountain,
context: How many decades had it been since I had stopped thinking about how much time had passed?\How many centuries had it been since I had last seen light?\I was very nearly in danger of even forgetting just who I was.\Excuse me.\Is there someone there?\Who are you?\Nice to meet you. My name is Mori Kirihito.\About halfway up this mountain, response:	I got caught in an avalanche and ended up trapped in the snow.
context: How many centuries had it been since I had last seen light?\I was very nearly in danger of even forgetting just who I was.\Excuse me.\Is there someone there?\Who are you?\Nice to meet you. My name is Mori Kirihito.\About halfway up this mountain,\I got caught in an avalanche and ended up trapped in the snow. response:	I hung in there for a couple days, but it seems my body is giving out now...
context: I was very nearly in danger of even forgetting just who I was.\Excuse me.\Is there someone there?\Who are you?\Nice to meet you. My name is Mori Kirihito.\About halfway up this mountain,\I got caught in an avalanche and ended up trapped in the snow.\I hung in there for a couple days, but it seems my body is giving out now... response:	I mean, this was my first time dying, after all.
context: Excuse me.\Is there someone there?\Who are you?\Nice to meet you. My name is Mori Kirihito.\About halfway up this mountain,\I got caught in an avalanche and ended up trapped in the snow.\I hung in there for a couple days, but it seems my body is giving out now...\I mean, this was my first time dying, after all. response:	I completely lost it and used up a lot of energy.
context: Is there someone there?\Who are you?\Nice to meet you. My name is Mori Kirihito.\About halfway up this mountain,\I got caught in an avalanche and ended up trapped in the snow.\I hung in there for a couple days, but it seems my body is giving out now...\I mean, this was my first time dying, after all.\I completely lost it and used up a lot of energy. response:	A disembodied human spirit, huh?
context: Who are you?\Nice to meet you. My name is Mori Kirihito.\About halfway up this mountain,\I got caught in an avalanche and ended up trapped in the snow.\I hung in there for a couple days, but it seems my body is giving out now...\I mean, this was my first time dying, after all.\I completely lost it and used up a lot of energy.\A disembodied human spirit, huh? response:	When was the last time I even saw a human?
context: Nice to meet you. My name is Mori Kirihito.\About halfway up this mountain,\I got caught in an avalanche and ended up trapped in the snow.\I hung in there for a couple days, but it seems my body is giving out now...\I mean, this was my first time dying, after all.\I completely lost it and used up a lot of energy.\A disembodied human spirit, huh?\When was the last time I even saw a human? response:	It seems they are still as frail as I recall.
context: About halfway up this mountain,\I got caught in an avalanche and ended up trapped in the snow.\I hung in there for a couple days, but it seems my body is giving out now...\I mean, this was my first time dying, after all.\I completely lost it and used up a lot of energy.\A disembodied human spirit, huh?\When was the last time I even saw a human?\It seems they are still as frail as I recall. response:	I'll cut to the chase.
context: I got caught in an avalanche and ended up trapped in the snow.\I hung in there for a couple days, but it seems my body is giving out now...\I mean, this was my first time dying, after all.\I completely lost it and used up a lot of energy.\A disembodied human spirit, huh?\When was the last time I even saw a human?\It seems they are still as frail as I recall.\I'll cut to the chase. response:	It's high time that I passed on.
context: I hung in there for a couple days, but it seems my body is giving out now...\I mean, this was my first time dying, after all.\I completely lost it and used up a lot of energy.\A disembodied human spirit, huh?\When was the last time I even saw a human?\It seems they are still as frail as I recall.\I'll cut to the chase.\It's high time that I passed on. response:	But I have one regret I have trouble letting go of.
context: I mean, this was my first time dying, after all.\I completely lost it and used up a lot of energy.\A disembodied human spirit, huh?\When was the last time I even saw a human?\It seems they are still as frail as I recall.\I'll cut to the chase.\It's high time that I passed on.\But I have one regret I have trouble letting go of. response:	As I was leaving the house, I got in an argument with my mom.
context: I completely lost it and used up a lot of energy.\A disembodied human spirit, huh?\When was the last time I even saw a human?\It seems they are still as frail as I recall.\I'll cut to the chase.\It's high time that I passed on.\But I have one regret I have trouble letting go of.\As I was leaving the house, I got in an argument with my mom. response:	It was a really stupid argument.
context: A disembodied human spirit, huh?\When was the last time I even saw a human?\It seems they are still as frail as I recall.\I'll cut to the chase.\It's high time that I passed on.\But I have one regret I have trouble letting go of.\As I was leaving the house, I got in an argument with my mom.\It was a really stupid argument. response:	If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.
context: When was the last time I even saw a human?\It seems they are still as frail as I recall.\I'll cut to the chase.\It's high time that I passed on.\But I have one regret I have trouble letting go of.\As I was leaving the house, I got in an argument with my mom.\It was a really stupid argument.\If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean. response:	I'm sure my mom must think the same thing, and I don't want her to blame herself.
context: It seems they are still as frail as I recall.\I'll cut to the chase.\It's high time that I passed on.\But I have one regret I have trouble letting go of.\As I was leaving the house, I got in an argument with my mom.\It was a really stupid argument.\If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.\I'm sure my mom must think the same thing, and I don't want her to blame herself. response:	I can't let things end that way.
context: I'll cut to the chase.\It's high time that I passed on.\But I have one regret I have trouble letting go of.\As I was leaving the house, I got in an argument with my mom.\It was a really stupid argument.\If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.\I'm sure my mom must think the same thing, and I don't want her to blame herself.\I can't let things end that way. response:	If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?
context: It's high time that I passed on.\But I have one regret I have trouble letting go of.\As I was leaving the house, I got in an argument with my mom.\It was a really stupid argument.\If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.\I'm sure my mom must think the same thing, and I don't want her to blame herself.\I can't let things end that way.\If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry? response:	What is he going on about? He's not making any sense.
context: But I have one regret I have trouble letting go of.\As I was leaving the house, I got in an argument with my mom.\It was a really stupid argument.\If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.\I'm sure my mom must think the same thing, and I don't want her to blame herself.\I can't let things end that way.\If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?\What is he going on about? He's not making any sense. response:	He's dead already. What's he got to gain from passing on that message?
context: As I was leaving the house, I got in an argument with my mom.\It was a really stupid argument.\If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.\I'm sure my mom must think the same thing, and I don't want her to blame herself.\I can't let things end that way.\If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?\What is he going on about? He's not making any sense.\He's dead already. What's he got to gain from passing on that message? response:	I mean, I thought about writing a farewell note, but my hands wouldn't move.
context: It was a really stupid argument.\If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.\I'm sure my mom must think the same thing, and I don't want her to blame herself.\I can't let things end that way.\If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?\What is he going on about? He's not making any sense.\He's dead already. What's he got to gain from passing on that message?\I mean, I thought about writing a farewell note, but my hands wouldn't move. response:	But that's right.
context: If I had known that was gonna be the last time I'd ever talk with her, I wouldn't've been so mean.\I'm sure my mom must think the same thing, and I don't want her to blame herself.\I can't let things end that way.\If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?\What is he going on about? He's not making any sense.\He's dead already. What's he got to gain from passing on that message?\I mean, I thought about writing a farewell note, but my hands wouldn't move.\But that's right. response:	Humans are stupid and incomprehensible like that. I remember now.
context: I'm sure my mom must think the same thing, and I don't want her to blame herself.\I can't let things end that way.\If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?\What is he going on about? He's not making any sense.\He's dead already. What's he got to gain from passing on that message?\I mean, I thought about writing a farewell note, but my hands wouldn't move.\But that's right.\Humans are stupid and incomprehensible like that. I remember now. response:	You ask the impossible.
context: I can't let things end that way.\If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?\What is he going on about? He's not making any sense.\He's dead already. What's he got to gain from passing on that message?\I mean, I thought about writing a farewell note, but my hands wouldn't move.\But that's right.\Humans are stupid and incomprehensible like that. I remember now.\You ask the impossible. response:	What?
context: If you wouldn't mind doing me a favor, would you please let my mother know that I was sorry?\What is he going on about? He's not making any sense.\He's dead already. What's he got to gain from passing on that message?\I mean, I thought about writing a farewell note, but my hands wouldn't move.\But that's right.\Humans are stupid and incomprehensible like that. I remember now.\You ask the impossible.\What? response:	I am bound to this spot.
context: What is he going on about? He's not making any sense.\He's dead already. What's he got to gain from passing on that message?\I mean, I thought about writing a farewell note, but my hands wouldn't move.\But that's right.\Humans are stupid and incomprehensible like that. I remember now.\You ask the impossible.\What?\I am bound to this spot. response:	My body has been stolen by scoundrels.
context: He's dead already. What's he got to gain from passing on that message?\I mean, I thought about writing a farewell note, but my hands wouldn't move.\But that's right.\Humans are stupid and incomprehensible like that. I remember now.\You ask the impossible.\What?\I am bound to this spot.\My body has been stolen by scoundrels. response:	Thanks to that, here I am, just my soul clinging to some rocks in these mountains.
context: I mean, I thought about writing a farewell note, but my hands wouldn't move.\But that's right.\Humans are stupid and incomprehensible like that. I remember now.\You ask the impossible.\What?\I am bound to this spot.\My body has been stolen by scoundrels.\Thanks to that, here I am, just my soul clinging to some rocks in these mountains. response:	In that case, take my body.
context: But that's right.\Humans are stupid and incomprehensible like that. I remember now.\You ask the impossible.\What?\I am bound to this spot.\My body has been stolen by scoundrels.\Thanks to that, here I am, just my soul clinging to some rocks in these mountains.\In that case, take my body. response:	It's buried in the snow and won't move, but maybe you can use it.
context: Humans are stupid and incomprehensible like that. I remember now.\You ask the impossible.\What?\I am bound to this spot.\My body has been stolen by scoundrels.\Thanks to that, here I am, just my soul clinging to some rocks in these mountains.\In that case, take my body.\It's buried in the snow and won't move, but maybe you can use it. response:	Would you grant me my request then?
context: You ask the impossible.\What?\I am bound to this spot.\My body has been stolen by scoundrels.\Thanks to that, here I am, just my soul clinging to some rocks in these mountains.\In that case, take my body.\It's buried in the snow and won't move, but maybe you can use it.\Would you grant me my request then? response:	Sure.
context: What?\I am bound to this spot.\My body has been stolen by scoundrels.\Thanks to that, here I am, just my soul clinging to some rocks in these mountains.\In that case, take my body.\It's buried in the snow and won't move, but maybe you can use it.\Would you grant me my request then?\Sure. response:	I only agreed on a whim.
context: I am bound to this spot.\My body has been stolen by scoundrels.\Thanks to that, here I am, just my soul clinging to some rocks in these mountains.\In that case, take my body.\It's buried in the snow and won't move, but maybe you can use it.\Would you grant me my request then?\Sure.\I only agreed on a whim. response:	I didn't give a damn about his situation.
context: My body has been stolen by scoundrels.\Thanks to that, here I am, just my soul clinging to some rocks in these mountains.\In that case, take my body.\It's buried in the snow and won't move, but maybe you can use it.\Would you grant me my request then?\Sure.\I only agreed on a whim.\I didn't give a damn about his situation. response:	Chances were I was going to die right along with his body.
context: Thanks to that, here I am, just my soul clinging to some rocks in these mountains.\In that case, take my body.\It's buried in the snow and won't move, but maybe you can use it.\Would you grant me my request then?\Sure.\I only agreed on a whim.\I didn't give a damn about his situation.\Chances were I was going to die right along with his body. response:	If it had any potential, there was no harm in trying.
context: In that case, take my body.\It's buried in the snow and won't move, but maybe you can use it.\Would you grant me my request then?\Sure.\I only agreed on a whim.\I didn't give a damn about his situation.\Chances were I was going to die right along with his body.\If it had any potential, there was no harm in trying. response:	Anything to escape from that nightmare.
context: It's buried in the snow and won't move, but maybe you can use it.\Would you grant me my request then?\Sure.\I only agreed on a whim.\I didn't give a damn about his situation.\Chances were I was going to die right along with his body.\If it had any potential, there was no harm in trying.\Anything to escape from that nightmare. response:	Even if I met my end, I no longer cared.
context: Would you grant me my request then?\Sure.\I only agreed on a whim.\I didn't give a damn about his situation.\Chances were I was going to die right along with his body.\If it had any potential, there was no harm in trying.\Anything to escape from that nightmare.\Even if I met my end, I no longer cared. response:	Because if this worked...
context: Sure.\I only agreed on a whim.\I didn't give a damn about his situation.\Chances were I was going to die right along with his body.\If it had any potential, there was no harm in trying.\Anything to escape from that nightmare.\Even if I met my end, I no longer cared.\Because if this worked... response:	there'd be no more darkness.
context: I only agreed on a whim.\I didn't give a damn about his situation.\Chances were I was going to die right along with his body.\If it had any potential, there was no harm in trying.\Anything to escape from that nightmare.\Even if I met my end, I no longer cared.\Because if this worked...\there'd be no more darkness. response:	I was irritable that day, and...
context: I didn't give a damn about his situation.\Chances were I was going to die right along with his body.\If it had any potential, there was no harm in trying.\Anything to escape from that nightmare.\Even if I met my end, I no longer cared.\Because if this worked...\there'd be no more darkness.\I was irritable that day, and... response:	Who're they?
context: Chances were I was going to die right along with his body.\If it had any potential, there was no harm in trying.\Anything to escape from that nightmare.\Even if I met my end, I no longer cared.\Because if this worked...\there'd be no more darkness.\I was irritable that day, and...\Who're they? response:	What're they talking about?
context: If it had any potential, there was no harm in trying.\Anything to escape from that nightmare.\Even if I met my end, I no longer cared.\Because if this worked...\there'd be no more darkness.\I was irritable that day, and...\Who're they?\What're they talking about? response:	My... hand?
context: Anything to escape from that nightmare.\Even if I met my end, I no longer cared.\Because if this worked...\there'd be no more darkness.\I was irritable that day, and...\Who're they?\What're they talking about?\My... hand? response:	Kirihito!
context: Even if I met my end, I no longer cared.\Because if this worked...\there'd be no more darkness.\I was irritable that day, and...\Who're they?\What're they talking about?\My... hand?\Kirihito! response:	I can feel...
context: Because if this worked...\there'd be no more darkness.\I was irritable that day, and...\Who're they?\What're they talking about?\My... hand?\Kirihito!\I can feel... response:	I can move...
context: there'd be no more darkness.\I was irritable that day, and...\Who're they?\What're they talking about?\My... hand?\Kirihito!\I can feel...\I can move... response:	How many centuries had it been since I'd seen light?
context: I was irritable that day, and...\Who're they?\What're they talking about?\My... hand?\Kirihito!\I can feel...\I can move...\How many centuries had it been since I'd seen light? response:	Kirihito, you're okay now.
context: Who're they?\What're they talking about?\My... hand?\Kirihito!\I can feel...\I can move...\How many centuries had it been since I'd seen light?\Kirihito, you're okay now. response:	I can't imagine what it was like for you to be trapped in the snow for so long.
context: What're they talking about?\My... hand?\Kirihito!\I can feel...\I can move...\How many centuries had it been since I'd seen light?\Kirihito, you're okay now.\I can't imagine what it was like for you to be trapped in the snow for so long. response:	You did good hanging in there by yourself.
context: My... hand?\Kirihito!\I can feel...\I can move...\How many centuries had it been since I'd seen light?\Kirihito, you're okay now.\I can't imagine what it was like for you to be trapped in the snow for so long.\You did good hanging in there by yourself. response:	How many years had it been since I'd felt warm?
context: Kirihito!\I can feel...\I can move...\How many centuries had it been since I'd seen light?\Kirihito, you're okay now.\I can't imagine what it was like for you to be trapped in the snow for so long.\You did good hanging in there by yourself.\How many years had it been since I'd felt warm? response:	Mother...
context: I can feel...\I can move...\How many centuries had it been since I'd seen light?\Kirihito, you're okay now.\I can't imagine what it was like for you to be trapped in the snow for so long.\You did good hanging in there by yourself.\How many years had it been since I'd felt warm?\Mother... response:	I'd like to apologize for the fight we had the other day.
context: I can move...\How many centuries had it been since I'd seen light?\Kirihito, you're okay now.\I can't imagine what it was like for you to be trapped in the snow for so long.\You did good hanging in there by yourself.\How many years had it been since I'd felt warm?\Mother...\I'd like to apologize for the fight we had the other day. response:	You don't have to worry about that.
context: How many centuries had it been since I'd seen light?\Kirihito, you're okay now.\I can't imagine what it was like for you to be trapped in the snow for so long.\You did good hanging in there by yourself.\How many years had it been since I'd felt warm?\Mother...\I'd like to apologize for the fight we had the other day.\You don't have to worry about that. response:	Okay, Kirihito?
context: Kirihito, you're okay now.\I can't imagine what it was like for you to be trapped in the snow for so long.\You did good hanging in there by yourself.\How many years had it been since I'd felt warm?\Mother...\I'd like to apologize for the fight we had the other day.\You don't have to worry about that.\Okay, Kirihito? response:	Bit by bit, I started to remember my past.
context: I can't imagine what it was like for you to be trapped in the snow for so long.\You did good hanging in there by yourself.\How many years had it been since I'd felt warm?\Mother...\I'd like to apologize for the fight we had the other day.\You don't have to worry about that.\Okay, Kirihito?\Bit by bit, I started to remember my past. response:	And then...
context: You did good hanging in there by yourself.\How many years had it been since I'd felt warm?\Mother...\I'd like to apologize for the fight we had the other day.\You don't have to worry about that.\Okay, Kirihito?\Bit by bit, I started to remember my past.\And then... response:	I have to get myself back to normal.
context: How many years had it been since I'd felt warm?\Mother...\I'd like to apologize for the fight we had the other day.\You don't have to worry about that.\Okay, Kirihito?\Bit by bit, I started to remember my past.\And then...\I have to get myself back to normal. response:	This weak body is inconvenient.
context: Mother...\I'd like to apologize for the fight we had the other day.\You don't have to worry about that.\Okay, Kirihito?\Bit by bit, I started to remember my past.\And then...\I have to get myself back to normal.\This weak body is inconvenient. response:	I must sleep once a day, or this form doesn't sustain itself.
context: I'd like to apologize for the fight we had the other day.\You don't have to worry about that.\Okay, Kirihito?\Bit by bit, I started to remember my past.\And then...\I have to get myself back to normal.\This weak body is inconvenient.\I must sleep once a day, or this form doesn't sustain itself. response:	And on top of that, daemons are about all I can use.
context: You don't have to worry about that.\Okay, Kirihito?\Bit by bit, I started to remember my past.\And then...\I have to get myself back to normal.\This weak body is inconvenient.\I must sleep once a day, or this form doesn't sustain itself.\And on top of that, daemons are about all I can use. response:	It takes seven freakin' days to make one?
context: Okay, Kirihito?\Bit by bit, I started to remember my past.\And then...\I have to get myself back to normal.\This weak body is inconvenient.\I must sleep once a day, or this form doesn't sustain itself.\And on top of that, daemons are about all I can use.\It takes seven freakin' days to make one? response:	But I've got time.
context: Bit by bit, I started to remember my past.\And then...\I have to get myself back to normal.\This weak body is inconvenient.\I must sleep once a day, or this form doesn't sustain itself.\And on top of that, daemons are about all I can use.\It takes seven freakin' days to make one?\But I've got time. response:	I'll conceal my true nature. I cannot arouse unwanted suspicion.
context: And then...\I have to get myself back to normal.\This weak body is inconvenient.\I must sleep once a day, or this form doesn't sustain itself.\And on top of that, daemons are about all I can use.\It takes seven freakin' days to make one?\But I've got time.\I'll conceal my true nature. I cannot arouse unwanted suspicion. response:	As my senses return, so does my desire to strike back.
context: I have to get myself back to normal.\This weak body is inconvenient.\I must sleep once a day, or this form doesn't sustain itself.\And on top of that, daemons are about all I can use.\It takes seven freakin' days to make one?\But I've got time.\I'll conceal my true nature. I cannot arouse unwanted suspicion.\As my senses return, so does my desire to strike back. response:	Those damn gods...
context: This weak body is inconvenient.\I must sleep once a day, or this form doesn't sustain itself.\And on top of that, daemons are about all I can use.\It takes seven freakin' days to make one?\But I've got time.\I'll conceal my true nature. I cannot arouse unwanted suspicion.\As my senses return, so does my desire to strike back.\Those damn gods... response:	Damn them for sending my body to the Netherworld.
context: I must sleep once a day, or this form doesn't sustain itself.\And on top of that, daemons are about all I can use.\It takes seven freakin' days to make one?\But I've got time.\I'll conceal my true nature. I cannot arouse unwanted suspicion.\As my senses return, so does my desire to strike back.\Those damn gods...\Damn them for sending my body to the Netherworld. response:	It seems they found it too much to handle.
context: And on top of that, daemons are about all I can use.\It takes seven freakin' days to make one?\But I've got time.\I'll conceal my true nature. I cannot arouse unwanted suspicion.\As my senses return, so does my desire to strike back.\Those damn gods...\Damn them for sending my body to the Netherworld.\It seems they found it too much to handle. response:	What shall we do, Master Akura-oh?
context: It takes seven freakin' days to make one?\But I've got time.\I'll conceal my true nature. I cannot arouse unwanted suspicion.\As my senses return, so does my desire to strike back.\Those damn gods...\Damn them for sending my body to the Netherworld.\It seems they found it too much to handle.\What shall we do, Master Akura-oh? response:	Don't call me by that name.
context: But I've got time.\I'll conceal my true nature. I cannot arouse unwanted suspicion.\As my senses return, so does my desire to strike back.\Those damn gods...\Damn them for sending my body to the Netherworld.\It seems they found it too much to handle.\What shall we do, Master Akura-oh?\Don't call me by that name. response:	There's no chance the Netherworld's poison could dispose of my body.
context: I'll conceal my true nature. I cannot arouse unwanted suspicion.\As my senses return, so does my desire to strike back.\Those damn gods...\Damn them for sending my body to the Netherworld.\It seems they found it too much to handle.\What shall we do, Master Akura-oh?\Don't call me by that name.\There's no chance the Netherworld's poison could dispose of my body. response:	I just have to find someone to fetch it for me.
context: As my senses return, so does my desire to strike back.\Those damn gods...\Damn them for sending my body to the Netherworld.\It seems they found it too much to handle.\What shall we do, Master Akura-oh?\Don't call me by that name.\There's no chance the Netherworld's poison could dispose of my body.\I just have to find someone to fetch it for me. response:	I'm being shut away in darkness.
context: Those damn gods...\Damn them for sending my body to the Netherworld.\It seems they found it too much to handle.\What shall we do, Master Akura-oh?\Don't call me by that name.\There's no chance the Netherworld's poison could dispose of my body.\I just have to find someone to fetch it for me.\I'm being shut away in darkness. response:	Don't tell me.
context: Damn them for sending my body to the Netherworld.\It seems they found it too much to handle.\What shall we do, Master Akura-oh?\Don't call me by that name.\There's no chance the Netherworld's poison could dispose of my body.\I just have to find someone to fetch it for me.\I'm being shut away in darkness.\Don't tell me. response:	Was all of that until now a dream?
context: It seems they found it too much to handle.\What shall we do, Master Akura-oh?\Don't call me by that name.\There's no chance the Netherworld's poison could dispose of my body.\I just have to find someone to fetch it for me.\I'm being shut away in darkness.\Don't tell me.\Was all of that until now a dream? response:	A figment of my imagination seen in this long time of darkness...
context: What shall we do, Master Akura-oh?\Don't call me by that name.\There's no chance the Netherworld's poison could dispose of my body.\I just have to find someone to fetch it for me.\I'm being shut away in darkness.\Don't tell me.\Was all of that until now a dream?\A figment of my imagination seen in this long time of darkness... response:	No more!
context: Don't call me by that name.\There's no chance the Netherworld's poison could dispose of my body.\I just have to find someone to fetch it for me.\I'm being shut away in darkness.\Don't tell me.\Was all of that until now a dream?\A figment of my imagination seen in this long time of darkness...\No more! response:	I don't want to be in darkness anymore!
context: There's no chance the Netherworld's poison could dispose of my body.\I just have to find someone to fetch it for me.\I'm being shut away in darkness.\Don't tell me.\Was all of that until now a dream?\A figment of my imagination seen in this long time of darkness...\No more!\I don't want to be in darkness anymore! response:	There you are! Kirihito, I came to save you!
context: I just have to find someone to fetch it for me.\I'm being shut away in darkness.\Don't tell me.\Was all of that until now a dream?\A figment of my imagination seen in this long time of darkness...\No more!\I don't want to be in darkness anymore!\There you are! Kirihito, I came to save you! response:	Wh-Where am I?
context: I'm being shut away in darkness.\Don't tell me.\Was all of that until now a dream?\A figment of my imagination seen in this long time of darkness...\No more!\I don't want to be in darkness anymore!\There you are! Kirihito, I came to save you!\Wh-Where am I? response:	What happened?
context: Don't tell me.\Was all of that until now a dream?\A figment of my imagination seen in this long time of darkness...\No more!\I don't want to be in darkness anymore!\There you are! Kirihito, I came to save you!\Wh-Where am I?\What happened? response:	You're in the dungeon of Izanami's shrine!
context: Was all of that until now a dream?\A figment of my imagination seen in this long time of darkness...\No more!\I don't want to be in darkness anymore!\There you are! Kirihito, I came to save you!\Wh-Where am I?\What happened?\You're in the dungeon of Izanami's shrine! response:	Izanami totally jumped you and locked you away in here!
context: A figment of my imagination seen in this long time of darkness...\No more!\I don't want to be in darkness anymore!\There you are! Kirihito, I came to save you!\Wh-Where am I?\What happened?\You're in the dungeon of Izanami's shrine!\Izanami totally jumped you and locked you away in here! response:	You don't remember?
context: No more!\I don't want to be in darkness anymore!\There you are! Kirihito, I came to save you!\Wh-Where am I?\What happened?\You're in the dungeon of Izanami's shrine!\Izanami totally jumped you and locked you away in here!\You don't remember? response:	It was a real pain finding this place, you know.
context: I don't want to be in darkness anymore!\There you are! Kirihito, I came to save you!\Wh-Where am I?\What happened?\You're in the dungeon of Izanami's shrine!\Izanami totally jumped you and locked you away in here!\You don't remember?\It was a real pain finding this place, you know. response:	Want to know how I found it?
context: There you are! Kirihito, I came to save you!\Wh-Where am I?\What happened?\You're in the dungeon of Izanami's shrine!\Izanami totally jumped you and locked you away in here!\You don't remember?\It was a real pain finding this place, you know.\Want to know how I found it? response:	You want to know, right? Right?
context: Wh-Where am I?\What happened?\You're in the dungeon of Izanami's shrine!\Izanami totally jumped you and locked you away in here!\You don't remember?\It was a real pain finding this place, you know.\Want to know how I found it?\You want to know, right? Right? response:	Believe it or not, it was the great Nanami's specially made white talisman...
context: What happened?\You're in the dungeon of Izanami's shrine!\Izanami totally jumped you and locked you away in here!\You don't remember?\It was a real pain finding this place, you know.\Want to know how I found it?\You want to know, right? Right?\Believe it or not, it was the great Nanami's specially made white talisman... response:	Ahem
context: You're in the dungeon of Izanami's shrine!\Izanami totally jumped you and locked you away in here!\You don't remember?\It was a real pain finding this place, you know.\Want to know how I found it?\You want to know, right? Right?\Believe it or not, it was the great Nanami's specially made white talisman...\Ahem response:	Ahem
context: Izanami totally jumped you and locked you away in here!\You don't remember?\It was a real pain finding this place, you know.\Want to know how I found it?\You want to know, right? Right?\Believe it or not, it was the great Nanami's specially made white talisman...\Ahem\Ahem response:	Ahem
context: You don't remember?\It was a real pain finding this place, you know.\Want to know how I found it?\You want to know, right? Right?\Believe it or not, it was the great Nanami's specially made white talisman...\Ahem\Ahem\Ahem response:	Ahem
