context: We're dividing up into two? response:	Yeah. The waterway is a big place.
context: We should... learn more... Both humans... and ghouls...\It's not just ghouls who are screwing up the world...\It's you, too.\What are you talking about?\You won't understand, will you?\Well then...\I'll make you understand.\You should make for some fine material. response:	However, that couple put together is wonderfully easy to use.
context: It's not just ghouls who are screwing up the world...\It's you, too.\What are you talking about?\You won't understand, will you?\Well then...\I'll make you understand.\You should make for some fine material.\However, that couple put together is wonderfully easy to use. response:	When I put your mother down with your father, it was a blast!
context: It's you, too.\What are you talking about?\You won't understand, will you?\Well then...\I'll make you understand.\You should make for some fine material.\However, that couple put together is wonderfully easy to use.\When I put your mother down with your father, it was a blast! response:	Stop... that...
context: What are you talking about?\You won't understand, will you?\Well then...\I'll make you understand.\You should make for some fine material.\However, that couple put together is wonderfully easy to use.\When I put your mother down with your father, it was a blast!\Stop... that... response:	Now then, which one should I finish you off with?
context: You won't understand, will you?\Well then...\I'll make you understand.\You should make for some fine material.\However, that couple put together is wonderfully easy to use.\When I put your mother down with your father, it was a blast!\Stop... that...\Now then, which one should I finish you off with? response:	I'll kill you, you filthy-ass geezer!
context: Well then...\I'll make you understand.\You should make for some fine material.\However, that couple put together is wonderfully easy to use.\When I put your mother down with your father, it was a blast!\Stop... that...\Now then, which one should I finish you off with?\I'll kill you, you filthy-ass geezer! response:	You're a dirty-mouthed ghoul.
context: I'll make you understand.\You should make for some fine material.\However, that couple put together is wonderfully easy to use.\When I put your mother down with your father, it was a blast!\Stop... that...\Now then, which one should I finish you off with?\I'll kill you, you filthy-ass geezer!\You're a dirty-mouthed ghoul. response:	Stop!
context: You should make for some fine material.\However, that couple put together is wonderfully easy to use.\When I put your mother down with your father, it was a blast!\Stop... that...\Now then, which one should I finish you off with?\I'll kill you, you filthy-ass geezer!\You're a dirty-mouthed ghoul.\Stop! response:	What do I do... to get through to him?
context: However, that couple put together is wonderfully easy to use.\When I put your mother down with your father, it was a blast!\Stop... that...\Now then, which one should I finish you off with?\I'll kill you, you filthy-ass geezer!\You're a dirty-mouthed ghoul.\Stop!\What do I do... to get through to him? response:	What do I do to make us understand each other?
context: When I put your mother down with your father, it was a blast!\Stop... that...\Now then, which one should I finish you off with?\I'll kill you, you filthy-ass geezer!\You're a dirty-mouthed ghoul.\Stop!\What do I do... to get through to him?\What do I do to make us understand each other? response:	We can't compete with each other.
context: Stop... that...\Now then, which one should I finish you off with?\I'll kill you, you filthy-ass geezer!\You're a dirty-mouthed ghoul.\Stop!\What do I do... to get through to him?\What do I do to make us understand each other?\We can't compete with each other. response:	We can't keep taking from each other.
context: Now then, which one should I finish you off with?\I'll kill you, you filthy-ass geezer!\You're a dirty-mouthed ghoul.\Stop!\What do I do... to get through to him?\What do I do to make us understand each other?\We can't compete with each other.\We can't keep taking from each other. response:	Both humans... and ghouls...
context: I'll kill you, you filthy-ass geezer!\You're a dirty-mouthed ghoul.\Stop!\What do I do... to get through to him?\What do I do to make us understand each other?\We can't compete with each other.\We can't keep taking from each other.\Both humans... and ghouls... response:	We have to break... the chain of grief.
context: You're a dirty-mouthed ghoul.\Stop!\What do I do... to get through to him?\What do I do to make us understand each other?\We can't compete with each other.\We can't keep taking from each other.\Both humans... and ghouls...\We have to break... the chain of grief. response:	Enough, already!
context: Stop!\What do I do... to get through to him?\What do I do to make us understand each other?\We can't compete with each other.\We can't keep taking from each other.\Both humans... and ghouls...\We have to break... the chain of grief.\Enough, already! response:	I don't have time to waste on you.
context: What do I do... to get through to him?\What do I do to make us understand each other?\We can't compete with each other.\We can't keep taking from each other.\Both humans... and ghouls...\We have to break... the chain of grief.\Enough, already!\I don't have time to waste on you. response:	Why, you...
context: What do I do to make us understand each other?\We can't compete with each other.\We can't keep taking from each other.\Both humans... and ghouls...\We have to break... the chain of grief.\Enough, already!\I don't have time to waste on you.\Why, you... response:	I can't let him go there.
context: We can't compete with each other.\We can't keep taking from each other.\Both humans... and ghouls...\We have to break... the chain of grief.\Enough, already!\I don't have time to waste on you.\Why, you...\I can't let him go there. response:	If I can just do something about that...
context: We can't keep taking from each other.\Both humans... and ghouls...\We have to break... the chain of grief.\Enough, already!\I don't have time to waste on you.\Why, you...\I can't let him go there.\If I can just do something about that... response:	But I don't have the strength.
context: Both humans... and ghouls...\We have to break... the chain of grief.\Enough, already!\I don't have time to waste on you.\Why, you...\I can't let him go there.\If I can just do something about that...\But I don't have the strength. response:	That's it... I guess that's the only way, isn't it?
context: We have to break... the chain of grief.\Enough, already!\I don't have time to waste on you.\Why, you...\I can't let him go there.\If I can just do something about that...\But I don't have the strength.\That's it... I guess that's the only way, isn't it? response:	If so, then now... just this once...
context: Enough, already!\I don't have time to waste on you.\Why, you...\I can't let him go there.\If I can just do something about that...\But I don't have the strength.\That's it... I guess that's the only way, isn't it?\If so, then now... just this once... response:	I will accept you, who are inside me...
context: I don't have time to waste on you.\Why, you...\I can't let him go there.\If I can just do something about that...\But I don't have the strength.\That's it... I guess that's the only way, isn't it?\If so, then now... just this once...\I will accept you, who are inside me... response:	Miss Rize!
context: Why, you...\I can't let him go there.\If I can just do something about that...\But I don't have the strength.\That's it... I guess that's the only way, isn't it?\If so, then now... just this once...\I will accept you, who are inside me...\Miss Rize! response:	Feels like my appetite is going to overcome me...
context: I can't let him go there.\If I can just do something about that...\But I don't have the strength.\That's it... I guess that's the only way, isn't it?\If so, then now... just this once...\I will accept you, who are inside me...\Miss Rize!\Feels like my appetite is going to overcome me... response:	I'm aware of myself slipping toward hedonism...
context: If I can just do something about that...\But I don't have the strength.\That's it... I guess that's the only way, isn't it?\If so, then now... just this once...\I will accept you, who are inside me...\Miss Rize!\Feels like my appetite is going to overcome me...\I'm aware of myself slipping toward hedonism... response:	But I won't lose sight... of the person I am.
context: But I don't have the strength.\That's it... I guess that's the only way, isn't it?\If so, then now... just this once...\I will accept you, who are inside me...\Miss Rize!\Feels like my appetite is going to overcome me...\I'm aware of myself slipping toward hedonism...\But I won't lose sight... of the person I am. response:	He's going after the quinque?!
context: That's it... I guess that's the only way, isn't it?\If so, then now... just this once...\I will accept you, who are inside me...\Miss Rize!\Feels like my appetite is going to overcome me...\I'm aware of myself slipping toward hedonism...\But I won't lose sight... of the person I am.\He's going after the quinque?! response:	With this much strength...
context: If so, then now... just this once...\I will accept you, who are inside me...\Miss Rize!\Feels like my appetite is going to overcome me...\I'm aware of myself slipping toward hedonism...\But I won't lose sight... of the person I am.\He's going after the quinque?!\With this much strength... response:	Don't you mock me!
context: I will accept you, who are inside me...\Miss Rize!\Feels like my appetite is going to overcome me...\I'm aware of myself slipping toward hedonism...\But I won't lose sight... of the person I am.\He's going after the quinque?!\With this much strength...\Don't you mock me! response:	Now...
context: Miss Rize!\Feels like my appetite is going to overcome me...\I'm aware of myself slipping toward hedonism...\But I won't lose sight... of the person I am.\He's going after the quinque?!\With this much strength...\Don't you mock me!\Now... response:	he can no longer fight.
context: Feels like my appetite is going to overcome me...\I'm aware of myself slipping toward hedonism...\But I won't lose sight... of the person I am.\He's going after the quinque?!\With this much strength...\Don't you mock me!\Now...\he can no longer fight. response:	Without my quinque, there's nothing more...
context: I'm aware of myself slipping toward hedonism...\But I won't lose sight... of the person I am.\He's going after the quinque?!\With this much strength...\Don't you mock me!\Now...\he can no longer fight.\Without my quinque, there's nothing more... response:	No!
context: But I won't lose sight... of the person I am.\He's going after the quinque?!\With this much strength...\Don't you mock me!\Now...\he can no longer fight.\Without my quinque, there's nothing more...\No! response:	Once the foe is before you, then even if it costs your arms and legs...
context: He's going after the quinque?!\With this much strength...\Don't you mock me!\Now...\he can no longer fight.\Without my quinque, there's nothing more...\No!\Once the foe is before you, then even if it costs your arms and legs... response:	Please, run away...
context: With this much strength...\Don't you mock me!\Now...\he can no longer fight.\Without my quinque, there's nothing more...\No!\Once the foe is before you, then even if it costs your arms and legs...\Please, run away... response:	The way this is headed, I am going to kill you...
context: Don't you mock me!\Now...\he can no longer fight.\Without my quinque, there's nothing more...\No!\Once the foe is before you, then even if it costs your arms and legs...\Please, run away...\The way this is headed, I am going to kill you... response:	So... run away...!
context: Now...\he can no longer fight.\Without my quinque, there's nothing more...\No!\Once the foe is before you, then even if it costs your arms and legs...\Please, run away...\The way this is headed, I am going to kill you...\So... run away...! response:	Don't be ridiculous! I would never run from a ghoul!
context: he can no longer fight.\Without my quinque, there's nothing more...\No!\Once the foe is before you, then even if it costs your arms and legs...\Please, run away...\The way this is headed, I am going to kill you...\So... run away...!\Don't be ridiculous! I would never run from a ghoul! response:	Hurry!
context: Without my quinque, there's nothing more...\No!\Once the foe is before you, then even if it costs your arms and legs...\Please, run away...\The way this is headed, I am going to kill you...\So... run away...!\Don't be ridiculous! I would never run from a ghoul!\Hurry! response:	Go!
context: No!\Once the foe is before you, then even if it costs your arms and legs...\Please, run away...\The way this is headed, I am going to kill you...\So... run away...!\Don't be ridiculous! I would never run from a ghoul!\Hurry!\Go! response:	I'm begging you...
context: Once the foe is before you, then even if it costs your arms and legs...\Please, run away...\The way this is headed, I am going to kill you...\So... run away...!\Don't be ridiculous! I would never run from a ghoul!\Hurry!\Go!\I'm begging you... response:	Don't make me a killer.
context: Please, run away...\The way this is headed, I am going to kill you...\So... run away...!\Don't be ridiculous! I would never run from a ghoul!\Hurry!\Go!\I'm begging you...\Don't make me a killer. response:	Would you say the same thing if you were a ghoul?
context: The way this is headed, I am going to kill you...\So... run away...!\Don't be ridiculous! I would never run from a ghoul!\Hurry!\Go!\I'm begging you...\Don't make me a killer.\Would you say the same thing if you were a ghoul? response:	What's wrong with wanting to be alive?
context: So... run away...!\Don't be ridiculous! I would never run from a ghoul!\Hurry!\Go!\I'm begging you...\Don't make me a killer.\Would you say the same thing if you were a ghoul?\What's wrong with wanting to be alive? response:	If people are all we can eat, what choice do we have?
context: Don't be ridiculous! I would never run from a ghoul!\Hurry!\Go!\I'm begging you...\Don't make me a killer.\Would you say the same thing if you were a ghoul?\What's wrong with wanting to be alive?\If people are all we can eat, what choice do we have? response:	How are we supposed to live right with our bodies the way they are?!
context: Hurry!\Go!\I'm begging you...\Don't make me a killer.\Would you say the same thing if you were a ghoul?\What's wrong with wanting to be alive?\If people are all we can eat, what choice do we have?\How are we supposed to live right with our bodies the way they are?! response:	How, I ask! Die! Die, die, die, die!
context: Go!\I'm begging you...\Don't make me a killer.\Would you say the same thing if you were a ghoul?\What's wrong with wanting to be alive?\If people are all we can eat, what choice do we have?\How are we supposed to live right with our bodies the way they are?!\How, I ask! Die! Die, die, die, die! response:	You can all die!
context: I'm begging you...\Don't make me a killer.\Would you say the same thing if you were a ghoul?\What's wrong with wanting to be alive?\If people are all we can eat, what choice do we have?\How are we supposed to live right with our bodies the way they are?!\How, I ask! Die! Die, die, die, die!\You can all die! response:	I just...
context: Don't make me a killer.\Would you say the same thing if you were a ghoul?\What's wrong with wanting to be alive?\If people are all we can eat, what choice do we have?\How are we supposed to live right with our bodies the way they are?!\How, I ask! Die! Die, die, die, die!\You can all die!\I just... response:	want to live, the same as you.
context: Would you say the same thing if you were a ghoul?\What's wrong with wanting to be alive?\If people are all we can eat, what choice do we have?\How are we supposed to live right with our bodies the way they are?!\How, I ask! Die! Die, die, die, die!\You can all die!\I just...\want to live, the same as you. response:	I can't bear to hear any more.
context: What's wrong with wanting to be alive?\If people are all we can eat, what choice do we have?\How are we supposed to live right with our bodies the way they are?!\How, I ask! Die! Die, die, die, die!\You can all die!\I just...\want to live, the same as you.\I can't bear to hear any more. response:	-This will finish you!
context: If people are all we can eat, what choice do we have?\How are we supposed to live right with our bodies the way they are?!\How, I ask! Die! Die, die, die, die!\You can all die!\I just...\want to live, the same as you.\I can't bear to hear any more.\-This will finish you! response:	-No! -This will finish you!
context: How are we supposed to live right with our bodies the way they are?!\How, I ask! Die! Die, die, die, die!\You can all die!\I just...\want to live, the same as you.\I can't bear to hear any more.\-This will finish you!\-No! -This will finish you! response:	My quinque...
context: How, I ask! Die! Die, die, die, die!\You can all die!\I just...\want to live, the same as you.\I can't bear to hear any more.\-This will finish you!\-No! -This will finish you!\My quinque... response:	Is gone?
context: You can all die!\I just...\want to live, the same as you.\I can't bear to hear any more.\-This will finish you!\-No! -This will finish you!\My quinque...\Is gone? response:	No,
context: I just...\want to live, the same as you.\I can't bear to hear any more.\-This will finish you!\-No! -This will finish you!\My quinque...\Is gone?\No, response:	what's gone is my right hand.
context: want to live, the same as you.\I can't bear to hear any more.\-This will finish you!\-No! -This will finish you!\My quinque...\Is gone?\No,\what's gone is my right hand. response:	Hinami?
context: I can't bear to hear any more.\-This will finish you!\-No! -This will finish you!\My quinque...\Is gone?\No,\what's gone is my right hand.\Hinami? response:	Don't... hurt Big Sister anymore.
context: -This will finish you!\-No! -This will finish you!\My quinque...\Is gone?\No,\what's gone is my right hand.\Hinami?\Don't... hurt Big Sister anymore. response:	Don't use Mom and Dad for that!
context: -No! -This will finish you!\My quinque...\Is gone?\No,\what's gone is my right hand.\Hinami?\Don't... hurt Big Sister anymore.\Don't use Mom and Dad for that! response:	Ha-ha! Incredible!
context: My quinque...\Is gone?\No,\what's gone is my right hand.\Hinami?\Don't... hurt Big Sister anymore.\Don't use Mom and Dad for that!\Ha-ha! Incredible! response:	Fantastic! You've gone and inherited only the best
context: Is gone?\No,\what's gone is my right hand.\Hinami?\Don't... hurt Big Sister anymore.\Don't use Mom and Dad for that!\Ha-ha! Incredible!\Fantastic! You've gone and inherited only the best response:	from your mother and father! I want it!
context: No,\what's gone is my right hand.\Hinami?\Don't... hurt Big Sister anymore.\Don't use Mom and Dad for that!\Ha-ha! Incredible!\Fantastic! You've gone and inherited only the best\from your mother and father! I want it! response:	Give it to me!
context: what's gone is my right hand.\Hinami?\Don't... hurt Big Sister anymore.\Don't use Mom and Dad for that!\Ha-ha! Incredible!\Fantastic! You've gone and inherited only the best\from your mother and father! I want it!\Give it to me! response:	Hinami...
context: Hinami?\Don't... hurt Big Sister anymore.\Don't use Mom and Dad for that!\Ha-ha! Incredible!\Fantastic! You've gone and inherited only the best\from your mother and father! I want it!\Give it to me!\Hinami... response:	finish him off.
context: Don't... hurt Big Sister anymore.\Don't use Mom and Dad for that!\Ha-ha! Incredible!\Fantastic! You've gone and inherited only the best\from your mother and father! I want it!\Give it to me!\Hinami...\finish him off. response:	I can't.
context: Don't use Mom and Dad for that!\Ha-ha! Incredible!\Fantastic! You've gone and inherited only the best\from your mother and father! I want it!\Give it to me!\Hinami...\finish him off.\I can't. response:	He's the one who killed your parents.
context: Ha-ha! Incredible!\Fantastic! You've gone and inherited only the best\from your mother and father! I want it!\Give it to me!\Hinami...\finish him off.\I can't.\He's the one who killed your parents. response:	I don't care... about that.
context: Fantastic! You've gone and inherited only the best\from your mother and father! I want it!\Give it to me!\Hinami...\finish him off.\I can't.\He's the one who killed your parents.\I don't care... about that. response:	I don't care... about revenge.
context: from your mother and father! I want it!\Give it to me!\Hinami...\finish him off.\I can't.\He's the one who killed your parents.\I don't care... about that.\I don't care... about revenge. response:	Huh?
context: Give it to me!\Hinami...\finish him off.\I can't.\He's the one who killed your parents.\I don't care... about that.\I don't care... about revenge.\Huh? response:	I'm just sad, that's all.
context: Hinami...\finish him off.\I can't.\He's the one who killed your parents.\I don't care... about that.\I don't care... about revenge.\Huh?\I'm just sad, that's all. response:	I miss Mom and Dad. I'm just sad, that's all.
context: finish him off.\I can't.\He's the one who killed your parents.\I don't care... about that.\I don't care... about revenge.\Huh?\I'm just sad, that's all.\I miss Mom and Dad. I'm just sad, that's all. response:	Mom... Dad... I'm lonely all by myself!
context: I can't.\He's the one who killed your parents.\I don't care... about that.\I don't care... about revenge.\Huh?\I'm just sad, that's all.\I miss Mom and Dad. I'm just sad, that's all.\Mom... Dad... I'm lonely all by myself! response:	Outstanding...
context: He's the one who killed your parents.\I don't care... about that.\I don't care... about revenge.\Huh?\I'm just sad, that's all.\I miss Mom and Dad. I'm just sad, that's all.\Mom... Dad... I'm lonely all by myself!\Outstanding... response:	Yes... She should be with her family.
context: I don't care... about that.\I don't care... about revenge.\Huh?\I'm just sad, that's all.\I miss Mom and Dad. I'm just sad, that's all.\Mom... Dad... I'm lonely all by myself!\Outstanding...\Yes... She should be with her family. response:	And then, she can become my quinque!
context: I don't care... about revenge.\Huh?\I'm just sad, that's all.\I miss Mom and Dad. I'm just sad, that's all.\Mom... Dad... I'm lonely all by myself!\Outstanding...\Yes... She should be with her family.\And then, she can become my quinque! response:	That's gone and done it...
context: Huh?\I'm just sad, that's all.\I miss Mom and Dad. I'm just sad, that's all.\Mom... Dad... I'm lonely all by myself!\Outstanding...\Yes... She should be with her family.\And then, she can become my quinque!\That's gone and done it... response:	Like it's even worth it for your kind to live...
context: I'm just sad, that's all.\I miss Mom and Dad. I'm just sad, that's all.\Mom... Dad... I'm lonely all by myself!\Outstanding...\Yes... She should be with her family.\And then, she can become my quinque!\That's gone and done it...\Like it's even worth it for your kind to live... response:	Don't make me laugh...
context: I miss Mom and Dad. I'm just sad, that's all.\Mom... Dad... I'm lonely all by myself!\Outstanding...\Yes... She should be with her family.\And then, she can become my quinque!\That's gone and done it...\Like it's even worth it for your kind to live...\Don't make me laugh... response:	I'm not through yet. I have to get back at your kind...
context: Mom... Dad... I'm lonely all by myself!\Outstanding...\Yes... She should be with her family.\And then, she can become my quinque!\That's gone and done it...\Like it's even worth it for your kind to live...\Don't make me laugh...\I'm not through yet. I have to get back at your kind... response:	Not until I get him...
context: Outstanding...\Yes... She should be with her family.\And then, she can become my quinque!\That's gone and done it...\Like it's even worth it for your kind to live...\Don't make me laugh...\I'm not through yet. I have to get back at your kind...\Not until I get him... response:	the one-eyed... and bury him myself...
context: Yes... She should be with her family.\And then, she can become my quinque!\That's gone and done it...\Like it's even worth it for your kind to live...\Don't make me laugh...\I'm not through yet. I have to get back at your kind...\Not until I get him...\the one-eyed... and bury him myself... response:	I can't... die yet...
context: And then, she can become my quinque!\That's gone and done it...\Like it's even worth it for your kind to live...\Don't make me laugh...\I'm not through yet. I have to get back at your kind...\Not until I get him...\the one-eyed... and bury him myself...\I can't... die yet... response:	That ghoul...
context: That's gone and done it...\Like it's even worth it for your kind to live...\Don't make me laugh...\I'm not through yet. I have to get back at your kind...\Not until I get him...\the one-eyed... and bury him myself...\I can't... die yet...\That ghoul... response:	Why did he let me go?
context: Like it's even worth it for your kind to live...\Don't make me laugh...\I'm not through yet. I have to get back at your kind...\Not until I get him...\the one-eyed... and bury him myself...\I can't... die yet...\That ghoul...\Why did he let me go? response:	He was crying.
context: Don't make me laugh...\I'm not through yet. I have to get back at your kind...\Not until I get him...\the one-eyed... and bury him myself...\I can't... die yet...\That ghoul...\Why did he let me go?\He was crying. response:	It's no use... I can't control it...
context: I'm not through yet. I have to get back at your kind...\Not until I get him...\the one-eyed... and bury him myself...\I can't... die yet...\That ghoul...\Why did he let me go?\He was crying.\It's no use... I can't control it... response:	No! Somebody... help!
context: Not until I get him...\the one-eyed... and bury him myself...\I can't... die yet...\That ghoul...\Why did he let me go?\He was crying.\It's no use... I can't control it...\No! Somebody... help! response:	Flesh! I need flesh!
context: the one-eyed... and bury him myself...\I can't... die yet...\That ghoul...\Why did he let me go?\He was crying.\It's no use... I can't control it...\No! Somebody... help!\Flesh! I need flesh! response:	No... If I don't do something...
context: I can't... die yet...\That ghoul...\Why did he let me go?\He was crying.\It's no use... I can't control it...\No! Somebody... help!\Flesh! I need flesh!\No... If I don't do something... response:	Who... is that?
context: That ghoul...\Why did he let me go?\He was crying.\It's no use... I can't control it...\No! Somebody... help!\Flesh! I need flesh!\No... If I don't do something...\Who... is that? response:	Right now, I am awfully hungry.
context: Why did he let me go?\He was crying.\It's no use... I can't control it...\No! Somebody... help!\Flesh! I need flesh!\No... If I don't do something...\Who... is that?\Right now, I am awfully hungry. response:	You know?
context: He was crying.\It's no use... I can't control it...\No! Somebody... help!\Flesh! I need flesh!\No... If I don't do something...\Who... is that?\Right now, I am awfully hungry.\You know? response:	I think I know now why Yoshimura has taken such an interest in you.
context: It's no use... I can't control it...\No! Somebody... help!\Flesh! I need flesh!\No... If I don't do something...\Who... is that?\Right now, I am awfully hungry.\You know?\I think I know now why Yoshimura has taken such an interest in you. response:	Now, I, too, want to see what you're going to accomplish
context: No! Somebody... help!\Flesh! I need flesh!\No... If I don't do something...\Who... is that?\Right now, I am awfully hungry.\You know?\I think I know now why Yoshimura has taken such an interest in you.\Now, I, too, want to see what you're going to accomplish response:	from here on out.
context: Flesh! I need flesh!\No... If I don't do something...\Who... is that?\Right now, I am awfully hungry.\You know?\I think I know now why Yoshimura has taken such an interest in you.\Now, I, too, want to see what you're going to accomplish\from here on out. response:	Come home, Ken.
context: No... If I don't do something...\Who... is that?\Right now, I am awfully hungry.\You know?\I think I know now why Yoshimura has taken such an interest in you.\Now, I, too, want to see what you're going to accomplish\from here on out.\Come home, Ken. response:	Mr. Yomo...
context: Who... is that?\Right now, I am awfully hungry.\You know?\I think I know now why Yoshimura has taken such an interest in you.\Now, I, too, want to see what you're going to accomplish\from here on out.\Come home, Ken.\Mr. Yomo... response:	What have I done?
context: Right now, I am awfully hungry.\You know?\I think I know now why Yoshimura has taken such an interest in you.\Now, I, too, want to see what you're going to accomplish\from here on out.\Come home, Ken.\Mr. Yomo...\What have I done? response:	Eat this.
context: You know?\I think I know now why Yoshimura has taken such an interest in you.\Now, I, too, want to see what you're going to accomplish\from here on out.\Come home, Ken.\Mr. Yomo...\What have I done?\Eat this. response:	You'll feel better.
context: I think I know now why Yoshimura has taken such an interest in you.\Now, I, too, want to see what you're going to accomplish\from here on out.\Come home, Ken.\Mr. Yomo...\What have I done?\Eat this.\You'll feel better. response:	You had to wear these. Is actually having to touch us...
context: Now, I, too, want to see what you're going to accomplish\from here on out.\Come home, Ken.\Mr. Yomo...\What have I done?\Eat this.\You'll feel better.\You had to wear these. Is actually having to touch us... response:	really that bad?!
context: from here on out.\Come home, Ken.\Mr. Yomo...\What have I done?\Eat this.\You'll feel better.\You had to wear these. Is actually having to touch us...\really that bad?! response:	Hinami!
context: Come home, Ken.\Mr. Yomo...\What have I done?\Eat this.\You'll feel better.\You had to wear these. Is actually having to touch us...\really that bad?!\Hinami! response:	Touka...?
context: Mr. Yomo...\What have I done?\Eat this.\You'll feel better.\You had to wear these. Is actually having to touch us...\really that bad?!\Hinami!\Touka...? response:	Is it okay to live?
context: What have I done?\Eat this.\You'll feel better.\You had to wear these. Is actually having to touch us...\really that bad?!\Hinami!\Touka...?\Is it okay to live? response:	Is it okay for me to be alive?
context: Eat this.\You'll feel better.\You had to wear these. Is actually having to touch us...\really that bad?!\Hinami!\Touka...?\Is it okay to live?\Is it okay for me to be alive? response:	Hinami...
context: You'll feel better.\You had to wear these. Is actually having to touch us...\really that bad?!\Hinami!\Touka...?\Is it okay to live?\Is it okay for me to be alive?\Hinami... response:	Back there, Mrs. Ryoko...
context: You had to wear these. Is actually having to touch us...\really that bad?!\Hinami!\Touka...?\Is it okay to live?\Is it okay for me to be alive?\Hinami...\Back there, Mrs. Ryoko... response:	was telling you to live, I believe.
context: really that bad?!\Hinami!\Touka...?\Is it okay to live?\Is it okay for me to be alive?\Hinami...\Back there, Mrs. Ryoko...\was telling you to live, I believe. response:	Though the city sleeps, its buildings are always
context: Hinami!\Touka...?\Is it okay to live?\Is it okay for me to be alive?\Hinami...\Back there, Mrs. Ryoko...\was telling you to live, I believe.\Though the city sleeps, its buildings are always response:	under construction
context: Touka...?\Is it okay to live?\Is it okay for me to be alive?\Hinami...\Back there, Mrs. Ryoko...\was telling you to live, I believe.\Though the city sleeps, its buildings are always\under construction response:	Urban planning carries on
context: Is it okay to live?\Is it okay for me to be alive?\Hinami...\Back there, Mrs. Ryoko...\was telling you to live, I believe.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on response:	Its belt lines morphing, snakes interlocking,
context: Is it okay for me to be alive?\Hinami...\Back there, Mrs. Ryoko...\was telling you to live, I believe.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking, response:	stirring up endorphins, and off you go, go, go
context: Hinami...\Back there, Mrs. Ryoko...\was telling you to live, I believe.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go response:	Souls ascend up into the night sky
context: Back there, Mrs. Ryoko...\was telling you to live, I believe.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky response:	Their procession and their faith both resembling
context: was telling you to live, I believe.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling response:	an aberrant riddle
context: Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle response:	Our as-yet-empty tomorrows
context: under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows response:	are an all but black shade of gray
context: Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray response:	Without any possibilities
context: Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities response:	an all but black shade of gray
context: stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray response:	Ah, tonight, you're the one I want
context: Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want response:	Saints
context: Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints response:	Ah, I want you to signal the end
context: an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end response:	Saints
context: Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints response:	Saints
context: are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints response:	Saints
context: Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints response:	Good grief, imagine, me being done in back there.
context: an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Good grief, imagine, me being done in back there. response:	Must be concerning for Amon.
context: Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Good grief, imagine, me being done in back there.\Must be concerning for Amon. response:	I wonder what kind of eternal reward I get in the afterlife.
context: Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Good grief, imagine, me being done in back there.\Must be concerning for Amon.\I wonder what kind of eternal reward I get in the afterlife. response:	For Ghoul Use
context: Ah, I want you to signal the end\Saints\Saints\Saints\Good grief, imagine, me being done in back there.\Must be concerning for Amon.\I wonder what kind of eternal reward I get in the afterlife.\For Ghoul Use response:	Man, this bathwater is great.
