context: Kokoro response:	masshiro PAGE mekuru
context: Kazehaya and Kuronuma are absent?\What happened?\I like you.\I like you.\Kazehaya did?\Yeah!\I couldn't believe what I was seeing!\With that flashy guy from class D? response:	Yeah, the three of them were there.
context: What happened?\I like you.\I like you.\Kazehaya did?\Yeah!\I couldn't believe what I was seeing!\With that flashy guy from class D?\Yeah, the three of them were there. response:	Sadako was crying.
context: I like you.\I like you.\Kazehaya did?\Yeah!\I couldn't believe what I was seeing!\With that flashy guy from class D?\Yeah, the three of them were there.\Sadako was crying. response:	Kazehaya looked kind of pissed off.
context: I like you.\Kazehaya did?\Yeah!\I couldn't believe what I was seeing!\With that flashy guy from class D?\Yeah, the three of them were there.\Sadako was crying.\Kazehaya looked kind of pissed off. response:	He said that he liked Sadako.
context: Kazehaya did?\Yeah!\I couldn't believe what I was seeing!\With that flashy guy from class D?\Yeah, the three of them were there.\Sadako was crying.\Kazehaya looked kind of pissed off.\He said that he liked Sadako. response:	What?
context: Yeah!\I couldn't believe what I was seeing!\With that flashy guy from class D?\Yeah, the three of them were there.\Sadako was crying.\Kazehaya looked kind of pissed off.\He said that he liked Sadako.\What? response:	Was he confessing to her?
context: I couldn't believe what I was seeing!\With that flashy guy from class D?\Yeah, the three of them were there.\Sadako was crying.\Kazehaya looked kind of pissed off.\He said that he liked Sadako.\What?\Was he confessing to her? response:	No way!
context: With that flashy guy from class D?\Yeah, the three of them were there.\Sadako was crying.\Kazehaya looked kind of pissed off.\He said that he liked Sadako.\What?\Was he confessing to her?\No way! response:	But the way you described it, that's what it sounds like! It does!
context: Yeah, the three of them were there.\Sadako was crying.\Kazehaya looked kind of pissed off.\He said that he liked Sadako.\What?\Was he confessing to her?\No way!\But the way you described it, that's what it sounds like! It does! response:	There's no way!
context: Sadako was crying.\Kazehaya looked kind of pissed off.\He said that he liked Sadako.\What?\Was he confessing to her?\No way!\But the way you described it, that's what it sounds like! It does!\There's no way! response:	I wonder if Sawako's with Kazehaya.
context: Kazehaya looked kind of pissed off.\He said that he liked Sadako.\What?\Was he confessing to her?\No way!\But the way you described it, that's what it sounds like! It does!\There's no way!\I wonder if Sawako's with Kazehaya. response:	That'd be nice.
context: He said that he liked Sadako.\What?\Was he confessing to her?\No way!\But the way you described it, that's what it sounds like! It does!\There's no way!\I wonder if Sawako's with Kazehaya.\That'd be nice. response:	Kent!
context: What?\Was he confessing to her?\No way!\But the way you described it, that's what it sounds like! It does!\There's no way!\I wonder if Sawako's with Kazehaya.\That'd be nice.\Kent! response:	Do you know where Sawako is?
context: Was he confessing to her?\No way!\But the way you described it, that's what it sounds like! It does!\There's no way!\I wonder if Sawako's with Kazehaya.\That'd be nice.\Kent!\Do you know where Sawako is? response:	Idon't know if she's still there, but the last I saw her, she was outside
context: No way!\But the way you described it, that's what it sounds like! It does!\There's no way!\I wonder if Sawako's with Kazehaya.\That'd be nice.\Kent!\Do you know where Sawako is?\Idon't know if she's still there, but the last I saw her, she was outside response:	Outside?
context: But the way you described it, that's what it sounds like! It does!\There's no way!\I wonder if Sawako's with Kazehaya.\That'd be nice.\Kent!\Do you know where Sawako is?\Idon't know if she's still there, but the last I saw her, she was outside\Outside? response:	Yeah, I saw her by the benches during lunch break
context: There's no way!\I wonder if Sawako's with Kazehaya.\That'd be nice.\Kent!\Do you know where Sawako is?\Idon't know if she's still there, but the last I saw her, she was outside\Outside?\Yeah, I saw her by the benches during lunch break response:	You didn't do something you shouldn't have, did you?
context: I wonder if Sawako's with Kazehaya.\That'd be nice.\Kent!\Do you know where Sawako is?\Idon't know if she's still there, but the last I saw her, she was outside\Outside?\Yeah, I saw her by the benches during lunch break\You didn't do something you shouldn't have, did you? response:	Yano-chin, let's go.
context: That'd be nice.\Kent!\Do you know where Sawako is?\Idon't know if she's still there, but the last I saw her, she was outside\Outside?\Yeah, I saw her by the benches during lunch break\You didn't do something you shouldn't have, did you?\Yano-chin, let's go. response:	Thanks, for now.
context: Kent!\Do you know where Sawako is?\Idon't know if she's still there, but the last I saw her, she was outside\Outside?\Yeah, I saw her by the benches during lunch break\You didn't do something you shouldn't have, did you?\Yano-chin, let's go.\Thanks, for now. response:	Wait up, I'll come too
context: Do you know where Sawako is?\Idon't know if she's still there, but the last I saw her, she was outside\Outside?\Yeah, I saw her by the benches during lunch break\You didn't do something you shouldn't have, did you?\Yano-chin, let's go.\Thanks, for now.\Wait up, I'll come too response:	Kurumi!
context: Idon't know if she's still there, but the last I saw her, she was outside\Outside?\Yeah, I saw her by the benches during lunch break\You didn't do something you shouldn't have, did you?\Yano-chin, let's go.\Thanks, for now.\Wait up, I'll come too\Kurumi! response:	It's been a while.
context: Outside?\Yeah, I saw her by the benches during lunch break\You didn't do something you shouldn't have, did you?\Yano-chin, let's go.\Thanks, for now.\Wait up, I'll come too\Kurumi!\It's been a while. response:	I heard it was a huge scene, whatever happened between Kazehaya and Sawako.
context: Yeah, I saw her by the benches during lunch break\You didn't do something you shouldn't have, did you?\Yano-chin, let's go.\Thanks, for now.\Wait up, I'll come too\Kurumi!\It's been a while.\I heard it was a huge scene, whatever happened between Kazehaya and Sawako. response:	Wow, that was fast.
context: You didn't do something you shouldn't have, did you?\Yano-chin, let's go.\Thanks, for now.\Wait up, I'll come too\Kurumi!\It's been a while.\I heard it was a huge scene, whatever happened between Kazehaya and Sawako.\Wow, that was fast. response:	What happened?
context: Yano-chin, let's go.\Thanks, for now.\Wait up, I'll come too\Kurumi!\It's been a while.\I heard it was a huge scene, whatever happened between Kazehaya and Sawako.\Wow, that was fast.\What happened? response:	Tell me.
context: Thanks, for now.\Wait up, I'll come too\Kurumi!\It's been a while.\I heard it was a huge scene, whatever happened between Kazehaya and Sawako.\Wow, that was fast.\What happened?\Tell me. response:	I may have done something I shouldn't have.
context: Wait up, I'll come too\Kurumi!\It's been a while.\I heard it was a huge scene, whatever happened between Kazehaya and Sawako.\Wow, that was fast.\What happened?\Tell me.\I may have done something I shouldn't have. response:	This is
context: Kurumi!\It's been a while.\I heard it was a huge scene, whatever happened between Kazehaya and Sawako.\Wow, that was fast.\What happened?\Tell me.\I may have done something I shouldn't have.\This is response:	freaking heavy!
context: It's been a while.\I heard it was a huge scene, whatever happened between Kazehaya and Sawako.\Wow, that was fast.\What happened?\Tell me.\I may have done something I shouldn't have.\This is\freaking heavy! response:	I skipped class.
context: I heard it was a huge scene, whatever happened between Kazehaya and Sawako.\Wow, that was fast.\What happened?\Tell me.\I may have done something I shouldn't have.\This is\freaking heavy!\I skipped class. response:	And school's already over now.
context: Wow, that was fast.\What happened?\Tell me.\I may have done something I shouldn't have.\This is\freaking heavy!\I skipped class.\And school's already over now. response:	I need to snap out of it.
context: What happened?\Tell me.\I may have done something I shouldn't have.\This is\freaking heavy!\I skipped class.\And school's already over now.\I need to snap out of it. response:	There's the school festival preparations, too.
context: Tell me.\I may have done something I shouldn't have.\This is\freaking heavy!\I skipped class.\And school's already over now.\I need to snap out of it.\There's the school festival preparations, too. response:	I can't be the one slacking off.
context: I may have done something I shouldn't have.\This is\freaking heavy!\I skipped class.\And school's already over now.\I need to snap out of it.\There's the school festival preparations, too.\I can't be the one slacking off. response:	But can I really show myself to people right now?
context: This is\freaking heavy!\I skipped class.\And school's already over now.\I need to snap out of it.\There's the school festival preparations, too.\I can't be the one slacking off.\But can I really show myself to people right now? response:	Are you trying to kill me?!
context: freaking heavy!\I skipped class.\And school's already over now.\I need to snap out of it.\There's the school festival preparations, too.\I can't be the one slacking off.\But can I really show myself to people right now?\Are you trying to kill me?! response:	I-I'm sorry!
context: I skipped class.\And school's already over now.\I need to snap out of it.\There's the school festival preparations, too.\I can't be the one slacking off.\But can I really show myself to people right now?\Are you trying to kill me?!\I-I'm sorry! response:	What are you doing sitting on the ground in the dark?!
context: And school's already over now.\I need to snap out of it.\There's the school festival preparations, too.\I can't be the one slacking off.\But can I really show myself to people right now?\Are you trying to kill me?!\I-I'm sorry!\What are you doing sitting on the ground in the dark?! response:	I'm sorry!
context: I need to snap out of it.\There's the school festival preparations, too.\I can't be the one slacking off.\But can I really show myself to people right now?\Are you trying to kill me?!\I-I'm sorry!\What are you doing sitting on the ground in the dark?!\I'm sorry! response:	I was wondering what happened when both you and Shota didn't show up in homeroom.
context: There's the school festival preparations, too.\I can't be the one slacking off.\But can I really show myself to people right now?\Are you trying to kill me?!\I-I'm sorry!\What are you doing sitting on the ground in the dark?!\I'm sorry!\I was wondering what happened when both you and Shota didn't show up in homeroom. response:	It's because of love, isn't it?!
context: I can't be the one slacking off.\But can I really show myself to people right now?\Are you trying to kill me?!\I-I'm sorry!\What are you doing sitting on the ground in the dark?!\I'm sorry!\I was wondering what happened when both you and Shota didn't show up in homeroom.\It's because of love, isn't it?! response:	How's that? Jackpot?
context: But can I really show myself to people right now?\Are you trying to kill me?!\I-I'm sorry!\What are you doing sitting on the ground in the dark?!\I'm sorry!\I was wondering what happened when both you and Shota didn't show up in homeroom.\It's because of love, isn't it?!\How's that? Jackpot? response:	I was rejected.
context: Are you trying to kill me?!\I-I'm sorry!\What are you doing sitting on the ground in the dark?!\I'm sorry!\I was wondering what happened when both you and Shota didn't show up in homeroom.\It's because of love, isn't it?!\How's that? Jackpot?\I was rejected. response:	I-I was rejected.
context: I-I'm sorry!\What are you doing sitting on the ground in the dark?!\I'm sorry!\I was wondering what happened when both you and Shota didn't show up in homeroom.\It's because of love, isn't it?!\How's that? Jackpot?\I was rejected.\I-I was rejected. response:	What?!
context: What are you doing sitting on the ground in the dark?!\I'm sorry!\I was wondering what happened when both you and Shota didn't show up in homeroom.\It's because of love, isn't it?!\How's that? Jackpot?\I was rejected.\I-I was rejected.\What?! response:	So he went and asked me where you were for that?
context: I'm sorry!\I was wondering what happened when both you and Shota didn't show up in homeroom.\It's because of love, isn't it?!\How's that? Jackpot?\I was rejected.\I-I was rejected.\What?!\So he went and asked me where you were for that? response:	What a jerk
context: I was wondering what happened when both you and Shota didn't show up in homeroom.\It's because of love, isn't it?!\How's that? Jackpot?\I was rejected.\I-I was rejected.\What?!\So he went and asked me where you were for that?\What a jerk response:	It's okay, don't worry about it.
context: It's because of love, isn't it?!\How's that? Jackpot?\I was rejected.\I-I was rejected.\What?!\So he went and asked me where you were for that?\What a jerk\It's okay, don't worry about it. response:	Forget him, forget him!
context: How's that? Jackpot?\I was rejected.\I-I was rejected.\What?!\So he went and asked me where you were for that?\What a jerk\It's okay, don't worry about it.\Forget him, forget him! response:	What are you doing?!
context: I was rejected.\I-I was rejected.\What?!\So he went and asked me where you were for that?\What a jerk\It's okay, don't worry about it.\Forget him, forget him!\What are you doing?! response:	Ow!
context: I-I was rejected.\What?!\So he went and asked me where you were for that?\What a jerk\It's okay, don't worry about it.\Forget him, forget him!\What are you doing?!\Ow! response:	How could you kick your amazing homeroom teacher?!
context: What?!\So he went and asked me where you were for that?\What a jerk\It's okay, don't worry about it.\Forget him, forget him!\What are you doing?!\Ow!\How could you kick your amazing homeroom teacher?! response:	Why are you sticking your nose where it doesn't belong?
context: So he went and asked me where you were for that?\What a jerk\It's okay, don't worry about it.\Forget him, forget him!\What are you doing?!\Ow!\How could you kick your amazing homeroom teacher?!\Why are you sticking your nose where it doesn't belong? response:	Go away!
context: What a jerk\It's okay, don't worry about it.\Forget him, forget him!\What are you doing?!\Ow!\How could you kick your amazing homeroom teacher?!\Why are you sticking your nose where it doesn't belong?\Go away! response:	What the heck! I was trying to cheer her up!
context: It's okay, don't worry about it.\Forget him, forget him!\What are you doing?!\Ow!\How could you kick your amazing homeroom teacher?!\Why are you sticking your nose where it doesn't belong?\Go away!\What the heck! I was trying to cheer her up! response:	We were looking for you.
context: Forget him, forget him!\What are you doing?!\Ow!\How could you kick your amazing homeroom teacher?!\Why are you sticking your nose where it doesn't belong?\Go away!\What the heck! I was trying to cheer her up!\We were looking for you. response:	I'm sorry.
context: What are you doing?!\Ow!\How could you kick your amazing homeroom teacher?!\Why are you sticking your nose where it doesn't belong?\Go away!\What the heck! I was trying to cheer her up!\We were looking for you.\I'm sorry. response:	What was that all about just now?
context: Ow!\How could you kick your amazing homeroom teacher?!\Why are you sticking your nose where it doesn't belong?\Go away!\What the heck! I was trying to cheer her up!\We were looking for you.\I'm sorry.\What was that all about just now? response:	What did I hear about finding you and getting rejected?
context: How could you kick your amazing homeroom teacher?!\Why are you sticking your nose where it doesn't belong?\Go away!\What the heck! I was trying to cheer her up!\We were looking for you.\I'm sorry.\What was that all about just now?\What did I hear about finding you and getting rejected? response:	Andyour face.
context: Why are you sticking your nose where it doesn't belong?\Go away!\What the heck! I was trying to cheer her up!\We were looking for you.\I'm sorry.\What was that all about just now?\What did I hear about finding you and getting rejected?\Andyour face. response:	What did you say?!
context: Go away!\What the heck! I was trying to cheer her up!\We were looking for you.\I'm sorry.\What was that all about just now?\What did I hear about finding you and getting rejected?\Andyour face.\What did you say?! response:	We took our eyes off you for one second and what happened?!
context: What the heck! I was trying to cheer her up!\We were looking for you.\I'm sorry.\What was that all about just now?\What did I hear about finding you and getting rejected?\Andyour face.\What did you say?!\We took our eyes off you for one second and what happened?! response:	I-I'm sorry! I didn't mean to get rejected all of sudden!
context: We were looking for you.\I'm sorry.\What was that all about just now?\What did I hear about finding you and getting rejected?\Andyour face.\What did you say?!\We took our eyes off you for one second and what happened?!\I-I'm sorry! I didn't mean to get rejected all of sudden! response:	That jerk!
context: I'm sorry.\What was that all about just now?\What did I hear about finding you and getting rejected?\Andyour face.\What did you say?!\We took our eyes off you for one second and what happened?!\I-I'm sorry! I didn't mean to get rejected all of sudden!\That jerk! response:	What the hell does he think he's doing?!
context: What was that all about just now?\What did I hear about finding you and getting rejected?\Andyour face.\What did you say?!\We took our eyes off you for one second and what happened?!\I-I'm sorry! I didn't mean to get rejected all of sudden!\That jerk!\What the hell does he think he's doing?! response:	Hi!
context: What did I hear about finding you and getting rejected?\Andyour face.\What did you say?!\We took our eyes off you for one second and what happened?!\I-I'm sorry! I didn't mean to get rejected all of sudden!\That jerk!\What the hell does he think he's doing?!\Hi! response:	Hi!
context: Andyour face.\What did you say?!\We took our eyes off you for one second and what happened?!\I-I'm sorry! I didn't mean to get rejected all of sudden!\That jerk!\What the hell does he think he's doing?!\Hi!\Hi! response:	Sawako, you've got it all wrong.
context: What did you say?!\We took our eyes off you for one second and what happened?!\I-I'm sorry! I didn't mean to get rejected all of sudden!\That jerk!\What the hell does he think he's doing?!\Hi!\Hi!\Sawako, you've got it all wrong. response:	It's kind of too late for me to say this but
context: We took our eyes off you for one second and what happened?!\I-I'm sorry! I didn't mean to get rejected all of sudden!\That jerk!\What the hell does he think he's doing?!\Hi!\Hi!\Sawako, you've got it all wrong.\It's kind of too late for me to say this but response:	think I thought too much of myself.
context: I-I'm sorry! I didn't mean to get rejected all of sudden!\That jerk!\What the hell does he think he's doing?!\Hi!\Hi!\Sawako, you've got it all wrong.\It's kind of too late for me to say this but\think I thought too much of myself. response:	I thought Kazehaya treated me just like he treated everyone else,
context: That jerk!\What the hell does he think he's doing?!\Hi!\Hi!\Sawako, you've got it all wrong.\It's kind of too late for me to say this but\think I thought too much of myself.\I thought Kazehaya treated me just like he treated everyone else, response:	but was I wrong.
context: What the hell does he think he's doing?!\Hi!\Hi!\Sawako, you've got it all wrong.\It's kind of too late for me to say this but\think I thought too much of myself.\I thought Kazehaya treated me just like he treated everyone else,\but was I wrong. response:	I was overconfident.
context: Hi!\Hi!\Sawako, you've got it all wrong.\It's kind of too late for me to say this but\think I thought too much of myself.\I thought Kazehaya treated me just like he treated everyone else,\but was I wrong.\I was overconfident. response:	I've never treated you the same as everyone else.
context: Hi!\Sawako, you've got it all wrong.\It's kind of too late for me to say this but\think I thought too much of myself.\I thought Kazehaya treated me just like he treated everyone else,\but was I wrong.\I was overconfident.\I've never treated you the same as everyone else. response:	I think I've always forced him to look after me.
context: Sawako, you've got it all wrong.\It's kind of too late for me to say this but\think I thought too much of myself.\I thought Kazehaya treated me just like he treated everyone else,\but was I wrong.\I was overconfident.\I've never treated you the same as everyone else.\I think I've always forced him to look after me. response:	I started falling for him more and more,
context: It's kind of too late for me to say this but\think I thought too much of myself.\I thought Kazehaya treated me just like he treated everyone else,\but was I wrong.\I was overconfident.\I've never treated you the same as everyone else.\I think I've always forced him to look after me.\I started falling for him more and more, response:	and wanted even more of his attention.
context: think I thought too much of myself.\I thought Kazehaya treated me just like he treated everyone else,\but was I wrong.\I was overconfident.\I've never treated you the same as everyone else.\I think I've always forced him to look after me.\I started falling for him more and more,\and wanted even more of his attention. response:	I think he could tell.
context: I thought Kazehaya treated me just like he treated everyone else,\but was I wrong.\I was overconfident.\I've never treated you the same as everyone else.\I think I've always forced him to look after me.\I started falling for him more and more,\and wanted even more of his attention.\I think he could tell. response:	Because he went out of his way to tell me I was wrong, that it wasn't like that.
context: but was I wrong.\I was overconfident.\I've never treated you the same as everyone else.\I think I've always forced him to look after me.\I started falling for him more and more,\and wanted even more of his attention.\I think he could tell.\Because he went out of his way to tell me I was wrong, that it wasn't like that. response:	No, that's not it, Sawako
context: I was overconfident.\I've never treated you the same as everyone else.\I think I've always forced him to look after me.\I started falling for him more and more,\and wanted even more of his attention.\I think he could tell.\Because he went out of his way to tell me I was wrong, that it wasn't like that.\No, that's not it, Sawako response:	That's not right.
context: I've never treated you the same as everyone else.\I think I've always forced him to look after me.\I started falling for him more and more,\and wanted even more of his attention.\I think he could tell.\Because he went out of his way to tell me I was wrong, that it wasn't like that.\No, that's not it, Sawako\That's not right. response:	What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to
context: I think I've always forced him to look after me.\I started falling for him more and more,\and wanted even more of his attention.\I think he could tell.\Because he went out of his way to tell me I was wrong, that it wasn't like that.\No, that's not it, Sawako\That's not right.\What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to response:	I don't care!
context: I started falling for him more and more,\and wanted even more of his attention.\I think he could tell.\Because he went out of his way to tell me I was wrong, that it wasn't like that.\No, that's not it, Sawako\That's not right.\What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to\I don't care! response:	That's just not right, Sawako.
context: and wanted even more of his attention.\I think he could tell.\Because he went out of his way to tell me I was wrong, that it wasn't like that.\No, that's not it, Sawako\That's not right.\What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to\I don't care!\That's just not right, Sawako. response:	You don't think that we're friends with you just to be nice or something do you?
context: I think he could tell.\Because he went out of his way to tell me I was wrong, that it wasn't like that.\No, that's not it, Sawako\That's not right.\What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to\I don't care!\That's just not right, Sawako.\You don't think that we're friends with you just to be nice or something do you? response:	I-I didn't think of that!
context: Because he went out of his way to tell me I was wrong, that it wasn't like that.\No, that's not it, Sawako\That's not right.\What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to\I don't care!\That's just not right, Sawako.\You don't think that we're friends with you just to be nice or something do you?\I-I didn't think of that! response:	I-Is that true?
context: No, that's not it, Sawako\That's not right.\What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to\I don't care!\That's just not right, Sawako.\You don't think that we're friends with you just to be nice or something do you?\I-I didn't think of that!\I-Is that true? response:	No!
context: That's not right.\What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to\I don't care!\That's just not right, Sawako.\You don't think that we're friends with you just to be nice or something do you?\I-I didn't think of that!\I-Is that true?\No! response:	If you think that, then it's your fault that Kazehaya's so angry!
context: What? I know, but wait a sec, Chizu. It's not like Kazehaya meant to\I don't care!\That's just not right, Sawako.\You don't think that we're friends with you just to be nice or something do you?\I-I didn't think of that!\I-Is that true?\No!\If you think that, then it's your fault that Kazehaya's so angry! response:	What do you mean, of course things are this way?
context: I don't care!\That's just not right, Sawako.\You don't think that we're friends with you just to be nice or something do you?\I-I didn't think of that!\I-Is that true?\No!\If you think that, then it's your fault that Kazehaya's so angry!\What do you mean, of course things are this way? response:	You have us!
context: That's just not right, Sawako.\You don't think that we're friends with you just to be nice or something do you?\I-I didn't think of that!\I-Is that true?\No!\If you think that, then it's your fault that Kazehaya's so angry!\What do you mean, of course things are this way?\You have us! response:	How long do you plan on putting yourself down?
context: You don't think that we're friends with you just to be nice or something do you?\I-I didn't think of that!\I-Is that true?\No!\If you think that, then it's your fault that Kazehaya's so angry!\What do you mean, of course things are this way?\You have us!\How long do you plan on putting yourself down? response:	Don't be stupid!
context: I-I didn't think of that!\I-Is that true?\No!\If you think that, then it's your fault that Kazehaya's so angry!\What do you mean, of course things are this way?\You have us!\How long do you plan on putting yourself down?\Don't be stupid! response:	Wait, Chizu!
context: I-Is that true?\No!\If you think that, then it's your fault that Kazehaya's so angry!\What do you mean, of course things are this way?\You have us!\How long do you plan on putting yourself down?\Don't be stupid!\Wait, Chizu! response:	She's been put down and avoided for so long that she thinks it's normal.
context: No!\If you think that, then it's your fault that Kazehaya's so angry!\What do you mean, of course things are this way?\You have us!\How long do you plan on putting yourself down?\Don't be stupid!\Wait, Chizu!\She's been put down and avoided for so long that she thinks it's normal. response:	That's really sad, isn't it?
context: If you think that, then it's your fault that Kazehaya's so angry!\What do you mean, of course things are this way?\You have us!\How long do you plan on putting yourself down?\Don't be stupid!\Wait, Chizu!\She's been put down and avoided for so long that she thinks it's normal.\That's really sad, isn't it? response:	She's a really nice girl.
context: What do you mean, of course things are this way?\You have us!\How long do you plan on putting yourself down?\Don't be stupid!\Wait, Chizu!\She's been put down and avoided for so long that she thinks it's normal.\That's really sad, isn't it?\She's a really nice girl. response:	Chizu snaps when she gets too upset or frustrated.
context: You have us!\How long do you plan on putting yourself down?\Don't be stupid!\Wait, Chizu!\She's been put down and avoided for so long that she thinks it's normal.\That's really sad, isn't it?\She's a really nice girl.\Chizu snaps when she gets too upset or frustrated. response:	She's worried about you.
context: How long do you plan on putting yourself down?\Don't be stupid!\Wait, Chizu!\She's been put down and avoided for so long that she thinks it's normal.\That's really sad, isn't it?\She's a really nice girl.\Chizu snaps when she gets too upset or frustrated.\She's worried about you. response:	Hey, Sawako.
context: Don't be stupid!\Wait, Chizu!\She's been put down and avoided for so long that she thinks it's normal.\That's really sad, isn't it?\She's a really nice girl.\Chizu snaps when she gets too upset or frustrated.\She's worried about you.\Hey, Sawako. response:	In the beginning, we thought you were gloomy and strange too.
context: Wait, Chizu!\She's been put down and avoided for so long that she thinks it's normal.\That's really sad, isn't it?\She's a really nice girl.\Chizu snaps when she gets too upset or frustrated.\She's worried about you.\Hey, Sawako.\In the beginning, we thought you were gloomy and strange too. response:	But now, we know how nice and cute you are.
context: She's been put down and avoided for so long that she thinks it's normal.\That's really sad, isn't it?\She's a really nice girl.\Chizu snaps when she gets too upset or frustrated.\She's worried about you.\Hey, Sawako.\In the beginning, we thought you were gloomy and strange too.\But now, we know how nice and cute you are. response:	We love you.
context: That's really sad, isn't it?\She's a really nice girl.\Chizu snaps when she gets too upset or frustrated.\She's worried about you.\Hey, Sawako.\In the beginning, we thought you were gloomy and strange too.\But now, we know how nice and cute you are.\We love you. response:	We're able to feel this way because you were brave enough to tell us.
context: She's a really nice girl.\Chizu snaps when she gets too upset or frustrated.\She's worried about you.\Hey, Sawako.\In the beginning, we thought you were gloomy and strange too.\But now, we know how nice and cute you are.\We love you.\We're able to feel this way because you were brave enough to tell us. response:	There's nothing different about you, or us, or Kazehaya.
context: Chizu snaps when she gets too upset or frustrated.\She's worried about you.\Hey, Sawako.\In the beginning, we thought you were gloomy and strange too.\But now, we know how nice and cute you are.\We love you.\We're able to feel this way because you were brave enough to tell us.\There's nothing different about you, or us, or Kazehaya. response:	You just need to believe that.
context: She's worried about you.\Hey, Sawako.\In the beginning, we thought you were gloomy and strange too.\But now, we know how nice and cute you are.\We love you.\We're able to feel this way because you were brave enough to tell us.\There's nothing different about you, or us, or Kazehaya.\You just need to believe that. response:	I'm kind of worried about Chizu, so I'm going to go after her.
context: Hey, Sawako.\In the beginning, we thought you were gloomy and strange too.\But now, we know how nice and cute you are.\We love you.\We're able to feel this way because you were brave enough to tell us.\There's nothing different about you, or us, or Kazehaya.\You just need to believe that.\I'm kind of worried about Chizu, so I'm going to go after her. response:	Wash up and come find us.
context: In the beginning, we thought you were gloomy and strange too.\But now, we know how nice and cute you are.\We love you.\We're able to feel this way because you were brave enough to tell us.\There's nothing different about you, or us, or Kazehaya.\You just need to believe that.\I'm kind of worried about Chizu, so I'm going to go after her.\Wash up and come find us. response:	Did IDid I make a mistake?
context: But now, we know how nice and cute you are.\We love you.\We're able to feel this way because you were brave enough to tell us.\There's nothing different about you, or us, or Kazehaya.\You just need to believe that.\I'm kind of worried about Chizu, so I'm going to go after her.\Wash up and come find us.\Did IDid I make a mistake? response:	Chizu!
context: We love you.\We're able to feel this way because you were brave enough to tell us.\There's nothing different about you, or us, or Kazehaya.\You just need to believe that.\I'm kind of worried about Chizu, so I'm going to go after her.\Wash up and come find us.\Did IDid I make a mistake?\Chizu! response:	I can't believe I did that! I'm so dumb!!
context: We're able to feel this way because you were brave enough to tell us.\There's nothing different about you, or us, or Kazehaya.\You just need to believe that.\I'm kind of worried about Chizu, so I'm going to go after her.\Wash up and come find us.\Did IDid I make a mistake?\Chizu!\I can't believe I did that! I'm so dumb!! response:	It's okay.
context: There's nothing different about you, or us, or Kazehaya.\You just need to believe that.\I'm kind of worried about Chizu, so I'm going to go after her.\Wash up and come find us.\Did IDid I make a mistake?\Chizu!\I can't believe I did that! I'm so dumb!!\It's okay. response:	I'm sorry, Yano-chin.
context: You just need to believe that.\I'm kind of worried about Chizu, so I'm going to go after her.\Wash up and come find us.\Did IDid I make a mistake?\Chizu!\I can't believe I did that! I'm so dumb!!\It's okay.\I'm sorry, Yano-chin. response:	You were trying to tell me something but I cut you off.
context: I'm kind of worried about Chizu, so I'm going to go after her.\Wash up and come find us.\Did IDid I make a mistake?\Chizu!\I can't believe I did that! I'm so dumb!!\It's okay.\I'm sorry, Yano-chin.\You were trying to tell me something but I cut you off. response:	What was it?
context: Wash up and come find us.\Did IDid I make a mistake?\Chizu!\I can't believe I did that! I'm so dumb!!\It's okay.\I'm sorry, Yano-chin.\You were trying to tell me something but I cut you off.\What was it? response:	That the girl Kazehaya likes is Sawako.
context: Did IDid I make a mistake?\Chizu!\I can't believe I did that! I'm so dumb!!\It's okay.\I'm sorry, Yano-chin.\You were trying to tell me something but I cut you off.\What was it?\That the girl Kazehaya likes is Sawako. response:	With things the way they are now, I thought I might as well.
context: Chizu!\I can't believe I did that! I'm so dumb!!\It's okay.\I'm sorry, Yano-chin.\You were trying to tell me something but I cut you off.\What was it?\That the girl Kazehaya likes is Sawako.\With things the way they are now, I thought I might as well. response:	Why didn't you?!
context: I can't believe I did that! I'm so dumb!!\It's okay.\I'm sorry, Yano-chin.\You were trying to tell me something but I cut you off.\What was it?\That the girl Kazehaya likes is Sawako.\With things the way they are now, I thought I might as well.\Why didn't you?! response:	'Cause I thought you said everything that needed to be said.
context: It's okay.\I'm sorry, Yano-chin.\You were trying to tell me something but I cut you off.\What was it?\That the girl Kazehaya likes is Sawako.\With things the way they are now, I thought I might as well.\Why didn't you?!\'Cause I thought you said everything that needed to be said. response:	What you said was the main problem, and maybe things will change now that it's out in the open.
context: I'm sorry, Yano-chin.\You were trying to tell me something but I cut you off.\What was it?\That the girl Kazehaya likes is Sawako.\With things the way they are now, I thought I might as well.\Why didn't you?!\'Cause I thought you said everything that needed to be said.\What you said was the main problem, and maybe things will change now that it's out in the open. response:	Sawako will do something about this herself.
context: You were trying to tell me something but I cut you off.\What was it?\That the girl Kazehaya likes is Sawako.\With things the way they are now, I thought I might as well.\Why didn't you?!\'Cause I thought you said everything that needed to be said.\What you said was the main problem, and maybe things will change now that it's out in the open.\Sawako will do something about this herself. response:	She's been able to do so herself so far!
