context: Otani-kun. response:	Good morning!
context: She looks amazing.\Oh, it's Mimi.\Saying anything to Otani would be pointless.\Well, there's no point in worrying.\Want to go have some fun, now that we've turned in our homework?\Let's! Let's!\No matter what happens to me or what's said to me,\A-chan! response:	What are you doing here?
context: Oh, it's Mimi.\Saying anything to Otani would be pointless.\Well, there's no point in worrying.\Want to go have some fun, now that we've turned in our homework?\Let's! Let's!\No matter what happens to me or what's said to me,\A-chan!\What are you doing here? response:	Your girlfriend and I are really getting along.
context: Saying anything to Otani would be pointless.\Well, there's no point in worrying.\Want to go have some fun, now that we've turned in our homework?\Let's! Let's!\No matter what happens to me or what's said to me,\A-chan!\What are you doing here?\Your girlfriend and I are really getting along. response:	We're going to hang out together today, right?
context: Well, there's no point in worrying.\Want to go have some fun, now that we've turned in our homework?\Let's! Let's!\No matter what happens to me or what's said to me,\A-chan!\What are you doing here?\Your girlfriend and I are really getting along.\We're going to hang out together today, right? response:	Right?
context: Want to go have some fun, now that we've turned in our homework?\Let's! Let's!\No matter what happens to me or what's said to me,\A-chan!\What are you doing here?\Your girlfriend and I are really getting along.\We're going to hang out together today, right?\Right? response:	Okay, okay. In that case, you two go on ahead.
context: Let's! Let's!\No matter what happens to me or what's said to me,\A-chan!\What are you doing here?\Your girlfriend and I are really getting along.\We're going to hang out together today, right?\Right?\Okay, okay. In that case, you two go on ahead. response:	What about you, A-chan?
context: No matter what happens to me or what's said to me,\A-chan!\What are you doing here?\Your girlfriend and I are really getting along.\We're going to hang out together today, right?\Right?\Okay, okay. In that case, you two go on ahead.\What about you, A-chan? response:	I don't want to walk home between two amazons.
context: A-chan!\What are you doing here?\Your girlfriend and I are really getting along.\We're going to hang out together today, right?\Right?\Okay, okay. In that case, you two go on ahead.\What about you, A-chan?\I don't want to walk home between two amazons. response:	You'll look like a captured alien.
context: What are you doing here?\Your girlfriend and I are really getting along.\We're going to hang out together today, right?\Right?\Okay, okay. In that case, you two go on ahead.\What about you, A-chan?\I don't want to walk home between two amazons.\You'll look like a captured alien. response:	I'll smack you!
context: Your girlfriend and I are really getting along.\We're going to hang out together today, right?\Right?\Okay, okay. In that case, you two go on ahead.\What about you, A-chan?\I don't want to walk home between two amazons.\You'll look like a captured alien.\I'll smack you! response:	Man...
context: We're going to hang out together today, right?\Right?\Okay, okay. In that case, you two go on ahead.\What about you, A-chan?\I don't want to walk home between two amazons.\You'll look like a captured alien.\I'll smack you!\Man... response:	Ah! Wa-Wait! Otani!
context: Right?\Okay, okay. In that case, you two go on ahead.\What about you, A-chan?\I don't want to walk home between two amazons.\You'll look like a captured alien.\I'll smack you!\Man...\Ah! Wa-Wait! Otani! response:	Hey.
context: Okay, okay. In that case, you two go on ahead.\What about you, A-chan?\I don't want to walk home between two amazons.\You'll look like a captured alien.\I'll smack you!\Man...\Ah! Wa-Wait! Otani!\Hey. response:	Get it yet, hag?
context: What about you, A-chan?\I don't want to walk home between two amazons.\You'll look like a captured alien.\I'll smack you!\Man...\Ah! Wa-Wait! Otani!\Hey.\Get it yet, hag? response:	We need to have a little talk.
context: I don't want to walk home between two amazons.\You'll look like a captured alien.\I'll smack you!\Man...\Ah! Wa-Wait! Otani!\Hey.\Get it yet, hag?\We need to have a little talk. response:	Why has it come to this?
context: You'll look like a captured alien.\I'll smack you!\Man...\Ah! Wa-Wait! Otani!\Hey.\Get it yet, hag?\We need to have a little talk.\Why has it come to this? response:	She's totally staring me down.
context: I'll smack you!\Man...\Ah! Wa-Wait! Otani!\Hey.\Get it yet, hag?\We need to have a little talk.\Why has it come to this?\She's totally staring me down. response:	How did someone like you come to be going out with A-chan?
context: Man...\Ah! Wa-Wait! Otani!\Hey.\Get it yet, hag?\We need to have a little talk.\Why has it come to this?\She's totally staring me down.\How did someone like you come to be going out with A-chan? response:	I-I worked really hard!
context: Ah! Wa-Wait! Otani!\Hey.\Get it yet, hag?\We need to have a little talk.\Why has it come to this?\She's totally staring me down.\How did someone like you come to be going out with A-chan?\I-I worked really hard! response:	You idiot! I've been working really hard too!
context: Hey.\Get it yet, hag?\We need to have a little talk.\Why has it come to this?\She's totally staring me down.\How did someone like you come to be going out with A-chan?\I-I worked really hard!\You idiot! I've been working really hard too! response:	I'm really cute when I'm with A-chan, aren't I?
context: Get it yet, hag?\We need to have a little talk.\Why has it come to this?\She's totally staring me down.\How did someone like you come to be going out with A-chan?\I-I worked really hard!\You idiot! I've been working really hard too!\I'm really cute when I'm with A-chan, aren't I? response:	I've been acting like that ever since I met him.
context: We need to have a little talk.\Why has it come to this?\She's totally staring me down.\How did someone like you come to be going out with A-chan?\I-I worked really hard!\You idiot! I've been working really hard too!\I'm really cute when I'm with A-chan, aren't I?\I've been acting like that ever since I met him. response:	Do you have any idea how tiring that is?
context: Why has it come to this?\She's totally staring me down.\How did someone like you come to be going out with A-chan?\I-I worked really hard!\You idiot! I've been working really hard too!\I'm really cute when I'm with A-chan, aren't I?\I've been acting like that ever since I met him.\Do you have any idea how tiring that is? response:	Th-That would be difficult...
context: She's totally staring me down.\How did someone like you come to be going out with A-chan?\I-I worked really hard!\You idiot! I've been working really hard too!\I'm really cute when I'm with A-chan, aren't I?\I've been acting like that ever since I met him.\Do you have any idea how tiring that is?\Th-That would be difficult... response:	And that's not all.
context: How did someone like you come to be going out with A-chan?\I-I worked really hard!\You idiot! I've been working really hard too!\I'm really cute when I'm with A-chan, aren't I?\I've been acting like that ever since I met him.\Do you have any idea how tiring that is?\Th-That would be difficult...\And that's not all. response:	I give A-chan milk every single day,
context: I-I worked really hard!\You idiot! I've been working really hard too!\I'm really cute when I'm with A-chan, aren't I?\I've been acting like that ever since I met him.\Do you have any idea how tiring that is?\Th-That would be difficult...\And that's not all.\I give A-chan milk every single day, response:	Seriously?
context: You idiot! I've been working really hard too!\I'm really cute when I'm with A-chan, aren't I?\I've been acting like that ever since I met him.\Do you have any idea how tiring that is?\Th-That would be difficult...\And that's not all.\I give A-chan milk every single day,\Seriously? response:	Seriously.
context: I'm really cute when I'm with A-chan, aren't I?\I've been acting like that ever since I met him.\Do you have any idea how tiring that is?\Th-That would be difficult...\And that's not all.\I give A-chan milk every single day,\Seriously?\Seriously. response:	I, on the other hand, was already over 170 cm when I was in elementary school.
context: I've been acting like that ever since I met him.\Do you have any idea how tiring that is?\Th-That would be difficult...\And that's not all.\I give A-chan milk every single day,\Seriously?\Seriously.\I, on the other hand, was already over 170 cm when I was in elementary school. response:	I was already 168 cm when I was in the sixth grade.
context: Do you have any idea how tiring that is?\Th-That would be difficult...\And that's not all.\I give A-chan milk every single day,\Seriously?\Seriously.\I, on the other hand, was already over 170 cm when I was in elementary school.\I was already 168 cm when I was in the sixth grade. response:	No way. Are you serious?
context: Th-That would be difficult...\And that's not all.\I give A-chan milk every single day,\Seriously?\Seriously.\I, on the other hand, was already over 170 cm when I was in elementary school.\I was already 168 cm when I was in the sixth grade.\No way. Are you serious? response:	Man, I've been put at the back because of my height since I was in kindergarten.
context: And that's not all.\I give A-chan milk every single day,\Seriously?\Seriously.\I, on the other hand, was already over 170 cm when I was in elementary school.\I was already 168 cm when I was in the sixth grade.\No way. Are you serious?\Man, I've been put at the back because of my height since I was in kindergarten. response:	Me too! Me too!
context: I give A-chan milk every single day,\Seriously?\Seriously.\I, on the other hand, was already over 170 cm when I was in elementary school.\I was already 168 cm when I was in the sixth grade.\No way. Are you serious?\Man, I've been put at the back because of my height since I was in kindergarten.\Me too! Me too! response:	I was even taller than the tallest boy.
context: Seriously?\Seriously.\I, on the other hand, was already over 170 cm when I was in elementary school.\I was already 168 cm when I was in the sixth grade.\No way. Are you serious?\Man, I've been put at the back because of my height since I was in kindergarten.\Me too! Me too!\I was even taller than the tallest boy. response:	Me too!
context: Seriously.\I, on the other hand, was already over 170 cm when I was in elementary school.\I was already 168 cm when I was in the sixth grade.\No way. Are you serious?\Man, I've been put at the back because of my height since I was in kindergarten.\Me too! Me too!\I was even taller than the tallest boy.\Me too! response:	Its a real pain, huh?
context: I, on the other hand, was already over 170 cm when I was in elementary school.\I was already 168 cm when I was in the sixth grade.\No way. Are you serious?\Man, I've been put at the back because of my height since I was in kindergarten.\Me too! Me too!\I was even taller than the tallest boy.\Me too!\Its a real pain, huh? response:	No matter what you do, you always draw attention.
context: I was already 168 cm when I was in the sixth grade.\No way. Are you serious?\Man, I've been put at the back because of my height since I was in kindergarten.\Me too! Me too!\I was even taller than the tallest boy.\Me too!\Its a real pain, huh?\No matter what you do, you always draw attention. response:	Totally.
context: No way. Are you serious?\Man, I've been put at the back because of my height since I was in kindergarten.\Me too! Me too!\I was even taller than the tallest boy.\Me too!\Its a real pain, huh?\No matter what you do, you always draw attention.\Totally. response:	If you talk, even just for a second, the teacher always sees
context: Man, I've been put at the back because of my height since I was in kindergarten.\Me too! Me too!\I was even taller than the tallest boy.\Me too!\Its a real pain, huh?\No matter what you do, you always draw attention.\Totally.\If you talk, even just for a second, the teacher always sees response:	Hey! Why the hell am I reminiscing with an idiot like you?!
context: Me too! Me too!\I was even taller than the tallest boy.\Me too!\Its a real pain, huh?\No matter what you do, you always draw attention.\Totally.\If you talk, even just for a second, the teacher always sees\Hey! Why the hell am I reminiscing with an idiot like you?! response:	Uh... You were trying to catch me off guard?
context: I was even taller than the tallest boy.\Me too!\Its a real pain, huh?\No matter what you do, you always draw attention.\Totally.\If you talk, even just for a second, the teacher always sees\Hey! Why the hell am I reminiscing with an idiot like you?!\Uh... You were trying to catch me off guard? response:	Shut up!
context: Me too!\Its a real pain, huh?\No matter what you do, you always draw attention.\Totally.\If you talk, even just for a second, the teacher always sees\Hey! Why the hell am I reminiscing with an idiot like you?!\Uh... You were trying to catch me off guard?\Shut up! response:	When A-chan was going out with that short, cute girl, I completely gave up.
context: Its a real pain, huh?\No matter what you do, you always draw attention.\Totally.\If you talk, even just for a second, the teacher always sees\Hey! Why the hell am I reminiscing with an idiot like you?!\Uh... You were trying to catch me off guard?\Shut up!\When A-chan was going out with that short, cute girl, I completely gave up. response:	Naturally. You'd think you had no chance with your height.
context: No matter what you do, you always draw attention.\Totally.\If you talk, even just for a second, the teacher always sees\Hey! Why the hell am I reminiscing with an idiot like you?!\Uh... You were trying to catch me off guard?\Shut up!\When A-chan was going out with that short, cute girl, I completely gave up.\Naturally. You'd think you had no chance with your height. response:	I understand.
context: Totally.\If you talk, even just for a second, the teacher always sees\Hey! Why the hell am I reminiscing with an idiot like you?!\Uh... You were trying to catch me off guard?\Shut up!\When A-chan was going out with that short, cute girl, I completely gave up.\Naturally. You'd think you had no chance with your height.\I understand. response:	Right?
context: If you talk, even just for a second, the teacher always sees\Hey! Why the hell am I reminiscing with an idiot like you?!\Uh... You were trying to catch me off guard?\Shut up!\When A-chan was going out with that short, cute girl, I completely gave up.\Naturally. You'd think you had no chance with your height.\I understand.\Right? response:	That girl was really sweet.
context: Hey! Why the hell am I reminiscing with an idiot like you?!\Uh... You were trying to catch me off guard?\Shut up!\When A-chan was going out with that short, cute girl, I completely gave up.\Naturally. You'd think you had no chance with your height.\I understand.\Right?\That girl was really sweet. response:	I thought that deep down she would've been nasty.
context: Uh... You were trying to catch me off guard?\Shut up!\When A-chan was going out with that short, cute girl, I completely gave up.\Naturally. You'd think you had no chance with your height.\I understand.\Right?\That girl was really sweet.\I thought that deep down she would've been nasty. response:	Yeah. She's not like you, Mimi-chan.
context: Shut up!\When A-chan was going out with that short, cute girl, I completely gave up.\Naturally. You'd think you had no chance with your height.\I understand.\Right?\That girl was really sweet.\I thought that deep down she would've been nasty.\Yeah. She's not like you, Mimi-chan. response:	Yeah, yeah. Deep down I'm really a nasty
context: When A-chan was going out with that short, cute girl, I completely gave up.\Naturally. You'd think you had no chance with your height.\I understand.\Right?\That girl was really sweet.\I thought that deep down she would've been nasty.\Yeah. She's not like you, Mimi-chan.\Yeah, yeah. Deep down I'm really a nasty response:	Shut that damn mouth of yours!
context: Naturally. You'd think you had no chance with your height.\I understand.\Right?\That girl was really sweet.\I thought that deep down she would've been nasty.\Yeah. She's not like you, Mimi-chan.\Yeah, yeah. Deep down I'm really a nasty\Shut that damn mouth of yours! response:	Who the hell are you calling nasty, you idiot?!
context: I understand.\Right?\That girl was really sweet.\I thought that deep down she would've been nasty.\Yeah. She's not like you, Mimi-chan.\Yeah, yeah. Deep down I'm really a nasty\Shut that damn mouth of yours!\Who the hell are you calling nasty, you idiot?! response:	S-Sorry.
context: Right?\That girl was really sweet.\I thought that deep down she would've been nasty.\Yeah. She's not like you, Mimi-chan.\Yeah, yeah. Deep down I'm really a nasty\Shut that damn mouth of yours!\Who the hell are you calling nasty, you idiot?!\S-Sorry. response:	So after he broke up with that great girlfriend, he moved on to this?
context: That girl was really sweet.\I thought that deep down she would've been nasty.\Yeah. She's not like you, Mimi-chan.\Yeah, yeah. Deep down I'm really a nasty\Shut that damn mouth of yours!\Who the hell are you calling nasty, you idiot?!\S-Sorry.\So after he broke up with that great girlfriend, he moved on to this? response:	Tall and stupid!
context: I thought that deep down she would've been nasty.\Yeah. She's not like you, Mimi-chan.\Yeah, yeah. Deep down I'm really a nasty\Shut that damn mouth of yours!\Who the hell are you calling nasty, you idiot?!\S-Sorry.\So after he broke up with that great girlfriend, he moved on to this?\Tall and stupid! response:	In any case, I'm not going to lose to you.
context: Yeah. She's not like you, Mimi-chan.\Yeah, yeah. Deep down I'm really a nasty\Shut that damn mouth of yours!\Who the hell are you calling nasty, you idiot?!\S-Sorry.\So after he broke up with that great girlfriend, he moved on to this?\Tall and stupid!\In any case, I'm not going to lose to you. response:	I'm definitely going to win A-chan back.
context: Yeah, yeah. Deep down I'm really a nasty\Shut that damn mouth of yours!\Who the hell are you calling nasty, you idiot?!\S-Sorry.\So after he broke up with that great girlfriend, he moved on to this?\Tall and stupid!\In any case, I'm not going to lose to you.\I'm definitely going to win A-chan back. response:	That's all I have to say.
context: Shut that damn mouth of yours!\Who the hell are you calling nasty, you idiot?!\S-Sorry.\So after he broke up with that great girlfriend, he moved on to this?\Tall and stupid!\In any case, I'm not going to lose to you.\I'm definitely going to win A-chan back.\That's all I have to say. response:	W-Wait!
context: Who the hell are you calling nasty, you idiot?!\S-Sorry.\So after he broke up with that great girlfriend, he moved on to this?\Tall and stupid!\In any case, I'm not going to lose to you.\I'm definitely going to win A-chan back.\That's all I have to say.\W-Wait! response:	What is it?
context: S-Sorry.\So after he broke up with that great girlfriend, he moved on to this?\Tall and stupid!\In any case, I'm not going to lose to you.\I'm definitely going to win A-chan back.\That's all I have to say.\W-Wait!\What is it? response:	So-Sorry. Could you lend me some money?
context: So after he broke up with that great girlfriend, he moved on to this?\Tall and stupid!\In any case, I'm not going to lose to you.\I'm definitely going to win A-chan back.\That's all I have to say.\W-Wait!\What is it?\So-Sorry. Could you lend me some money? response:	I only have 50 yen on me.
context: Tall and stupid!\In any case, I'm not going to lose to you.\I'm definitely going to win A-chan back.\That's all I have to say.\W-Wait!\What is it?\So-Sorry. Could you lend me some money?\I only have 50 yen on me. response:	50...
context: In any case, I'm not going to lose to you.\I'm definitely going to win A-chan back.\That's all I have to say.\W-Wait!\What is it?\So-Sorry. Could you lend me some money?\I only have 50 yen on me.\50... response:	You've got some guts, walking into a family restaurant with only that much cash on you!
context: I'm definitely going to win A-chan back.\That's all I have to say.\W-Wait!\What is it?\So-Sorry. Could you lend me some money?\I only have 50 yen on me.\50...\You've got some guts, walking into a family restaurant with only that much cash on you! response:	I forgot that I bought a magazine today.
context: That's all I have to say.\W-Wait!\What is it?\So-Sorry. Could you lend me some money?\I only have 50 yen on me.\50...\You've got some guts, walking into a family restaurant with only that much cash on you!\I forgot that I bought a magazine today. response:	You looked so cute and sweet that I totally forgot.
context: W-Wait!\What is it?\So-Sorry. Could you lend me some money?\I only have 50 yen on me.\50...\You've got some guts, walking into a family restaurant with only that much cash on you!\I forgot that I bought a magazine today.\You looked so cute and sweet that I totally forgot. response:	Well, I guess that can't be helped.
context: What is it?\So-Sorry. Could you lend me some money?\I only have 50 yen on me.\50...\You've got some guts, walking into a family restaurant with only that much cash on you!\I forgot that I bought a magazine today.\You looked so cute and sweet that I totally forgot.\Well, I guess that can't be helped. response:	It was a special situation today, so I'll lend you some money.
context: So-Sorry. Could you lend me some money?\I only have 50 yen on me.\50...\You've got some guts, walking into a family restaurant with only that much cash on you!\I forgot that I bought a magazine today.\You looked so cute and sweet that I totally forgot.\Well, I guess that can't be helped.\It was a special situation today, so I'll lend you some money. response:	Wow. You sure are nice.
context: I only have 50 yen on me.\50...\You've got some guts, walking into a family restaurant with only that much cash on you!\I forgot that I bought a magazine today.\You looked so cute and sweet that I totally forgot.\Well, I guess that can't be helped.\It was a special situation today, so I'll lend you some money.\Wow. You sure are nice. response:	I think I left my purse at work.
context: 50...\You've got some guts, walking into a family restaurant with only that much cash on you!\I forgot that I bought a magazine today.\You looked so cute and sweet that I totally forgot.\Well, I guess that can't be helped.\It was a special situation today, so I'll lend you some money.\Wow. You sure are nice.\I think I left my purse at work. response:	What should we do?!
context: You've got some guts, walking into a family restaurant with only that much cash on you!\I forgot that I bought a magazine today.\You looked so cute and sweet that I totally forgot.\Well, I guess that can't be helped.\It was a special situation today, so I'll lend you some money.\Wow. You sure are nice.\I think I left my purse at work.\What should we do?! response:	No idea...
context: I forgot that I bought a magazine today.\You looked so cute and sweet that I totally forgot.\Well, I guess that can't be helped.\It was a special situation today, so I'll lend you some money.\Wow. You sure are nice.\I think I left my purse at work.\What should we do?!\No idea... response:	The total comes to 630 yen.
context: You looked so cute and sweet that I totally forgot.\Well, I guess that can't be helped.\It was a special situation today, so I'll lend you some money.\Wow. You sure are nice.\I think I left my purse at work.\What should we do?!\No idea...\The total comes to 630 yen. response:	What were you thinking?
context: Well, I guess that can't be helped.\It was a special situation today, so I'll lend you some money.\Wow. You sure are nice.\I think I left my purse at work.\What should we do?!\No idea...\The total comes to 630 yen.\What were you thinking? response:	I'm really sorry.
context: It was a special situation today, so I'll lend you some money.\Wow. You sure are nice.\I think I left my purse at work.\What should we do?!\No idea...\The total comes to 630 yen.\What were you thinking?\I'm really sorry. response:	A-chan.
context: Wow. You sure are nice.\I think I left my purse at work.\What should we do?!\No idea...\The total comes to 630 yen.\What were you thinking?\I'm really sorry.\A-chan. response:	Just what is it that you like about her?
context: I think I left my purse at work.\What should we do?!\No idea...\The total comes to 630 yen.\What were you thinking?\I'm really sorry.\A-chan.\Just what is it that you like about her? response:	What's this, all of a sudden?!
context: What should we do?!\No idea...\The total comes to 630 yen.\What were you thinking?\I'm really sorry.\A-chan.\Just what is it that you like about her?\What's this, all of a sudden?! response:	Well, she's nothing like your last girlfriend.
context: No idea...\The total comes to 630 yen.\What were you thinking?\I'm really sorry.\A-chan.\Just what is it that you like about her?\What's this, all of a sudden?!\Well, she's nothing like your last girlfriend. response:	She's taller than you,
context: The total comes to 630 yen.\What were you thinking?\I'm really sorry.\A-chan.\Just what is it that you like about her?\What's this, all of a sudden?!\Well, she's nothing like your last girlfriend.\She's taller than you, response:	I just can't see what's so great about her.
context: What were you thinking?\I'm really sorry.\A-chan.\Just what is it that you like about her?\What's this, all of a sudden?!\Well, she's nothing like your last girlfriend.\She's taller than you,\I just can't see what's so great about her. response:	This isn't the time or the place to talk about this.
context: I'm really sorry.\A-chan.\Just what is it that you like about her?\What's this, all of a sudden?!\Well, she's nothing like your last girlfriend.\She's taller than you,\I just can't see what's so great about her.\This isn't the time or the place to talk about this. response:	Tell me! I need to know!
context: A-chan.\Just what is it that you like about her?\What's this, all of a sudden?!\Well, she's nothing like your last girlfriend.\She's taller than you,\I just can't see what's so great about her.\This isn't the time or the place to talk about this.\Tell me! I need to know! response:	You don't need to. It's not like it's any of your business.
context: Just what is it that you like about her?\What's this, all of a sudden?!\Well, she's nothing like your last girlfriend.\She's taller than you,\I just can't see what's so great about her.\This isn't the time or the place to talk about this.\Tell me! I need to know!\You don't need to. It's not like it's any of your business. response:	Otani
context: What's this, all of a sudden?!\Well, she's nothing like your last girlfriend.\She's taller than you,\I just can't see what's so great about her.\This isn't the time or the place to talk about this.\Tell me! I need to know!\You don't need to. It's not like it's any of your business.\Otani response:	It is my business.
context: Well, she's nothing like your last girlfriend.\She's taller than you,\I just can't see what's so great about her.\This isn't the time or the place to talk about this.\Tell me! I need to know!\You don't need to. It's not like it's any of your business.\Otani\It is my business. response:	I like you much more than she does!
context: She's taller than you,\I just can't see what's so great about her.\This isn't the time or the place to talk about this.\Tell me! I need to know!\You don't need to. It's not like it's any of your business.\Otani\It is my business.\I like you much more than she does! response:	Mimi-chan...
context: I just can't see what's so great about her.\This isn't the time or the place to talk about this.\Tell me! I need to know!\You don't need to. It's not like it's any of your business.\Otani\It is my business.\I like you much more than she does!\Mimi-chan... response:	Are you serious?
context: This isn't the time or the place to talk about this.\Tell me! I need to know!\You don't need to. It's not like it's any of your business.\Otani\It is my business.\I like you much more than she does!\Mimi-chan...\Are you serious? response:	You're an idiot, A-chan!
context: Tell me! I need to know!\You don't need to. It's not like it's any of your business.\Otani\It is my business.\I like you much more than she does!\Mimi-chan...\Are you serious?\You're an idiot, A-chan! response:	Mimi?
context: You don't need to. It's not like it's any of your business.\Otani\It is my business.\I like you much more than she does!\Mimi-chan...\Are you serious?\You're an idiot, A-chan!\Mimi? response:	I'll go after her.
context: Otani\It is my business.\I like you much more than she does!\Mimi-chan...\Are you serious?\You're an idiot, A-chan!\Mimi?\I'll go after her. response:	Huh? Wait
context: It is my business.\I like you much more than she does!\Mimi-chan...\Are you serious?\You're an idiot, A-chan!\Mimi?\I'll go after her.\Huh? Wait response:	After all, I understand how Mimi-chan feels.
context: I like you much more than she does!\Mimi-chan...\Are you serious?\You're an idiot, A-chan!\Mimi?\I'll go after her.\Huh? Wait\After all, I understand how Mimi-chan feels. response:	Did A-chan say anything?
context: Mimi-chan...\Are you serious?\You're an idiot, A-chan!\Mimi?\I'll go after her.\Huh? Wait\After all, I understand how Mimi-chan feels.\Did A-chan say anything? response:	Is he angry with me?
context: Are you serious?\You're an idiot, A-chan!\Mimi?\I'll go after her.\Huh? Wait\After all, I understand how Mimi-chan feels.\Did A-chan say anything?\Is he angry with me? response:	No. He's not angry.
context: You're an idiot, A-chan!\Mimi?\I'll go after her.\Huh? Wait\After all, I understand how Mimi-chan feels.\Did A-chan say anything?\Is he angry with me?\No. He's not angry. response:	But I... I yelled at him and called him an idiot.
context: Mimi?\I'll go after her.\Huh? Wait\After all, I understand how Mimi-chan feels.\Did A-chan say anything?\Is he angry with me?\No. He's not angry.\But I... I yelled at him and called him an idiot. response:	You're an idiot, A-chan!
context: I'll go after her.\Huh? Wait\After all, I understand how Mimi-chan feels.\Did A-chan say anything?\Is he angry with me?\No. He's not angry.\But I... I yelled at him and called him an idiot.\You're an idiot, A-chan! response:	You don't need to worry about that.
context: Huh? Wait\After all, I understand how Mimi-chan feels.\Did A-chan say anything?\Is he angry with me?\No. He's not angry.\But I... I yelled at him and called him an idiot.\You're an idiot, A-chan!\You don't need to worry about that. response:	He really is an idiot, after all.
context: After all, I understand how Mimi-chan feels.\Did A-chan say anything?\Is he angry with me?\No. He's not angry.\But I... I yelled at him and called him an idiot.\You're an idiot, A-chan!\You don't need to worry about that.\He really is an idiot, after all. response:	How could he say that in response to a confession? That idiot...
context: Did A-chan say anything?\Is he angry with me?\No. He's not angry.\But I... I yelled at him and called him an idiot.\You're an idiot, A-chan!\You don't need to worry about that.\He really is an idiot, after all.\How could he say that in response to a confession? That idiot... response:	A-chan is not an idiot!
context: Is he angry with me?\No. He's not angry.\But I... I yelled at him and called him an idiot.\You're an idiot, A-chan!\You don't need to worry about that.\He really is an idiot, after all.\How could he say that in response to a confession? That idiot...\A-chan is not an idiot! response:	Anyone would be shocked by a sudden confession like that!
context: No. He's not angry.\But I... I yelled at him and called him an idiot.\You're an idiot, A-chan!\You don't need to worry about that.\He really is an idiot, after all.\How could he say that in response to a confession? That idiot...\A-chan is not an idiot!\Anyone would be shocked by a sudden confession like that! response:	I'm the one who was in the wrong.
context: But I... I yelled at him and called him an idiot.\You're an idiot, A-chan!\You don't need to worry about that.\He really is an idiot, after all.\How could he say that in response to a confession? That idiot...\A-chan is not an idiot!\Anyone would be shocked by a sudden confession like that!\I'm the one who was in the wrong. response:	Don't say bad things about A-chan!
context: You're an idiot, A-chan!\You don't need to worry about that.\He really is an idiot, after all.\How could he say that in response to a confession? That idiot...\A-chan is not an idiot!\Anyone would be shocked by a sudden confession like that!\I'm the one who was in the wrong.\Don't say bad things about A-chan! response:	I've never talked to him that way before.
context: You don't need to worry about that.\He really is an idiot, after all.\How could he say that in response to a confession? That idiot...\A-chan is not an idiot!\Anyone would be shocked by a sudden confession like that!\I'm the one who was in the wrong.\Don't say bad things about A-chan!\I've never talked to him that way before. response:	I lost it and said something I shouldn't have...
context: He really is an idiot, after all.\How could he say that in response to a confession? That idiot...\A-chan is not an idiot!\Anyone would be shocked by a sudden confession like that!\I'm the one who was in the wrong.\Don't say bad things about A-chan!\I've never talked to him that way before.\I lost it and said something I shouldn't have... response:	This is all your fault, you cow!
context: How could he say that in response to a confession? That idiot...\A-chan is not an idiot!\Anyone would be shocked by a sudden confession like that!\I'm the one who was in the wrong.\Don't say bad things about A-chan!\I've never talked to him that way before.\I lost it and said something I shouldn't have...\This is all your fault, you cow! response:	It's your fault that my life is falling apart!
context: A-chan is not an idiot!\Anyone would be shocked by a sudden confession like that!\I'm the one who was in the wrong.\Don't say bad things about A-chan!\I've never talked to him that way before.\I lost it and said something I shouldn't have...\This is all your fault, you cow!\It's your fault that my life is falling apart! response:	What are you gonna do about it, eh?
context: Anyone would be shocked by a sudden confession like that!\I'm the one who was in the wrong.\Don't say bad things about A-chan!\I've never talked to him that way before.\I lost it and said something I shouldn't have...\This is all your fault, you cow!\It's your fault that my life is falling apart!\What are you gonna do about it, eh? response:	Cat got your tongue? Why don't you try responding?
context: I'm the one who was in the wrong.\Don't say bad things about A-chan!\I've never talked to him that way before.\I lost it and said something I shouldn't have...\This is all your fault, you cow!\It's your fault that my life is falling apart!\What are you gonna do about it, eh?\Cat got your tongue? Why don't you try responding? response:	Are you lookin' for a fight, you dumb bitch?!
context: Don't say bad things about A-chan!\I've never talked to him that way before.\I lost it and said something I shouldn't have...\This is all your fault, you cow!\It's your fault that my life is falling apart!\What are you gonna do about it, eh?\Cat got your tongue? Why don't you try responding?\Are you lookin' for a fight, you dumb bitch?! response:	Mi...mi...
context: I've never talked to him that way before.\I lost it and said something I shouldn't have...\This is all your fault, you cow!\It's your fault that my life is falling apart!\What are you gonna do about it, eh?\Cat got your tongue? Why don't you try responding?\Are you lookin' for a fight, you dumb bitch?!\Mi...mi... response:	Oh dear...
context: I lost it and said something I shouldn't have...\This is all your fault, you cow!\It's your fault that my life is falling apart!\What are you gonna do about it, eh?\Cat got your tongue? Why don't you try responding?\Are you lookin' for a fight, you dumb bitch?!\Mi...mi...\Oh dear... response:	She must be really down, now that you've seen her true colors.
context: This is all your fault, you cow!\It's your fault that my life is falling apart!\What are you gonna do about it, eh?\Cat got your tongue? Why don't you try responding?\Are you lookin' for a fight, you dumb bitch?!\Mi...mi...\Oh dear...\She must be really down, now that you've seen her true colors. response:	What do you mean by that?
context: It's your fault that my life is falling apart!\What are you gonna do about it, eh?\Cat got your tongue? Why don't you try responding?\Are you lookin' for a fight, you dumb bitch?!\Mi...mi...\Oh dear...\She must be really down, now that you've seen her true colors.\What do you mean by that? response:	Are you trying to tell me that the Mimi I know...
context: What are you gonna do about it, eh?\Cat got your tongue? Why don't you try responding?\Are you lookin' for a fight, you dumb bitch?!\Mi...mi...\Oh dear...\She must be really down, now that you've seen her true colors.\What do you mean by that?\Are you trying to tell me that the Mimi I know... response:	Of course she wants to act cute in front of the guy she likes.
