context: Congratulations, Louise FranCoise. response:	I really am unworthy of such an honorary title as Chevalier.
context: No, better to say you are, from the looks of it.\I am Scarron. I run a tavern just up ahead!\A tavern?\Yes! A tavern!\Would you like me to furnish you two with one of our rooms?\Really?\Saito!\H-o-w-e-v-e-r, on one condition. response:	Understood, my fairies?
context: I am Scarron. I run a tavern just up ahead!\A tavern?\Yes! A tavern!\Would you like me to furnish you two with one of our rooms?\Really?\Saito!\H-o-w-e-v-e-r, on one condition.\Understood, my fairies? response:	Yes, Manager Scarron!
context: A tavern?\Yes! A tavern!\Would you like me to furnish you two with one of our rooms?\Really?\Saito!\H-o-w-e-v-e-r, on one condition.\Understood, my fairies?\Yes, Manager Scarron! response:	Not like that!
context: Yes! A tavern!\Would you like me to furnish you two with one of our rooms?\Really?\Saito!\H-o-w-e-v-e-r, on one condition.\Understood, my fairies?\Yes, Manager Scarron!\Not like that! response:	When we're in the shoppe, I've told you to call me Mi Madmoiselle!
context: Would you like me to furnish you two with one of our rooms?\Really?\Saito!\H-o-w-e-v-e-r, on one condition.\Understood, my fairies?\Yes, Manager Scarron!\Not like that!\When we're in the shoppe, I've told you to call me Mi Madmoiselle! response:	Yes, mi madmoiselle!
context: Really?\Saito!\H-o-w-e-v-e-r, on one condition.\Understood, my fairies?\Yes, Manager Scarron!\Not like that!\When we're in the shoppe, I've told you to call me Mi Madmoiselle!\Yes, mi madmoiselle! response:	Tres bien!
context: Saito!\H-o-w-e-v-e-r, on one condition.\Understood, my fairies?\Yes, Manager Scarron!\Not like that!\When we're in the shoppe, I've told you to call me Mi Madmoiselle!\Yes, mi madmoiselle!\Tres bien! response:	Such ecstasy!
context: H-o-w-e-v-e-r, on one condition.\Understood, my fairies?\Yes, Manager Scarron!\Not like that!\When we're in the shoppe, I've told you to call me Mi Madmoiselle!\Yes, mi madmoiselle!\Tres bien!\Such ecstasy! response:	Now, good news to all fairies!
context: Understood, my fairies?\Yes, Manager Scarron!\Not like that!\When we're in the shoppe, I've told you to call me Mi Madmoiselle!\Yes, mi madmoiselle!\Tres bien!\Such ecstasy!\Now, good news to all fairies! response:	We have someone new joining us here
context: Yes, Manager Scarron!\Not like that!\When we're in the shoppe, I've told you to call me Mi Madmoiselle!\Yes, mi madmoiselle!\Tres bien!\Such ecstasy!\Now, good news to all fairies!\We have someone new joining us here response:	at the Enchanting Fairy Tavern today!
context: Not like that!\When we're in the shoppe, I've told you to call me Mi Madmoiselle!\Yes, mi madmoiselle!\Tres bien!\Such ecstasy!\Now, good news to all fairies!\We have someone new joining us here\at the Enchanting Fairy Tavern today! response:	Louise, come on in!
context: When we're in the shoppe, I've told you to call me Mi Madmoiselle!\Yes, mi madmoiselle!\Tres bien!\Such ecstasy!\Now, good news to all fairies!\We have someone new joining us here\at the Enchanting Fairy Tavern today!\Louise, come on in! response:	Louise is a poor little girl who ran away
context: Yes, mi madmoiselle!\Tres bien!\Such ecstasy!\Now, good news to all fairies!\We have someone new joining us here\at the Enchanting Fairy Tavern today!\Louise, come on in!\Louise is a poor little girl who ran away response:	with her older brother right before her father
context: Tres bien!\Such ecstasy!\Now, good news to all fairies!\We have someone new joining us here\at the Enchanting Fairy Tavern today!\Louise, come on in!\Louise is a poor little girl who ran away\with her older brother right before her father response:	sold her off to pay for his gambling debt!
context: Such ecstasy!\Now, good news to all fairies!\We have someone new joining us here\at the Enchanting Fairy Tavern today!\Louise, come on in!\Louise is a poor little girl who ran away\with her older brother right before her father\sold her off to pay for his gambling debt! response:	Oh, my!
context: Now, good news to all fairies!\We have someone new joining us here\at the Enchanting Fairy Tavern today!\Louise, come on in!\Louise is a poor little girl who ran away\with her older brother right before her father\sold her off to pay for his gambling debt!\Oh, my! response:	Poor thing!
context: We have someone new joining us here\at the Enchanting Fairy Tavern today!\Louise, come on in!\Louise is a poor little girl who ran away\with her older brother right before her father\sold her off to pay for his gambling debt!\Oh, my!\Poor thing! response:	I'm Louise.
context: at the Enchanting Fairy Tavern today!\Louise, come on in!\Louise is a poor little girl who ran away\with her older brother right before her father\sold her off to pay for his gambling debt!\Oh, my!\Poor thing!\I'm Louise. response:	Nice to meet you.
context: Louise, come on in!\Louise is a poor little girl who ran away\with her older brother right before her father\sold her off to pay for his gambling debt!\Oh, my!\Poor thing!\I'm Louise.\Nice to meet you. response:	Now, applause!
context: Louise is a poor little girl who ran away\with her older brother right before her father\sold her off to pay for his gambling debt!\Oh, my!\Poor thing!\I'm Louise.\Nice to meet you.\Now, applause! response:	Oh, man...
context: with her older brother right before her father\sold her off to pay for his gambling debt!\Oh, my!\Poor thing!\I'm Louise.\Nice to meet you.\Now, applause!\Oh, man... response:	She looks pretty upset.
context: sold her off to pay for his gambling debt!\Oh, my!\Poor thing!\I'm Louise.\Nice to meet you.\Now, applause!\Oh, man...\She looks pretty upset. response:	Hey, new guy, come help clean the dishes!
context: Oh, my!\Poor thing!\I'm Louise.\Nice to meet you.\Now, applause!\Oh, man...\She looks pretty upset.\Hey, new guy, come help clean the dishes! response:	We're about to open!
context: Poor thing!\I'm Louise.\Nice to meet you.\Now, applause!\Oh, man...\She looks pretty upset.\Hey, new guy, come help clean the dishes!\We're about to open! response:	Sure, right away!
context: I'm Louise.\Nice to meet you.\Now, applause!\Oh, man...\She looks pretty upset.\Hey, new guy, come help clean the dishes!\We're about to open!\Sure, right away! response:	You have a very cute younger sister.
context: Nice to meet you.\Now, applause!\Oh, man...\She looks pretty upset.\Hey, new guy, come help clean the dishes!\We're about to open!\Sure, right away!\You have a very cute younger sister. response:	Thanks.
context: Now, applause!\Oh, man...\She looks pretty upset.\Hey, new guy, come help clean the dishes!\We're about to open!\Sure, right away!\You have a very cute younger sister.\Thanks. response:	What?
context: Oh, man...\She looks pretty upset.\Hey, new guy, come help clean the dishes!\We're about to open!\Sure, right away!\You have a very cute younger sister.\Thanks.\What? response:	Nothing. I'm Jessica. You are?
context: She looks pretty upset.\Hey, new guy, come help clean the dishes!\We're about to open!\Sure, right away!\You have a very cute younger sister.\Thanks.\What?\Nothing. I'm Jessica. You are? response:	I'm Saito.
context: Hey, new guy, come help clean the dishes!\We're about to open!\Sure, right away!\You have a very cute younger sister.\Thanks.\What?\Nothing. I'm Jessica. You are?\I'm Saito. response:	Saito? That's an unusual name.
context: We're about to open!\Sure, right away!\You have a very cute younger sister.\Thanks.\What?\Nothing. I'm Jessica. You are?\I'm Saito.\Saito? That's an unusual name. response:	I get that a lot.
context: Sure, right away!\You have a very cute younger sister.\Thanks.\What?\Nothing. I'm Jessica. You are?\I'm Saito.\Saito? That's an unusual name.\I get that a lot. response:	Nice to meet you, Saito.
context: You have a very cute younger sister.\Thanks.\What?\Nothing. I'm Jessica. You are?\I'm Saito.\Saito? That's an unusual name.\I get that a lot.\Nice to meet you, Saito. response:	Ask me if you have anything you want to know about this place.
context: Thanks.\What?\Nothing. I'm Jessica. You are?\I'm Saito.\Saito? That's an unusual name.\I get that a lot.\Nice to meet you, Saito.\Ask me if you have anything you want to know about this place. response:	Nice to meet you!
context: What?\Nothing. I'm Jessica. You are?\I'm Saito.\Saito? That's an unusual name.\I get that a lot.\Nice to meet you, Saito.\Ask me if you have anything you want to know about this place.\Nice to meet you! response:	That stupid dog...
context: Nothing. I'm Jessica. You are?\I'm Saito.\Saito? That's an unusual name.\I get that a lot.\Nice to meet you, Saito.\Ask me if you have anything you want to know about this place.\Nice to meet you!\That stupid dog... response:	Now, everyone...
context: I'm Saito.\Saito? That's an unusual name.\I get that a lot.\Nice to meet you, Saito.\Ask me if you have anything you want to know about this place.\Nice to meet you!\That stupid dog...\Now, everyone... response:	Now that I've introduced our new girl,
context: Saito? That's an unusual name.\I get that a lot.\Nice to meet you, Saito.\Ask me if you have anything you want to know about this place.\Nice to meet you!\That stupid dog...\Now, everyone...\Now that I've introduced our new girl, response:	I'm pleased to announce that this week is the long-awaited tip race!
context: I get that a lot.\Nice to meet you, Saito.\Ask me if you have anything you want to know about this place.\Nice to meet you!\That stupid dog...\Now, everyone...\Now that I've introduced our new girl,\I'm pleased to announce that this week is the long-awaited tip race! response:	Tip race?
context: Nice to meet you, Saito.\Ask me if you have anything you want to know about this place.\Nice to meet you!\That stupid dog...\Now, everyone...\Now that I've introduced our new girl,\I'm pleased to announce that this week is the long-awaited tip race!\Tip race? response:	The fairy who earns the biggest tip total gets a special bonus.
context: Ask me if you have anything you want to know about this place.\Nice to meet you!\That stupid dog...\Now, everyone...\Now that I've introduced our new girl,\I'm pleased to announce that this week is the long-awaited tip race!\Tip race?\The fairy who earns the biggest tip total gets a special bonus. response:	And, ta-dah!
context: Nice to meet you!\That stupid dog...\Now, everyone...\Now that I've introduced our new girl,\I'm pleased to announce that this week is the long-awaited tip race!\Tip race?\The fairy who earns the biggest tip total gets a special bonus.\And, ta-dah! response:	You will have the right for one day to wear the family heirloom
context: That stupid dog...\Now, everyone...\Now that I've introduced our new girl,\I'm pleased to announce that this week is the long-awaited tip race!\Tip race?\The fairy who earns the biggest tip total gets a special bonus.\And, ta-dah!\You will have the right for one day to wear the family heirloom response:	that is our namesake, the Enchanting Fairy Bustier!
context: Now, everyone...\Now that I've introduced our new girl,\I'm pleased to announce that this week is the long-awaited tip race!\Tip race?\The fairy who earns the biggest tip total gets a special bonus.\And, ta-dah!\You will have the right for one day to wear the family heirloom\that is our namesake, the Enchanting Fairy Bustier! response:	So wonderful, mi madmoiselle!
context: Now that I've introduced our new girl,\I'm pleased to announce that this week is the long-awaited tip race!\Tip race?\The fairy who earns the biggest tip total gets a special bonus.\And, ta-dah!\You will have the right for one day to wear the family heirloom\that is our namesake, the Enchanting Fairy Bustier!\So wonderful, mi madmoiselle! response:	Tres bien!
context: I'm pleased to announce that this week is the long-awaited tip race!\Tip race?\The fairy who earns the biggest tip total gets a special bonus.\And, ta-dah!\You will have the right for one day to wear the family heirloom\that is our namesake, the Enchanting Fairy Bustier!\So wonderful, mi madmoiselle!\Tres bien! response:	This bustier is enchanted with magic that charms people,
context: Tip race?\The fairy who earns the biggest tip total gets a special bonus.\And, ta-dah!\You will have the right for one day to wear the family heirloom\that is our namesake, the Enchanting Fairy Bustier!\So wonderful, mi madmoiselle!\Tres bien!\This bustier is enchanted with magic that charms people, response:	so the day you wear this, you can earn without limit!
context: The fairy who earns the biggest tip total gets a special bonus.\And, ta-dah!\You will have the right for one day to wear the family heirloom\that is our namesake, the Enchanting Fairy Bustier!\So wonderful, mi madmoiselle!\Tres bien!\This bustier is enchanted with magic that charms people,\so the day you wear this, you can earn without limit! response:	Earning without limits?!
context: And, ta-dah!\You will have the right for one day to wear the family heirloom\that is our namesake, the Enchanting Fairy Bustier!\So wonderful, mi madmoiselle!\Tres bien!\This bustier is enchanted with magic that charms people,\so the day you wear this, you can earn without limit!\Earning without limits?! response:	The girl who won the race last year earned so much,
context: You will have the right for one day to wear the family heirloom\that is our namesake, the Enchanting Fairy Bustier!\So wonderful, mi madmoiselle!\Tres bien!\This bustier is enchanted with magic that charms people,\so the day you wear this, you can earn without limit!\Earning without limits?!\The girl who won the race last year earned so much, response:	she went back to her hometown!
context: that is our namesake, the Enchanting Fairy Bustier!\So wonderful, mi madmoiselle!\Tres bien!\This bustier is enchanted with magic that charms people,\so the day you wear this, you can earn without limit!\Earning without limits?!\The girl who won the race last year earned so much,\she went back to her hometown! response:	So all of you, do your best,
context: So wonderful, mi madmoiselle!\Tres bien!\This bustier is enchanted with magic that charms people,\so the day you wear this, you can earn without limit!\Earning without limits?!\The girl who won the race last year earned so much,\she went back to her hometown!\So all of you, do your best, response:	in hopes of being able to wear this bustier!
context: Tres bien!\This bustier is enchanted with magic that charms people,\so the day you wear this, you can earn without limit!\Earning without limits?!\The girl who won the race last year earned so much,\she went back to her hometown!\So all of you, do your best,\in hopes of being able to wear this bustier! response:	Yes, sir!
context: This bustier is enchanted with magic that charms people,\so the day you wear this, you can earn without limit!\Earning without limits?!\The girl who won the race last year earned so much,\she went back to her hometown!\So all of you, do your best,\in hopes of being able to wear this bustier!\Yes, sir! response:	You too, new girl!
context: so the day you wear this, you can earn without limit!\Earning without limits?!\The girl who won the race last year earned so much,\she went back to her hometown!\So all of you, do your best,\in hopes of being able to wear this bustier!\Yes, sir!\You too, new girl! response:	Sure!
context: Earning without limits?!\The girl who won the race last year earned so much,\she went back to her hometown!\So all of you, do your best,\in hopes of being able to wear this bustier!\Yes, sir!\You too, new girl!\Sure! response:	This is my chance!
context: The girl who won the race last year earned so much,\she went back to her hometown!\So all of you, do your best,\in hopes of being able to wear this bustier!\Yes, sir!\You too, new girl!\Sure!\This is my chance! response:	I've brought you what you ordered.
context: she went back to her hometown!\So all of you, do your best,\in hopes of being able to wear this bustier!\Yes, sir!\You too, new girl!\Sure!\This is my chance!\I've brought you what you ordered. response:	What are you doing, girl?
context: So all of you, do your best,\in hopes of being able to wear this bustier!\Yes, sir!\You too, new girl!\Sure!\This is my chance!\I've brought you what you ordered.\What are you doing, girl? response:	Hurry up and pour it.
context: in hopes of being able to wear this bustier!\Yes, sir!\You too, new girl!\Sure!\This is my chance!\I've brought you what you ordered.\What are you doing, girl?\Hurry up and pour it. response:	Serving a peasant... Me, a noble?
context: Yes, sir!\You too, new girl!\Sure!\This is my chance!\I've brought you what you ordered.\What are you doing, girl?\Hurry up and pour it.\Serving a peasant... Me, a noble? response:	What are you dong? Hurry up with it.
context: You too, new girl!\Sure!\This is my chance!\I've brought you what you ordered.\What are you doing, girl?\Hurry up and pour it.\Serving a peasant... Me, a noble?\What are you dong? Hurry up with it. response:	This is a mission. This is a mission.
context: Sure!\This is my chance!\I've brought you what you ordered.\What are you doing, girl?\Hurry up and pour it.\Serving a peasant... Me, a noble?\What are you dong? Hurry up with it.\This is a mission. This is a mission. response:	Then, I would like to serve you now...
context: This is my chance!\I've brought you what you ordered.\What are you doing, girl?\Hurry up and pour it.\Serving a peasant... Me, a noble?\What are you dong? Hurry up with it.\This is a mission. This is a mission.\Then, I would like to serve you now... response:	What are you doing?!
context: I've brought you what you ordered.\What are you doing, girl?\Hurry up and pour it.\Serving a peasant... Me, a noble?\What are you dong? Hurry up with it.\This is a mission. This is a mission.\Then, I would like to serve you now...\What are you doing?! response:	I'm sorry...
context: What are you doing, girl?\Hurry up and pour it.\Serving a peasant... Me, a noble?\What are you dong? Hurry up with it.\This is a mission. This is a mission.\Then, I would like to serve you now...\What are you doing?!\I'm sorry... response:	You're a cutie.
context: Hurry up and pour it.\Serving a peasant... Me, a noble?\What are you dong? Hurry up with it.\This is a mission. This is a mission.\Then, I would like to serve you now...\What are you doing?!\I'm sorry...\You're a cutie. response:	It's a shame that you don't got much boobs!
context: Serving a peasant... Me, a noble?\What are you dong? Hurry up with it.\This is a mission. This is a mission.\Then, I would like to serve you now...\What are you doing?!\I'm sorry...\You're a cutie.\It's a shame that you don't got much boobs! response:	Then, to make up for it, I want you to serve me mouth-to-mouth.
context: What are you dong? Hurry up with it.\This is a mission. This is a mission.\Then, I would like to serve you now...\What are you doing?!\I'm sorry...\You're a cutie.\It's a shame that you don't got much boobs!\Then, to make up for it, I want you to serve me mouth-to-mouth. response:	What was that for, you brat?!
context: This is a mission. This is a mission.\Then, I would like to serve you now...\What are you doing?!\I'm sorry...\You're a cutie.\It's a shame that you don't got much boobs!\Then, to make up for it, I want you to serve me mouth-to-mouth.\What was that for, you brat?! response:	You filthy scum!
context: Then, I would like to serve you now...\What are you doing?!\I'm sorry...\You're a cutie.\It's a shame that you don't got much boobs!\Then, to make up for it, I want you to serve me mouth-to-mouth.\What was that for, you brat?!\You filthy scum! response:	How dare you do this to a Duke's...
context: What are you doing?!\I'm sorry...\You're a cutie.\It's a shame that you don't got much boobs!\Then, to make up for it, I want you to serve me mouth-to-mouth.\What was that for, you brat?!\You filthy scum!\How dare you do this to a Duke's... response:	Oh, I'm terribly sorry.
context: I'm sorry...\You're a cutie.\It's a shame that you don't got much boobs!\Then, to make up for it, I want you to serve me mouth-to-mouth.\What was that for, you brat?!\You filthy scum!\How dare you do this to a Duke's...\Oh, I'm terribly sorry. response:	She's a new girl, so she's not used to this yet.
context: You're a cutie.\It's a shame that you don't got much boobs!\Then, to make up for it, I want you to serve me mouth-to-mouth.\What was that for, you brat?!\You filthy scum!\How dare you do this to a Duke's...\Oh, I'm terribly sorry.\She's a new girl, so she's not used to this yet. response:	Louise, bring a new washcloth.
context: It's a shame that you don't got much boobs!\Then, to make up for it, I want you to serve me mouth-to-mouth.\What was that for, you brat?!\You filthy scum!\How dare you do this to a Duke's...\Oh, I'm terribly sorry.\She's a new girl, so she's not used to this yet.\Louise, bring a new washcloth. response:	Okay!
context: Then, to make up for it, I want you to serve me mouth-to-mouth.\What was that for, you brat?!\You filthy scum!\How dare you do this to a Duke's...\Oh, I'm terribly sorry.\She's a new girl, so she's not used to this yet.\Louise, bring a new washcloth.\Okay! response:	In her place, I'll provide you with very special service!
context: What was that for, you brat?!\You filthy scum!\How dare you do this to a Duke's...\Oh, I'm terribly sorry.\She's a new girl, so she's not used to this yet.\Louise, bring a new washcloth.\Okay!\In her place, I'll provide you with very special service! response:	Hold on, stop it... No!
context: You filthy scum!\How dare you do this to a Duke's...\Oh, I'm terribly sorry.\She's a new girl, so she's not used to this yet.\Louise, bring a new washcloth.\Okay!\In her place, I'll provide you with very special service!\Hold on, stop it... No! response:	You've got to be kidding!
context: How dare you do this to a Duke's...\Oh, I'm terribly sorry.\She's a new girl, so she's not used to this yet.\Louise, bring a new washcloth.\Okay!\In her place, I'll provide you with very special service!\Hold on, stop it... No!\You've got to be kidding! response:	Why do I, a daughter of a Duke, have to deal with such a...
context: Oh, I'm terribly sorry.\She's a new girl, so she's not used to this yet.\Louise, bring a new washcloth.\Okay!\In her place, I'll provide you with very special service!\Hold on, stop it... No!\You've got to be kidding!\Why do I, a daughter of a Duke, have to deal with such a... response:	Calm down...
context: She's a new girl, so she's not used to this yet.\Louise, bring a new washcloth.\Okay!\In her place, I'll provide you with very special service!\Hold on, stop it... No!\You've got to be kidding!\Why do I, a daughter of a Duke, have to deal with such a...\Calm down... response:	For now, we've secured a place to sleep and some food,
context: Louise, bring a new washcloth.\Okay!\In her place, I'll provide you with very special service!\Hold on, stop it... No!\You've got to be kidding!\Why do I, a daughter of a Duke, have to deal with such a...\Calm down...\For now, we've secured a place to sleep and some food, response:	and on top of that we can make some money.
context: Okay!\In her place, I'll provide you with very special service!\Hold on, stop it... No!\You've got to be kidding!\Why do I, a daughter of a Duke, have to deal with such a...\Calm down...\For now, we've secured a place to sleep and some food,\and on top of that we can make some money. response:	A place to sleep? Where?
context: In her place, I'll provide you with very special service!\Hold on, stop it... No!\You've got to be kidding!\Why do I, a daughter of a Duke, have to deal with such a...\Calm down...\For now, we've secured a place to sleep and some food,\and on top of that we can make some money.\A place to sleep? Where? response:	You mean this attic that looks more like a closet?
context: Hold on, stop it... No!\You've got to be kidding!\Why do I, a daughter of a Duke, have to deal with such a...\Calm down...\For now, we've secured a place to sleep and some food,\and on top of that we can make some money.\A place to sleep? Where?\You mean this attic that looks more like a closet? response:	He said that a lot of his customers were nobles.
context: You've got to be kidding!\Why do I, a daughter of a Duke, have to deal with such a...\Calm down...\For now, we've secured a place to sleep and some food,\and on top of that we can make some money.\A place to sleep? Where?\You mean this attic that looks more like a closet?\He said that a lot of his customers were nobles. response:	So we're killing three birds with one stone, right?
context: Why do I, a daughter of a Duke, have to deal with such a...\Calm down...\For now, we've secured a place to sleep and some food,\and on top of that we can make some money.\A place to sleep? Where?\You mean this attic that looks more like a closet?\He said that a lot of his customers were nobles.\So we're killing three birds with one stone, right? response:	You're well off.
context: Calm down...\For now, we've secured a place to sleep and some food,\and on top of that we can make some money.\A place to sleep? Where?\You mean this attic that looks more like a closet?\He said that a lot of his customers were nobles.\So we're killing three birds with one stone, right?\You're well off. response:	You seem to be having fun with that girl.
context: For now, we've secured a place to sleep and some food,\and on top of that we can make some money.\A place to sleep? Where?\You mean this attic that looks more like a closet?\He said that a lot of his customers were nobles.\So we're killing three birds with one stone, right?\You're well off.\You seem to be having fun with that girl. response:	Girl?
context: and on top of that we can make some money.\A place to sleep? Where?\You mean this attic that looks more like a closet?\He said that a lot of his customers were nobles.\So we're killing three birds with one stone, right?\You're well off.\You seem to be having fun with that girl.\Girl? response:	Nothing.
context: A place to sleep? Where?\You mean this attic that looks more like a closet?\He said that a lot of his customers were nobles.\So we're killing three birds with one stone, right?\You're well off.\You seem to be having fun with that girl.\Girl?\Nothing. response:	But you're going to make a noble like me sleep in a place like this?
context: You mean this attic that looks more like a closet?\He said that a lot of his customers were nobles.\So we're killing three birds with one stone, right?\You're well off.\You seem to be having fun with that girl.\Girl?\Nothing.\But you're going to make a noble like me sleep in a place like this? response:	If you don't want to sleep, you can do whatever you please.
context: He said that a lot of his customers were nobles.\So we're killing three birds with one stone, right?\You're well off.\You seem to be having fun with that girl.\Girl?\Nothing.\But you're going to make a noble like me sleep in a place like this?\If you don't want to sleep, you can do whatever you please. response:	There were too many things going on today, so I'm tired.
context: So we're killing three birds with one stone, right?\You're well off.\You seem to be having fun with that girl.\Girl?\Nothing.\But you're going to make a noble like me sleep in a place like this?\If you don't want to sleep, you can do whatever you please.\There were too many things going on today, so I'm tired. response:	How can you adapt to things so quickly?!
context: You're well off.\You seem to be having fun with that girl.\Girl?\Nothing.\But you're going to make a noble like me sleep in a place like this?\If you don't want to sleep, you can do whatever you please.\There were too many things going on today, so I'm tired.\How can you adapt to things so quickly?! response:	Well, that's the only good trait I have.
context: You seem to be having fun with that girl.\Girl?\Nothing.\But you're going to make a noble like me sleep in a place like this?\If you don't want to sleep, you can do whatever you please.\There were too many things going on today, so I'm tired.\How can you adapt to things so quickly?!\Well, that's the only good trait I have. response:	Besides, it's not much different from how I'm usually treated.
context: Girl?\Nothing.\But you're going to make a noble like me sleep in a place like this?\If you don't want to sleep, you can do whatever you please.\There were too many things going on today, so I'm tired.\How can you adapt to things so quickly?!\Well, that's the only good trait I have.\Besides, it's not much different from how I'm usually treated. response:	Geez! His master is forced to wear something like that,
context: Nothing.\But you're going to make a noble like me sleep in a place like this?\If you don't want to sleep, you can do whatever you please.\There were too many things going on today, so I'm tired.\How can you adapt to things so quickly?!\Well, that's the only good trait I have.\Besides, it's not much different from how I'm usually treated.\Geez! His master is forced to wear something like that, response:	and he feels nothing of it?
context: But you're going to make a noble like me sleep in a place like this?\If you don't want to sleep, you can do whatever you please.\There were too many things going on today, so I'm tired.\How can you adapt to things so quickly?!\Well, that's the only good trait I have.\Besides, it's not much different from how I'm usually treated.\Geez! His master is forced to wear something like that,\and he feels nothing of it? response:	At the least, he could...
context: If you don't want to sleep, you can do whatever you please.\There were too many things going on today, so I'm tired.\How can you adapt to things so quickly?!\Well, that's the only good trait I have.\Besides, it's not much different from how I'm usually treated.\Geez! His master is forced to wear something like that,\and he feels nothing of it?\At the least, he could... response:	Why do I...
context: There were too many things going on today, so I'm tired.\How can you adapt to things so quickly?!\Well, that's the only good trait I have.\Besides, it's not much different from how I'm usually treated.\Geez! His master is forced to wear something like that,\and he feels nothing of it?\At the least, he could...\Why do I... response:	What, she's just a kid!
context: How can you adapt to things so quickly?!\Well, that's the only good trait I have.\Besides, it's not much different from how I'm usually treated.\Geez! His master is forced to wear something like that,\and he feels nothing of it?\At the least, he could...\Why do I...\What, she's just a kid! response:	I thought this place promised sexy girls...
context: Well, that's the only good trait I have.\Besides, it's not much different from how I'm usually treated.\Geez! His master is forced to wear something like that,\and he feels nothing of it?\At the least, he could...\Why do I...\What, she's just a kid!\I thought this place promised sexy girls... response:	You're very pretty!
context: Besides, it's not much different from how I'm usually treated.\Geez! His master is forced to wear something like that,\and he feels nothing of it?\At the least, he could...\Why do I...\What, she's just a kid!\I thought this place promised sexy girls...\You're very pretty! response:	Coquettish girls like you are my type.
context: Geez! His master is forced to wear something like that,\and he feels nothing of it?\At the least, he could...\Why do I...\What, she's just a kid!\I thought this place promised sexy girls...\You're very pretty!\Coquettish girls like you are my type. response:	Especially those really flat...
context: and he feels nothing of it?\At the least, he could...\Why do I...\What, she's just a kid!\I thought this place promised sexy girls...\You're very pretty!\Coquettish girls like you are my type.\Especially those really flat... response:	You're Mr. Scarron's daughter?!
context: At the least, he could...\Why do I...\What, she's just a kid!\I thought this place promised sexy girls...\You're very pretty!\Coquettish girls like you are my type.\Especially those really flat...\You're Mr. Scarron's daughter?! response:	Oh no, you broke another one.
context: Why do I...\What, she's just a kid!\I thought this place promised sexy girls...\You're very pretty!\Coquettish girls like you are my type.\Especially those really flat...\You're Mr. Scarron's daughter?!\Oh no, you broke another one. response:	That's right. I'm in charge of what goes on in the tavern.
context: What, she's just a kid!\I thought this place promised sexy girls...\You're very pretty!\Coquettish girls like you are my type.\Especially those really flat...\You're Mr. Scarron's daughter?!\Oh no, you broke another one.\That's right. I'm in charge of what goes on in the tavern. response:	To think someone like this can be born into this world from such...
context: I thought this place promised sexy girls...\You're very pretty!\Coquettish girls like you are my type.\Especially those really flat...\You're Mr. Scarron's daughter?!\Oh no, you broke another one.\That's right. I'm in charge of what goes on in the tavern.\To think someone like this can be born into this world from such... response:	Louise, you just sit here and watch how the other girls do it.
context: You're very pretty!\Coquettish girls like you are my type.\Especially those really flat...\You're Mr. Scarron's daughter?!\Oh no, you broke another one.\That's right. I'm in charge of what goes on in the tavern.\To think someone like this can be born into this world from such...\Louise, you just sit here and watch how the other girls do it. response:	I'm sorry.
context: Coquettish girls like you are my type.\Especially those really flat...\You're Mr. Scarron's daughter?!\Oh no, you broke another one.\That's right. I'm in charge of what goes on in the tavern.\To think someone like this can be born into this world from such...\Louise, you just sit here and watch how the other girls do it.\I'm sorry. response:	Why do I have to dress up in this embarrassing outfit
context: Especially those really flat...\You're Mr. Scarron's daughter?!\Oh no, you broke another one.\That's right. I'm in charge of what goes on in the tavern.\To think someone like this can be born into this world from such...\Louise, you just sit here and watch how the other girls do it.\I'm sorry.\Why do I have to dress up in this embarrassing outfit response:	and sell favors to these people?
context: You're Mr. Scarron's daughter?!\Oh no, you broke another one.\That's right. I'm in charge of what goes on in the tavern.\To think someone like this can be born into this world from such...\Louise, you just sit here and watch how the other girls do it.\I'm sorry.\Why do I have to dress up in this embarrassing outfit\and sell favors to these people? response:	And on top of it, they keep saying I'm so small and flat.
context: Oh no, you broke another one.\That's right. I'm in charge of what goes on in the tavern.\To think someone like this can be born into this world from such...\Louise, you just sit here and watch how the other girls do it.\I'm sorry.\Why do I have to dress up in this embarrassing outfit\and sell favors to these people?\And on top of it, they keep saying I'm so small and flat. response:	Oh, really? Mr. Scarron did?
context: That's right. I'm in charge of what goes on in the tavern.\To think someone like this can be born into this world from such...\Louise, you just sit here and watch how the other girls do it.\I'm sorry.\Why do I have to dress up in this embarrassing outfit\and sell favors to these people?\And on top of it, they keep saying I'm so small and flat.\Oh, really? Mr. Scarron did? response:	Yeah! He seems to like you an awful lot.
context: To think someone like this can be born into this world from such...\Louise, you just sit here and watch how the other girls do it.\I'm sorry.\Why do I have to dress up in this embarrassing outfit\and sell favors to these people?\And on top of it, they keep saying I'm so small and flat.\Oh, really? Mr. Scarron did?\Yeah! He seems to like you an awful lot. response:	He said you were his type!
context: Louise, you just sit here and watch how the other girls do it.\I'm sorry.\Why do I have to dress up in this embarrassing outfit\and sell favors to these people?\And on top of it, they keep saying I'm so small and flat.\Oh, really? Mr. Scarron did?\Yeah! He seems to like you an awful lot.\He said you were his type! response:	Breasts!
context: I'm sorry.\Why do I have to dress up in this embarrassing outfit\and sell favors to these people?\And on top of it, they keep saying I'm so small and flat.\Oh, really? Mr. Scarron did?\Yeah! He seems to like you an awful lot.\He said you were his type!\Breasts! response:	He's after breasts like the others!
