context: Don't you want to know... response:	Usotsuki na anata nakimushi no atashi
context: Hurry up.\What is it?\It's nothing...\Just tell me already.\You've been like this the whole time.\Isn't this your first time?\It is.\Did you get cold feet or something? response:	Don't talk like that.
context: What is it?\It's nothing...\Just tell me already.\You've been like this the whole time.\Isn't this your first time?\It is.\Did you get cold feet or something?\Don't talk like that. response:	You... hadn't forgotten about Onee-chan at all.
context: It's nothing...\Just tell me already.\You've been like this the whole time.\Isn't this your first time?\It is.\Did you get cold feet or something?\Don't talk like that.\You... hadn't forgotten about Onee-chan at all. response:	You betrayed both me and her...
context: Just tell me already.\You've been like this the whole time.\Isn't this your first time?\It is.\Did you get cold feet or something?\Don't talk like that.\You... hadn't forgotten about Onee-chan at all.\You betrayed both me and her... response:	Or did you just try to use me as a replacement for her?
context: You've been like this the whole time.\Isn't this your first time?\It is.\Did you get cold feet or something?\Don't talk like that.\You... hadn't forgotten about Onee-chan at all.\You betrayed both me and her...\Or did you just try to use me as a replacement for her? response:	Everything is going exactly how you want it to, isn't it?
context: Isn't this your first time?\It is.\Did you get cold feet or something?\Don't talk like that.\You... hadn't forgotten about Onee-chan at all.\You betrayed both me and her...\Or did you just try to use me as a replacement for her?\Everything is going exactly how you want it to, isn't it? response:	Are you satisfied?
context: It is.\Did you get cold feet or something?\Don't talk like that.\You... hadn't forgotten about Onee-chan at all.\You betrayed both me and her...\Or did you just try to use me as a replacement for her?\Everything is going exactly how you want it to, isn't it?\Are you satisfied? response:	Go home.
context: Did you get cold feet or something?\Don't talk like that.\You... hadn't forgotten about Onee-chan at all.\You betrayed both me and her...\Or did you just try to use me as a replacement for her?\Everything is going exactly how you want it to, isn't it?\Are you satisfied?\Go home. response:	Let me...
context: Don't talk like that.\You... hadn't forgotten about Onee-chan at all.\You betrayed both me and her...\Or did you just try to use me as a replacement for her?\Everything is going exactly how you want it to, isn't it?\Are you satisfied?\Go home.\Let me... response:	In Onee-chan's incoming call history...
context: You... hadn't forgotten about Onee-chan at all.\You betrayed both me and her...\Or did you just try to use me as a replacement for her?\Everything is going exactly how you want it to, isn't it?\Are you satisfied?\Go home.\Let me...\In Onee-chan's incoming call history... response:	It wasn't just that day.
context: You betrayed both me and her...\Or did you just try to use me as a replacement for her?\Everything is going exactly how you want it to, isn't it?\Are you satisfied?\Go home.\Let me...\In Onee-chan's incoming call history...\It wasn't just that day. response:	It looked like they were talking all summer.
context: Or did you just try to use me as a replacement for her?\Everything is going exactly how you want it to, isn't it?\Are you satisfied?\Go home.\Let me...\In Onee-chan's incoming call history...\It wasn't just that day.\It looked like they were talking all summer. response:	She betrayed you first.
context: Everything is going exactly how you want it to, isn't it?\Are you satisfied?\Go home.\Let me...\In Onee-chan's incoming call history...\It wasn't just that day.\It looked like they were talking all summer.\She betrayed you first. response:	Aren't you glad?
context: Are you satisfied?\Go home.\Let me...\In Onee-chan's incoming call history...\It wasn't just that day.\It looked like they were talking all summer.\She betrayed you first.\Aren't you glad? response:	Did Yamamoto-san go home?
context: Go home.\Let me...\In Onee-chan's incoming call history...\It wasn't just that day.\It looked like they were talking all summer.\She betrayed you first.\Aren't you glad?\Did Yamamoto-san go home? response:	A-Ah, Yeah.
context: Let me...\In Onee-chan's incoming call history...\It wasn't just that day.\It looked like they were talking all summer.\She betrayed you first.\Aren't you glad?\Did Yamamoto-san go home?\A-Ah, Yeah. response:	That's good.
context: In Onee-chan's incoming call history...\It wasn't just that day.\It looked like they were talking all summer.\She betrayed you first.\Aren't you glad?\Did Yamamoto-san go home?\A-Ah, Yeah.\That's good. response:	You're leaving?
context: It wasn't just that day.\It looked like they were talking all summer.\She betrayed you first.\Aren't you glad?\Did Yamamoto-san go home?\A-Ah, Yeah.\That's good.\You're leaving? response:	Hey, wait up!
context: It looked like they were talking all summer.\She betrayed you first.\Aren't you glad?\Did Yamamoto-san go home?\A-Ah, Yeah.\That's good.\You're leaving?\Hey, wait up! response:	Takahashi.
context: She betrayed you first.\Aren't you glad?\Did Yamamoto-san go home?\A-Ah, Yeah.\That's good.\You're leaving?\Hey, wait up!\Takahashi. response:	That hurt!
context: Aren't you glad?\Did Yamamoto-san go home?\A-Ah, Yeah.\That's good.\You're leaving?\Hey, wait up!\Takahashi.\That hurt! response:	You hit me with the corner of your bag!
context: Did Yamamoto-san go home?\A-Ah, Yeah.\That's good.\You're leaving?\Hey, wait up!\Takahashi.\That hurt!\You hit me with the corner of your bag! response:	Why are you so fast to throw things at me?
context: A-Ah, Yeah.\That's good.\You're leaving?\Hey, wait up!\Takahashi.\That hurt!\You hit me with the corner of your bag!\Why are you so fast to throw things at me? response:	Hey! I'm bleeding!
context: That's good.\You're leaving?\Hey, wait up!\Takahashi.\That hurt!\You hit me with the corner of your bag!\Why are you so fast to throw things at me?\Hey! I'm bleeding! response:	Hey, Takahashi!
context: You're leaving?\Hey, wait up!\Takahashi.\That hurt!\You hit me with the corner of your bag!\Why are you so fast to throw things at me?\Hey! I'm bleeding!\Hey, Takahashi! response:	Wait!
context: Hey, wait up!\Takahashi.\That hurt!\You hit me with the corner of your bag!\Why are you so fast to throw things at me?\Hey! I'm bleeding!\Hey, Takahashi!\Wait! response:	You liar!
context: Takahashi.\That hurt!\You hit me with the corner of your bag!\Why are you so fast to throw things at me?\Hey! I'm bleeding!\Hey, Takahashi!\Wait!\You liar! response:	Why am I an outsider?!
context: That hurt!\You hit me with the corner of your bag!\Why are you so fast to throw things at me?\Hey! I'm bleeding!\Hey, Takahashi!\Wait!\You liar!\Why am I an outsider?! response:	Why couldn't you let me hear what she had to say?!
context: You hit me with the corner of your bag!\Why are you so fast to throw things at me?\Hey! I'm bleeding!\Hey, Takahashi!\Wait!\You liar!\Why am I an outsider?!\Why couldn't you let me hear what she had to say?! response:	You're hiding something, aren't you?!
context: Why are you so fast to throw things at me?\Hey! I'm bleeding!\Hey, Takahashi!\Wait!\You liar!\Why am I an outsider?!\Why couldn't you let me hear what she had to say?!\You're hiding something, aren't you?! response:	I'm not hiding anything...
context: Hey! I'm bleeding!\Hey, Takahashi!\Wait!\You liar!\Why am I an outsider?!\Why couldn't you let me hear what she had to say?!\You're hiding something, aren't you?!\I'm not hiding anything... response:	You're the one who said there'd be no secrets between us!
context: Hey, Takahashi!\Wait!\You liar!\Why am I an outsider?!\Why couldn't you let me hear what she had to say?!\You're hiding something, aren't you?!\I'm not hiding anything...\You're the one who said there'd be no secrets between us! response:	You tell me not to betray you, but you go and betray me!
context: Wait!\You liar!\Why am I an outsider?!\Why couldn't you let me hear what she had to say?!\You're hiding something, aren't you?!\I'm not hiding anything...\You're the one who said there'd be no secrets between us!\You tell me not to betray you, but you go and betray me! response:	Takahashi, betraying someone isn't like that.
context: You liar!\Why am I an outsider?!\Why couldn't you let me hear what she had to say?!\You're hiding something, aren't you?!\I'm not hiding anything...\You're the one who said there'd be no secrets between us!\You tell me not to betray you, but you go and betray me!\Takahashi, betraying someone isn't like that. response:	Should I tell you what it means to betray someone?
context: Why am I an outsider?!\Why couldn't you let me hear what she had to say?!\You're hiding something, aren't you?!\I'm not hiding anything...\You're the one who said there'd be no secrets between us!\You tell me not to betray you, but you go and betray me!\Takahashi, betraying someone isn't like that.\Should I tell you what it means to betray someone? response:	It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.
context: Why couldn't you let me hear what she had to say?!\You're hiding something, aren't you?!\I'm not hiding anything...\You're the one who said there'd be no secrets between us!\You tell me not to betray you, but you go and betray me!\Takahashi, betraying someone isn't like that.\Should I tell you what it means to betray someone?\It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him. response:	Can't you tell how special you are to me?
context: You're hiding something, aren't you?!\I'm not hiding anything...\You're the one who said there'd be no secrets between us!\You tell me not to betray you, but you go and betray me!\Takahashi, betraying someone isn't like that.\Should I tell you what it means to betray someone?\It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.\Can't you tell how special you are to me? response:	Can't you tell how hard I'm trying to keep us together?
context: I'm not hiding anything...\You're the one who said there'd be no secrets between us!\You tell me not to betray you, but you go and betray me!\Takahashi, betraying someone isn't like that.\Should I tell you what it means to betray someone?\It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.\Can't you tell how special you are to me?\Can't you tell how hard I'm trying to keep us together? response:	When have I ever betrayed you?
context: You're the one who said there'd be no secrets between us!\You tell me not to betray you, but you go and betray me!\Takahashi, betraying someone isn't like that.\Should I tell you what it means to betray someone?\It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.\Can't you tell how special you are to me?\Can't you tell how hard I'm trying to keep us together?\When have I ever betrayed you? response:	When did I ever toss you away?!
context: You tell me not to betray you, but you go and betray me!\Takahashi, betraying someone isn't like that.\Should I tell you what it means to betray someone?\It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.\Can't you tell how special you are to me?\Can't you tell how hard I'm trying to keep us together?\When have I ever betrayed you?\When did I ever toss you away?! response:	Yano...
context: Takahashi, betraying someone isn't like that.\Should I tell you what it means to betray someone?\It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.\Can't you tell how special you are to me?\Can't you tell how hard I'm trying to keep us together?\When have I ever betrayed you?\When did I ever toss you away?!\Yano... response:	It hurts...
context: Should I tell you what it means to betray someone?\It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.\Can't you tell how special you are to me?\Can't you tell how hard I'm trying to keep us together?\When have I ever betrayed you?\When did I ever toss you away?!\Yano...\It hurts... response:	Just go home by yourself.
context: It's when you never treat someone special, walk all over him, tear him to pieces, and then abandon him.\Can't you tell how special you are to me?\Can't you tell how hard I'm trying to keep us together?\When have I ever betrayed you?\When did I ever toss you away?!\Yano...\It hurts...\Just go home by yourself. response:	When did I ever toss you away?!
context: Can't you tell how special you are to me?\Can't you tell how hard I'm trying to keep us together?\When have I ever betrayed you?\When did I ever toss you away?!\Yano...\It hurts...\Just go home by yourself.\When did I ever toss you away?! response:	Does Yano think Nana-san tossed him away?
context: Can't you tell how hard I'm trying to keep us together?\When have I ever betrayed you?\When did I ever toss you away?!\Yano...\It hurts...\Just go home by yourself.\When did I ever toss you away?!\Does Yano think Nana-san tossed him away? response:	It's when you never treat someone special, walk all over him, tear him to pieces...
context: When have I ever betrayed you?\When did I ever toss you away?!\Yano...\It hurts...\Just go home by yourself.\When did I ever toss you away?!\Does Yano think Nana-san tossed him away?\It's when you never treat someone special, walk all over him, tear him to pieces... response:	I never would have thought such words could come from Yano's mouth...
context: When did I ever toss you away?!\Yano...\It hurts...\Just go home by yourself.\When did I ever toss you away?!\Does Yano think Nana-san tossed him away?\It's when you never treat someone special, walk all over him, tear him to pieces...\I never would have thought such words could come from Yano's mouth... response:	You'll never...
context: Yano...\It hurts...\Just go home by yourself.\When did I ever toss you away?!\Does Yano think Nana-san tossed him away?\It's when you never treat someone special, walk all over him, tear him to pieces...\I never would have thought such words could come from Yano's mouth...\You'll never... response:	What can I do...
context: It hurts...\Just go home by yourself.\When did I ever toss you away?!\Does Yano think Nana-san tossed him away?\It's when you never treat someone special, walk all over him, tear him to pieces...\I never would have thought such words could come from Yano's mouth...\You'll never...\What can I do... response:	Isn't loving him enough?
context: Just go home by yourself.\When did I ever toss you away?!\Does Yano think Nana-san tossed him away?\It's when you never treat someone special, walk all over him, tear him to pieces...\I never would have thought such words could come from Yano's mouth...\You'll never...\What can I do...\Isn't loving him enough? response:	Can't my love become his strength?
context: When did I ever toss you away?!\Does Yano think Nana-san tossed him away?\It's when you never treat someone special, walk all over him, tear him to pieces...\I never would have thought such words could come from Yano's mouth...\You'll never...\What can I do...\Isn't loving him enough?\Can't my love become his strength? response:	I want him to trust me...
context: Does Yano think Nana-san tossed him away?\It's when you never treat someone special, walk all over him, tear him to pieces...\I never would have thought such words could come from Yano's mouth...\You'll never...\What can I do...\Isn't loving him enough?\Can't my love become his strength?\I want him to trust me... response:	No matter what happened...
context: It's when you never treat someone special, walk all over him, tear him to pieces...\I never would have thought such words could come from Yano's mouth...\You'll never...\What can I do...\Isn't loving him enough?\Can't my love become his strength?\I want him to trust me...\No matter what happened... response:	Definitely don't do something stupid like tell Takahashi about it.
context: I never would have thought such words could come from Yano's mouth...\You'll never...\What can I do...\Isn't loving him enough?\Can't my love become his strength?\I want him to trust me...\No matter what happened...\Definitely don't do something stupid like tell Takahashi about it. response:	Just try telling her the truth.
context: You'll never...\What can I do...\Isn't loving him enough?\Can't my love become his strength?\I want him to trust me...\No matter what happened...\Definitely don't do something stupid like tell Takahashi about it.\Just try telling her the truth. response:	You'll regret it for rest of your life.
context: What can I do...\Isn't loving him enough?\Can't my love become his strength?\I want him to trust me...\No matter what happened...\Definitely don't do something stupid like tell Takahashi about it.\Just try telling her the truth.\You'll regret it for rest of your life. response:	I won't tell her.
context: Isn't loving him enough?\Can't my love become his strength?\I want him to trust me...\No matter what happened...\Definitely don't do something stupid like tell Takahashi about it.\Just try telling her the truth.\You'll regret it for rest of your life.\I won't tell her. response:	There's no way I can.
context: Can't my love become his strength?\I want him to trust me...\No matter what happened...\Definitely don't do something stupid like tell Takahashi about it.\Just try telling her the truth.\You'll regret it for rest of your life.\I won't tell her.\There's no way I can. response:	Besides...
context: I want him to trust me...\No matter what happened...\Definitely don't do something stupid like tell Takahashi about it.\Just try telling her the truth.\You'll regret it for rest of your life.\I won't tell her.\There's no way I can.\Besides... response:	Besides?
context: No matter what happened...\Definitely don't do something stupid like tell Takahashi about it.\Just try telling her the truth.\You'll regret it for rest of your life.\I won't tell her.\There's no way I can.\Besides...\Besides? response:	It was just with Yamamoto that time.
context: Definitely don't do something stupid like tell Takahashi about it.\Just try telling her the truth.\You'll regret it for rest of your life.\I won't tell her.\There's no way I can.\Besides...\Besides?\It was just with Yamamoto that time. response:	That's all.
context: Just try telling her the truth.\You'll regret it for rest of your life.\I won't tell her.\There's no way I can.\Besides...\Besides?\It was just with Yamamoto that time.\That's all. response:	But you regret it, don't you?
context: You'll regret it for rest of your life.\I won't tell her.\There's no way I can.\Besides...\Besides?\It was just with Yamamoto that time.\That's all.\But you regret it, don't you? response:	Regret?
context: I won't tell her.\There's no way I can.\Besides...\Besides?\It was just with Yamamoto that time.\That's all.\But you regret it, don't you?\Regret? response:	I don't regret anything I've done.
context: There's no way I can.\Besides...\Besides?\It was just with Yamamoto that time.\That's all.\But you regret it, don't you?\Regret?\I don't regret anything I've done. response:	Never have, never will.
context: Besides...\Besides?\It was just with Yamamoto that time.\That's all.\But you regret it, don't you?\Regret?\I don't regret anything I've done.\Never have, never will. response:	Why are you hiding it, then?
context: Besides?\It was just with Yamamoto that time.\That's all.\But you regret it, don't you?\Regret?\I don't regret anything I've done.\Never have, never will.\Why are you hiding it, then? response:	Because I don't want to see her cry.
context: It was just with Yamamoto that time.\That's all.\But you regret it, don't you?\Regret?\I don't regret anything I've done.\Never have, never will.\Why are you hiding it, then?\Because I don't want to see her cry. response:	She'll cry, without a doubt.
context: That's all.\But you regret it, don't you?\Regret?\I don't regret anything I've done.\Never have, never will.\Why are you hiding it, then?\Because I don't want to see her cry.\She'll cry, without a doubt. response:	That's why I'm not going to tell her.
context: But you regret it, don't you?\Regret?\I don't regret anything I've done.\Never have, never will.\Why are you hiding it, then?\Because I don't want to see her cry.\She'll cry, without a doubt.\That's why I'm not going to tell her. response:	In other words, you regret it.
context: Regret?\I don't regret anything I've done.\Never have, never will.\Why are you hiding it, then?\Because I don't want to see her cry.\She'll cry, without a doubt.\That's why I'm not going to tell her.\In other words, you regret it. response:	I don't regret it.
context: I don't regret anything I've done.\Never have, never will.\Why are you hiding it, then?\Because I don't want to see her cry.\She'll cry, without a doubt.\That's why I'm not going to tell her.\In other words, you regret it.\I don't regret it. response:	I don't.
context: Never have, never will.\Why are you hiding it, then?\Because I don't want to see her cry.\She'll cry, without a doubt.\That's why I'm not going to tell her.\In other words, you regret it.\I don't regret it.\I don't. response:	I just feel like I... screwed up a little.
context: Why are you hiding it, then?\Because I don't want to see her cry.\She'll cry, without a doubt.\That's why I'm not going to tell her.\In other words, you regret it.\I don't regret it.\I don't.\I just feel like I... screwed up a little. response:	It's kinda hard to talk to him...
context: Because I don't want to see her cry.\She'll cry, without a doubt.\That's why I'm not going to tell her.\In other words, you regret it.\I don't regret it.\I don't.\I just feel like I... screwed up a little.\It's kinda hard to talk to him... response:	I've been thinking about it yesterday and today this whole time, and now it's lunch break already.
context: She'll cry, without a doubt.\That's why I'm not going to tell her.\In other words, you regret it.\I don't regret it.\I don't.\I just feel like I... screwed up a little.\It's kinda hard to talk to him...\I've been thinking about it yesterday and today this whole time, and now it's lunch break already. response:	Nana! Everyone's going to play dodgeball.
context: That's why I'm not going to tell her.\In other words, you regret it.\I don't regret it.\I don't.\I just feel like I... screwed up a little.\It's kinda hard to talk to him...\I've been thinking about it yesterday and today this whole time, and now it's lunch break already.\Nana! Everyone's going to play dodgeball. response:	Ah... I have to take care of the class's day book, so go on without me.
context: In other words, you regret it.\I don't regret it.\I don't.\I just feel like I... screwed up a little.\It's kinda hard to talk to him...\I've been thinking about it yesterday and today this whole time, and now it's lunch break already.\Nana! Everyone's going to play dodgeball.\Ah... I have to take care of the class's day book, so go on without me. response:	Daily helper
context: I don't regret it.\I don't.\I just feel like I... screwed up a little.\It's kinda hard to talk to him...\I've been thinking about it yesterday and today this whole time, and now it's lunch break already.\Nana! Everyone's going to play dodgeball.\Ah... I have to take care of the class's day book, so go on without me.\Daily helper response:	Daily helper
context: I don't.\I just feel like I... screwed up a little.\It's kinda hard to talk to him...\I've been thinking about it yesterday and today this whole time, and now it's lunch break already.\Nana! Everyone's going to play dodgeball.\Ah... I have to take care of the class's day book, so go on without me.\Daily helper\Daily helper response:	Daily helper
context: I just feel like I... screwed up a little.\It's kinda hard to talk to him...\I've been thinking about it yesterday and today this whole time, and now it's lunch break already.\Nana! Everyone's going to play dodgeball.\Ah... I have to take care of the class's day book, so go on without me.\Daily helper\Daily helper\Daily helper response:	Okay.
context: It's kinda hard to talk to him...\I've been thinking about it yesterday and today this whole time, and now it's lunch break already.\Nana! Everyone's going to play dodgeball.\Ah... I have to take care of the class's day book, so go on without me.\Daily helper\Daily helper\Daily helper\Okay. response:	It's so quiet.
context: I've been thinking about it yesterday and today this whole time, and now it's lunch break already.\Nana! Everyone's going to play dodgeball.\Ah... I have to take care of the class's day book, so go on without me.\Daily helper\Daily helper\Daily helper\Okay.\It's so quiet. response:	Everything that happened yesterday seems so unreal.
context: Nana! Everyone's going to play dodgeball.\Ah... I have to take care of the class's day book, so go on without me.\Daily helper\Daily helper\Daily helper\Okay.\It's so quiet.\Everything that happened yesterday seems so unreal. response:	Yano and Yamamoto are pretending it didn't happen, too.
context: Ah... I have to take care of the class's day book, so go on without me.\Daily helper\Daily helper\Daily helper\Okay.\It's so quiet.\Everything that happened yesterday seems so unreal.\Yano and Yamamoto are pretending it didn't happen, too. response:	It's weird.
context: Daily helper\Daily helper\Daily helper\Okay.\It's so quiet.\Everything that happened yesterday seems so unreal.\Yano and Yamamoto are pretending it didn't happen, too.\It's weird. response:	Takahashi.
context: Daily helper\Daily helper\Okay.\It's so quiet.\Everything that happened yesterday seems so unreal.\Yano and Yamamoto are pretending it didn't happen, too.\It's weird.\Takahashi. response:	You forgot your English book yesterday, right?
context: Daily helper\Okay.\It's so quiet.\Everything that happened yesterday seems so unreal.\Yano and Yamamoto are pretending it didn't happen, too.\It's weird.\Takahashi.\You forgot your English book yesterday, right? response:	I brought it with me.
context: Okay.\It's so quiet.\Everything that happened yesterday seems so unreal.\Yano and Yamamoto are pretending it didn't happen, too.\It's weird.\Takahashi.\You forgot your English book yesterday, right?\I brought it with me. response:	Don't you need your text book?
context: It's so quiet.\Everything that happened yesterday seems so unreal.\Yano and Yamamoto are pretending it didn't happen, too.\It's weird.\Takahashi.\You forgot your English book yesterday, right?\I brought it with me.\Don't you need your text book? response:	Won't you be in trouble in fifth period without it?
context: Everything that happened yesterday seems so unreal.\Yano and Yamamoto are pretending it didn't happen, too.\It's weird.\Takahashi.\You forgot your English book yesterday, right?\I brought it with me.\Don't you need your text book?\Won't you be in trouble in fifth period without it? response:	Nana-chan, they're gonna call on you today, you know.
context: Yano and Yamamoto are pretending it didn't happen, too.\It's weird.\Takahashi.\You forgot your English book yesterday, right?\I brought it with me.\Don't you need your text book?\Won't you be in trouble in fifth period without it?\Nana-chan, they're gonna call on you today, you know. response:	I guess you couldn't do your homework since you didn't have your textbook, right?
context: It's weird.\Takahashi.\You forgot your English book yesterday, right?\I brought it with me.\Don't you need your text book?\Won't you be in trouble in fifth period without it?\Nana-chan, they're gonna call on you today, you know.\I guess you couldn't do your homework since you didn't have your textbook, right? response:	Man, that must suck!
context: Takahashi.\You forgot your English book yesterday, right?\I brought it with me.\Don't you need your text book?\Won't you be in trouble in fifth period without it?\Nana-chan, they're gonna call on you today, you know.\I guess you couldn't do your homework since you didn't have your textbook, right?\Man, that must suck! response:	Completely forgot about it
context: You forgot your English book yesterday, right?\I brought it with me.\Don't you need your text book?\Won't you be in trouble in fifth period without it?\Nana-chan, they're gonna call on you today, you know.\I guess you couldn't do your homework since you didn't have your textbook, right?\Man, that must suck!\Completely forgot about it response:	Completely forgot about it
context: I brought it with me.\Don't you need your text book?\Won't you be in trouble in fifth period without it?\Nana-chan, they're gonna call on you today, you know.\I guess you couldn't do your homework since you didn't have your textbook, right?\Man, that must suck!\Completely forgot about it\Completely forgot about it response:	I thought you might be called on today, so I translated all of the sentences for you last night.
context: Don't you need your text book?\Won't you be in trouble in fifth period without it?\Nana-chan, they're gonna call on you today, you know.\I guess you couldn't do your homework since you didn't have your textbook, right?\Man, that must suck!\Completely forgot about it\Completely forgot about it\I thought you might be called on today, so I translated all of the sentences for you last night. response:	I wrote them all out for you.
context: Won't you be in trouble in fifth period without it?\Nana-chan, they're gonna call on you today, you know.\I guess you couldn't do your homework since you didn't have your textbook, right?\Man, that must suck!\Completely forgot about it\Completely forgot about it\I thought you might be called on today, so I translated all of the sentences for you last night.\I wrote them all out for you. response:	I was up until 2 AM.
context: Nana-chan, they're gonna call on you today, you know.\I guess you couldn't do your homework since you didn't have your textbook, right?\Man, that must suck!\Completely forgot about it\Completely forgot about it\I thought you might be called on today, so I translated all of the sentences for you last night.\I wrote them all out for you.\I was up until 2 AM. response:	Thank you...
context: I guess you couldn't do your homework since you didn't have your textbook, right?\Man, that must suck!\Completely forgot about it\Completely forgot about it\I thought you might be called on today, so I translated all of the sentences for you last night.\I wrote them all out for you.\I was up until 2 AM.\Thank you... response:	In the end, I just can't hate him.
context: Man, that must suck!\Completely forgot about it\Completely forgot about it\I thought you might be called on today, so I translated all of the sentences for you last night.\I wrote them all out for you.\I was up until 2 AM.\Thank you...\In the end, I just can't hate him. response:	Yano, your drawing...
context: Completely forgot about it\Completely forgot about it\I thought you might be called on today, so I translated all of the sentences for you last night.\I wrote them all out for you.\I was up until 2 AM.\Thank you...\In the end, I just can't hate him.\Yano, your drawing... response:	I'm good at it, aren't I?
context: Completely forgot about it\I thought you might be called on today, so I translated all of the sentences for you last night.\I wrote them all out for you.\I was up until 2 AM.\Thank you...\In the end, I just can't hate him.\Yano, your drawing...\I'm good at it, aren't I? response:	He's awful at it.
context: I thought you might be called on today, so I translated all of the sentences for you last night.\I wrote them all out for you.\I was up until 2 AM.\Thank you...\In the end, I just can't hate him.\Yano, your drawing...\I'm good at it, aren't I?\He's awful at it. response:	Yet... he did all this for me...
context: I wrote them all out for you.\I was up until 2 AM.\Thank you...\In the end, I just can't hate him.\Yano, your drawing...\I'm good at it, aren't I?\He's awful at it.\Yet... he did all this for me... response:	Yano.
context: I was up until 2 AM.\Thank you...\In the end, I just can't hate him.\Yano, your drawing...\I'm good at it, aren't I?\He's awful at it.\Yet... he did all this for me...\Yano. response:	I love you more than anyone else in the world.
context: Thank you...\In the end, I just can't hate him.\Yano, your drawing...\I'm good at it, aren't I?\He's awful at it.\Yet... he did all this for me...\Yano.\I love you more than anyone else in the world. response:	That's why, Yano...
context: In the end, I just can't hate him.\Yano, your drawing...\I'm good at it, aren't I?\He's awful at it.\Yet... he did all this for me...\Yano.\I love you more than anyone else in the world.\That's why, Yano... response:	Because I love you, I don't like being deceived.
context: Yano, your drawing...\I'm good at it, aren't I?\He's awful at it.\Yet... he did all this for me...\Yano.\I love you more than anyone else in the world.\That's why, Yano...\Because I love you, I don't like being deceived. response:	If you understand what I'm trying to say...
context: I'm good at it, aren't I?\He's awful at it.\Yet... he did all this for me...\Yano.\I love you more than anyone else in the world.\That's why, Yano...\Because I love you, I don't like being deceived.\If you understand what I'm trying to say... response:	Talk to me.
context: He's awful at it.\Yet... he did all this for me...\Yano.\I love you more than anyone else in the world.\That's why, Yano...\Because I love you, I don't like being deceived.\If you understand what I'm trying to say...\Talk to me. response:	I'll be fine.
context: Yet... he did all this for me...\Yano.\I love you more than anyone else in the world.\That's why, Yano...\Because I love you, I don't like being deceived.\If you understand what I'm trying to say...\Talk to me.\I'll be fine. response:	No matter what happened...
context: Yano.\I love you more than anyone else in the world.\That's why, Yano...\Because I love you, I don't like being deceived.\If you understand what I'm trying to say...\Talk to me.\I'll be fine.\No matter what happened... response:	Here's three choices!
context: I love you more than anyone else in the world.\That's why, Yano...\Because I love you, I don't like being deceived.\If you understand what I'm trying to say...\Talk to me.\I'll be fine.\No matter what happened...\Here's three choices! response:	One. I confessed my love to Yamamoto, and was turned down.
context: That's why, Yano...\Because I love you, I don't like being deceived.\If you understand what I'm trying to say...\Talk to me.\I'll be fine.\No matter what happened...\Here's three choices!\One. I confessed my love to Yamamoto, and was turned down. response:	Two. Yamamoto confessed her love to me, and I turned her down.
context: Because I love you, I don't like being deceived.\If you understand what I'm trying to say...\Talk to me.\I'll be fine.\No matter what happened...\Here's three choices!\One. I confessed my love to Yamamoto, and was turned down.\Two. Yamamoto confessed her love to me, and I turned her down. response:	Three. Yamamoto and I were in love with each other.
context: If you understand what I'm trying to say...\Talk to me.\I'll be fine.\No matter what happened...\Here's three choices!\One. I confessed my love to Yamamoto, and was turned down.\Two. Yamamoto confessed her love to me, and I turned her down.\Three. Yamamoto and I were in love with each other. response:	Now, which is true?
context: Talk to me.\I'll be fine.\No matter what happened...\Here's three choices!\One. I confessed my love to Yamamoto, and was turned down.\Two. Yamamoto confessed her love to me, and I turned her down.\Three. Yamamoto and I were in love with each other.\Now, which is true? response:	N-Number two?
context: I'll be fine.\No matter what happened...\Here's three choices!\One. I confessed my love to Yamamoto, and was turned down.\Two. Yamamoto confessed her love to me, and I turned her down.\Three. Yamamoto and I were in love with each other.\Now, which is true?\N-Number two? response:	Bzzt.
context: No matter what happened...\Here's three choices!\One. I confessed my love to Yamamoto, and was turned down.\Two. Yamamoto confessed her love to me, and I turned her down.\Three. Yamamoto and I were in love with each other.\Now, which is true?\N-Number two?\Bzzt. response:	One?
context: Here's three choices!\One. I confessed my love to Yamamoto, and was turned down.\Two. Yamamoto confessed her love to me, and I turned her down.\Three. Yamamoto and I were in love with each other.\Now, which is true?\N-Number two?\Bzzt.\One? response:	Bzzt.
context: One. I confessed my love to Yamamoto, and was turned down.\Two. Yamamoto confessed her love to me, and I turned her down.\Three. Yamamoto and I were in love with each other.\Now, which is true?\N-Number two?\Bzzt.\One?\Bzzt. response:	Three?
context: Two. Yamamoto confessed her love to me, and I turned her down.\Three. Yamamoto and I were in love with each other.\Now, which is true?\N-Number two?\Bzzt.\One?\Bzzt.\Three? response:	Bzzt!
context: Three. Yamamoto and I were in love with each other.\Now, which is true?\N-Number two?\Bzzt.\One?\Bzzt.\Three?\Bzzt! response:	Ah, that was just a warm up!
context: Now, which is true?\N-Number two?\Bzzt.\One?\Bzzt.\Three?\Bzzt!\Ah, that was just a warm up! response:	What?
