context: They seem strange and alien. response:	Primitive and peculiar,
context: Sousuke, please go outside for a bit.\He fell from a cliff.\He must have landed badly,\because by the time I got to him, he was already...\He was always fond of me.\We were very close.\I took his death hard.\Is my uncle all better now? response:	Not yet. There are still a few things I need to figure out.
context: He fell from a cliff.\He must have landed badly,\because by the time I got to him, he was already...\He was always fond of me.\We were very close.\I took his death hard.\Is my uncle all better now?\Not yet. There are still a few things I need to figure out. response:	What about you, though? Don't you want me to treat you too?
context: He must have landed badly,\because by the time I got to him, he was already...\He was always fond of me.\We were very close.\I took his death hard.\Is my uncle all better now?\Not yet. There are still a few things I need to figure out.\What about you, though? Don't you want me to treat you too? response:	No, that's okay.
context: because by the time I got to him, he was already...\He was always fond of me.\We were very close.\I took his death hard.\Is my uncle all better now?\Not yet. There are still a few things I need to figure out.\What about you, though? Don't you want me to treat you too?\No, that's okay. response:	This grass is with me in Dad's place.
context: He was always fond of me.\We were very close.\I took his death hard.\Is my uncle all better now?\Not yet. There are still a few things I need to figure out.\What about you, though? Don't you want me to treat you too?\No, that's okay.\This grass is with me in Dad's place. response:	But doesn't it hurt?
context: We were very close.\I took his death hard.\Is my uncle all better now?\Not yet. There are still a few things I need to figure out.\What about you, though? Don't you want me to treat you too?\No, that's okay.\This grass is with me in Dad's place.\But doesn't it hurt? response:	If you ask me, I doubt your dad would have wanted to cause you pain.
context: I took his death hard.\Is my uncle all better now?\Not yet. There are still a few things I need to figure out.\What about you, though? Don't you want me to treat you too?\No, that's okay.\This grass is with me in Dad's place.\But doesn't it hurt?\If you ask me, I doubt your dad would have wanted to cause you pain. response:	Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.
context: Is my uncle all better now?\Not yet. There are still a few things I need to figure out.\What about you, though? Don't you want me to treat you too?\No, that's okay.\This grass is with me in Dad's place.\But doesn't it hurt?\If you ask me, I doubt your dad would have wanted to cause you pain.\Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle. response:	Use it when you're ready.
context: Not yet. There are still a few things I need to figure out.\What about you, though? Don't you want me to treat you too?\No, that's okay.\This grass is with me in Dad's place.\But doesn't it hurt?\If you ask me, I doubt your dad would have wanted to cause you pain.\Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.\Use it when you're ready. response:	Hey, what sort of relationship did your dad and uncle have with each other?
context: What about you, though? Don't you want me to treat you too?\No, that's okay.\This grass is with me in Dad's place.\But doesn't it hurt?\If you ask me, I doubt your dad would have wanted to cause you pain.\Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.\Use it when you're ready.\Hey, what sort of relationship did your dad and uncle have with each other? response:	Dad loved my uncle.
context: No, that's okay.\This grass is with me in Dad's place.\But doesn't it hurt?\If you ask me, I doubt your dad would have wanted to cause you pain.\Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.\Use it when you're ready.\Hey, what sort of relationship did your dad and uncle have with each other?\Dad loved my uncle. response:	When I was little, he used to tell me lots of stories about their adventures together.
context: This grass is with me in Dad's place.\But doesn't it hurt?\If you ask me, I doubt your dad would have wanted to cause you pain.\Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.\Use it when you're ready.\Hey, what sort of relationship did your dad and uncle have with each other?\Dad loved my uncle.\When I was little, he used to tell me lots of stories about their adventures together. response:	But in the last few years,
context: But doesn't it hurt?\If you ask me, I doubt your dad would have wanted to cause you pain.\Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.\Use it when you're ready.\Hey, what sort of relationship did your dad and uncle have with each other?\Dad loved my uncle.\When I was little, he used to tell me lots of stories about their adventures together.\But in the last few years, response:	Dad didn't mention him at all.
context: If you ask me, I doubt your dad would have wanted to cause you pain.\Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.\Use it when you're ready.\Hey, what sort of relationship did your dad and uncle have with each other?\Dad loved my uncle.\When I was little, he used to tell me lots of stories about their adventures together.\But in the last few years,\Dad didn't mention him at all. response:	Brother.
context: Anyway, I guess you need more time to think about it, so I'll just leave the medicine with your uncle.\Use it when you're ready.\Hey, what sort of relationship did your dad and uncle have with each other?\Dad loved my uncle.\When I was little, he used to tell me lots of stories about their adventures together.\But in the last few years,\Dad didn't mention him at all.\Brother. response:	Brother, I need to talk to you.
context: Use it when you're ready.\Hey, what sort of relationship did your dad and uncle have with each other?\Dad loved my uncle.\When I was little, he used to tell me lots of stories about their adventures together.\But in the last few years,\Dad didn't mention him at all.\Brother.\Brother, I need to talk to you. response:	What is it, Shinobu?
context: Hey, what sort of relationship did your dad and uncle have with each other?\Dad loved my uncle.\When I was little, he used to tell me lots of stories about their adventures together.\But in the last few years,\Dad didn't mention him at all.\Brother.\Brother, I need to talk to you.\What is it, Shinobu? response:	You look so serious.
context: Dad loved my uncle.\When I was little, he used to tell me lots of stories about their adventures together.\But in the last few years,\Dad didn't mention him at all.\Brother.\Brother, I need to talk to you.\What is it, Shinobu?\You look so serious. response:	You know you can tell me anything.
context: When I was little, he used to tell me lots of stories about their adventures together.\But in the last few years,\Dad didn't mention him at all.\Brother.\Brother, I need to talk to you.\What is it, Shinobu?\You look so serious.\You know you can tell me anything. response:	Brother!
context: But in the last few years,\Dad didn't mention him at all.\Brother.\Brother, I need to talk to you.\What is it, Shinobu?\You look so serious.\You know you can tell me anything.\Brother! response:	I'm so sorry!
context: Dad didn't mention him at all.\Brother.\Brother, I need to talk to you.\What is it, Shinobu?\You look so serious.\You know you can tell me anything.\Brother!\I'm so sorry! response:	Yuri's death...
context: Brother.\Brother, I need to talk to you.\What is it, Shinobu?\You look so serious.\You know you can tell me anything.\Brother!\I'm so sorry!\Yuri's death... response:	It was all my fault.
context: Brother, I need to talk to you.\What is it, Shinobu?\You look so serious.\You know you can tell me anything.\Brother!\I'm so sorry!\Yuri's death...\It was all my fault. response:	I didn't know she was there...
context: What is it, Shinobu?\You look so serious.\You know you can tell me anything.\Brother!\I'm so sorry!\Yuri's death...\It was all my fault.\I didn't know she was there... response:	and I crushed her under the cart.
context: You look so serious.\You know you can tell me anything.\Brother!\I'm so sorry!\Yuri's death...\It was all my fault.\I didn't know she was there...\and I crushed her under the cart. response:	Brother!
context: You know you can tell me anything.\Brother!\I'm so sorry!\Yuri's death...\It was all my fault.\I didn't know she was there...\and I crushed her under the cart.\Brother! response:	I just couldn't bear to tell you...
context: Brother!\I'm so sorry!\Yuri's death...\It was all my fault.\I didn't know she was there...\and I crushed her under the cart.\Brother!\I just couldn't bear to tell you... response:	so I took her to the mountains.
context: I'm so sorry!\Yuri's death...\It was all my fault.\I didn't know she was there...\and I crushed her under the cart.\Brother!\I just couldn't bear to tell you...\so I took her to the mountains. response:	I'm sorry!
context: Yuri's death...\It was all my fault.\I didn't know she was there...\and I crushed her under the cart.\Brother!\I just couldn't bear to tell you...\so I took her to the mountains.\I'm sorry! response:	Brother...
context: It was all my fault.\I didn't know she was there...\and I crushed her under the cart.\Brother!\I just couldn't bear to tell you...\so I took her to the mountains.\I'm sorry!\Brother... response:	I'm so sorry.
context: I didn't know she was there...\and I crushed her under the cart.\Brother!\I just couldn't bear to tell you...\so I took her to the mountains.\I'm sorry!\Brother...\I'm so sorry. response:	Every time I look at him, what I did haunts me.
context: and I crushed her under the cart.\Brother!\I just couldn't bear to tell you...\so I took her to the mountains.\I'm sorry!\Brother...\I'm so sorry.\Every time I look at him, what I did haunts me. response:	I don't know how I could do such a thing
context: Brother!\I just couldn't bear to tell you...\so I took her to the mountains.\I'm sorry!\Brother...\I'm so sorry.\Every time I look at him, what I did haunts me.\I don't know how I could do such a thing response:	Brother...
context: I just couldn't bear to tell you...\so I took her to the mountains.\I'm sorry!\Brother...\I'm so sorry.\Every time I look at him, what I did haunts me.\I don't know how I could do such a thing\Brother... response:	I'm sorry.
context: so I took her to the mountains.\I'm sorry!\Brother...\I'm so sorry.\Every time I look at him, what I did haunts me.\I don't know how I could do such a thing\Brother...\I'm sorry. response:	I'm so sorry...
context: I'm sorry!\Brother...\I'm so sorry.\Every time I look at him, what I did haunts me.\I don't know how I could do such a thing\Brother...\I'm sorry.\I'm so sorry... response:	Stop it!
context: Brother...\I'm so sorry.\Every time I look at him, what I did haunts me.\I don't know how I could do such a thing\Brother...\I'm sorry.\I'm so sorry...\Stop it! response:	Stop it already.
context: I'm so sorry.\Every time I look at him, what I did haunts me.\I don't know how I could do such a thing\Brother...\I'm sorry.\I'm so sorry...\Stop it!\Stop it already. response:	You're dead!
context: Every time I look at him, what I did haunts me.\I don't know how I could do such a thing\Brother...\I'm sorry.\I'm so sorry...\Stop it!\Stop it already.\You're dead! response:	Or are you still alive after all?
context: I don't know how I could do such a thing\Brother...\I'm sorry.\I'm so sorry...\Stop it!\Stop it already.\You're dead!\Or are you still alive after all? response:	Listen, Sousuke...
context: Brother...\I'm sorry.\I'm so sorry...\Stop it!\Stop it already.\You're dead!\Or are you still alive after all?\Listen, Sousuke... response:	A long time ago, I did something truly unforgivable to someone.
context: I'm sorry.\I'm so sorry...\Stop it!\Stop it already.\You're dead!\Or are you still alive after all?\Listen, Sousuke...\A long time ago, I did something truly unforgivable to someone. response:	So if something should ever happen to me,
context: I'm so sorry...\Stop it!\Stop it already.\You're dead!\Or are you still alive after all?\Listen, Sousuke...\A long time ago, I did something truly unforgivable to someone.\So if something should ever happen to me, response:	please don't hate anyone for it.
context: Stop it!\Stop it already.\You're dead!\Or are you still alive after all?\Listen, Sousuke...\A long time ago, I did something truly unforgivable to someone.\So if something should ever happen to me,\please don't hate anyone for it. response:	Don't look so sad.
context: Stop it already.\You're dead!\Or are you still alive after all?\Listen, Sousuke...\A long time ago, I did something truly unforgivable to someone.\So if something should ever happen to me,\please don't hate anyone for it.\Don't look so sad. response:	You know that all of us return to the mountains someday, don't you?
context: You're dead!\Or are you still alive after all?\Listen, Sousuke...\A long time ago, I did something truly unforgivable to someone.\So if something should ever happen to me,\please don't hate anyone for it.\Don't look so sad.\You know that all of us return to the mountains someday, don't you? response:	So there's nothing for you to worry about.
context: Or are you still alive after all?\Listen, Sousuke...\A long time ago, I did something truly unforgivable to someone.\So if something should ever happen to me,\please don't hate anyone for it.\Don't look so sad.\You know that all of us return to the mountains someday, don't you?\So there's nothing for you to worry about. response:	After some thought, I came up with a hypothesis.
context: Listen, Sousuke...\A long time ago, I did something truly unforgivable to someone.\So if something should ever happen to me,\please don't hate anyone for it.\Don't look so sad.\You know that all of us return to the mountains someday, don't you?\So there's nothing for you to worry about.\After some thought, I came up with a hypothesis. response:	In any case, I'd like you to hear it out.
context: A long time ago, I did something truly unforgivable to someone.\So if something should ever happen to me,\please don't hate anyone for it.\Don't look so sad.\You know that all of us return to the mountains someday, don't you?\So there's nothing for you to worry about.\After some thought, I came up with a hypothesis.\In any case, I'd like you to hear it out. response:	Growing on your legs is a Mukurosou, or Corpse Grass mushi.
context: So if something should ever happen to me,\please don't hate anyone for it.\Don't look so sad.\You know that all of us return to the mountains someday, don't you?\So there's nothing for you to worry about.\After some thought, I came up with a hypothesis.\In any case, I'd like you to hear it out.\Growing on your legs is a Mukurosou, or Corpse Grass mushi. response:	Although its most common form resembles mud,
context: please don't hate anyone for it.\Don't look so sad.\You know that all of us return to the mountains someday, don't you?\So there's nothing for you to worry about.\After some thought, I came up with a hypothesis.\In any case, I'd like you to hear it out.\Growing on your legs is a Mukurosou, or Corpse Grass mushi.\Although its most common form resembles mud, response:	it reacts to the scent of death from a dead body, and it sprouts like a plant.
context: Don't look so sad.\You know that all of us return to the mountains someday, don't you?\So there's nothing for you to worry about.\After some thought, I came up with a hypothesis.\In any case, I'd like you to hear it out.\Growing on your legs is a Mukurosou, or Corpse Grass mushi.\Although its most common form resembles mud,\it reacts to the scent of death from a dead body, and it sprouts like a plant. response:	Those who step on its seedlings become its hosts.
context: You know that all of us return to the mountains someday, don't you?\So there's nothing for you to worry about.\After some thought, I came up with a hypothesis.\In any case, I'd like you to hear it out.\Growing on your legs is a Mukurosou, or Corpse Grass mushi.\Although its most common form resembles mud,\it reacts to the scent of death from a dead body, and it sprouts like a plant.\Those who step on its seedlings become its hosts. response:	It may try to sprout from the living, but it never grows past those warts.
context: So there's nothing for you to worry about.\After some thought, I came up with a hypothesis.\In any case, I'd like you to hear it out.\Growing on your legs is a Mukurosou, or Corpse Grass mushi.\Although its most common form resembles mud,\it reacts to the scent of death from a dead body, and it sprouts like a plant.\Those who step on its seedlings become its hosts.\It may try to sprout from the living, but it never grows past those warts. response:	In your case, however,
context: After some thought, I came up with a hypothesis.\In any case, I'd like you to hear it out.\Growing on your legs is a Mukurosou, or Corpse Grass mushi.\Although its most common form resembles mud,\it reacts to the scent of death from a dead body, and it sprouts like a plant.\Those who step on its seedlings become its hosts.\It may try to sprout from the living, but it never grows past those warts.\In your case, however, response:	it is reacting as though you are dead.
context: In any case, I'd like you to hear it out.\Growing on your legs is a Mukurosou, or Corpse Grass mushi.\Although its most common form resembles mud,\it reacts to the scent of death from a dead body, and it sprouts like a plant.\Those who step on its seedlings become its hosts.\It may try to sprout from the living, but it never grows past those warts.\In your case, however,\it is reacting as though you are dead. response:	One possible explanation is that the scent of death is clinging to you.
context: Growing on your legs is a Mukurosou, or Corpse Grass mushi.\Although its most common form resembles mud,\it reacts to the scent of death from a dead body, and it sprouts like a plant.\Those who step on its seedlings become its hosts.\It may try to sprout from the living, but it never grows past those warts.\In your case, however,\it is reacting as though you are dead.\One possible explanation is that the scent of death is clinging to you. response:	Just what are you insinuating?
context: Although its most common form resembles mud,\it reacts to the scent of death from a dead body, and it sprouts like a plant.\Those who step on its seedlings become its hosts.\It may try to sprout from the living, but it never grows past those warts.\In your case, however,\it is reacting as though you are dead.\One possible explanation is that the scent of death is clinging to you.\Just what are you insinuating? response:	I have no intention of pursuing this line of inquiry.
context: it reacts to the scent of death from a dead body, and it sprouts like a plant.\Those who step on its seedlings become its hosts.\It may try to sprout from the living, but it never grows past those warts.\In your case, however,\it is reacting as though you are dead.\One possible explanation is that the scent of death is clinging to you.\Just what are you insinuating?\I have no intention of pursuing this line of inquiry. response:	But if I am right,
context: Those who step on its seedlings become its hosts.\It may try to sprout from the living, but it never grows past those warts.\In your case, however,\it is reacting as though you are dead.\One possible explanation is that the scent of death is clinging to you.\Just what are you insinuating?\I have no intention of pursuing this line of inquiry.\But if I am right, response:	if you somehow cleanse yourself so that no scent of death remains on your body,
context: It may try to sprout from the living, but it never grows past those warts.\In your case, however,\it is reacting as though you are dead.\One possible explanation is that the scent of death is clinging to you.\Just what are you insinuating?\I have no intention of pursuing this line of inquiry.\But if I am right,\if you somehow cleanse yourself so that no scent of death remains on your body, response:	the medicine should work.
context: In your case, however,\it is reacting as though you are dead.\One possible explanation is that the scent of death is clinging to you.\Just what are you insinuating?\I have no intention of pursuing this line of inquiry.\But if I am right,\if you somehow cleanse yourself so that no scent of death remains on your body,\the medicine should work. response:	If what I've said is relevant at all, you should try it.
context: it is reacting as though you are dead.\One possible explanation is that the scent of death is clinging to you.\Just what are you insinuating?\I have no intention of pursuing this line of inquiry.\But if I am right,\if you somehow cleanse yourself so that no scent of death remains on your body,\the medicine should work.\If what I've said is relevant at all, you should try it. response:	That is all I have to say.
context: One possible explanation is that the scent of death is clinging to you.\Just what are you insinuating?\I have no intention of pursuing this line of inquiry.\But if I am right,\if you somehow cleanse yourself so that no scent of death remains on your body,\the medicine should work.\If what I've said is relevant at all, you should try it.\That is all I have to say. response:	Did you kill Dad?
context: Just what are you insinuating?\I have no intention of pursuing this line of inquiry.\But if I am right,\if you somehow cleanse yourself so that no scent of death remains on your body,\the medicine should work.\If what I've said is relevant at all, you should try it.\That is all I have to say.\Did you kill Dad? response:	Where did you get a crazy idea like that?
context: I have no intention of pursuing this line of inquiry.\But if I am right,\if you somehow cleanse yourself so that no scent of death remains on your body,\the medicine should work.\If what I've said is relevant at all, you should try it.\That is all I have to say.\Did you kill Dad?\Where did you get a crazy idea like that? response:	I heard everything.
context: But if I am right,\if you somehow cleanse yourself so that no scent of death remains on your body,\the medicine should work.\If what I've said is relevant at all, you should try it.\That is all I have to say.\Did you kill Dad?\Where did you get a crazy idea like that?\I heard everything. response:	I overheard your conversation with the mushi-shi just now.
context: if you somehow cleanse yourself so that no scent of death remains on your body,\the medicine should work.\If what I've said is relevant at all, you should try it.\That is all I have to say.\Did you kill Dad?\Where did you get a crazy idea like that?\I heard everything.\I overheard your conversation with the mushi-shi just now. response:	And did you tell anyone else about what you heard?
context: the medicine should work.\If what I've said is relevant at all, you should try it.\That is all I have to say.\Did you kill Dad?\Where did you get a crazy idea like that?\I heard everything.\I overheard your conversation with the mushi-shi just now.\And did you tell anyone else about what you heard? response:	No.
context: If what I've said is relevant at all, you should try it.\That is all I have to say.\Did you kill Dad?\Where did you get a crazy idea like that?\I heard everything.\I overheard your conversation with the mushi-shi just now.\And did you tell anyone else about what you heard?\No. response:	I won't tell anyone.
context: That is all I have to say.\Did you kill Dad?\Where did you get a crazy idea like that?\I heard everything.\I overheard your conversation with the mushi-shi just now.\And did you tell anyone else about what you heard?\No.\I won't tell anyone. response:	Dad told me not to hate anyone.
context: Did you kill Dad?\Where did you get a crazy idea like that?\I heard everything.\I overheard your conversation with the mushi-shi just now.\And did you tell anyone else about what you heard?\No.\I won't tell anyone.\Dad told me not to hate anyone. response:	And you've been really good to me, Uncle!
context: Where did you get a crazy idea like that?\I heard everything.\I overheard your conversation with the mushi-shi just now.\And did you tell anyone else about what you heard?\No.\I won't tell anyone.\Dad told me not to hate anyone.\And you've been really good to me, Uncle! response:	But why?
context: I heard everything.\I overheard your conversation with the mushi-shi just now.\And did you tell anyone else about what you heard?\No.\I won't tell anyone.\Dad told me not to hate anyone.\And you've been really good to me, Uncle!\But why? response:	What made you do such a terrible thing?
context: I overheard your conversation with the mushi-shi just now.\And did you tell anyone else about what you heard?\No.\I won't tell anyone.\Dad told me not to hate anyone.\And you've been really good to me, Uncle!\But why?\What made you do such a terrible thing? response:	Back then, I simply couldn't control my rage.
context: And did you tell anyone else about what you heard?\No.\I won't tell anyone.\Dad told me not to hate anyone.\And you've been really good to me, Uncle!\But why?\What made you do such a terrible thing?\Back then, I simply couldn't control my rage. response:	But even if I had managed to control it that day,
context: No.\I won't tell anyone.\Dad told me not to hate anyone.\And you've been really good to me, Uncle!\But why?\What made you do such a terrible thing?\Back then, I simply couldn't control my rage.\But even if I had managed to control it that day, response:	I'm sure it would've ended the same way eventually.
context: I won't tell anyone.\Dad told me not to hate anyone.\And you've been really good to me, Uncle!\But why?\What made you do such a terrible thing?\Back then, I simply couldn't control my rage.\But even if I had managed to control it that day,\I'm sure it would've ended the same way eventually. response:	I bet you'll kill me one day too...
context: Dad told me not to hate anyone.\And you've been really good to me, Uncle!\But why?\What made you do such a terrible thing?\Back then, I simply couldn't control my rage.\But even if I had managed to control it that day,\I'm sure it would've ended the same way eventually.\I bet you'll kill me one day too... response:	My legs!
context: And you've been really good to me, Uncle!\But why?\What made you do such a terrible thing?\Back then, I simply couldn't control my rage.\But even if I had managed to control it that day,\I'm sure it would've ended the same way eventually.\I bet you'll kill me one day too...\My legs! response:	Sousuke
context: But why?\What made you do such a terrible thing?\Back then, I simply couldn't control my rage.\But even if I had managed to control it that day,\I'm sure it would've ended the same way eventually.\I bet you'll kill me one day too...\My legs!\Sousuke response:	Hurry
context: What made you do such a terrible thing?\Back then, I simply couldn't control my rage.\But even if I had managed to control it that day,\I'm sure it would've ended the same way eventually.\I bet you'll kill me one day too...\My legs!\Sousuke\Hurry response:	Help
context: Back then, I simply couldn't control my rage.\But even if I had managed to control it that day,\I'm sure it would've ended the same way eventually.\I bet you'll kill me one day too...\My legs!\Sousuke\Hurry\Help response:	Ugh!
context: But even if I had managed to control it that day,\I'm sure it would've ended the same way eventually.\I bet you'll kill me one day too...\My legs!\Sousuke\Hurry\Help\Ugh! response:	What the heck did I just step in?
context: I'm sure it would've ended the same way eventually.\I bet you'll kill me one day too...\My legs!\Sousuke\Hurry\Help\Ugh!\What the heck did I just step in? response:	You should watch where you step.
context: I bet you'll kill me one day too...\My legs!\Sousuke\Hurry\Help\Ugh!\What the heck did I just step in?\You should watch where you step. response:	In the end,
context: My legs!\Sousuke\Hurry\Help\Ugh!\What the heck did I just step in?\You should watch where you step.\In the end, response:	you couldn't make it back to the mountains...
context: Sousuke\Hurry\Help\Ugh!\What the heck did I just step in?\You should watch where you step.\In the end,\you couldn't make it back to the mountains... response:	Mud Grass
context: Hurry\Help\Ugh!\What the heck did I just step in?\You should watch where you step.\In the end,\you couldn't make it back to the mountains...\Mud Grass response:	The Tree of Eternity
context: Help\Ugh!\What the heck did I just step in?\You should watch where you step.\In the end,\you couldn't make it back to the mountains...\Mud Grass\The Tree of Eternity response:	The Tree of Eternity.
