context: This is far enough. response:	Oh? You don't need an escort, then?
context: Yeah, you're right.\Thank you for your help.\Hey, Emiya!\Did you hear about Mitsuzuri?\I just heard at the dojo this morning...\Mitsuzuri was found in New Fuyuki, huh?\And in a back alley...\I heard that her eyes were glazed, and her uniform was in tatters. response:	I don't know what happened,
context: Thank you for your help.\Hey, Emiya!\Did you hear about Mitsuzuri?\I just heard at the dojo this morning...\Mitsuzuri was found in New Fuyuki, huh?\And in a back alley...\I heard that her eyes were glazed, and her uniform was in tatters.\I don't know what happened, response:	but how did a normal girl like her end up ditched in an alley like that?
context: Hey, Emiya!\Did you hear about Mitsuzuri?\I just heard at the dojo this morning...\Mitsuzuri was found in New Fuyuki, huh?\And in a back alley...\I heard that her eyes were glazed, and her uniform was in tatters.\I don't know what happened,\but how did a normal girl like her end up ditched in an alley like that? response:	As a friend, I'm dying to
context: Did you hear about Mitsuzuri?\I just heard at the dojo this morning...\Mitsuzuri was found in New Fuyuki, huh?\And in a back alley...\I heard that her eyes were glazed, and her uniform was in tatters.\I don't know what happened,\but how did a normal girl like her end up ditched in an alley like that?\As a friend, I'm dying to response:	Shinji!
context: I just heard at the dojo this morning...\Mitsuzuri was found in New Fuyuki, huh?\And in a back alley...\I heard that her eyes were glazed, and her uniform was in tatters.\I don't know what happened,\but how did a normal girl like her end up ditched in an alley like that?\As a friend, I'm dying to\Shinji! response:	Wow, scary.
context: Mitsuzuri was found in New Fuyuki, huh?\And in a back alley...\I heard that her eyes were glazed, and her uniform was in tatters.\I don't know what happened,\but how did a normal girl like her end up ditched in an alley like that?\As a friend, I'm dying to\Shinji!\Wow, scary. response:	I'm just kidding.
context: And in a back alley...\I heard that her eyes were glazed, and her uniform was in tatters.\I don't know what happened,\but how did a normal girl like her end up ditched in an alley like that?\As a friend, I'm dying to\Shinji!\Wow, scary.\I'm just kidding. response:	It's only a rumor, right?
context: I heard that her eyes were glazed, and her uniform was in tatters.\I don't know what happened,\but how did a normal girl like her end up ditched in an alley like that?\As a friend, I'm dying to\Shinji!\Wow, scary.\I'm just kidding.\It's only a rumor, right? response:	But after yesterday, she's becoming a real celebrity among the first-years.
context: I don't know what happened,\but how did a normal girl like her end up ditched in an alley like that?\As a friend, I'm dying to\Shinji!\Wow, scary.\I'm just kidding.\It's only a rumor, right?\But after yesterday, she's becoming a real celebrity among the first-years. response:	You were the last person to see Mitsuzuri, weren't you?
context: but how did a normal girl like her end up ditched in an alley like that?\As a friend, I'm dying to\Shinji!\Wow, scary.\I'm just kidding.\It's only a rumor, right?\But after yesterday, she's becoming a real celebrity among the first-years.\You were the last person to see Mitsuzuri, weren't you? response:	Yeah, but all we did was make idle chitchat...
context: As a friend, I'm dying to\Shinji!\Wow, scary.\I'm just kidding.\It's only a rumor, right?\But after yesterday, she's becoming a real celebrity among the first-years.\You were the last person to see Mitsuzuri, weren't you?\Yeah, but all we did was make idle chitchat... response:	Don't start speculating.
context: Shinji!\Wow, scary.\I'm just kidding.\It's only a rumor, right?\But after yesterday, she's becoming a real celebrity among the first-years.\You were the last person to see Mitsuzuri, weren't you?\Yeah, but all we did was make idle chitchat...\Don't start speculating. response:	If you throw around false accusations, you'll regret it, Emiya.
context: Wow, scary.\I'm just kidding.\It's only a rumor, right?\But after yesterday, she's becoming a real celebrity among the first-years.\You were the last person to see Mitsuzuri, weren't you?\Yeah, but all we did was make idle chitchat...\Don't start speculating.\If you throw around false accusations, you'll regret it, Emiya. response:	Library
context: I'm just kidding.\It's only a rumor, right?\But after yesterday, she's becoming a real celebrity among the first-years.\You were the last person to see Mitsuzuri, weren't you?\Yeah, but all we did was make idle chitchat...\Don't start speculating.\If you throw around false accusations, you'll regret it, Emiya.\Library response:	How do you identify a Master?
context: It's only a rumor, right?\But after yesterday, she's becoming a real celebrity among the first-years.\You were the last person to see Mitsuzuri, weren't you?\Yeah, but all we did was make idle chitchat...\Don't start speculating.\If you throw around false accusations, you'll regret it, Emiya.\Library\How do you identify a Master? response:	If you were near a Master, would you know?
context: But after yesterday, she's becoming a real celebrity among the first-years.\You were the last person to see Mitsuzuri, weren't you?\Yeah, but all we did was make idle chitchat...\Don't start speculating.\If you throw around false accusations, you'll regret it, Emiya.\Library\How do you identify a Master?\If you were near a Master, would you know? response:	I suppose... But only if they hadn't made any attempt at concealment.
context: You were the last person to see Mitsuzuri, weren't you?\Yeah, but all we did was make idle chitchat...\Don't start speculating.\If you throw around false accusations, you'll regret it, Emiya.\Library\How do you identify a Master?\If you were near a Master, would you know?\I suppose... But only if they hadn't made any attempt at concealment. response:	A Master is a mage, so if you follow their mana, you can locate them.
context: Yeah, but all we did was make idle chitchat...\Don't start speculating.\If you throw around false accusations, you'll regret it, Emiya.\Library\How do you identify a Master?\If you were near a Master, would you know?\I suppose... But only if they hadn't made any attempt at concealment.\A Master is a mage, so if you follow their mana, you can locate them. response:	But that would only give you suspects.
context: Don't start speculating.\If you throw around false accusations, you'll regret it, Emiya.\Library\How do you identify a Master?\If you were near a Master, would you know?\I suppose... But only if they hadn't made any attempt at concealment.\A Master is a mage, so if you follow their mana, you can locate them.\But that would only give you suspects. response:	Suspects.
context: If you throw around false accusations, you'll regret it, Emiya.\Library\How do you identify a Master?\If you were near a Master, would you know?\I suppose... But only if they hadn't made any attempt at concealment.\A Master is a mage, so if you follow their mana, you can locate them.\But that would only give you suspects.\Suspects. response:	Emiya-kun?
context: Library\How do you identify a Master?\If you were near a Master, would you know?\I suppose... But only if they hadn't made any attempt at concealment.\A Master is a mage, so if you follow their mana, you can locate them.\But that would only give you suspects.\Suspects.\Emiya-kun? response:	Trace on.
context: How do you identify a Master?\If you were near a Master, would you know?\I suppose... But only if they hadn't made any attempt at concealment.\A Master is a mage, so if you follow their mana, you can locate them.\But that would only give you suspects.\Suspects.\Emiya-kun?\Trace on. response:	There really was one.
context: If you were near a Master, would you know?\I suppose... But only if they hadn't made any attempt at concealment.\A Master is a mage, so if you follow their mana, you can locate them.\But that would only give you suspects.\Suspects.\Emiya-kun?\Trace on.\There really was one. response:	I'm impressed!
context: I suppose... But only if they hadn't made any attempt at concealment.\A Master is a mage, so if you follow their mana, you can locate them.\But that would only give you suspects.\Suspects.\Emiya-kun?\Trace on.\There really was one.\I'm impressed! response:	That's a sigil?
context: A Master is a mage, so if you follow their mana, you can locate them.\But that would only give you suspects.\Suspects.\Emiya-kun?\Trace on.\There really was one.\I'm impressed!\That's a sigil? response:	Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,
context: But that would only give you suspects.\Suspects.\Emiya-kun?\Trace on.\There really was one.\I'm impressed!\That's a sigil?\Yes. Emiya-kun, for a guy with no sensitivity to living things' mana, response:	you can really sense when a place has something abnormal.
context: Suspects.\Emiya-kun?\Trace on.\There really was one.\I'm impressed!\That's a sigil?\Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,\you can really sense when a place has something abnormal. response:	Was that a compliment?
context: Emiya-kun?\Trace on.\There really was one.\I'm impressed!\That's a sigil?\Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,\you can really sense when a place has something abnormal.\Was that a compliment? response:	You didn't think I was a mage, either, remember?
context: Trace on.\There really was one.\I'm impressed!\That's a sigil?\Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,\you can really sense when a place has something abnormal.\Was that a compliment?\You didn't think I was a mage, either, remember? response:	Why was that?
context: There really was one.\I'm impressed!\That's a sigil?\Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,\you can really sense when a place has something abnormal.\Was that a compliment?\You didn't think I was a mage, either, remember?\Why was that? response:	What? You want me to spell it out?
context: I'm impressed!\That's a sigil?\Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,\you can really sense when a place has something abnormal.\Was that a compliment?\You didn't think I was a mage, either, remember?\Why was that?\What? You want me to spell it out? response:	No, forget it.
context: That's a sigil?\Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,\you can really sense when a place has something abnormal.\Was that a compliment?\You didn't think I was a mage, either, remember?\Why was that?\What? You want me to spell it out?\No, forget it. response:	I can guess.
context: Yes. Emiya-kun, for a guy with no sensitivity to living things' mana,\you can really sense when a place has something abnormal.\Was that a compliment?\You didn't think I was a mage, either, remember?\Why was that?\What? You want me to spell it out?\No, forget it.\I can guess. response:	Clever boy.
context: you can really sense when a place has something abnormal.\Was that a compliment?\You didn't think I was a mage, either, remember?\Why was that?\What? You want me to spell it out?\No, forget it.\I can guess.\Clever boy. response:	Anyway, that's just how it is.
context: Was that a compliment?\You didn't think I was a mage, either, remember?\Why was that?\What? You want me to spell it out?\No, forget it.\I can guess.\Clever boy.\Anyway, that's just how it is. response:	Mages only recognize people with a set level of mana as mages.
context: You didn't think I was a mage, either, remember?\Why was that?\What? You want me to spell it out?\No, forget it.\I can guess.\Clever boy.\Anyway, that's just how it is.\Mages only recognize people with a set level of mana as mages. response:	I thought it would be something like that.
context: Why was that?\What? You want me to spell it out?\No, forget it.\I can guess.\Clever boy.\Anyway, that's just how it is.\Mages only recognize people with a set level of mana as mages.\I thought it would be something like that. response:	That should be most of the active sigils.
context: What? You want me to spell it out?\No, forget it.\I can guess.\Clever boy.\Anyway, that's just how it is.\Mages only recognize people with a set level of mana as mages.\I thought it would be something like that.\That should be most of the active sigils. response:	You were able to disable the Bounded Field, then?
context: No, forget it.\I can guess.\Clever boy.\Anyway, that's just how it is.\Mages only recognize people with a set level of mana as mages.\I thought it would be something like that.\That should be most of the active sigils.\You were able to disable the Bounded Field, then? response:	The field itself is already in place, so all I did was weaken its potency.
context: I can guess.\Clever boy.\Anyway, that's just how it is.\Mages only recognize people with a set level of mana as mages.\I thought it would be something like that.\That should be most of the active sigils.\You were able to disable the Bounded Field, then?\The field itself is already in place, so all I did was weaken its potency. response:	Anyone who'd put up a field like this
context: Clever boy.\Anyway, that's just how it is.\Mages only recognize people with a set level of mana as mages.\I thought it would be something like that.\That should be most of the active sigils.\You were able to disable the Bounded Field, then?\The field itself is already in place, so all I did was weaken its potency.\Anyone who'd put up a field like this response:	isn't going to stand by and let others interfere.
context: Anyway, that's just how it is.\Mages only recognize people with a set level of mana as mages.\I thought it would be something like that.\That should be most of the active sigils.\You were able to disable the Bounded Field, then?\The field itself is already in place, so all I did was weaken its potency.\Anyone who'd put up a field like this\isn't going to stand by and let others interfere. response:	In my opinion, they'll show themselves, maybe even tomorrow.
context: Mages only recognize people with a set level of mana as mages.\I thought it would be something like that.\That should be most of the active sigils.\You were able to disable the Bounded Field, then?\The field itself is already in place, so all I did was weaken its potency.\Anyone who'd put up a field like this\isn't going to stand by and let others interfere.\In my opinion, they'll show themselves, maybe even tomorrow. response:	They will, huh?
context: I thought it would be something like that.\That should be most of the active sigils.\You were able to disable the Bounded Field, then?\The field itself is already in place, so all I did was weaken its potency.\Anyone who'd put up a field like this\isn't going to stand by and let others interfere.\In my opinion, they'll show themselves, maybe even tomorrow.\They will, huh? response:	Anyway,
context: That should be most of the active sigils.\You were able to disable the Bounded Field, then?\The field itself is already in place, so all I did was weaken its potency.\Anyone who'd put up a field like this\isn't going to stand by and let others interfere.\In my opinion, they'll show themselves, maybe even tomorrow.\They will, huh?\Anyway, response:	I have other business to tend to, so I'm heading home.
context: You were able to disable the Bounded Field, then?\The field itself is already in place, so all I did was weaken its potency.\Anyone who'd put up a field like this\isn't going to stand by and let others interfere.\In my opinion, they'll show themselves, maybe even tomorrow.\They will, huh?\Anyway,\I have other business to tend to, so I'm heading home. response:	I need to buy some supplies for tomorrow.
context: The field itself is already in place, so all I did was weaken its potency.\Anyone who'd put up a field like this\isn't going to stand by and let others interfere.\In my opinion, they'll show themselves, maybe even tomorrow.\They will, huh?\Anyway,\I have other business to tend to, so I'm heading home.\I need to buy some supplies for tomorrow. response:	You should head home early today, too, Emiya-kun.
context: Anyone who'd put up a field like this\isn't going to stand by and let others interfere.\In my opinion, they'll show themselves, maybe even tomorrow.\They will, huh?\Anyway,\I have other business to tend to, so I'm heading home.\I need to buy some supplies for tomorrow.\You should head home early today, too, Emiya-kun. response:	What? You're worried about me, Tohsaka?
context: isn't going to stand by and let others interfere.\In my opinion, they'll show themselves, maybe even tomorrow.\They will, huh?\Anyway,\I have other business to tend to, so I'm heading home.\I need to buy some supplies for tomorrow.\You should head home early today, too, Emiya-kun.\What? You're worried about me, Tohsaka? response:	Th-That's not it!
context: In my opinion, they'll show themselves, maybe even tomorrow.\They will, huh?\Anyway,\I have other business to tend to, so I'm heading home.\I need to buy some supplies for tomorrow.\You should head home early today, too, Emiya-kun.\What? You're worried about me, Tohsaka?\Th-That's not it! response:	We have an alliance now,
context: They will, huh?\Anyway,\I have other business to tend to, so I'm heading home.\I need to buy some supplies for tomorrow.\You should head home early today, too, Emiya-kun.\What? You're worried about me, Tohsaka?\Th-That's not it!\We have an alliance now, response:	so if you get yourself eliminated, it'll ruin my plans.
context: Anyway,\I have other business to tend to, so I'm heading home.\I need to buy some supplies for tomorrow.\You should head home early today, too, Emiya-kun.\What? You're worried about me, Tohsaka?\Th-That's not it!\We have an alliance now,\so if you get yourself eliminated, it'll ruin my plans. response:	That's all it was! I just said it to be clear!
context: I have other business to tend to, so I'm heading home.\I need to buy some supplies for tomorrow.\You should head home early today, too, Emiya-kun.\What? You're worried about me, Tohsaka?\Th-That's not it!\We have an alliance now,\so if you get yourself eliminated, it'll ruin my plans.\That's all it was! I just said it to be clear! response:	Heading home so late, after all that tedious sigil-erasing?
context: I need to buy some supplies for tomorrow.\You should head home early today, too, Emiya-kun.\What? You're worried about me, Tohsaka?\Th-That's not it!\We have an alliance now,\so if you get yourself eliminated, it'll ruin my plans.\That's all it was! I just said it to be clear!\Heading home so late, after all that tedious sigil-erasing? response:	What was that?
context: You should head home early today, too, Emiya-kun.\What? You're worried about me, Tohsaka?\Th-That's not it!\We have an alliance now,\so if you get yourself eliminated, it'll ruin my plans.\That's all it was! I just said it to be clear!\Heading home so late, after all that tedious sigil-erasing?\What was that? response:	The Bounded Field you've been systematically erasing
context: What? You're worried about me, Tohsaka?\Th-That's not it!\We have an alliance now,\so if you get yourself eliminated, it'll ruin my plans.\That's all it was! I just said it to be clear!\Heading home so late, after all that tedious sigil-erasing?\What was that?\The Bounded Field you've been systematically erasing response:	is an insurance policy I set up for myself.
context: Th-That's not it!\We have an alliance now,\so if you get yourself eliminated, it'll ruin my plans.\That's all it was! I just said it to be clear!\Heading home so late, after all that tedious sigil-erasing?\What was that?\The Bounded Field you've been systematically erasing\is an insurance policy I set up for myself. response:	Shinji, I knew it. You're...
context: We have an alliance now,\so if you get yourself eliminated, it'll ruin my plans.\That's all it was! I just said it to be clear!\Heading home so late, after all that tedious sigil-erasing?\What was that?\The Bounded Field you've been systematically erasing\is an insurance policy I set up for myself.\Shinji, I knew it. You're... response:	Please don't be so stiff, Emiya.
context: so if you get yourself eliminated, it'll ruin my plans.\That's all it was! I just said it to be clear!\Heading home so late, after all that tedious sigil-erasing?\What was that?\The Bounded Field you've been systematically erasing\is an insurance policy I set up for myself.\Shinji, I knew it. You're...\Please don't be so stiff, Emiya. response:	Just like you, I don't have any mana, but they're making me a Master.
context: That's all it was! I just said it to be clear!\Heading home so late, after all that tedious sigil-erasing?\What was that?\The Bounded Field you've been systematically erasing\is an insurance policy I set up for myself.\Shinji, I knew it. You're...\Please don't be so stiff, Emiya.\Just like you, I don't have any mana, but they're making me a Master. response:	So what's the story with that field?
context: Heading home so late, after all that tedious sigil-erasing?\What was that?\The Bounded Field you've been systematically erasing\is an insurance policy I set up for myself.\Shinji, I knew it. You're...\Please don't be so stiff, Emiya.\Just like you, I don't have any mana, but they're making me a Master.\So what's the story with that field? response:	I told you, it's just insurance.
context: What was that?\The Bounded Field you've been systematically erasing\is an insurance policy I set up for myself.\Shinji, I knew it. You're...\Please don't be so stiff, Emiya.\Just like you, I don't have any mana, but they're making me a Master.\So what's the story with that field?\I told you, it's just insurance. response:	Then are you the one who attacked that student yesterday?
context: The Bounded Field you've been systematically erasing\is an insurance policy I set up for myself.\Shinji, I knew it. You're...\Please don't be so stiff, Emiya.\Just like you, I don't have any mana, but they're making me a Master.\So what's the story with that field?\I told you, it's just insurance.\Then are you the one who attacked that student yesterday? response:	I didn't have any choice there.
context: is an insurance policy I set up for myself.\Shinji, I knew it. You're...\Please don't be so stiff, Emiya.\Just like you, I don't have any mana, but they're making me a Master.\So what's the story with that field?\I told you, it's just insurance.\Then are you the one who attacked that student yesterday?\I didn't have any choice there. response:	My Servant did it on her own.
context: Shinji, I knew it. You're...\Please don't be so stiff, Emiya.\Just like you, I don't have any mana, but they're making me a Master.\So what's the story with that field?\I told you, it's just insurance.\Then are you the one who attacked that student yesterday?\I didn't have any choice there.\My Servant did it on her own. response:	Come on, you have to believe me.
context: Please don't be so stiff, Emiya.\Just like you, I don't have any mana, but they're making me a Master.\So what's the story with that field?\I told you, it's just insurance.\Then are you the one who attacked that student yesterday?\I didn't have any choice there.\My Servant did it on her own.\Come on, you have to believe me. response:	I don't want to fight anyone.
context: Just like you, I don't have any mana, but they're making me a Master.\So what's the story with that field?\I told you, it's just insurance.\Then are you the one who attacked that student yesterday?\I didn't have any choice there.\My Servant did it on her own.\Come on, you have to believe me.\I don't want to fight anyone. response:	All right.
context: So what's the story with that field?\I told you, it's just insurance.\Then are you the one who attacked that student yesterday?\I didn't have any choice there.\My Servant did it on her own.\Come on, you have to believe me.\I don't want to fight anyone.\All right. response:	Wait, Emiya!
context: I told you, it's just insurance.\Then are you the one who attacked that student yesterday?\I didn't have any choice there.\My Servant did it on her own.\Come on, you have to believe me.\I don't want to fight anyone.\All right.\Wait, Emiya! response:	Will you team up with me?
context: Then are you the one who attacked that student yesterday?\I didn't have any choice there.\My Servant did it on her own.\Come on, you have to believe me.\I don't want to fight anyone.\All right.\Wait, Emiya!\Will you team up with me? response:	We, the Matous, used to be a mage family.
context: I didn't have any choice there.\My Servant did it on her own.\Come on, you have to believe me.\I don't want to fight anyone.\All right.\Wait, Emiya!\Will you team up with me?\We, the Matous, used to be a mage family. response:	The Matous?
context: My Servant did it on her own.\Come on, you have to believe me.\I don't want to fight anyone.\All right.\Wait, Emiya!\Will you team up with me?\We, the Matous, used to be a mage family.\The Matous? response:	Well, it's no surprise that you wouldn't know, since you aren't a proper mage.
context: Come on, you have to believe me.\I don't want to fight anyone.\All right.\Wait, Emiya!\Will you team up with me?\We, the Matous, used to be a mage family.\The Matous?\Well, it's no surprise that you wouldn't know, since you aren't a proper mage. response:	If you don't believe me, ask Tohsaka.
context: I don't want to fight anyone.\All right.\Wait, Emiya!\Will you team up with me?\We, the Matous, used to be a mage family.\The Matous?\Well, it's no surprise that you wouldn't know, since you aren't a proper mage.\If you don't believe me, ask Tohsaka. response:	Shinji, does Sakura know about you?
context: All right.\Wait, Emiya!\Will you team up with me?\We, the Matous, used to be a mage family.\The Matous?\Well, it's no surprise that you wouldn't know, since you aren't a proper mage.\If you don't believe me, ask Tohsaka.\Shinji, does Sakura know about you? response:	Mage families only pass down their secret arts to the eldest son.
context: Wait, Emiya!\Will you team up with me?\We, the Matous, used to be a mage family.\The Matous?\Well, it's no surprise that you wouldn't know, since you aren't a proper mage.\If you don't believe me, ask Tohsaka.\Shinji, does Sakura know about you?\Mage families only pass down their secret arts to the eldest son. response:	As if anyone would teach magic to that dunce of a girl.
context: Will you team up with me?\We, the Matous, used to be a mage family.\The Matous?\Well, it's no surprise that you wouldn't know, since you aren't a proper mage.\If you don't believe me, ask Tohsaka.\Shinji, does Sakura know about you?\Mage families only pass down their secret arts to the eldest son.\As if anyone would teach magic to that dunce of a girl. response:	Well? What do you say?
context: We, the Matous, used to be a mage family.\The Matous?\Well, it's no surprise that you wouldn't know, since you aren't a proper mage.\If you don't believe me, ask Tohsaka.\Shinji, does Sakura know about you?\Mage families only pass down their secret arts to the eldest son.\As if anyone would teach magic to that dunce of a girl.\Well? What do you say? response:	If you aren't going to do anything, I have no reason to work with you, right?
context: The Matous?\Well, it's no surprise that you wouldn't know, since you aren't a proper mage.\If you don't believe me, ask Tohsaka.\Shinji, does Sakura know about you?\Mage families only pass down their secret arts to the eldest son.\As if anyone would teach magic to that dunce of a girl.\Well? What do you say?\If you aren't going to do anything, I have no reason to work with you, right? response:	You won't work with me, huh?
context: Well, it's no surprise that you wouldn't know, since you aren't a proper mage.\If you don't believe me, ask Tohsaka.\Shinji, does Sakura know about you?\Mage families only pass down their secret arts to the eldest son.\As if anyone would teach magic to that dunce of a girl.\Well? What do you say?\If you aren't going to do anything, I have no reason to work with you, right?\You won't work with me, huh? response:	Emiya, are you actually going to try to win?
context: If you don't believe me, ask Tohsaka.\Shinji, does Sakura know about you?\Mage families only pass down their secret arts to the eldest son.\As if anyone would teach magic to that dunce of a girl.\Well? What do you say?\If you aren't going to do anything, I have no reason to work with you, right?\You won't work with me, huh?\Emiya, are you actually going to try to win? response:	I see...
context: Shinji, does Sakura know about you?\Mage families only pass down their secret arts to the eldest son.\As if anyone would teach magic to that dunce of a girl.\Well? What do you say?\If you aren't going to do anything, I have no reason to work with you, right?\You won't work with me, huh?\Emiya, are you actually going to try to win?\I see... response:	If so, I can't leave my sister in the home
context: Mage families only pass down their secret arts to the eldest son.\As if anyone would teach magic to that dunce of a girl.\Well? What do you say?\If you aren't going to do anything, I have no reason to work with you, right?\You won't work with me, huh?\Emiya, are you actually going to try to win?\I see...\If so, I can't leave my sister in the home response:	of one who's taking part in this slaughter.
context: As if anyone would teach magic to that dunce of a girl.\Well? What do you say?\If you aren't going to do anything, I have no reason to work with you, right?\You won't work with me, huh?\Emiya, are you actually going to try to win?\I see...\If so, I can't leave my sister in the home\of one who's taking part in this slaughter. response:	Fine.
context: Well? What do you say?\If you aren't going to do anything, I have no reason to work with you, right?\You won't work with me, huh?\Emiya, are you actually going to try to win?\I see...\If so, I can't leave my sister in the home\of one who's taking part in this slaughter.\Fine. response:	I'll tell Sakura myself.
context: If you aren't going to do anything, I have no reason to work with you, right?\You won't work with me, huh?\Emiya, are you actually going to try to win?\I see...\If so, I can't leave my sister in the home\of one who's taking part in this slaughter.\Fine.\I'll tell Sakura myself. response:	Okay. It's so nice that you're such a caring senpai to her.
context: You won't work with me, huh?\Emiya, are you actually going to try to win?\I see...\If so, I can't leave my sister in the home\of one who's taking part in this slaughter.\Fine.\I'll tell Sakura myself.\Okay. It's so nice that you're such a caring senpai to her. response:	What we discussed here is a secret between you and me, right?
context: Emiya, are you actually going to try to win?\I see...\If so, I can't leave my sister in the home\of one who's taking part in this slaughter.\Fine.\I'll tell Sakura myself.\Okay. It's so nice that you're such a caring senpai to her.\What we discussed here is a secret between you and me, right? response:	I came clean out of respect for our friendship.
context: I see...\If so, I can't leave my sister in the home\of one who's taking part in this slaughter.\Fine.\I'll tell Sakura myself.\Okay. It's so nice that you're such a caring senpai to her.\What we discussed here is a secret between you and me, right?\I came clean out of respect for our friendship. response:	Sure, I'll keep quiet.
context: If so, I can't leave my sister in the home\of one who's taking part in this slaughter.\Fine.\I'll tell Sakura myself.\Okay. It's so nice that you're such a caring senpai to her.\What we discussed here is a secret between you and me, right?\I came clean out of respect for our friendship.\Sure, I'll keep quiet. response:	You're wide open!
context: of one who's taking part in this slaughter.\Fine.\I'll tell Sakura myself.\Okay. It's so nice that you're such a caring senpai to her.\What we discussed here is a secret between you and me, right?\I came clean out of respect for our friendship.\Sure, I'll keep quiet.\You're wide open! response:	Okay, one more match!
context: Fine.\I'll tell Sakura myself.\Okay. It's so nice that you're such a caring senpai to her.\What we discussed here is a secret between you and me, right?\I came clean out of respect for our friendship.\Sure, I'll keep quiet.\You're wide open!\Okay, one more match! response:	Ouch...
context: I'll tell Sakura myself.\Okay. It's so nice that you're such a caring senpai to her.\What we discussed here is a secret between you and me, right?\I came clean out of respect for our friendship.\Sure, I'll keep quiet.\You're wide open!\Okay, one more match!\Ouch... response:	Damn Saber...
context: Okay. It's so nice that you're such a caring senpai to her.\What we discussed here is a secret between you and me, right?\I came clean out of respect for our friendship.\Sure, I'll keep quiet.\You're wide open!\Okay, one more match!\Ouch...\Damn Saber... response:	When she decides to do something, she doesn't hold back.
context: What we discussed here is a secret between you and me, right?\I came clean out of respect for our friendship.\Sure, I'll keep quiet.\You're wide open!\Okay, one more match!\Ouch...\Damn Saber...\When she decides to do something, she doesn't hold back. response:	Trace on.
context: I came clean out of respect for our friendship.\Sure, I'll keep quiet.\You're wide open!\Okay, one more match!\Ouch...\Damn Saber...\When she decides to do something, she doesn't hold back.\Trace on. response:	Crap... Concentrate!
context: Sure, I'll keep quiet.\You're wide open!\Okay, one more match!\Ouch...\Damn Saber...\When she decides to do something, she doesn't hold back.\Trace on.\Crap... Concentrate! response:	Shirou?
context: You're wide open!\Okay, one more match!\Ouch...\Damn Saber...\When she decides to do something, she doesn't hold back.\Trace on.\Crap... Concentrate!\Shirou? response:	What is it, Saber?
context: Okay, one more match!\Ouch...\Damn Saber...\When she decides to do something, she doesn't hold back.\Trace on.\Crap... Concentrate!\Shirou?\What is it, Saber? response:	Nothing. I just sensed mana.
context: Ouch...\Damn Saber...\When she decides to do something, she doesn't hold back.\Trace on.\Crap... Concentrate!\Shirou?\What is it, Saber?\Nothing. I just sensed mana. response:	You are training?
context: Damn Saber...\When she decides to do something, she doesn't hold back.\Trace on.\Crap... Concentrate!\Shirou?\What is it, Saber?\Nothing. I just sensed mana.\You are training? response:	Yeah... I do this every day.
context: When she decides to do something, she doesn't hold back.\Trace on.\Crap... Concentrate!\Shirou?\What is it, Saber?\Nothing. I just sensed mana.\You are training?\Yeah... I do this every day. response:	May I enter?
context: Trace on.\Crap... Concentrate!\Shirou?\What is it, Saber?\Nothing. I just sensed mana.\You are training?\Yeah... I do this every day.\May I enter? response:	Sure.
context: Crap... Concentrate!\Shirou?\What is it, Saber?\Nothing. I just sensed mana.\You are training?\Yeah... I do this every day.\May I enter?\Sure. response:	I heard that your magical specialty is strengthening.
context: Shirou?\What is it, Saber?\Nothing. I just sensed mana.\You are training?\Yeah... I do this every day.\May I enter?\Sure.\I heard that your magical specialty is strengthening. response:	It's the only thing I can do, so I'm not sure if specialty is the word.
context: What is it, Saber?\Nothing. I just sensed mana.\You are training?\Yeah... I do this every day.\May I enter?\Sure.\I heard that your magical specialty is strengthening.\It's the only thing I can do, so I'm not sure if specialty is the word. response:	How does one train in the art of strengthening?
context: Nothing. I just sensed mana.\You are training?\Yeah... I do this every day.\May I enter?\Sure.\I heard that your magical specialty is strengthening.\It's the only thing I can do, so I'm not sure if specialty is the word.\How does one train in the art of strengthening? response:	Strengthening isn't just about increasing a thing's toughness.
context: You are training?\Yeah... I do this every day.\May I enter?\Sure.\I heard that your magical specialty is strengthening.\It's the only thing I can do, so I'm not sure if specialty is the word.\How does one train in the art of strengthening?\Strengthening isn't just about increasing a thing's toughness. response:	It also includes increasing its effectiveness.
context: Yeah... I do this every day.\May I enter?\Sure.\I heard that your magical specialty is strengthening.\It's the only thing I can do, so I'm not sure if specialty is the word.\How does one train in the art of strengthening?\Strengthening isn't just about increasing a thing's toughness.\It also includes increasing its effectiveness. response:	For this rock, it's making it harder. For that light bulb, it's making it brighter.
context: May I enter?\Sure.\I heard that your magical specialty is strengthening.\It's the only thing I can do, so I'm not sure if specialty is the word.\How does one train in the art of strengthening?\Strengthening isn't just about increasing a thing's toughness.\It also includes increasing its effectiveness.\For this rock, it's making it harder. For that light bulb, it's making it brighter. response:	I visualize an object's component materials,
context: Sure.\I heard that your magical specialty is strengthening.\It's the only thing I can do, so I'm not sure if specialty is the word.\How does one train in the art of strengthening?\Strengthening isn't just about increasing a thing's toughness.\It also includes increasing its effectiveness.\For this rock, it's making it harder. For that light bulb, it's making it brighter.\I visualize an object's component materials, response:	and pass my mana through them to strengthen it.
