context: Rule the Court Aoba Johsai High School Volleyball Club response:	What? Again?
context: the powerhouse, Karasuno High School.\We're gonna be on!\We asked him what he thought about his opponent, Karasuno High School,\who he'll be facing in the third match.\Q: What do you think of your opponents for the third match?\They're a great team.\I hope...\There'll definitely be more heated matches tomorrow. response:	We wish them the best.
context: We're gonna be on!\We asked him what he thought about his opponent, Karasuno High School,\who he'll be facing in the third match.\Q: What do you think of your opponents for the third match?\They're a great team.\I hope...\There'll definitely be more heated matches tomorrow.\We wish them the best. response:	Next is the weather.
context: We asked him what he thought about his opponent, Karasuno High School,\who he'll be facing in the third match.\Q: What do you think of your opponents for the third match?\They're a great team.\I hope...\There'll definitely be more heated matches tomorrow.\We wish them the best.\Next is the weather. response:	We have Komata-san reporting from Sendai Station.
context: who he'll be facing in the third match.\Q: What do you think of your opponents for the third match?\They're a great team.\I hope...\There'll definitely be more heated matches tomorrow.\We wish them the best.\Next is the weather.\We have Komata-san reporting from Sendai Station. response:	Hello, Komata here.
context: Q: What do you think of your opponents for the third match?\They're a great team.\I hope...\There'll definitely be more heated matches tomorrow.\We wish them the best.\Next is the weather.\We have Komata-san reporting from Sendai Station.\Hello, Komata here. response:	Th-There was a glimpse of your match at the very beginning!
context: They're a great team.\I hope...\There'll definitely be more heated matches tomorrow.\We wish them the best.\Next is the weather.\We have Komata-san reporting from Sendai Station.\Hello, Komata here.\Th-There was a glimpse of your match at the very beginning! response:	You all looked very cool!
context: I hope...\There'll definitely be more heated matches tomorrow.\We wish them the best.\Next is the weather.\We have Komata-san reporting from Sendai Station.\Hello, Komata here.\Th-There was a glimpse of your match at the very beginning!\You all looked very cool! response:	Sensei, thank you.
context: There'll definitely be more heated matches tomorrow.\We wish them the best.\Next is the weather.\We have Komata-san reporting from Sendai Station.\Hello, Komata here.\Th-There was a glimpse of your match at the very beginning!\You all looked very cool!\Sensei, thank you. response:	Oh, it was nothing...
context: We wish them the best.\Next is the weather.\We have Komata-san reporting from Sendai Station.\Hello, Komata here.\Th-There was a glimpse of your match at the very beginning!\You all looked very cool!\Sensei, thank you.\Oh, it was nothing... response:	All right. Well, then...
context: Next is the weather.\We have Komata-san reporting from Sendai Station.\Hello, Komata here.\Th-There was a glimpse of your match at the very beginning!\You all looked very cool!\Sensei, thank you.\Oh, it was nothing...\All right. Well, then... response:	Let's do this.
context: We have Komata-san reporting from Sendai Station.\Hello, Komata here.\Th-There was a glimpse of your match at the very beginning!\You all looked very cool!\Sensei, thank you.\Oh, it was nothing...\All right. Well, then...\Let's do this. response:	Do what?!
context: Hello, Komata here.\Th-There was a glimpse of your match at the very beginning!\You all looked very cool!\Sensei, thank you.\Oh, it was nothing...\All right. Well, then...\Let's do this.\Do what?! response:	A m-meeting!
context: Th-There was a glimpse of your match at the very beginning!\You all looked very cool!\Sensei, thank you.\Oh, it was nothing...\All right. Well, then...\Let's do this.\Do what?!\A m-meeting! response:	Today's match against Date Tech
context: You all looked very cool!\Sensei, thank you.\Oh, it was nothing...\All right. Well, then...\Let's do this.\Do what?!\A m-meeting!\Today's match against Date Tech response:	is what you call the first sip of beer.
context: Sensei, thank you.\Oh, it was nothing...\All right. Well, then...\Let's do this.\Do what?!\A m-meeting!\Today's match against Date Tech\is what you call the first sip of beer. response:	The deliciousness of the first sip of beer is special,
context: Oh, it was nothing...\All right. Well, then...\Let's do this.\Do what?!\A m-meeting!\Today's match against Date Tech\is what you call the first sip of beer.\The deliciousness of the first sip of beer is special, response:	and you only get it in that first sip.
context: All right. Well, then...\Let's do this.\Do what?!\A m-meeting!\Today's match against Date Tech\is what you call the first sip of beer.\The deliciousness of the first sip of beer is special,\and you only get it in that first sip. response:	Ukai-kun, we should phrase that differenty for the minors here.
context: Let's do this.\Do what?!\A m-meeting!\Today's match against Date Tech\is what you call the first sip of beer.\The deliciousness of the first sip of beer is special,\and you only get it in that first sip.\Ukai-kun, we should phrase that differenty for the minors here. response:	Ahem.
context: Do what?!\A m-meeting!\Today's match against Date Tech\is what you call the first sip of beer.\The deliciousness of the first sip of beer is special,\and you only get it in that first sip.\Ukai-kun, we should phrase that differenty for the minors here.\Ahem. response:	Well, the match with Date Tech was the first time
context: A m-meeting!\Today's match against Date Tech\is what you call the first sip of beer.\The deliciousness of the first sip of beer is special,\and you only get it in that first sip.\Ukai-kun, we should phrase that differenty for the minors here.\Ahem.\Well, the match with Date Tech was the first time response:	we used the freak quick against them.
context: Today's match against Date Tech\is what you call the first sip of beer.\The deliciousness of the first sip of beer is special,\and you only get it in that first sip.\Ukai-kun, we should phrase that differenty for the minors here.\Ahem.\Well, the match with Date Tech was the first time\we used the freak quick against them. response:	Therefore, we were able to catch out opponents off guard.
context: is what you call the first sip of beer.\The deliciousness of the first sip of beer is special,\and you only get it in that first sip.\Ukai-kun, we should phrase that differenty for the minors here.\Ahem.\Well, the match with Date Tech was the first time\we used the freak quick against them.\Therefore, we were able to catch out opponents off guard. response:	But we've fought Seijoh once in the past,
context: The deliciousness of the first sip of beer is special,\and you only get it in that first sip.\Ukai-kun, we should phrase that differenty for the minors here.\Ahem.\Well, the match with Date Tech was the first time\we used the freak quick against them.\Therefore, we were able to catch out opponents off guard.\But we've fought Seijoh once in the past, response:	so they know at least some of our tricks.
context: and you only get it in that first sip.\Ukai-kun, we should phrase that differenty for the minors here.\Ahem.\Well, the match with Date Tech was the first time\we used the freak quick against them.\Therefore, we were able to catch out opponents off guard.\But we've fought Seijoh once in the past,\so they know at least some of our tricks. response:	Still, I'm certain that your offense is stronger than theirs.
context: Ukai-kun, we should phrase that differenty for the minors here.\Ahem.\Well, the match with Date Tech was the first time\we used the freak quick against them.\Therefore, we were able to catch out opponents off guard.\But we've fought Seijoh once in the past,\so they know at least some of our tricks.\Still, I'm certain that your offense is stronger than theirs. response:	First, we need to endure Oikawa's serves.
context: Ahem.\Well, the match with Date Tech was the first time\we used the freak quick against them.\Therefore, we were able to catch out opponents off guard.\But we've fought Seijoh once in the past,\so they know at least some of our tricks.\Still, I'm certain that your offense is stronger than theirs.\First, we need to endure Oikawa's serves. response:	His serves controlling the game's pace
context: Well, the match with Date Tech was the first time\we used the freak quick against them.\Therefore, we were able to catch out opponents off guard.\But we've fought Seijoh once in the past,\so they know at least some of our tricks.\Still, I'm certain that your offense is stronger than theirs.\First, we need to endure Oikawa's serves.\His serves controlling the game's pace response:	is what we want the least,
context: we used the freak quick against them.\Therefore, we were able to catch out opponents off guard.\But we've fought Seijoh once in the past,\so they know at least some of our tricks.\Still, I'm certain that your offense is stronger than theirs.\First, we need to endure Oikawa's serves.\His serves controlling the game's pace\is what we want the least, response:	but that's most likely that will happen.
context: Therefore, we were able to catch out opponents off guard.\But we've fought Seijoh once in the past,\so they know at least some of our tricks.\Still, I'm certain that your offense is stronger than theirs.\First, we need to endure Oikawa's serves.\His serves controlling the game's pace\is what we want the least,\but that's most likely that will happen. response:	So, for right now, we have the basic
context: But we've fought Seijoh once in the past,\so they know at least some of our tricks.\Still, I'm certain that your offense is stronger than theirs.\First, we need to endure Oikawa's serves.\His serves controlling the game's pace\is what we want the least,\but that's most likely that will happen.\So, for right now, we have the basic response:	everyone who's not the setter goes after the ball formation to receive serves.
context: so they know at least some of our tricks.\Still, I'm certain that your offense is stronger than theirs.\First, we need to endure Oikawa's serves.\His serves controlling the game's pace\is what we want the least,\but that's most likely that will happen.\So, for right now, we have the basic\everyone who's not the setter goes after the ball formation to receive serves. response:	(Net) Hinata or Tsukishima
context: Still, I'm certain that your offense is stronger than theirs.\First, we need to endure Oikawa's serves.\His serves controlling the game's pace\is what we want the least,\but that's most likely that will happen.\So, for right now, we have the basic\everyone who's not the setter goes after the ball formation to receive serves.\(Net) Hinata or Tsukishima response:	However, this time, we won't have the middle blocker, Hinata or Tsukishima,
context: First, we need to endure Oikawa's serves.\His serves controlling the game's pace\is what we want the least,\but that's most likely that will happen.\So, for right now, we have the basic\everyone who's not the setter goes after the ball formation to receive serves.\(Net) Hinata or Tsukishima\However, this time, we won't have the middle blocker, Hinata or Tsukishima, response:	participate in receiving the serve.
context: His serves controlling the game's pace\is what we want the least,\but that's most likely that will happen.\So, for right now, we have the basic\everyone who's not the setter goes after the ball formation to receive serves.\(Net) Hinata or Tsukishima\However, this time, we won't have the middle blocker, Hinata or Tsukishima,\participate in receiving the serve. response:	They'll concentrate solely on attacking.
context: is what we want the least,\but that's most likely that will happen.\So, for right now, we have the basic\everyone who's not the setter goes after the ball formation to receive serves.\(Net) Hinata or Tsukishima\However, this time, we won't have the middle blocker, Hinata or Tsukishima,\participate in receiving the serve.\They'll concentrate solely on attacking. response:	'Kay.
context: but that's most likely that will happen.\So, for right now, we have the basic\everyone who's not the setter goes after the ball formation to receive serves.\(Net) Hinata or Tsukishima\However, this time, we won't have the middle blocker, Hinata or Tsukishima,\participate in receiving the serve.\They'll concentrate solely on attacking.\'Kay. response:	Okay.
context: So, for right now, we have the basic\everyone who's not the setter goes after the ball formation to receive serves.\(Net) Hinata or Tsukishima\However, this time, we won't have the middle blocker, Hinata or Tsukishima,\participate in receiving the serve.\They'll concentrate solely on attacking.\'Kay.\Okay. response:	Hey, don't get so bummed out.
context: everyone who's not the setter goes after the ball formation to receive serves.\(Net) Hinata or Tsukishima\However, this time, we won't have the middle blocker, Hinata or Tsukishima,\participate in receiving the serve.\They'll concentrate solely on attacking.\'Kay.\Okay.\Hey, don't get so bummed out. response:	We're just dividing up the work.
context: (Net) Hinata or Tsukishima\However, this time, we won't have the middle blocker, Hinata or Tsukishima,\participate in receiving the serve.\They'll concentrate solely on attacking.\'Kay.\Okay.\Hey, don't get so bummed out.\We're just dividing up the work. response:	Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?
context: However, this time, we won't have the middle blocker, Hinata or Tsukishima,\participate in receiving the serve.\They'll concentrate solely on attacking.\'Kay.\Okay.\Hey, don't get so bummed out.\We're just dividing up the work.\Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right? response:	But...
context: participate in receiving the serve.\They'll concentrate solely on attacking.\'Kay.\Okay.\Hey, don't get so bummed out.\We're just dividing up the work.\Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?\But... response:	If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,
context: They'll concentrate solely on attacking.\'Kay.\Okay.\Hey, don't get so bummed out.\We're just dividing up the work.\Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?\But...\If you were seeing our match against Date Tech from the stands, you'd hesitate, saying, response:	What's with that blocking? Talk about scary. We can't win, right?
context: 'Kay.\Okay.\Hey, don't get so bummed out.\We're just dividing up the work.\Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?\But...\If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,\What's with that blocking? Talk about scary. We can't win, right? response:	But you fought them,
context: Okay.\Hey, don't get so bummed out.\We're just dividing up the work.\Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?\But...\If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,\What's with that blocking? Talk about scary. We can't win, right?\But you fought them, response:	and you won.
context: Hey, don't get so bummed out.\We're just dividing up the work.\Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?\But...\If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,\What's with that blocking? Talk about scary. We can't win, right?\But you fought them,\and you won. response:	Tomorrow will be the same.
context: We're just dividing up the work.\Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?\But...\If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,\What's with that blocking? Talk about scary. We can't win, right?\But you fought them,\and you won.\Tomorrow will be the same. response:	All right!
context: Oh, also, you guys saw Seijoh and thought, Oh, crap. They're strong, right?\But...\If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,\What's with that blocking? Talk about scary. We can't win, right?\But you fought them,\and you won.\Tomorrow will be the same.\All right! response:	All right. Let's clarify the formation a bit.
context: But...\If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,\What's with that blocking? Talk about scary. We can't win, right?\But you fought them,\and you won.\Tomorrow will be the same.\All right!\All right. Let's clarify the formation a bit. response:	Right!
context: If you were seeing our match against Date Tech from the stands, you'd hesitate, saying,\What's with that blocking? Talk about scary. We can't win, right?\But you fought them,\and you won.\Tomorrow will be the same.\All right!\All right. Let's clarify the formation a bit.\Right! response:	Ukai-san.
context: What's with that blocking? Talk about scary. We can't win, right?\But you fought them,\and you won.\Tomorrow will be the same.\All right!\All right. Let's clarify the formation a bit.\Right!\Ukai-san. response:	Oh, Mori.
context: But you fought them,\and you won.\Tomorrow will be the same.\All right!\All right. Let's clarify the formation a bit.\Right!\Ukai-san.\Oh, Mori. response:	This is today's match.
context: and you won.\Tomorrow will be the same.\All right!\All right. Let's clarify the formation a bit.\Right!\Ukai-san.\Oh, Mori.\This is today's match. response:	Seijoh vs Omisaki
context: Tomorrow will be the same.\All right!\All right. Let's clarify the formation a bit.\Right!\Ukai-san.\Oh, Mori.\This is today's match.\Seijoh vs Omisaki response:	Sweet. Thanks.
context: All right!\All right. Let's clarify the formation a bit.\Right!\Ukai-san.\Oh, Mori.\This is today's match.\Seijoh vs Omisaki\Sweet. Thanks. response:	Thanks.
context: All right. Let's clarify the formation a bit.\Right!\Ukai-san.\Oh, Mori.\This is today's match.\Seijoh vs Omisaki\Sweet. Thanks.\Thanks. response:	This helps out a lot. The next round's on me.
context: Right!\Ukai-san.\Oh, Mori.\This is today's match.\Seijoh vs Omisaki\Sweet. Thanks.\Thanks.\This helps out a lot. The next round's on me. response:	All right! Yeah!
context: Ukai-san.\Oh, Mori.\This is today's match.\Seijoh vs Omisaki\Sweet. Thanks.\Thanks.\This helps out a lot. The next round's on me.\All right! Yeah! response:	See ya.
context: Oh, Mori.\This is today's match.\Seijoh vs Omisaki\Sweet. Thanks.\Thanks.\This helps out a lot. The next round's on me.\All right! Yeah!\See ya. response:	Is that the Aoba Johsai match?
context: This is today's match.\Seijoh vs Omisaki\Sweet. Thanks.\Thanks.\This helps out a lot. The next round's on me.\All right! Yeah!\See ya.\Is that the Aoba Johsai match? response:	Yeah.
context: Seijoh vs Omisaki\Sweet. Thanks.\Thanks.\This helps out a lot. The next round's on me.\All right! Yeah!\See ya.\Is that the Aoba Johsai match?\Yeah. response:	Well, it's not like watching this will guarantee
context: Sweet. Thanks.\Thanks.\This helps out a lot. The next round's on me.\All right! Yeah!\See ya.\Is that the Aoba Johsai match?\Yeah.\Well, it's not like watching this will guarantee response:	Seijoh vs Omisaki
context: Thanks.\This helps out a lot. The next round's on me.\All right! Yeah!\See ya.\Is that the Aoba Johsai match?\Yeah.\Well, it's not like watching this will guarantee\Seijoh vs Omisaki response:	we'll be able to receive Oikawa's serves tomorrow.
context: This helps out a lot. The next round's on me.\All right! Yeah!\See ya.\Is that the Aoba Johsai match?\Yeah.\Well, it's not like watching this will guarantee\Seijoh vs Omisaki\we'll be able to receive Oikawa's serves tomorrow. response:	But I'd feel pretty anxious if I wasn't doing anything.
context: All right! Yeah!\See ya.\Is that the Aoba Johsai match?\Yeah.\Well, it's not like watching this will guarantee\Seijoh vs Omisaki\we'll be able to receive Oikawa's serves tomorrow.\But I'd feel pretty anxious if I wasn't doing anything. response:	The next round's on me, Ukai-kun.
context: See ya.\Is that the Aoba Johsai match?\Yeah.\Well, it's not like watching this will guarantee\Seijoh vs Omisaki\we'll be able to receive Oikawa's serves tomorrow.\But I'd feel pretty anxious if I wasn't doing anything.\The next round's on me, Ukai-kun. response:	Seriously?!
context: Is that the Aoba Johsai match?\Yeah.\Well, it's not like watching this will guarantee\Seijoh vs Omisaki\we'll be able to receive Oikawa's serves tomorrow.\But I'd feel pretty anxious if I wasn't doing anything.\The next round's on me, Ukai-kun.\Seriously?! response:	All right. Make sure you're not late tomorrow.
context: Yeah.\Well, it's not like watching this will guarantee\Seijoh vs Omisaki\we'll be able to receive Oikawa's serves tomorrow.\But I'd feel pretty anxious if I wasn't doing anything.\The next round's on me, Ukai-kun.\Seriously?!\All right. Make sure you're not late tomorrow. response:	Right!
context: Well, it's not like watching this will guarantee\Seijoh vs Omisaki\we'll be able to receive Oikawa's serves tomorrow.\But I'd feel pretty anxious if I wasn't doing anything.\The next round's on me, Ukai-kun.\Seriously?!\All right. Make sure you're not late tomorrow.\Right! response:	I want to take my dear underclassman on in an official match,
context: Seijoh vs Omisaki\we'll be able to receive Oikawa's serves tomorrow.\But I'd feel pretty anxious if I wasn't doing anything.\The next round's on me, Ukai-kun.\Seriously?!\All right. Make sure you're not late tomorrow.\Right!\I want to take my dear underclassman on in an official match, response:	setter versus setter, and crush him.
context: we'll be able to receive Oikawa's serves tomorrow.\But I'd feel pretty anxious if I wasn't doing anything.\The next round's on me, Ukai-kun.\Seriously?!\All right. Make sure you're not late tomorrow.\Right!\I want to take my dear underclassman on in an official match,\setter versus setter, and crush him. response:	Kageyama seems more irritated than usual.
context: But I'd feel pretty anxious if I wasn't doing anything.\The next round's on me, Ukai-kun.\Seriously?!\All right. Make sure you're not late tomorrow.\Right!\I want to take my dear underclassman on in an official match,\setter versus setter, and crush him.\Kageyama seems more irritated than usual. response:	Oh, there he goes.
context: The next round's on me, Ukai-kun.\Seriously?!\All right. Make sure you're not late tomorrow.\Right!\I want to take my dear underclassman on in an official match,\setter versus setter, and crush him.\Kageyama seems more irritated than usual.\Oh, there he goes. response:	Kageyama!
context: Seriously?!\All right. Make sure you're not late tomorrow.\Right!\I want to take my dear underclassman on in an official match,\setter versus setter, and crush him.\Kageyama seems more irritated than usual.\Oh, there he goes.\Kageyama! response:	You're going to end up with
context: All right. Make sure you're not late tomorrow.\Right!\I want to take my dear underclassman on in an official match,\setter versus setter, and crush him.\Kageyama seems more irritated than usual.\Oh, there he goes.\Kageyama!\You're going to end up with response:	permanent forehead wrinkles, even though you're just a teen!
context: Right!\I want to take my dear underclassman on in an official match,\setter versus setter, and crush him.\Kageyama seems more irritated than usual.\Oh, there he goes.\Kageyama!\You're going to end up with\permanent forehead wrinkles, even though you're just a teen! response:	What?!
context: I want to take my dear underclassman on in an official match,\setter versus setter, and crush him.\Kageyama seems more irritated than usual.\Oh, there he goes.\Kageyama!\You're going to end up with\permanent forehead wrinkles, even though you're just a teen!\What?! response:	Tomorrow, we're going to defeat the Great King...
context: setter versus setter, and crush him.\Kageyama seems more irritated than usual.\Oh, there he goes.\Kageyama!\You're going to end up with\permanent forehead wrinkles, even though you're just a teen!\What?!\Tomorrow, we're going to defeat the Great King... response:	Defeat... Oikawa-san...
context: Kageyama seems more irritated than usual.\Oh, there he goes.\Kageyama!\You're going to end up with\permanent forehead wrinkles, even though you're just a teen!\What?!\Tomorrow, we're going to defeat the Great King...\Defeat... Oikawa-san... response:	Mind your own business!
context: Oh, there he goes.\Kageyama!\You're going to end up with\permanent forehead wrinkles, even though you're just a teen!\What?!\Tomorrow, we're going to defeat the Great King...\Defeat... Oikawa-san...\Mind your own business! response:	We'll win that match. If we don't, we can't advance.
context: Kageyama!\You're going to end up with\permanent forehead wrinkles, even though you're just a teen!\What?!\Tomorrow, we're going to defeat the Great King...\Defeat... Oikawa-san...\Mind your own business!\We'll win that match. If we don't, we can't advance. response:	All right!
context: You're going to end up with\permanent forehead wrinkles, even though you're just a teen!\What?!\Tomorrow, we're going to defeat the Great King...\Defeat... Oikawa-san...\Mind your own business!\We'll win that match. If we don't, we can't advance.\All right! response:	I'll be going, now.
context: permanent forehead wrinkles, even though you're just a teen!\What?!\Tomorrow, we're going to defeat the Great King...\Defeat... Oikawa-san...\Mind your own business!\We'll win that match. If we don't, we can't advance.\All right!\I'll be going, now. response:	'Kay. Bye-bye!
context: What?!\Tomorrow, we're going to defeat the Great King...\Defeat... Oikawa-san...\Mind your own business!\We'll win that match. If we don't, we can't advance.\All right!\I'll be going, now.\'Kay. Bye-bye! response:	Karasuno vs. Date Tech
context: Tomorrow, we're going to defeat the Great King...\Defeat... Oikawa-san...\Mind your own business!\We'll win that match. If we don't, we can't advance.\All right!\I'll be going, now.\'Kay. Bye-bye!\Karasuno vs. Date Tech response:	Hey, make sure you don't stay up all night.
context: Defeat... Oikawa-san...\Mind your own business!\We'll win that match. If we don't, we can't advance.\All right!\I'll be going, now.\'Kay. Bye-bye!\Karasuno vs. Date Tech\Hey, make sure you don't stay up all night. response:	Iwa-chan, are you my mom?
context: Mind your own business!\We'll win that match. If we don't, we can't advance.\All right!\I'll be going, now.\'Kay. Bye-bye!\Karasuno vs. Date Tech\Hey, make sure you don't stay up all night.\Iwa-chan, are you my mom? response:	What?
context: We'll win that match. If we don't, we can't advance.\All right!\I'll be going, now.\'Kay. Bye-bye!\Karasuno vs. Date Tech\Hey, make sure you don't stay up all night.\Iwa-chan, are you my mom?\What? response:	Sorry, sorry, sorry! I promise I won't!
context: All right!\I'll be going, now.\'Kay. Bye-bye!\Karasuno vs. Date Tech\Hey, make sure you don't stay up all night.\Iwa-chan, are you my mom?\What?\Sorry, sorry, sorry! I promise I won't! response:	I promise I'll arrive in top condition!
context: I'll be going, now.\'Kay. Bye-bye!\Karasuno vs. Date Tech\Hey, make sure you don't stay up all night.\Iwa-chan, are you my mom?\What?\Sorry, sorry, sorry! I promise I won't!\I promise I'll arrive in top condition! response:	Stop being stupid, Crappy Oikawa.
context: 'Kay. Bye-bye!\Karasuno vs. Date Tech\Hey, make sure you don't stay up all night.\Iwa-chan, are you my mom?\What?\Sorry, sorry, sorry! I promise I won't!\I promise I'll arrive in top condition!\Stop being stupid, Crappy Oikawa. response:	I'm shutting the club room doors, so get out of here, Trashykawa.
context: Karasuno vs. Date Tech\Hey, make sure you don't stay up all night.\Iwa-chan, are you my mom?\What?\Sorry, sorry, sorry! I promise I won't!\I promise I'll arrive in top condition!\Stop being stupid, Crappy Oikawa.\I'm shutting the club room doors, so get out of here, Trashykawa. response:	Don't shorten the insults!
context: Hey, make sure you don't stay up all night.\Iwa-chan, are you my mom?\What?\Sorry, sorry, sorry! I promise I won't!\I promise I'll arrive in top condition!\Stop being stupid, Crappy Oikawa.\I'm shutting the club room doors, so get out of here, Trashykawa.\Don't shorten the insults! response:	Trashy Oikawa!
context: Iwa-chan, are you my mom?\What?\Sorry, sorry, sorry! I promise I won't!\I promise I'll arrive in top condition!\Stop being stupid, Crappy Oikawa.\I'm shutting the club room doors, so get out of here, Trashykawa.\Don't shorten the insults!\Trashy Oikawa! response:	You don't have to rephrase it!
context: What?\Sorry, sorry, sorry! I promise I won't!\I promise I'll arrive in top condition!\Stop being stupid, Crappy Oikawa.\I'm shutting the club room doors, so get out of here, Trashykawa.\Don't shorten the insults!\Trashy Oikawa!\You don't have to rephrase it! response:	Is it possible that this player...
context: Sorry, sorry, sorry! I promise I won't!\I promise I'll arrive in top condition!\Stop being stupid, Crappy Oikawa.\I'm shutting the club room doors, so get out of here, Trashykawa.\Don't shorten the insults!\Trashy Oikawa!\You don't have to rephrase it!\Is it possible that this player... response:	Go, go, go! Go, go, Seijoh!
context: I promise I'll arrive in top condition!\Stop being stupid, Crappy Oikawa.\I'm shutting the club room doors, so get out of here, Trashykawa.\Don't shorten the insults!\Trashy Oikawa!\You don't have to rephrase it!\Is it possible that this player...\Go, go, go! Go, go, Seijoh! response:	Go, go, go! Go, go, Seijoh!
context: Stop being stupid, Crappy Oikawa.\I'm shutting the club room doors, so get out of here, Trashykawa.\Don't shorten the insults!\Trashy Oikawa!\You don't have to rephrase it!\Is it possible that this player...\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh! response:	Push it, push it, push it! Push it, push it, Seijoh!
context: I'm shutting the club room doors, so get out of here, Trashykawa.\Don't shorten the insults!\Trashy Oikawa!\You don't have to rephrase it!\Is it possible that this player...\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh! response:	Push it, push it, push it! Push it, push it, Seijoh!
context: Don't shorten the insults!\Trashy Oikawa!\You don't have to rephrase it!\Is it possible that this player...\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh! response:	Let's play.
context: Trashy Oikawa!\You don't have to rephrase it!\Is it possible that this player...\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Let's play. response:	Let's play.
context: You don't have to rephrase it!\Is it possible that this player...\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Let's play.\Let's play. response:	Fly
context: Is it possible that this player...\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Let's play.\Let's play.\Fly response:	Looks like Karasuno made it safely through to day two.
context: Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Let's play.\Let's play.\Fly\Looks like Karasuno made it safely through to day two. response:	I ended up using another paid day off.
context: Go, go, go! Go, go, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Let's play.\Let's play.\Fly\Looks like Karasuno made it safely through to day two.\I ended up using another paid day off. response:	I'm not gonna be able to take another day off for a while.
context: Push it, push it, push it! Push it, push it, Seijoh!\Push it, push it, push it! Push it, push it, Seijoh!\Let's play.\Let's play.\Fly\Looks like Karasuno made it safely through to day two.\I ended up using another paid day off.\I'm not gonna be able to take another day off for a while. response:	Same here.
context: Push it, push it, push it! Push it, push it, Seijoh!\Let's play.\Let's play.\Fly\Looks like Karasuno made it safely through to day two.\I ended up using another paid day off.\I'm not gonna be able to take another day off for a while.\Same here. response:	Rule the Court
context: Let's play.\Let's play.\Fly\Looks like Karasuno made it safely through to day two.\I ended up using another paid day off.\I'm not gonna be able to take another day off for a while.\Same here.\Rule the Court response:	Date Tech had quite the crowd cheering for them, too,
context: Let's play.\Fly\Looks like Karasuno made it safely through to day two.\I ended up using another paid day off.\I'm not gonna be able to take another day off for a while.\Same here.\Rule the Court\Date Tech had quite the crowd cheering for them, too, response:	but these guys...
context: Fly\Looks like Karasuno made it safely through to day two.\I ended up using another paid day off.\I'm not gonna be able to take another day off for a while.\Same here.\Rule the Court\Date Tech had quite the crowd cheering for them, too,\but these guys... response:	Ready, and...
context: Looks like Karasuno made it safely through to day two.\I ended up using another paid day off.\I'm not gonna be able to take another day off for a while.\Same here.\Rule the Court\Date Tech had quite the crowd cheering for them, too,\but these guys...\Ready, and... response:	Oikawa-kun! Do your best!
context: I ended up using another paid day off.\I'm not gonna be able to take another day off for a while.\Same here.\Rule the Court\Date Tech had quite the crowd cheering for them, too,\but these guys...\Ready, and...\Oikawa-kun! Do your best! response:	They've got that.
context: I'm not gonna be able to take another day off for a while.\Same here.\Rule the Court\Date Tech had quite the crowd cheering for them, too,\but these guys...\Ready, and...\Oikawa-kun! Do your best!\They've got that. response:	Ain't no way I'm gonna lose! Let's go!
context: Same here.\Rule the Court\Date Tech had quite the crowd cheering for them, too,\but these guys...\Ready, and...\Oikawa-kun! Do your best!\They've got that.\Ain't no way I'm gonna lose! Let's go! response:	Yeah!
context: Rule the Court\Date Tech had quite the crowd cheering for them, too,\but these guys...\Ready, and...\Oikawa-kun! Do your best!\They've got that.\Ain't no way I'm gonna lose! Let's go!\Yeah! response:	Come on, louder! It's like Seijoh's the only team on the court!
